# Sesion:9 Fecha:2026-04-03 23:22:54 Shots:0 Duracion:11,20s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,1584206,0.824951,-0.563721,0.005676,-0.039978,49.4545,0
0.0100,1584216,0.817932,-0.573730,0.003418,-0.042664,50.0134,0
0.0200,1584226,0.811035,-0.583191,0.001099,-0.045166,50.6263,0
0.0300,1584236,0.804443,-0.592102,-0.001404,-0.047424,51.3005,0
0.0400,1584246,0.798157,-0.600403,-0.003967,-0.049316,52.0392,0
0.0500,1584256,0.792297,-0.607971,-0.006653,-0.050903,52.8471,0
0.0600,1584266,0.786743,-0.615051,-0.009277,-0.052124,53.6996,0
0.0700,1584276,0.781250,-0.621887,-0.011719,-0.053040,54.5298,0
0.0800,1584286,0.775635,-0.628784,-0.013977,-0.053711,55.2923,0
0.0900,1584296,0.769714,-0.635864,-0.015930,-0.054077,55.9976,0
0.1000,1584306,0.763611,-0.643188,-0.017700,-0.054260,56.6960,0
0.1100,1584316,0.757568,-0.650269,-0.019348,-0.054199,57.4265,0
0.1200,1584326,0.751770,-0.656921,-0.021057,-0.053955,58.2014,0
0.1300,1584336,0.741455,-0.668457,-0.024292,-0.053101,59.0312,0
0.1400,1584346,0.737122,-0.673218,-0.025818,-0.052551,59.9307,0
0.1500,1584356,0.733643,-0.677063,-0.027222,-0.051819,60.9280,0
0.1600,1584366,0.731079,-0.679749,-0.028625,-0.050903,62.0460,0
0.1700,1584376,0.729553,-0.681458,-0.030029,-0.049744,63.2666,0
0.1800,1584386,0.728699,-0.682434,-0.031311,-0.048401,64.5391,0
0.1900,1584396,0.728333,-0.682861,-0.032410,-0.046875,65.8256,0
0.2000,1584406,0.728149,-0.683105,-0.033264,-0.045166,67.0822,0
0.2100,1584416,0.728088,-0.683228,-0.033875,-0.043396,68.2785,0
0.2200,1584426,0.728088,-0.683350,-0.034302,-0.041565,69.4155,0
0.2300,1584436,0.728088,-0.683472,-0.034668,-0.039734,70.4971,0
0.2400,1584446,0.728149,-0.683472,-0.035034,-0.037964,71.5237,0
0.2500,1584456,0.728088,-0.683594,-0.035461,-0.036194,72.4898,0
0.2600,1584466,0.727966,-0.683777,-0.036011,-0.034546,73.3842,0
0.2700,1584476,0.727661,-0.684143,-0.036621,-0.032898,74.1982,0
0.2800,1584486,0.727173,-0.684692,-0.037292,-0.031433,74.9463,0
0.2900,1584496,0.726257,-0.685791,-0.037231,-0.029175,75.6493,0
0.3000,1584506,0.726013,-0.686035,-0.038086,-0.027893,76.3528,0
