# Sesion:6 Fecha:2026-04-03 23:13:24 Shots:1 Duracion:9,57s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,1036086,0.094482,0.003540,0.717041,-0.690552,69.6164,0
0.0100,1036096,0.091980,0.001526,0.716858,-0.691101,70.0592,0
0.0200,1036106,0.089478,-0.000427,0.716614,-0.691711,70.5001,0
0.0300,1036116,0.087341,-0.002136,0.716431,-0.692139,70.9325,0
0.0400,1036126,0.084839,-0.004211,0.716309,-0.692566,71.3465,0
0.0500,1036136,0.082275,-0.006287,0.716309,-0.692871,71.7313,0
0.0600,1036146,0.079712,-0.008484,0.716309,-0.693176,72.1228,0
0.0700,1036156,0.077209,-0.010681,0.716309,-0.693420,72.5272,0
0.0800,1036166,0.074707,-0.012878,0.716187,-0.693787,72.9444,0
0.0900,1036176,0.072205,-0.015015,0.716003,-0.694214,73.3791,0
0.1000,1036186,0.069702,-0.017151,0.715637,-0.694763,73.8244,0
0.1100,1036196,0.067261,-0.019226,0.715210,-0.695374,74.2674,0
0.1200,1036206,0.062439,-0.023315,0.714417,-0.696533,74.6967,0
0.1300,1036216,0.059998,-0.025269,0.714111,-0.697021,75.1109,0
0.1400,1036226,0.057617,-0.027161,0.713867,-0.697388,75.5100,0
0.1500,1036236,0.055237,-0.029053,0.713684,-0.697632,75.8870,0
0.1600,1036246,0.052856,-0.030945,0.713684,-0.697754,76.2408,0
0.1700,1036256,0.050598,-0.032837,0.713806,-0.697754,76.5758,0
0.1800,1036266,0.048279,-0.034790,0.713867,-0.697754,76.9212,0
0.1900,1036276,0.046082,-0.036865,0.713745,-0.697937,77.2845,0
0.2000,1036286,0.043823,-0.039001,0.713501,-0.698242,77.6728,0
0.2100,1036296,0.041626,-0.041138,0.713074,-0.698608,78.0788,0
0.2200,1036306,0.039429,-0.043335,0.712585,-0.699097,78.4888,0
0.2300,1036316,0.037292,-0.045410,0.712097,-0.699585,78.8995,0
0.2400,1036326,0.035217,-0.047424,0.711609,-0.700073,79.3035,0
0.2500,1036336,0.033142,-0.049438,0.711182,-0.700500,79.7013,0
0.2600,1036346,0.031067,-0.051453,0.710754,-0.700867,80.0877,0
0.2700,1036356,0.029297,-0.053101,0.710571,-0.701050,80.4740,0
0.2800,1036366,0.027649,-0.054749,0.710327,-0.701172,80.8523,0
0.2900,1036376,0.025940,-0.056519,0.710083,-0.701355,81.2356,0
0.3000,1036386,0.024048,-0.058411,0.709595,-0.701782,81.6243,0
