# Sesion:5 Fecha:2026-04-03 23:10:59 Shots:1 Duracion:13,90s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,896096,0.118591,-0.025330,0.717773,-0.685669,70.0169,0
0.0100,896106,0.114929,-0.027649,0.717834,-0.686157,70.3946,0
0.0200,896116,0.111328,-0.029968,0.717712,-0.686768,70.8033,0
0.0300,896126,0.107849,-0.032288,0.717285,-0.687622,71.2575,0
0.0400,896136,0.104431,-0.034607,0.716553,-0.688782,71.7632,0
0.0500,896146,0.101135,-0.036804,0.715576,-0.690186,72.3012,0
0.0600,896156,0.097900,-0.039063,0.714600,-0.691589,72.8467,0
0.0700,896166,0.094727,-0.041260,0.713562,-0.692932,73.3798,0
0.0800,896176,0.091553,-0.043457,0.712646,-0.694153,73.8908,0
0.0900,896186,0.088318,-0.045532,0.711914,-0.695190,74.3709,0
0.1000,896196,0.084961,-0.047607,0.711426,-0.695984,74.8132,0
0.1100,896206,0.081604,-0.049561,0.711121,-0.696594,75.2220,0
0.1200,896216,0.078125,-0.051514,0.710937,-0.697021,75.6346,0
0.1300,896226,0.074646,-0.053406,0.710815,-0.697327,76.0337,0
0.1400,896236,0.071106,-0.055298,0.710754,-0.697632,76.4324,0
0.1500,896246,0.067627,-0.057251,0.710632,-0.697998,76.8383,0
0.1600,896256,0.064209,-0.059204,0.710388,-0.698364,77.2529,0
0.1700,896266,0.060791,-0.061218,0.710144,-0.698730,77.6899,0
0.1800,896276,0.057495,-0.063171,0.709778,-0.699219,78.1588,0
0.1900,896286,0.054321,-0.065063,0.709167,-0.699890,78.6736,0
0.2000,896296,0.051331,-0.066956,0.708313,-0.700867,79.2272,0
0.2100,896306,0.048462,-0.068726,0.707092,-0.702087,79.7962,0
0.2200,896316,0.045715,-0.070496,0.705750,-0.703430,80.3359,0
0.2300,896326,0.042969,-0.072083,0.704529,-0.704712,80.8109,0
0.2400,896336,0.037476,-0.075134,0.703186,-0.705994,81.2131,0
0.2500,896346,0.034729,-0.076599,0.703003,-0.706177,81.5700,0
0.2600,896356,0.031982,-0.078186,0.702881,-0.706299,81.9195,0
0.2700,896366,0.029297,-0.079834,0.702576,-0.706482,82.2844,0
0.2800,896376,0.026733,-0.081665,0.702087,-0.706909,82.6830,0
0.2900,896386,0.024231,-0.083557,0.701355,-0.707520,83.1208,0
0.3000,896396,0.021790,-0.085571,0.700439,-0.708252,83.5781,0
0.3100,896406,0.019409,-0.087585,0.699524,-0.708923,84.0217,0
0.3200,896416,0.017029,-0.089478,0.698914,-0.709351,84.4208,0
0.3300,896426,0.014465,-0.091309,0.698669,-0.709473,84.7658,0
0.3400,896436,0.011902,-0.093079,0.698608,-0.709351,85.0731,0
0.3500,896446,0.009216,-0.094849,0.698608,-0.709106,85.3671,0
0.3600,896456,0.006592,-0.096619,0.698608,-0.708923,85.6745,0
0.3700,896466,0.004089,-0.098450,0.698303,-0.708984,86.0216,0
0.3800,896476,0.001648,-0.100342,0.697693,-0.709351,86.4157,0
0.3900,896486,-0.000610,-0.102234,0.696838,-0.709900,86.8654,0
0.4000,896496,-0.002808,-0.104065,0.695862,-0.710571,87.3296,0
0.4100,896506,-0.004883,-0.105835,0.694885,-0.711304,87.7874,0
0.4200,896516,-0.006958,-0.107544,0.693970,-0.711853,88.2231,0
0.4300,896526,-0.008972,-0.109253,0.693176,-0.712341,88.6354,0
0.4400,896536,-0.011047,-0.110901,0.692627,-0.712646,89.0124,0
0.4500,896546,-0.013184,-0.112488,0.692322,-0.712646,89.2865,0
0.4600,896556,-0.015381,-0.114075,0.692322,-0.712341,89.5268,0
0.4700,896566,-0.017639,-0.115601,0.692627,-0.711792,89.7672,0
0.4800,896576,-0.019836,-0.117249,0.692871,-0.711182,90.0469,0
0.4900,896586,-0.022095,-0.118896,0.692871,-0.710815,90.3893,0
0.5000,896596,-0.024170,-0.120605,0.692566,-0.710815,90.7968,0
0.5100,896606,-0.027954,-0.124146,0.690735,-0.711792,91.2397,0
0.5200,896616,-0.029663,-0.125854,0.689697,-0.712463,91.6790,0
0.5300,896626,-0.031494,-0.127502,0.688843,-0.712952,92.0788,0
0.5400,896636,-0.033386,-0.129089,0.688293,-0.713074,92.4206,0
0.5500,896646,-0.035339,-0.130615,0.687988,-0.712952,92.7170,0
0.5600,896656,-0.037354,-0.132141,0.687927,-0.712708,92.9844,0
0.5700,896666,-0.039368,-0.133667,0.687927,-0.712280,93.2326,0
0.5800,896676,-0.041382,-0.135132,0.688110,-0.711731,93.4681,0
0.5900,896686,-0.043396,-0.136536,0.688293,-0.711121,93.6912,0
0.6000,896696,-0.045410,-0.137817,0.688599,-0.710449,93.9043,0
0.6100,896706,-0.047302,-0.138977,0.688904,-0.709839,94.1229,0
0.6200,896716,-0.049194,-0.140137,0.689026,-0.709351,94.3650,0
0.6300,896726,-0.050903,-0.141296,0.688965,-0.709045,94.6502,0
0.6400,896736,-0.052490,-0.142517,0.688599,-0.709045,94.9763,0
0.6500,896746,-0.053833,-0.143677,0.688049,-0.709290,95.3289,0
0.6600,896756,-0.055115,-0.144836,0.687439,-0.709534,95.6839,0
0.6700,896766,-0.056274,-0.145935,0.686829,-0.709778,96.0333,0
0.6800,896776,-0.057373,-0.146973,0.686523,-0.709778,96.3389,0
0.6900,896786,-0.058472,-0.147888,0.686462,-0.709534,96.5947,0
0.7000,896796,-0.059570,-0.148682,0.686707,-0.709045,96.7993,0
0.7100,896806,-0.060669,-0.149414,0.687195,-0.708313,96.9662,0
0.7200,896816,-0.061646,-0.150085,0.687744,-0.707581,97.1452,0
0.7300,896826,-0.062561,-0.150757,0.688171,-0.706970,97.3589,0
0.7400,896836,-0.063232,-0.151489,0.688354,-0.706543,97.6220,0
0.7500,896846,-0.063721,-0.152161,0.688232,-0.706482,97.9317,0
0.7600,896856,-0.064026,-0.152832,0.687805,-0.706787,98.2605,0
0.7700,896866,-0.064209,-0.153442,0.687134,-0.707214,98.5683,0
0.7800,896876,-0.064331,-0.153992,0.686584,-0.707642,98.8174,0
0.7900,896886,-0.064758,-0.154480,0.686401,-0.707642,98.9942,0
0.8000,896896,-0.065002,-0.154480,0.686768,-0.707275,99.1277,0
0.8100,896906,-0.065247,-0.154419,0.687195,-0.706848,99.2433,0
0.8200,896916,-0.065491,-0.154358,0.687683,-0.706360,99.3515,0
0.8300,896926,-0.065674,-0.154297,0.688049,-0.706055,99.4744,0
0.8400,896936,-0.065674,-0.154297,0.688110,-0.705933,99.6315,0
0.8500,896946,-0.065552,-0.154297,0.687927,-0.706177,99.8330,0
0.8600,896956,-0.065308,-0.154175,0.687256,-0.706848,100.0902,0
0.8700,896966,-0.064819,-0.154114,0.686279,-0.707825,100.3951,0
0.8800,896976,-0.064270,-0.153931,0.685181,-0.708984,100.6994,0
0.8900,896986,-0.063721,-0.153687,0.684265,-0.710022,100.9599,0
0.9000,896996,-0.063293,-0.153320,0.683716,-0.710632,101.1448,0
0.9100,897006,-0.062988,-0.152771,0.683655,-0.710815,101.2384,0
0.9200,897016,-0.062744,-0.152161,0.684082,-0.710632,101.2554,0
0.9300,897026,-0.062500,-0.151489,0.684692,-0.710144,101.2321,0
0.9400,897036,-0.062195,-0.150818,0.685303,-0.709778,101.2077,0
0.9500,897046,-0.061768,-0.150269,0.685608,-0.709595,101.2242,0
0.9600,897056,-0.061218,-0.149841,0.685608,-0.709778,101.2901,0
0.9700,897066,-0.060547,-0.149597,0.685303,-0.710144,101.3881,0
0.9800,897076,-0.059937,-0.149292,0.685059,-0.710510,101.4804,0
0.9900,897086,-0.059448,-0.149048,0.684937,-0.710693,101.5318,0
1.0000,897096,-0.059021,-0.148743,0.685181,-0.710571,101.4777,0
1.0100,897106,-0.058655,-0.148376,0.685730,-0.710144,101.3899,0
1.0200,897116,-0.058350,-0.147888,0.686462,-0.709534,101.2601,0
1.0300,897126,-0.058044,-0.147339,0.687500,-0.708679,101.1140,0
1.0400,897136,-0.057739,-0.146729,0.688660,-0.707703,100.9838,0
1.0500,897146,-0.057312,-0.146179,0.689758,-0.706787,100.9052,0
1.0600,897156,-0.056091,-0.145203,0.690857,-0.706055,100.9019,0
1.0700,897166,-0.055237,-0.144897,0.690735,-0.706299,100.9622,0
1.0800,897176,-0.054382,-0.144531,0.690491,-0.706665,101.0359,0
1.0900,897186,-0.053589,-0.144226,0.690308,-0.706970,101.0860,0
1.1000,897196,-0.052856,-0.143799,0.690369,-0.707031,101.0889,0
1.1100,897206,-0.052307,-0.143311,0.690674,-0.706909,101.0534,0
1.1200,897216,-0.051758,-0.142700,0.691101,-0.706665,100.9974,0
1.1300,897226,-0.051331,-0.142029,0.691467,-0.706421,100.9494,0
1.1400,897236,-0.050781,-0.141296,0.691711,-0.706360,100.9160,0
1.1500,897246,-0.050171,-0.140503,0.691833,-0.706482,100.8975,0
1.1600,897256,-0.049561,-0.139648,0.691895,-0.706604,100.8821,0
1.1700,897266,-0.049011,-0.138916,0.692017,-0.706726,100.8602,0
