# Sesion:8 Fecha:2026-04-03 23:22:34 Shots:1 Duracion:12,13s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,1565006,0.086243,0.013184,0.716797,-0.691772,69.7887,0
0.0100,1565016,0.083252,0.010559,0.716919,-0.692078,70.1549,0
0.0200,1565026,0.080261,0.007935,0.717163,-0.692200,70.5021,0
0.0300,1565036,0.077271,0.005310,0.717590,-0.692139,70.8585,0
0.0400,1565046,0.074280,0.002625,0.717957,-0.692078,71.2516,0
0.0500,1565056,0.071289,-0.000061,0.718140,-0.692261,71.6994,0
0.0600,1565066,0.065430,-0.005432,0.717468,-0.693481,72.1953,0
0.0700,1565076,0.062500,-0.008179,0.716797,-0.694458,72.7206,0
0.0800,1565086,0.059570,-0.010864,0.716064,-0.695374,73.2432,0
0.0900,1565096,0.056580,-0.013489,0.715515,-0.696228,73.7443,0
0.1000,1565106,0.053467,-0.016113,0.715088,-0.696777,74.2104,0
0.1100,1565116,0.050354,-0.018616,0.714966,-0.697083,74.6275,0
0.1200,1565126,0.047180,-0.021118,0.715149,-0.697083,75.0061,0
0.1300,1565136,0.043945,-0.023499,0.715454,-0.696899,75.3662,0
0.1400,1565146,0.040649,-0.025757,0.715637,-0.696777,75.7414,0
0.1500,1565156,0.037476,-0.028076,0.715637,-0.696899,76.1572,0
0.1600,1565166,0.034241,-0.030396,0.715332,-0.697327,76.6144,0
0.1700,1565176,0.031128,-0.032715,0.714783,-0.697876,77.1057,0
0.1800,1565186,0.028076,-0.035095,0.714050,-0.698608,77.6198,0
0.1900,1565196,0.025085,-0.037476,0.713318,-0.699341,78.1343,0
0.2000,1565206,0.022095,-0.039856,0.712708,-0.699951,78.6253,0
0.2100,1565216,0.019104,-0.042175,0.712341,-0.700317,79.0744,0
0.2200,1565226,0.016174,-0.044373,0.712280,-0.700317,79.4865,0
0.2300,1565236,0.013184,-0.046509,0.712585,-0.699890,79.8338,0
0.2400,1565246,0.010254,-0.048523,0.713257,-0.699097,80.1304,0
0.2500,1565256,0.007263,-0.050537,0.714172,-0.698120,80.3959,0
0.2600,1565266,0.004395,-0.052490,0.714966,-0.697205,80.6811,0
0.2700,1565276,0.001648,-0.054565,0.715393,-0.696594,81.0925,0
0.2800,1565286,-0.000977,-0.056702,0.715393,-0.696411,81.5656,0
0.2900,1565296,-0.003540,-0.058838,0.715027,-0.696594,82.0778,0
0.3000,1565306,-0.005981,-0.061035,0.714355,-0.697083,82.5914,0
0.3100,1565316,-0.008362,-0.063171,0.713684,-0.697571,83.0773,0
0.3200,1565326,-0.010681,-0.065186,0.713074,-0.697998,83.5315,0
0.3300,1565336,-0.013062,-0.067017,0.712646,-0.698181,83.9532,0
0.3400,1565346,-0.017639,-0.070312,0.712219,-0.698181,84.3515,0
0.3500,1565356,-0.019958,-0.071777,0.712097,-0.698120,84.7426,0
0.3600,1565366,-0.022217,-0.073242,0.711853,-0.698120,85.1374,0
0.3700,1565376,-0.024353,-0.074585,0.711609,-0.698181,85.5405,0
0.3800,1565386,-0.026550,-0.076111,0.711243,-0.698303,85.9509,0
0.3900,1565396,-0.028625,-0.077637,0.710876,-0.698425,86.3570,0
0.4000,1565406,-0.030640,-0.079163,0.710510,-0.698547,86.7547,0
0.4100,1565416,-0.032532,-0.080627,0.710144,-0.698669,87.1470,0
0.4200,1565426,-0.034363,-0.082031,0.709900,-0.698669,87.5185,0
0.4300,1565436,-0.036011,-0.083313,0.709717,-0.698608,87.8685,0
0.4400,1565446,-0.037598,-0.084473,0.709656,-0.698425,88.1925,0
0.4500,1565456,-0.039124,-0.085571,0.709717,-0.698181,88.4986,0
0.4600,1565466,-0.040588,-0.086609,0.709900,-0.697815,88.7881,0
0.4700,1565476,-0.042053,-0.087646,0.710022,-0.697449,89.0766,0
0.4800,1565486,-0.043518,-0.088684,0.709961,-0.697327,89.3868,0
0.4900,1565496,-0.044922,-0.089722,0.709656,-0.697388,89.7414,0
0.5000,1565506,-0.046204,-0.090759,0.709106,-0.697693,90.1274,0
0.5100,1565516,-0.047363,-0.091858,0.708374,-0.698242,90.5385,0
0.5200,1565526,-0.048401,-0.092957,0.707581,-0.698792,90.9382,0
0.5300,1565536,-0.049438,-0.093872,0.707031,-0.699219,91.2977,0
0.5400,1565546,-0.050415,-0.094727,0.706726,-0.699341,91.6057,0
0.5500,1565556,-0.051392,-0.095520,0.706543,-0.699280,91.8772,0
0.5600,1565566,-0.052246,-0.096252,0.706421,-0.699280,92.1491,0
0.5700,1565576,-0.052979,-0.096985,0.706299,-0.699280,92.4130,0
0.5800,1565586,-0.053650,-0.097778,0.706116,-0.699280,92.6647,0
0.5900,1565596,-0.054321,-0.098572,0.705994,-0.699219,92.9130,0
0.6000,1565606,-0.054932,-0.099304,0.705872,-0.699158,93.1526,0
0.6100,1565616,-0.056335,-0.100830,0.705627,-0.699158,93.3894,0
0.6200,1565626,-0.057007,-0.101685,0.705444,-0.699158,93.6272,0
0.6300,1565636,-0.057739,-0.102539,0.705261,-0.699097,93.8570,0
0.6400,1565646,-0.058289,-0.103394,0.705139,-0.699097,94.0827,0
0.6500,1565656,-0.058899,-0.104187,0.704956,-0.699036,94.3105,0
