# Sesion:4 Fecha:2026-04-03 22:57:58 Shots:1 Duracion:17,58s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,144656,0.073303,0.016418,0.746033,-0.661682,72.4527,0
0.0100,144666,0.069763,0.013794,0.745728,-0.662476,72.8013,0
0.0200,144676,0.066284,0.011047,0.745972,-0.662598,73.0619,0
0.0300,144686,0.062927,0.008179,0.746582,-0.662231,73.2673,0
0.0400,144696,0.059753,0.005188,0.747314,-0.661743,73.4644,0
0.0500,144706,0.056641,0.002075,0.747986,-0.661316,73.6884,0
0.0600,144716,0.053650,-0.001038,0.748352,-0.661072,73.9619,0
0.0700,144726,0.050781,-0.004089,0.748535,-0.661133,74.2883,0
0.0800,144736,0.047974,-0.007202,0.748413,-0.661438,74.6814,0
0.0900,144746,0.045166,-0.010193,0.748169,-0.661926,75.1120,0
0.1000,144756,0.042358,-0.013245,0.747742,-0.662537,75.5637,0
0.1100,144766,0.039429,-0.016235,0.747192,-0.663208,76.0338,0
0.1200,144776,0.036560,-0.019165,0.746582,-0.664001,76.5159,0
0.1300,144786,0.033630,-0.022095,0.745972,-0.664795,77.0014,0
0.1400,144796,0.030579,-0.024841,0.745361,-0.665466,77.4488,0
0.1500,144806,0.027588,-0.027466,0.744934,-0.666016,77.8820,0
0.1600,144816,0.024475,-0.029968,0.744568,-0.666443,78.3190,0
0.1700,144826,0.021362,-0.032349,0.744141,-0.666870,78.7870,0
0.1800,144836,0.018250,-0.034668,0.743591,-0.667542,79.3032,0
0.1900,144846,0.015198,-0.036926,0.742676,-0.668457,79.8696,0
0.2000,144856,0.009216,-0.041321,0.739929,-0.671387,80.4735,0
0.2100,144866,0.006226,-0.043335,0.738281,-0.673035,81.0874,0
0.2200,144876,0.003296,-0.045349,0.736755,-0.674683,81.6781,0
0.2300,144886,0.000305,-0.047302,0.735291,-0.676086,82.2369,0
0.2400,144896,-0.002625,-0.049255,0.734009,-0.677368,82.7615,0
0.2500,144906,-0.005493,-0.051147,0.732788,-0.678467,83.2657,0
0.2600,144916,-0.008362,-0.053162,0.731689,-0.679565,83.7515,0
0.2700,144926,-0.011169,-0.055176,0.730591,-0.680481,84.2164,0
0.2800,144936,-0.013855,-0.057251,0.729675,-0.681274,84.6616,0
0.2900,144946,-0.016418,-0.059326,0.728760,-0.682007,85.0895,0
0.3000,144956,-0.018799,-0.061462,0.727966,-0.682617,85.5047,0
0.3100,144966,-0.021057,-0.063660,0.727173,-0.683167,85.9108,0
0.3200,144976,-0.023132,-0.065918,0.726379,-0.683716,86.3175,0
0.3300,144986,-0.025146,-0.068176,0.725525,-0.684326,86.7274,0
0.3400,144996,-0.027222,-0.070435,0.724670,-0.684937,87.1319,0
0.3500,145006,-0.029236,-0.072693,0.723877,-0.685425,87.5253,0
0.3600,145016,-0.031311,-0.074890,0.723206,-0.685852,87.9151,0
0.3700,145026,-0.033386,-0.077026,0.722717,-0.686035,88.2750,0
0.3800,145036,-0.035461,-0.079041,0.722351,-0.686035,88.6023,0
0.3900,145046,-0.037537,-0.080933,0.722107,-0.685974,88.9081,0
0.4000,145056,-0.039612,-0.082703,0.722046,-0.685730,89.1970,0
0.4100,145066,-0.041687,-0.084351,0.722046,-0.685425,89.4601,0
0.4200,145076,-0.043579,-0.085937,0.722107,-0.685059,89.7298,0
0.4300,145086,-0.045410,-0.087402,0.722107,-0.684692,90.0240,0
0.4400,145096,-0.047058,-0.088928,0.721985,-0.684570,90.3528,0
0.4500,145106,-0.048462,-0.090454,0.721619,-0.684692,90.7127,0
0.4600,145116,-0.049744,-0.091919,0.721008,-0.684998,91.0806,0
0.4700,145126,-0.050903,-0.093445,0.720337,-0.685364,91.4414,0
0.4800,145136,-0.052917,-0.096130,0.719299,-0.685974,91.7704,0
0.4900,145146,-0.054016,-0.097351,0.719055,-0.685974,92.0579,0
0.5000,145156,-0.055054,-0.098511,0.718933,-0.685852,92.3119,0
0.5100,145166,-0.056152,-0.099609,0.718933,-0.685608,92.5493,0
0.5200,145176,-0.057251,-0.100769,0.718811,-0.685486,92.7973,0
0.5300,145186,-0.058289,-0.101868,0.718567,-0.685486,93.0702,0
0.5400,145196,-0.059204,-0.102966,0.718079,-0.685730,93.3709,0
0.5500,145206,-0.059875,-0.104126,0.717407,-0.686218,93.7002,0
0.5600,145216,-0.060425,-0.105164,0.716553,-0.686890,94.0525,0
0.5700,145226,-0.060913,-0.106201,0.715637,-0.687622,94.4036,0
0.5800,145236,-0.061462,-0.107361,0.714844,-0.688293,94.7340,0
0.5900,145246,-0.062134,-0.108582,0.714111,-0.688782,95.0381,0
0.6000,145256,-0.062866,-0.109741,0.713501,-0.689148,95.3174,0
0.6100,145266,-0.063599,-0.110901,0.713013,-0.689392,95.5729,0
0.6200,145276,-0.064331,-0.112000,0.712585,-0.689575,95.8035,0
0.6300,145286,-0.065063,-0.112976,0.712341,-0.689575,96.0139,0
0.6400,145296,-0.065857,-0.113892,0.712280,-0.689453,96.1885,0
0.6500,145306,-0.066650,-0.114624,0.712402,-0.689148,96.3298,0
0.6600,145316,-0.067505,-0.115417,0.712708,-0.688599,96.4405,0
0.6700,145326,-0.068481,-0.116150,0.713074,-0.687988,96.5235,0
0.6800,145336,-0.069336,-0.116882,0.713562,-0.687256,96.6038,0
0.6900,145346,-0.070068,-0.117676,0.713989,-0.686646,96.7351,0
0.7000,145356,-0.070740,-0.118469,0.714172,-0.686218,96.9040,0
0.7100,145366,-0.071289,-0.119324,0.714172,-0.686035,97.1076,0
0.7200,145376,-0.071777,-0.120239,0.713867,-0.686157,97.3308,0
0.7300,145386,-0.072144,-0.121155,0.713440,-0.686340,97.5574,0
0.7400,145396,-0.072510,-0.121948,0.713013,-0.686646,97.7611,0
0.7500,145406,-0.073608,-0.123352,0.712524,-0.686829,97.9311,0
0.7600,145416,-0.074280,-0.123962,0.712402,-0.686707,98.0809,0
0.7700,145426,-0.075073,-0.124573,0.712341,-0.686584,98.2219,0
0.7800,145436,-0.075867,-0.125122,0.712341,-0.686462,98.3529,0
0.7900,145446,-0.076660,-0.125671,0.712280,-0.686279,98.4825,0
0.8000,145456,-0.077454,-0.126221,0.712219,-0.686157,98.6130,0
0.8100,145466,-0.078247,-0.126831,0.712219,-0.685974,98.7421,0
0.8200,145476,-0.079041,-0.127441,0.712158,-0.685791,98.8674,0
0.8300,145486,-0.079895,-0.128113,0.712158,-0.685608,98.9844,0
0.8400,145496,-0.080688,-0.128784,0.712219,-0.685303,99.0976,0
0.8500,145506,-0.081421,-0.129395,0.712219,-0.685059,99.2083,0
0.8600,145516,-0.082031,-0.129883,0.712341,-0.684814,99.3214,0
