# Sesion:5 Fecha:2026-04-03 23:04:58 Shots:1 Duracion:12,70s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,548456,0.118225,-0.028625,0.704102,-0.699585,69.1897,0
0.0100,548466,0.113831,-0.030701,0.704956,-0.699402,69.6101,0
0.0200,548476,0.105652,-0.034485,0.705200,-0.700256,70.1224,0
0.0300,548486,0.101807,-0.036316,0.704468,-0.701477,70.7255,0
0.0400,548496,0.098083,-0.038086,0.703308,-0.703064,71.3809,0
0.0500,548506,0.094421,-0.039856,0.701965,-0.704773,72.0456,0
0.0600,548516,0.090820,-0.041626,0.700745,-0.706360,72.6836,0
0.0700,548526,0.087158,-0.043396,0.699829,-0.707642,73.2665,0
0.0800,548536,0.083557,-0.045105,0.699280,-0.708496,73.7803,0
0.0900,548546,0.079956,-0.046814,0.699097,-0.708984,74.2304,0
0.1000,548556,0.076355,-0.048462,0.699280,-0.709106,74.6270,0
0.1100,548566,0.072754,-0.050110,0.699707,-0.708984,74.9822,0
0.1200,548576,0.069275,-0.051758,0.700195,-0.708679,75.3177,0
0.1300,548586,0.065918,-0.053223,0.700867,-0.708252,75.6409,0
0.1400,548596,0.062744,-0.054565,0.701538,-0.707764,75.9614,0
0.1500,548606,0.059692,-0.055786,0.702148,-0.707336,76.2862,0
0.1600,548616,0.056763,-0.056946,0.702698,-0.706909,76.6198,0
0.1700,548626,0.053955,-0.058044,0.703186,-0.706604,76.9828,0
0.1800,548636,0.051331,-0.059204,0.703552,-0.706360,77.3593,0
0.1900,548646,0.048706,-0.060486,0.703735,-0.706238,77.7563,0
0.2000,548656,0.046143,-0.061890,0.703735,-0.706238,78.1717,0
0.2100,548666,0.043579,-0.063416,0.703613,-0.706360,78.6040,0
0.2200,548676,0.041077,-0.065002,0.703369,-0.706665,79.0583,0
0.2300,548686,0.038574,-0.066650,0.703064,-0.706970,79.5045,0
0.2400,548696,0.036133,-0.068298,0.702759,-0.707214,79.9344,0
0.2500,548706,0.033691,-0.069946,0.702576,-0.707397,80.3407,0
0.2600,548716,0.031250,-0.071533,0.702393,-0.707458,80.7120,0
0.2700,548726,0.028748,-0.073120,0.702515,-0.707336,81.0424,0
0.2800,548736,0.026245,-0.074524,0.702820,-0.706970,81.3291,0
0.2900,548746,0.021301,-0.077148,0.704224,-0.705444,81.5761,0
0.3000,548756,0.018860,-0.078247,0.705261,-0.704407,81.7942,0
0.3100,548766,0.016541,-0.079407,0.706238,-0.703308,82.0188,0
0.3200,548776,0.014343,-0.080505,0.707153,-0.702332,82.2679,0
0.3300,548786,0.012207,-0.081665,0.707764,-0.701599,82.5537,0
0.3400,548796,0.010193,-0.082947,0.708130,-0.701111,82.8782,0
0.3500,548806,0.008179,-0.084167,0.708374,-0.700745,83.2221,0
0.3600,548816,0.006226,-0.085388,0.708679,-0.700317,83.5453,0
0.3700,548826,0.004211,-0.086548,0.709290,-0.699585,83.8203,0
0.3800,548836,0.002136,-0.087524,0.710205,-0.698547,84.0471,0
0.3900,548846,0.000061,-0.088379,0.711243,-0.697388,84.2537,0
0.4000,548856,-0.001953,-0.089233,0.712158,-0.696350,84.4772,0
0.4100,548866,-0.003784,-0.090088,0.712891,-0.695496,84.7352,0
0.4200,548876,-0.005310,-0.091003,0.713379,-0.694824,85.0260,0
0.4300,548886,-0.006592,-0.091919,0.713684,-0.694397,85.3448,0
0.4400,548896,-0.007690,-0.092834,0.713806,-0.694153,85.7013,0
0.4500,548906,-0.008606,-0.093811,0.713623,-0.694153,86.0854,0
0.4600,548916,-0.009460,-0.094727,0.713257,-0.694458,86.5011,0
0.4700,548926,-0.010193,-0.095703,0.712585,-0.694946,86.9387,0
0.4800,548936,-0.011047,-0.096619,0.711975,-0.695435,87.3606,0
0.4900,548946,-0.011963,-0.097473,0.711609,-0.695679,87.7279,0
