# Sesion:7 Fecha:2026-04-03 23:20:32 Shots:2 Duracion:13,90s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,1447296,0.126282,-0.031250,0.752808,-0.645264,69.2657,1
0.0100,1447306,0.123413,-0.032410,0.753113,-0.645447,69.6037,0
0.0200,1447316,0.120300,-0.033508,0.753296,-0.645691,69.9644,0
0.0300,1447326,0.117065,-0.034546,0.753418,-0.646118,70.3374,0
0.0400,1447336,0.113708,-0.035645,0.753418,-0.646667,70.7491,0
0.0500,1447346,0.110229,-0.036682,0.753296,-0.647339,71.1796,0
0.0600,1447356,0.107056,-0.037537,0.752563,-0.648682,71.6381,0
0.0700,1447366,0.103943,-0.038391,0.751587,-0.650269,72.1251,0
0.0800,1447376,0.100464,-0.039551,0.750854,-0.651611,72.6435,0
0.0900,1447386,0.096985,-0.040710,0.749939,-0.653137,73.2076,0
0.1000,1447396,0.093506,-0.041870,0.748840,-0.654785,73.7814,0
0.1100,1447406,0.090027,-0.043030,0.747681,-0.656555,74.3428,0
0.1200,1447416,0.086487,-0.044128,0.746521,-0.658264,74.8678,0
0.1300,1447426,0.082886,-0.045227,0.745483,-0.659790,75.3307,0
0.1400,1447436,0.079285,-0.046326,0.744812,-0.660950,75.7222,0
0.1500,1447446,0.075623,-0.047363,0.744507,-0.661621,76.0476,0
0.1600,1447456,0.068237,-0.049438,0.744873,-0.661865,76.3452,0
0.1700,1447466,0.064758,-0.050598,0.744995,-0.661987,76.6722,0
0.1800,1447476,0.061340,-0.051819,0.744690,-0.662598,77.0658,0
0.1900,1447486,0.058167,-0.053162,0.743896,-0.663635,77.5382,0
0.2000,1447496,0.055176,-0.054687,0.742676,-0.665100,78.0733,0
0.2100,1447506,0.052246,-0.056274,0.741272,-0.666809,78.6313,0
0.2200,1447516,0.049438,-0.057922,0.739990,-0.668274,79.1509,0
0.2300,1447526,0.046631,-0.059509,0.739197,-0.669250,79.5819,0
0.2400,1447536,0.043762,-0.061157,0.739075,-0.669434,79.8997,0
0.2500,1447546,0.040955,-0.062744,0.739502,-0.669006,80.1247,0
0.2600,1447556,0.038147,-0.064453,0.740173,-0.668213,80.3050,0
