# Sesion:4 Fecha:2026-04-03 22:47:23 Shots:2 Duracion:9,37s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,397596,0.511414,-0.568848,-0.413391,0.493896,77.0922,1
0.0100,397606,0.513733,-0.567566,-0.415527,0.491211,77.9999,0
0.0200,397616,0.515869,-0.566406,-0.417786,0.488342,78.8661,0
0.0300,397626,0.517761,-0.565491,-0.420166,0.485413,78.6996,0
0.0400,397636,0.519470,-0.564697,-0.422485,0.482422,78.5182,0
0.0500,397646,0.521118,-0.563965,-0.424805,0.479492,79.3350,0
0.0600,397656,0.522705,-0.563232,-0.426941,0.476685,79.1618,0
0.0700,397666,0.524292,-0.562500,-0.428955,0.474060,80.0135,0
0.0800,397676,0.525940,-0.561584,-0.430786,0.471619,81.9016,0
0.0900,397686,0.527710,-0.560547,-0.432373,0.469421,81.8338,0
0.1000,397696,0.529663,-0.559326,-0.433777,0.467407,81.8059,0
0.1100,397706,0.531616,-0.558044,-0.435059,0.465515,82.8044,0
0.1200,397716,0.533630,-0.556702,-0.436340,0.463623,82.7891,0
0.1300,397726,0.535522,-0.555420,-0.437744,0.461670,82.7354,0
0.1400,397736,0.537170,-0.554321,-0.439270,0.459534,83.6302,0
0.1500,397746,0.538635,-0.553589,-0.440918,0.457153,83.4732,0
0.1600,397756,0.539856,-0.553101,-0.442749,0.454529,84.2792,0
0.1700,397766,0.540894,-0.552856,-0.444641,0.451721,84.0881,0
0.1800,397776,0.541870,-0.552734,-0.446472,0.448914,84.9359,0
0.1900,397786,0.544495,-0.551819,-0.449341,0.443970,85.8419,0
0.2000,397796,0.546082,-0.550964,-0.450378,0.442017,85.8178,0
0.2100,397806,0.547852,-0.549866,-0.451233,0.440369,85.8492,0
0.2200,397816,0.549683,-0.548645,-0.451843,0.438904,85.9066,0
0.2300,397826,0.551392,-0.547485,-0.452454,0.437561,86.9641,0
0.2400,397836,0.552979,-0.546509,-0.453064,0.436218,86.0027,0
0.2500,397846,0.554382,-0.545715,-0.453735,0.434753,86.0088,0
0.2600,397856,0.555481,-0.545227,-0.454407,0.433167,86.9720,0
0.2700,397866,0.556458,-0.544983,-0.455200,0.431396,87.8970,0
0.2800,397876,0.557373,-0.544922,-0.456116,0.429443,87.7910,0
0.2900,397886,0.558228,-0.544861,-0.457031,0.427368,87.6693,0
0.3000,397896,0.559082,-0.544800,-0.458008,0.425232,87.5525,0
0.3100,397906,0.559998,-0.544556,-0.459045,0.423218,88.4519,0
0.3200,397916,0.561035,-0.544128,-0.460022,0.421326,88.3793,0
0.3300,397926,0.562195,-0.543579,-0.460876,0.419617,88.3413,0
0.3400,397936,0.563416,-0.542847,-0.461609,0.418152,89.3374,0
0.3500,397946,0.564697,-0.541931,-0.462219,0.416809,89.3640,0
0.3600,397956,0.566101,-0.541016,-0.462708,0.415649,89.4173,0
0.3700,397966,0.567444,-0.539978,-0.463074,0.414673,89.4938,0
0.3800,397976,0.568848,-0.539001,-0.463257,0.413879,89.5853,0
0.3900,397986,0.570190,-0.538025,-0.463318,0.413208,89.6903,0
0.4000,397996,0.571594,-0.537109,-0.463196,0.412659,90.8082,0
0.4100,398006,0.572876,-0.536255,-0.462952,0.412170,90.9174,0
0.4200,398016,0.574158,-0.535522,-0.462646,0.411682,90.0112,0
0.4300,398026,0.575317,-0.534912,-0.462341,0.411133,90.0843,0
0.4400,398036,0.576477,-0.534424,-0.462158,0.410400,90.1399,0
0.4500,398046,0.577576,-0.533936,-0.462158,0.409607,90.1743,0
0.4600,398056,0.579407,-0.533081,-0.462708,0.407532,90.1809,0
0.4700,398066,0.580139,-0.532715,-0.463196,0.406372,90.1660,0
0.4800,398076,0.580811,-0.532349,-0.463684,0.405212,91.1450,0
0.4900,398086,0.581543,-0.531982,-0.464172,0.404114,91.1294,0
0.5000,398096,0.582275,-0.531555,-0.464661,0.403198,91.1312,0
0.5100,398106,0.582947,-0.531006,-0.465088,0.402344,91.1471,0
0.5200,398116,0.583618,-0.530334,-0.465515,0.401733,91.1794,0
0.5300,398126,0.584351,-0.529602,-0.465881,0.401306,91.2334,0
0.5400,398136,0.584961,-0.528748,-0.466248,0.401062,91.3046,0
0.5500,398146,0.585571,-0.527893,-0.466492,0.401001,92.3927,0
0.5600,398156,0.586243,-0.526978,-0.466736,0.401062,92.4932,0
0.5700,398166,0.586792,-0.526062,-0.466919,0.401123,92.5956,0
0.5800,398176,0.587280,-0.525330,-0.467102,0.401062,92.6845,0
0.5900,398186,0.587769,-0.524780,-0.467407,0.400818,92.7416,0
0.6000,398196,0.588135,-0.524414,-0.467834,0.400269,92.7535,0
0.6100,398206,0.588440,-0.524231,-0.468323,0.399475,92.7283,0
0.6200,398216,0.588684,-0.524170,-0.468933,0.398560,92.6759,0
0.6300,398226,0.588928,-0.524048,-0.469543,0.397583,92.6164,0
0.6400,398236,0.589233,-0.523926,-0.470093,0.396667,93.5684,0
0.6500,398246,0.589600,-0.523621,-0.470642,0.395752,93.5418,0
0.6600,398256,0.590027,-0.523315,-0.471069,0.395020,93.5345,0
