# Sesion:23 Fecha:2026-04-09 18:25:40 Shots:1 Duracion:13,12s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot,shotLevel
0.0000,3381996,-0.671204,0.722961,0.062805,-0.151062,71.1789,0,0
0.0100,3382006,-0.672852,0.721924,0.065125,-0.147827,71.6596,0,0
0.0200,3382016,-0.674377,0.720947,0.067383,-0.144592,72.1274,0,0
0.0300,3382026,-0.675659,0.720215,0.069580,-0.141296,72.5790,0,0
0.0400,3382036,-0.676575,0.719788,0.071777,-0.137878,72.9760,0,0
0.0500,3382046,-0.677124,0.719727,0.073975,-0.134460,73.3245,0,0
0.0600,3382056,-0.677429,0.719788,0.076172,-0.130981,73.6437,0,0
0.0700,3382066,-0.677673,0.719971,0.078491,-0.127625,73.9600,0,0
0.0800,3382076,-0.677979,0.719971,0.080811,-0.124390,74.2966,0,0
0.0900,3382086,-0.678406,0.719788,0.083191,-0.121399,74.7107,0,0
0.1000,3382096,-0.679138,0.719299,0.085632,-0.118530,75.1700,0,0
0.1100,3382106,-0.680054,0.718567,0.088074,-0.115906,75.6588,0,0
0.1200,3382116,-0.681213,0.717590,0.090576,-0.113403,76.1480,0,0
0.1300,3382126,-0.682312,0.716553,0.092957,-0.111084,76.6161,0,0
0.1400,3382136,-0.683350,0.715637,0.095337,-0.108826,77.0523,0,0
0.1500,3382146,-0.684692,0.714355,0.099976,-0.104309,77.4480,0,0
0.1600,3382156,-0.685059,0.714050,0.102234,-0.101990,77.8058,0,0
0.1700,3382166,-0.685120,0.713928,0.104492,-0.099609,78.1281,0,0
0.1800,3382176,-0.685059,0.714050,0.106750,-0.097168,78.4275,0,0
0.1900,3382186,-0.684937,0.714172,0.108948,-0.094666,78.7188,0,0
0.2000,3382196,-0.684875,0.714233,0.111145,-0.092163,79.0262,0,0
0.2100,3382206,-0.685059,0.713989,0.113159,-0.089722,79.3779,0,0
0.2200,3382216,-0.685669,0.713440,0.115112,-0.087341,79.7913,0,0
0.2300,3382226,-0.686462,0.712646,0.116943,-0.085083,80.2486,0,0
0.2400,3382236,-0.687439,0.711670,0.118713,-0.082886,80.7152,0,0
0.2500,3382246,-0.688293,0.710754,0.120422,-0.080750,81.1706,0,0
