# Sesion:27 Fecha:2026-04-09 18:29:46 Shots:1 Duracion:14,95s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot,shotLevel
0.0000,3619446,-0.666443,0.727295,0.059814,-0.152649,72.0288,0,0
0.0100,3619456,-0.668762,0.725769,0.061340,-0.149292,72.4912,0,0
0.0200,3619466,-0.670532,0.724670,0.063110,-0.145996,72.8918,0,0
0.0300,3619476,-0.671875,0.723877,0.065002,-0.142761,73.2723,0,0
0.0400,3619486,-0.673035,0.723206,0.066956,-0.139709,73.6620,0,0
0.0500,3619496,-0.674255,0.722412,0.068970,-0.136780,74.0725,0,0
0.0600,3619506,-0.675598,0.721558,0.070862,-0.133911,74.5086,0,0
0.0700,3619516,-0.678650,0.719299,0.074646,-0.128418,74.9655,0,0
0.0800,3619526,-0.680237,0.718079,0.076477,-0.125610,75.4260,0,0
0.0900,3619536,-0.681885,0.716858,0.078247,-0.122681,75.8783,0,0
0.1000,3619546,-0.683350,0.715759,0.080078,-0.119568,76.3102,0,0
0.1100,3619556,-0.684570,0.714905,0.081970,-0.116272,76.7031,0,0
0.1200,3619566,-0.685547,0.714355,0.083923,-0.112854,77.0485,0,0
0.1300,3619576,-0.686157,0.714050,0.085876,-0.109314,77.3492,0,0
0.1400,3619586,-0.686523,0.713989,0.087952,-0.105774,77.6242,0,0
0.1500,3619596,-0.686890,0.713867,0.090027,-0.102295,77.9055,0,0
0.1600,3619606,-0.687439,0.713562,0.092041,-0.098877,78.2333,0,0
0.1700,3619616,-0.688416,0.712769,0.094116,-0.095581,78.6342,0,0
0.1800,3619626,-0.689941,0.711487,0.096130,-0.092468,79.1176,0,0
0.1900,3619636,-0.691895,0.709717,0.098145,-0.089539,79.6783,0,0
0.2000,3619646,-0.694031,0.707642,0.100159,-0.086731,80.2696,0,0
0.2100,3619656,-0.696106,0.705688,0.102051,-0.083984,80.8407,0,0
0.2200,3619666,-0.697693,0.704163,0.103821,-0.081238,81.3314,0,0
0.2300,3619676,-0.698608,0.703308,0.105408,-0.078491,81.7299,0,0
0.2400,3619686,-0.698975,0.703064,0.106812,-0.075684,82.0267,0,0
0.2500,3619696,-0.698853,0.703247,0.108093,-0.072937,82.2596,0,0
0.2600,3619706,-0.698792,0.703430,0.109375,-0.070190,82.5037,0,0
0.2700,3619716,-0.699097,0.703125,0.110718,-0.067627,82.8206,0,0
0.2800,3619726,-0.700012,0.702209,0.112183,-0.065308,83.2366,0,0
0.2900,3619736,-0.701477,0.700684,0.113770,-0.063171,83.7958,0,0
0.3000,3619746,-0.703247,0.698792,0.115479,-0.061279,84.3546,0,0
0.3100,3619756,-0.705078,0.696838,0.117249,-0.059509,84.8667,0,0
0.3200,3619766,-0.706665,0.695068,0.119019,-0.057861,85.3046,0,0
0.3300,3619776,-0.707825,0.693726,0.120728,-0.056274,85.6631,0,0
0.3400,3619786,-0.708557,0.692810,0.122375,-0.054626,85.9546,0,0
0.3500,3619796,-0.708801,0.692261,0.125549,-0.051392,86.1834,0,0
0.3600,3619806,-0.708435,0.692444,0.127014,-0.049683,86.3646,0,0
0.3700,3619816,-0.707947,0.692810,0.128479,-0.047974,86.5291,0,0
0.3800,3619826,-0.707642,0.692993,0.129944,-0.046326,86.7208,0,0
0.3900,3619836,-0.707642,0.692810,0.131409,-0.044861,86.9778,0,0
0.4000,3619846,-0.708191,0.692078,0.132812,-0.043457,87.3128,0,0
0.4100,3619856,-0.709106,0.690918,0.134216,-0.042236,87.7184,0,0
0.4200,3619866,-0.710388,0.689392,0.135559,-0.041138,88.1641,0,0
0.4300,3619876,-0.711731,0.687805,0.136902,-0.040100,88.6191,0,0
0.4400,3619886,-0.713013,0.686279,0.138123,-0.039063,89.0423,0,0
0.4500,3619896,-0.713989,0.685120,0.139343,-0.037903,89.4081,0,0
0.4600,3619906,-0.714600,0.684265,0.140625,-0.036682,89.7127,0,0
0.4700,3619916,-0.715088,0.683594,0.141846,-0.035461,89.9874,0,0
0.4800,3619926,-0.715515,0.682922,0.143127,-0.034180,90.2517,0,0
0.4900,3619936,-0.716064,0.682129,0.144348,-0.032959,90.5317,0,0
0.5000,3619946,-0.716919,0.681091,0.145630,-0.031799,90.8578,0,0
0.5100,3619956,-0.718018,0.679687,0.146790,-0.030640,91.2268,0,0
0.5200,3619966,-0.719238,0.678162,0.148010,-0.029541,91.6123,0,0
0.5300,3619976,-0.720276,0.676819,0.149231,-0.028381,91.9626,0,0
0.5400,3619986,-0.720947,0.675903,0.150513,-0.027283,92.2465,0,0
0.5500,3619996,-0.721252,0.675354,0.151794,-0.026184,92.4679,0,0
0.5600,3620006,-0.721313,0.674988,0.153259,-0.025146,92.6539,0,0
0.5700,3620016,-0.721252,0.674683,0.154785,-0.024292,92.8251,0,0
0.5800,3620026,-0.721191,0.674438,0.156372,-0.023499,93.0233,0,0
0.5900,3620036,-0.721252,0.673950,0.158142,-0.022888,93.2490,0,0
0.6000,3620046,-0.721436,0.673401,0.159912,-0.022400,93.4882,0,0
0.6100,3620056,-0.721741,0.672668,0.161621,-0.022034,93.7258,0,0
0.6200,3620066,-0.721985,0.671997,0.163269,-0.021729,93.9490,0,0
0.6300,3620076,-0.722229,0.671387,0.164795,-0.021423,94.1394,0,0
0.6400,3620086,-0.722229,0.670837,0.167175,-0.020386,94.2886,0,0
0.6500,3620096,-0.721924,0.670959,0.168152,-0.019531,94.4035,0,0
0.6600,3620106,-0.721558,0.671204,0.169006,-0.018433,94.4921,0,0
0.6700,3620116,-0.721069,0.671570,0.169800,-0.017151,94.5649,0,0
0.6800,3620126,-0.720276,0.672119,0.170715,-0.015564,94.6310,0,0
0.6900,3620136,-0.719849,0.672546,0.171326,-0.014221,94.7119,0,0
0.7000,3620146,-0.719543,0.672729,0.171875,-0.013062,94.8282,0,0
0.7100,3620156,-0.719482,0.672729,0.172302,-0.012207,94.9854,0,0
0.7200,3620166,-0.719666,0.672424,0.172729,-0.011536,95.1847,0,0
0.7300,3620176,-0.720032,0.671936,0.173096,-0.011230,95.4098,0,0
0.7400,3620186,-0.720459,0.671387,0.173462,-0.011047,95.6381,0,0
0.7500,3620196,-0.720764,0.670959,0.173828,-0.011047,95.8450,0,0
0.7600,3620206,-0.720886,0.670776,0.174011,-0.011108,96.0096,0,0
0.7700,3620216,-0.720764,0.670837,0.174133,-0.011108,96.1225,0,0
0.7800,3620226,-0.720398,0.671265,0.174011,-0.011230,96.1930,0,0
0.7900,3620236,-0.719971,0.671753,0.173889,-0.011353,96.2403,0,0
0.8000,3620246,-0.719482,0.672363,0.173767,-0.011536,96.2713,0,0
0.8100,3620256,-0.718994,0.672913,0.173645,-0.011719,96.3018,0,0
0.8200,3620266,-0.718628,0.673218,0.173645,-0.012024,96.3623,0,0
0.8300,3620276,-0.718567,0.673279,0.173645,-0.012512,96.4641,0,0
0.8400,3620286,-0.718872,0.673035,0.173645,-0.013062,96.6094,0,0
0.8500,3620296,-0.719299,0.672485,0.173523,-0.013794,96.7823,0,0
0.8600,3620306,-0.719788,0.672058,0.173340,-0.014465,96.8935,0,0
0.8700,3620316,-0.720032,0.671875,0.172913,-0.015015,96.9212,0,0
0.8800,3620326,-0.719849,0.672241,0.172302,-0.015442,96.8695,0,0
0.8900,3620336,-0.719238,0.673035,0.171570,-0.015747,96.7683,0,0
0.9000,3620346,-0.718384,0.674194,0.170654,-0.015869,96.6656,0,0
0.9100,3620356,-0.717529,0.675354,0.169800,-0.015991,96.5991,0,0
0.9200,3620366,-0.716858,0.676208,0.169067,-0.016113,96.5762,0,0
0.9300,3620376,-0.716248,0.677124,0.167969,-0.016724,96.5958,0,0
