# Sesion:4 Fecha:2026-03-26 20:11:38 Shots:0 Duracion:27,21s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0200,0.100586,-0.060303,0.889099,-0.442383,-37.4169
0.0220,0.100586,-0.060303,0.889099,-0.442383,-37.2263
0.0230,0.088867,-0.059509,0.886780,-0.449707,-37.0096
0.0240,0.075623,-0.060730,0.884277,-0.456787,-36.7908
0.0330,0.068237,-0.064148,0.880432,-0.464783,-36.4462
0.0400,0.068237,-0.064148,0.880432,-0.464783,-36.1187
0.0490,0.059814,-0.066040,0.877747,-0.470764,-35.9035
0.0570,0.055481,-0.067932,0.875000,-0.476074,-35.6823
0.0620,0.053589,-0.068054,0.872375,-0.481079,-35.4450
0.0700,0.053589,-0.068054,0.872375,-0.481079,-35.2195
0.0780,0.053528,-0.068604,0.870117,-0.485168,-35.0292
0.0860,0.056030,-0.070129,0.867493,-0.489319,-34.7992
0.0900,0.056030,-0.070129,0.867493,-0.489319,-34.5650
0.0990,0.058655,-0.072632,0.864624,-0.493652,-34.3119
0.1060,0.057312,-0.074402,0.862427,-0.497437,-34.1106
0.1150,0.050842,-0.074036,0.861023,-0.500610,-33.9672
0.1220,0.046265,-0.074036,0.859436,-0.503723,-33.8010
0.1310,0.046265,-0.074036,0.859436,-0.503723,-33.6432
0.1390,0.042236,-0.074158,0.857056,-0.508118,-33.3861
0.1470,0.036133,-0.073914,0.853943,-0.513794,-33.0294
0.1520,0.028076,-0.072815,0.850342,-0.520386,-32.5983
0.1600,0.028076,-0.072815,0.850342,-0.520386,-32.1888
0.1680,0.021484,-0.071533,0.846741,-0.526794,-31.7605
0.1760,0.017761,-0.070618,0.843506,-0.532166,-31.3706
0.1800,0.016968,-0.070129,0.840637,-0.536804,-30.9992
0.1880,0.016968,-0.070129,0.840637,-0.536804,-30.6463
0.2000,0.018372,-0.070496,0.837830,-0.541077,-30.2973
0.2040,0.019653,-0.070984,0.834900,-0.545410,-29.9272
0.2130,0.018982,-0.071411,0.831726,-0.550232,-29.5221
0.2210,0.018982,-0.071411,0.831726,-0.550232,-29.1373
0.2290,0.018127,-0.071899,0.828247,-0.555481,-28.7066
0.2380,0.018005,-0.072693,0.824463,-0.560913,-28.2401
0.2410,0.017334,-0.073425,0.820679,-0.566406,-27.7554
0.2500,0.017334,-0.073425,0.820679,-0.566406,-27.2950
0.2580,0.016663,-0.074524,0.817017,-0.571533,-26.8475
0.2670,0.016724,-0.075806,0.813904,-0.575745,-26.4465
0.2700,0.016785,-0.077026,0.811584,-0.578857,-26.1193
0.2780,0.016785,-0.077026,0.811584,-0.578857,-25.8084
0.2910,0.015808,-0.078003,0.809692,-0.581421,-25.5422
0.2950,0.013672,-0.078552,0.807678,-0.584167,-25.2593
0.3020,0.010925,-0.078674,0.805420,-0.587341,-24.9468
0.3110,0.010925,-0.078674,0.805420,-0.587341,-24.6498
0.3190,0.007019,-0.077942,0.803101,-0.590637,-24.3391
0.3270,0.002319,-0.076416,0.800964,-0.593811,-24.0403
0.3310,-0.001953,-0.075317,0.799133,-0.596436,-23.7679
0.3400,-0.001953,-0.075317,0.799133,-0.596436,-23.5092
0.3490,-0.005005,-0.074829,0.797485,-0.598633,-23.2705
0.3570,-0.006836,-0.074646,0.796204,-0.600403,-23.0552
0.3610,-0.008057,-0.073975,0.795410,-0.601440,-22.8913
0.3690,-0.008057,-0.073975,0.795410,-0.601440,-22.7357
0.3810,-0.008606,-0.072754,0.794983,-0.602173,-22.6073
0.3850,-0.008850,-0.071228,0.794739,-0.602661,-22.4955
0.3930,-0.008850,-0.071228,0.794739,-0.602661,-22.4101
0.4020,-0.009216,-0.069580,0.794739,-0.602905,-22.3274
0.4100,-0.009766,-0.068420,0.794678,-0.603088,-22.2443
0.4180,-0.011230,-0.067505,0.794128,-0.603882,-22.1250
0.4220,-0.011230,-0.067505,0.794128,-0.603882,-22.0052
0.4300,-0.013794,-0.066467,0.793457,-0.604797,-21.8844
0.4390,-0.016724,-0.065552,0.792847,-0.605652,-21.7691
0.4460,-0.018921,-0.064697,0.792053,-0.606750,-21.6278
0.4500,-0.019958,-0.063965,0.790955,-0.608215,-21.4560
0.4590,-0.019958,-0.063965,0.790955,-0.608215,-21.2928
0.4710,-0.019653,-0.063904,0.789551,-0.610046,-21.0887
0.4760,-0.018372,-0.064392,0.787964,-0.612061,-20.8649
0.4830,-0.017029,-0.064270,0.786804,-0.613586,-20.6782
0.4920,-0.017029,-0.064270,0.786804,-0.613586,-20.5009
0.5000,-0.016235,-0.063660,0.786194,-0.614441,-20.3751
0.5080,-0.015808,-0.062378,0.786011,-0.614807,-20.2914
0.5120,-0.015015,-0.060791,0.786255,-0.614746,-20.2447
0.5210,-0.015015,-0.060791,0.786255,-0.614746,-20.2003
0.5290,-0.013733,-0.059326,0.786987,-0.613953,-20.2136
0.5370,-0.012634,-0.057739,0.787659,-0.613220,-20.2253
0.5400,-0.012146,-0.056580,0.788025,-0.612915,-20.2112
0.5490,-0.012146,-0.056580,0.788025,-0.612915,-20.1978
0.5600,-0.012024,-0.055420,0.787964,-0.613098,-20.1507
0.5660,-0.011902,-0.054138,0.787659,-0.613647,-20.0722
0.5730,-0.011963,-0.053040,0.787292,-0.614197,-19.9951
0.5820,-0.011963,-0.053040,0.787292,-0.614197,-19.9219
0.5900,-0.012146,-0.052368,0.787048,-0.614563,-19.8639
0.5980,-0.012573,-0.052246,0.786682,-0.614990,-19.7953
0.6020,-0.012939,-0.052673,0.786255,-0.615540,-19.7219
0.6100,-0.012939,-0.052673,0.786255,-0.615540,-19.6523
0.6180,-0.013062,-0.053284,0.786011,-0.615784,-19.5985
0.6270,-0.012939,-0.053833,0.785950,-0.615845,-19.5659
0.6310,-0.012817,-0.054077,0.786011,-0.615723,-19.5467
0.6390,-0.012817,-0.054077,0.786011,-0.615723,-19.5285
0.6510,-0.012878,-0.054138,0.786194,-0.615478,-19.5206
0.6550,-0.013306,-0.053833,0.786194,-0.615478,-19.4969
0.6630,-0.014099,-0.053406,0.785828,-0.615967,-19.4444
