# Sesion:5 Fecha:2026-03-26 20:12:11 Shots:1 Duracion:14,21s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0040,0.687988,-0.711914,-0.022156,0.139038,-6.0153
0.0080,0.687988,-0.711914,-0.022156,0.139038,-6.0270
0.0170,0.688110,-0.712097,-0.023071,0.137390,-6.0397
0.0250,0.688232,-0.712280,-0.023987,0.135864,-6.0533
0.0290,0.688171,-0.712524,-0.024841,0.134399,-6.0812
0.0370,0.688171,-0.712524,-0.024841,0.134399,-6.1077
0.0460,0.688049,-0.712952,-0.025757,0.132935,-6.1485
0.0530,0.687866,-0.713318,-0.026611,0.131653,-6.1933
0.0580,0.687866,-0.713318,-0.026611,0.131653,-6.2358
0.0700,0.687744,-0.713562,-0.027466,0.130432,-6.2784
0.0740,0.687439,-0.714050,-0.028381,0.129272,-6.3327
0.0820,0.687012,-0.714661,-0.029297,0.128113,-6.3896
0.0900,0.687012,-0.714661,-0.029297,0.128113,-6.4437
0.0990,0.686584,-0.715210,-0.030273,0.126831,-6.4907
0.1070,0.686218,-0.715759,-0.031128,0.125549,-6.5369
0.1100,0.685913,-0.716248,-0.031982,0.124268,-6.5816
0.1190,0.685913,-0.716248,-0.031982,0.124268,-6.6241
0.1270,0.685547,-0.716797,-0.032898,0.122986,-6.6725
0.1350,0.685181,-0.717346,-0.033752,0.121582,-6.7237
0.1390,0.684814,-0.717895,-0.034607,0.120239,-6.7757
0.1480,0.684814,-0.717895,-0.034607,0.120239,-6.8251
0.1600,0.684570,-0.718323,-0.035339,0.118958,-6.8713
0.1650,0.684265,-0.718811,-0.036072,0.117615,-6.9178
0.1710,0.683899,-0.719360,-0.036743,0.116272,-6.9739
0.1790,0.683899,-0.719360,-0.036743,0.116272,-7.0272
0.1890,0.683472,-0.719910,-0.037476,0.114990,-7.0842
0.1970,0.683228,-0.720276,-0.038269,0.113586,-7.1292
0.2010,0.683166,-0.720520,-0.039124,0.112122,-7.1627
0.2090,0.683166,-0.720520,-0.039124,0.112122,-7.1946
0.2180,0.683166,-0.720703,-0.040039,0.110474,-7.2232
