# Sesion:3 Fecha:2026-03-08 15:38:50 Shots:0 Duracion:14,95s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm
2.7000,8.5000,-50.5625,-17.9049,-293.6409,-118.1725,317.0336,-0.0100,-0.0400,-0.0400,0.0574,7.5800,-0.5700,-6.2000,25,-22.5625,-5.3750,37.3750,0,0,0,1
2.7200,8.5000,-50.4375,46.5528,-325.8698,-114.5916,348.5534,-0.0500,-0.0700,-0.0800,0.1175,7.4900,-0.5800,-6.3100,25,-22.5625,-5.3750,37.3750,0,0,0,1
2.7400,8.5000,-50.3125,-25.0669,-307.9648,-21.4859,309.7294,-0.0100,0.0000,-0.0900,0.0906,7.4900,-0.5200,-6.3700,25,-23.6875,-5.3750,37.0000,0,0,0,1
2.7610,8.6250,-50.2500,-168.3063,-264.9930,-39.3908,316.3858,0.0000,-0.0200,-0.0300,0.0361,7.5300,-0.5200,-6.2900,25,-23.6875,-5.3750,37.0000,0,0,0,1
2.7820,8.7500,-50.1875,-121.7535,-279.3169,-96.6866,319.6720,0.0400,-0.0800,0.0900,0.1269,7.5700,-0.5800,-6.1700,25,-23.6875,-5.3750,37.0000,0,0,0,1
2.8020,8.8125,-50.0625,50.1338,-368.8416,-125.3345,392.7674,0.0000,-0.0100,-0.1300,0.1304,7.5200,-0.5000,-6.4100,25,-22.5625,-5.7500,37.0000,0,0,0,1
2.8220,8.8125,-49.9375,-21.4859,-365.2606,-93.1056,377.5521,0.0000,-0.0400,-0.0800,0.0894,7.4900,-0.5300,-6.3800,25,-22.5625,-5.7500,37.0000,0,0,0,1
2.8390,8.8750,-49.8125,-10.7430,-350.9367,-93.1056,363.2363,0.0400,-0.0300,0.0000,0.0500,7.5300,-0.5100,-6.3100,25,-22.5625,-5.3750,36.1875,0,0,0,1
2.8640,8.8750,-49.6875,35.8099,-447.6233,-103.8486,460.9051,0.0200,-0.0600,0.0400,0.0748,7.4900,-0.5400,-6.2800,25,-22.5625,-5.3750,36.1875,0,0,0,1
2.8840,8.8125,-49.4375,71.6197,-551.4719,-89.5247,563.2631,-0.0400,-0.0300,-0.0400,0.0640,7.4100,-0.5100,-6.4000,25,-22.5625,-5.3750,36.1875,0,0,0,1
2.9000,8.8125,-49.3750,-64.4578,-540.7290,-139.6585,562.1807,-0.1400,-0.1500,0.0500,0.2112,7.2800,-0.6200,-6.3200,25,-21.8750,-5.5000,37.0000,0,0,0,1
2.9250,8.8750,-49.1875,-96.6866,-512.0811,-214.8592,563.6842,0.0300,0.0900,-0.1800,0.2035,7.4500,-0.3600,-6.5800,25,-21.8750,-5.5000,37.0000,0,0,0,1
2.9410,9.0000,-49.0000,-96.6866,-476.2712,-125.3345,501.8877,0.0300,0.0300,-0.1200,0.1273,7.4300,-0.4100,-6.5400,25,-22.5625,-5.5000,36.6875,0,0,0,1
2.9620,9.0625,-48.8125,-82.3627,-483.4331,-82.3627,497.2673,-0.0700,-0.0800,-0.1100,0.1530,7.3000,-0.5200,-6.5500,25,-22.5625,-5.5000,36.6875,0,0,0,1
2.9830,9.1875,-48.6250,-118.1725,-411.8134,-78.7817,435.6164,-0.0300,-0.0600,0.0200,0.0700,7.3200,-0.5000,-6.4400,25,-22.5625,-5.5000,36.6875,0,0,0,1
3.0030,9.2500,-48.5625,-132.4965,-547.8909,-125.3345,577.4500,-0.0800,-0.0600,-0.0700,0.1221,7.2500,-0.4800,-6.5600,25,-21.7500,-6.1875,37.7500,0,0,0,1
3.0230,9.3750,-48.3750,-189.7923,-515.6621,-146.8204,568.7572,-0.1200,-0.0300,-0.2400,0.2700,7.1900,-0.4400,-6.7500,25,-21.7500,-6.1875,37.7500,0,0,0,1
3.0440,9.6250,-48.1250,-139.6585,-440.4613,-146.8204,484.8370,-0.0700,-0.0300,-0.2000,0.2140,7.2300,-0.4300,-6.7300,25,-21.3750,-6.1875,36.6875,0,0,0,1
3.0650,9.7500,-48.0000,-100.2676,-393.9085,-121.7535,424.3129,0.0100,0.0500,-0.1800,0.1871,7.3000,-0.3300,-6.7300,25,-21.3750,-6.1875,36.6875,0,0,0,1
3.0850,9.9375,-47.8750,-250.6690,-347.3557,-136.0775,449.4530,-0.0100,0.0100,-0.1400,0.1407,7.2600,-0.3600,-6.7000,25,-21.3750,-6.1875,36.6875,0,0,0,1
3.1050,10.1875,-47.7500,-232.7641,-268.5740,-107.4296,371.2846,-0.0500,0.0100,-0.2400,0.2454,7.2000,-0.3400,-6.8100,25,-21.7500,-5.8750,37.3750,0,0,0,1
3.1260,10.3125,-47.6875,-136.0775,-196.9542,-17.9049,240.0597,0.0200,0.1000,-0.2700,0.2886,7.2800,-0.2400,-6.8500,25,-21.7500,-5.8750,37.3750,0,0,0,1
3.1460,10.3750,-47.6250,-125.3345,-150.4014,-7.1620,195.9097,0.0300,0.0300,-0.1400,0.1463,7.2800,-0.3100,-6.7400,25,-20.5625,-6.1875,37.6875,0,0,0,1
3.1670,10.4375,-47.6250,-53.7148,-157.5634,-7.1620,166.6217,0.0000,-0.0400,-0.0600,0.0721,7.2400,-0.3800,-6.6600,25,-20.5625,-6.1875,37.6875,0,0,0,1
3.1870,10.5000,-47.5000,-39.3908,-214.8592,-14.3239,218.9093,0.0000,-0.0400,-0.0200,0.0447,7.2400,-0.3800,-6.6300,25,-20.5625,-6.1875,37.6875,0,0,0,1
3.2040,10.5000,-47.4375,-50.1338,-214.8592,-21.4859,221.6743,0.0000,-0.0200,-0.1000,0.1020,7.2200,-0.3600,-6.7200,25,-21.3750,-7.0000,38.0625,0,0,0,1
3.2280,10.5625,-47.3750,-93.1056,-211.2782,-64.4578,239.7122,-0.0300,-0.1400,0.0000,0.1432,7.1800,-0.4700,-6.6200,25,-21.3750,-7.0000,38.0625,0,0,0,1
3.2450,10.6250,-47.3125,-42.9718,-247.0881,-75.2007,261.8287,0.0100,-0.0600,-0.0200,0.0640,7.2200,-0.3900,-6.6600,25,-21.0000,-5.7500,37.6875,0,0,0,1
3.2680,10.6250,-47.2500,-32.2289,-214.8592,-3.5810,217.2924,0.0700,0.0000,-0.0500,0.0860,7.2700,-0.3300,-6.7000,25,-21.0000,-5.7500,37.6875,0,0,0,1
3.2860,10.6875,-47.1875,-82.3627,-179.0493,42.9718,201.7148,-0.0200,-0.0900,-0.0300,0.0970,7.1600,-0.4200,-6.6900,25,-21.0000,-5.7500,37.6875,0,0,0,1
3.3060,10.7500,-47.1250,-100.2676,-186.2113,17.9049,212.2471,0.0000,-0.0300,-0.0500,0.0583,7.1800,-0.3500,-6.7200,25,-21.3750,-6.1875,37.2500,0,0,0,1
3.3270,10.8125,-47.0000,-60.8768,-250.6690,-10.7430,258.1789,-0.0400,-0.0800,-0.0100,0.0900,7.1300,-0.4000,-6.6800,25,-21.3750,-6.1875,37.2500,0,0,0,1
3.3470,10.8125,-46.9375,53.7148,-358.0986,-132.4965,385.5843,0.0100,0.0300,-0.1200,0.1241,7.1800,-0.2700,-6.8000,25,-21.0000,-5.1875,37.6875,0,0,0,1
3.3670,10.8125,-46.8125,-25.0669,-354.5177,-75.2007,363.2716,0.0100,0.0500,-0.1700,0.1775,7.1600,-0.2500,-6.8700,25,-21.0000,-5.1875,37.6875,0,0,0,1
3.3880,10.8750,-46.6875,-89.5247,-282.8979,-46.5528,300.3549,0.0900,0.0900,-0.0800,0.1503,7.2300,-0.2100,-6.8000,25,-21.0000,-5.1875,37.6875,0,0,0,1
3.4080,11.0000,-46.5625,-68.0387,-307.9648,-53.7148,319.9326,0.0400,0.0200,-0.0500,0.0671,7.1600,-0.2700,-6.7800,25,-21.0000,-5.8750,37.2500,0,0,0,1
3.4290,11.0625,-46.5000,-75.2007,-354.5177,-42.9718,364.9445,0.0200,-0.0200,-0.0400,0.0490,7.1300,-0.3200,-6.7800,25,-21.0000,-5.8750,37.2500,0,0,0,1
3.4490,11.1875,-46.3750,-186.2113,-365.2606,-53.7148,413.4915,-0.1000,-0.1300,0.0000,0.1640,6.9900,-0.4200,-6.7600,25,-20.5625,-6.5625,36.8750,0,0,0,1
3.4700,11.3125,-46.2500,-100.2676,-372.4226,-93.1056,396.7630,0.0300,-0.0200,-0.0900,0.0970,7.1100,-0.3000,-6.8700,25,-20.5625,-6.5625,36.8750,0,0,0,1
3.4900,11.3125,-46.1250,-50.1338,-354.5177,-28.6479,359.1892,0.0300,0.0600,-0.1500,0.1643,7.1000,-0.2100,-6.9400,25,-20.5625,-6.5625,36.8750,0,0,0,1
3.5110,11.4375,-46.0000,-111.0106,-322.2888,-28.6479,342.0733,0.0400,0.0300,-0.1200,0.1300,7.1000,-0.2300,-6.9200,25,-20.5625,-6.5625,37.6875,0,0,0,1
3.5310,11.5625,-45.8750,-261.4120,-297.2219,-53.7148,399.4526,-0.0800,-0.0500,-0.2500,0.2672,7.0000,-0.3000,-7.0000,25,-20.5625,-6.5625,37.6875,0,0,0,1
3.5510,11.7500,-45.8125,-168.3063,-243.5071,-82.3627,307.2561,-0.0500,-0.0200,-0.1700,0.1783,6.9700,-0.2700,-7.0000,25,-20.2500,-5.8750,38.5000,0,0,0,1
3.5720,11.8750,-45.7500,-68.0387,-239.9261,-114.5916,274.4541,0.0700,0.0600,-0.1100,0.1435,7.0900,-0.1700,-6.9500,25,-20.2500,-5.8750,38.5000,0,0,0,1
3.5930,11.9375,-45.6250,-71.6197,-293.6409,-32.2289,303.9623,0.0500,0.0200,-0.1700,0.1783,7.0000,-0.2700,-6.9300,25,-20.5625,-5.5000,38.0625,0,0,0,1
3.6130,12.0000,-45.5000,-42.9718,-282.8979,28.6479,287.5735,0.0600,0.0300,-0.1400,0.1552,7.0500,-0.1900,-7.0100,25,-20.5625,-5.5000,38.0625,0,0,0,1
3.6340,11.9375,-45.4375,-82.3627,-225.6021,42.9718,243.9806,0.0000,0.0000,-0.1600,0.1600,6.9900,-0.2300,-7.0400,25,-20.5625,-5.5000,38.0625,0,0,0,1
3.6540,12.0000,-45.3750,-128.9155,-189.7923,50.1338,234.8483,-0.0900,-0.1100,-0.1500,0.2066,6.8800,-0.3400,-7.0400,25,-20.5625,-5.5625,38.5000,0,0,0,1
3.6740,12.1250,-45.3125,-100.2676,-193.3733,50.1338,223.5178,-0.0200,-0.0100,-0.1900,0.1913,6.9400,-0.2400,-7.0900,25,-20.5625,-5.5625,38.5000,0,0,0,1
3.6950,12.0625,-45.2500,0.0000,-193.3733,7.1620,193.5058,0.0200,0.0300,-0.2100,0.2131,6.9600,-0.2000,-7.0800,25,-19.8750,-6.1875,37.2500,0,0,0,1
3.7160,12.1250,-45.1875,-128.9155,-189.7923,-35.8099,232.2125,0.0100,-0.0100,-0.1000,0.1010,6.9700,-0.2300,-7.0100,25,-19.8750,-6.1875,37.2500,0,0,0,1
3.7360,12.2500,-45.1250,-57.2958,-236.3451,-46.5528,247.6065,0.0100,-0.0300,-0.1000,0.1049,6.9500,-0.2500,-7.0200,25,-19.8750,-6.1875,37.2500,0,0,0,1
3.7530,12.2500,-45.0000,-10.7430,-247.0881,-53.7148,253.0873,0.0500,-0.0100,-0.0900,0.1034,6.9900,-0.2200,-7.0200,25,-20.5625,-6.1875,38.5000,0,0,0,1
3.7770,12.2500,-44.9375,17.9049,-232.7641,3.5810,233.4792,0.0400,-0.0300,-0.1100,0.1208,6.9600,-0.2500,-7.0500,25,-20.5625,-6.1875,38.5000,0,0,0,1
3.7930,15.8750,-44.8750,39.3908,-164.7254,53.7148,177.6833,0.1100,-0.0500,0.0200,0.1225,7.0200,-0.2700,-6.9200,25,-21.0000,-6.5625,38.5000,0,0,0,1
3.8170,15.8750,-44.8125,60.8768,-193.3733,53.7148,209.7248,0.0300,-0.0300,-0.1100,0.1179,6.9400,-0.2600,-7.0600,25,-21.0000,-6.5625,38.5000,0,0,0,1
3.8380,15.8750,-44.6875,-42.9718,-186.2113,-28.6479,193.2406,0.0200,-0.0700,-0.0200,0.0755,6.9200,-0.2900,-6.9800,25,-21.0000,-6.5625,38.5000,0,0,0,1
3.8550,15.8750,-44.6875,-103.8486,-236.3451,-28.6479,259.7388,0.0600,-0.0300,0.0200,0.0700,6.9600,-0.2500,-6.9400,25,-20.2500,-6.5625,38.0625,0,0,0,1
3.8790,15.9375,-44.5000,-32.2289,-343.7747,-32.2289,346.7830,-0.0200,-0.1200,0.0000,0.1217,6.8500,-0.3400,-6.9800,25,-20.2500,-6.5625,38.0625,0,0,0,1
3.8960,15.8750,-44.3750,-21.4859,-383.1655,-35.8099,385.4346,0.0000,-0.0600,-0.1100,0.1253,6.8500,-0.2800,-7.1100,25,-19.5000,-5.8750,38.5000,0,0,0,1
3.9160,15.8750,-44.2500,-25.0669,-333.0317,-60.8768,339.4768,0.0700,0.0200,-0.1000,0.1237,6.9200,-0.1900,-7.1200,25,-19.5000,-5.8750,38.5000,0,0,0,1
3.9370,15.8750,-44.1875,-57.2958,-340.1937,-35.8099,346.8385,0.1000,0.0100,-0.0400,0.1082,6.9300,-0.1900,-7.0700,25,-19.5000,-5.8750,38.5000,0,0,0,1
3.9570,15.8750,-44.0625,-107.4296,-379.5845,-57.2958,398.6331,0.0100,-0.0600,-0.0500,0.0787,6.8300,-0.2600,-7.1000,25,-19.8750,-5.5625,38.0625,0,0,0,1
3.9780,15.8750,-43.9375,-125.3345,-350.9367,-28.6479,373.7459,-0.0100,-0.1700,-0.0400,0.1749,6.7800,-0.3700,-7.1000,25,-19.8750,-5.5625,38.0625,0,0,0,1
3.9980,15.8750,-43.8125,-82.3627,-340.1937,-71.6197,357.2741,0.0100,-0.0100,-0.1200,0.1208,6.8000,-0.2000,-7.2000,25,-19.8750,-5.8750,38.0625,0,0,0,1
4.0180,15.8750,-43.6875,-157.5634,-286.4789,-75.2007,335.4870,0.0000,-0.0200,-0.2300,0.2309,6.7800,-0.2100,-7.3100,25,-19.8750,-5.8750,38.0625,0,0,0,1
4.0390,15.8750,-43.6250,-193.3733,-182.6303,7.1620,266.0796,0.0800,0.0000,-0.0800,0.1131,6.8500,-0.1800,-7.1800,25,-19.8750,-5.8750,38.0625,0,0,0,1
4.0590,15.8750,-43.5625,-53.7148,-250.6690,7.1620,256.4596,0.0000,-0.0500,-0.1300,0.1393,6.7500,-0.2200,-7.2400,25,-19.8750,-5.8750,39.2500,0,0,0,1
4.0800,15.8750,-43.4375,0.0000,-297.2219,-57.2958,302.6940,0.0000,-0.0500,-0.0600,0.0781,6.7500,-0.2200,-7.1700,25,-19.8750,-5.8750,39.2500,0,0,0,1
4.1000,15.8750,-43.3125,7.1620,-358.0986,-93.1056,370.0738,0.0600,0.0000,-0.0500,0.0781,6.7900,-0.1700,-7.1800,25,-20.5625,-5.5625,38.8750,0,0,0,1
4.1210,15.8125,-43.1875,-21.4859,-329.4508,-64.4578,336.3841,0.0100,-0.0100,-0.1300,0.1308,6.7300,-0.1800,-7.2700,25,-20.5625,-5.5625,38.8750,0,0,0,1
4.1380,15.8125,-43.1250,-46.5528,-322.2888,-75.2007,334.2041,-0.0100,-0.0300,-0.1100,0.1145,6.6800,-0.1900,-7.2700,25,-20.5625,-5.5625,38.8750,0,0,0,1
4.1620,15.7500,-43.0000,-53.7148,-243.5071,-71.6197,259.4424,0.0900,0.0100,-0.1100,0.1425,6.7800,-0.1400,-7.2700,25,-19.0625,-5.5625,38.5000,0,0,0,1
4.1820,15.7500,-42.9375,-21.4859,-193.3733,-53.7148,201.8419,0.0700,-0.0200,-0.1500,0.1667,6.7600,-0.1800,-7.3300,25,-19.0625,-5.5625,38.5000,0,0,0,1
4.2030,15.7500,-42.8750,32.2289,-239.9261,-89.5247,258.1044,0.0500,0.0000,-0.1000,0.1118,6.7200,-0.1500,-7.2800,25,-19.0625,-5.8750,38.5000,0,0,0,1
4.2230,15.6875,-42.8125,50.1338,-272.1550,-64.4578,284.1418,0.0300,-0.1200,-0.0100,0.1241,6.7000,-0.2700,-7.2000,25,-19.0625,-5.8750,38.5000,0,0,0,1
4.2430,15.6250,-42.6875,118.1725,-333.0317,-121.7535,373.7630,-0.0100,-0.0800,-0.1600,0.1792,6.6300,-0.2300,-7.3700,25,-19.0625,-5.8750,38.5000,0,0,0,1
4.2640,15.6250,-42.5625,25.0669,-211.2782,-89.5247,230.8278,0.0600,-0.0100,-0.0600,0.0854,6.7000,-0.1600,-7.2800,25,-19.5000,-6.1875,38.5000,0,0,0,1
4.2850,15.5625,-42.5000,-21.4859,-261.4120,-139.6585,297.1571,0.0300,-0.0800,0.0000,0.0854,6.7100,-0.1700,-7.2100,25,-19.5000,-6.1875,38.5000,0,0,0,1
4.3050,15.5000,-42.4375,42.9718,-275.7359,-186.2113,335.4870,0.1000,-0.0200,-0.0500,0.1136,6.6800,-0.1500,-7.3000,25,-19.8750,-5.8750,39.6875,0,0,0,1
4.3260,15.4375,-42.3125,-46.5528,-247.0881,-121.7535,279.3628,0.0000,-0.0800,-0.0500,0.0943,6.6000,-0.2100,-7.3000,25,-19.8750,-5.8750,39.6875,0,0,0,1
4.3460,15.4375,-42.2500,-107.4296,-200.5352,-107.4296,251.5882,0.0000,-0.1600,-0.0200,0.1612,6.6200,-0.2000,-7.3200,25,-19.5000,-6.5625,38.8750,0,0,0,1
4.3670,15.4375,-42.1875,-93.1056,-182.6303,-78.7817,219.6111,0.0600,-0.0500,-0.0700,0.1049,6.6500,-0.1700,-7.3400,25,-19.5000,-6.5625,38.8750,0,0,0,1
4.3870,15.3750,-42.1250,-7.1620,-232.7641,-85.9437,248.2272,0.0700,-0.0200,-0.0300,0.0787,6.6500,-0.1200,-7.3100,25,-19.5000,-6.5625,38.8750,0,0,0,1
4.4040,15.3750,-42.0625,-7.1620,-257.8310,-64.4578,265.8627,0.0700,-0.0100,-0.1700,0.1841,6.6400,-0.1100,-7.4600,26,-18.7500,-5.5625,38.5000,0,0,0,1
4.4280,15.3750,-42.0000,-25.0669,-207.6972,-42.9718,213.5721,0.0600,-0.0500,-0.0400,0.0877,6.6200,-0.1600,-7.3400,26,-18.7500,-5.5625,38.5000,0,0,0,1
4.4450,15.3750,-41.8750,-14.3239,-222.0211,-53.7148,228.8752,0.0300,-0.0500,-0.0600,0.0837,6.5800,-0.1500,-7.3600,26,-18.3750,-6.5625,39.1875,0,0,0,1
4.4690,15.3750,-41.8125,-107.4296,-157.5634,-7.1620,190.8367,0.0100,-0.0400,-0.0900,0.0990,6.5500,-0.1400,-7.4000,26,-18.3750,-6.5625,39.1875,0,0,0,1
4.4900,15.3750,-41.7500,-17.9049,-211.2782,-50.1338,217.8817,-0.0200,-0.0900,-0.0700,0.1158,6.5000,-0.1800,-7.3900,26,-18.3750,-6.5625,39.1875,0,0,0,1
4.5060,15.3125,-41.6875,25.0669,-297.2219,-89.5247,311.4223,0.0500,-0.0900,-0.0600,0.1192,6.5700,-0.1800,-7.3800,26,-19.5000,-5.8750,39.2500,0,0,0,1
4.5300,15.3125,-41.5625,28.6479,-318.7078,-96.6866,334.2808,0.0900,0.0000,-0.0800,0.1204,6.6000,-0.0900,-7.4100,26,-19.5000,-5.8750,39.2500,0,0,0,1
4.5470,15.2500,-41.5000,21.4859,-340.1937,-121.7535,361.9631,0.0300,-0.0800,-0.0900,0.1241,6.5300,-0.1600,-7.4400,26,-18.7500,-5.8750,37.6875,0,0,0,1
4.5680,15.1875,-41.3125,3.5810,-290.0599,-103.8486,308.1105,0.0500,-0.0400,-0.1100,0.1273,6.5300,-0.1100,-7.4700,26,-18.7500,-5.8750,37.6875,0,0,0,1
4.5880,15.1875,-41.2500,-107.4296,-193.3733,-89.5247,238.6399,0.1800,0.0000,0.0100,0.1803,6.6500,-0.0800,-7.3500,26,-18.7500,-5.8750,37.6875,0,0,0,1
4.6080,15.1875,-41.1875,-111.0106,-218.4402,-57.2958,251.6391,0.0900,-0.0600,-0.0100,0.1086,6.5500,-0.1200,-7.3800,26,-19.0625,-6.1875,38.8750,0,0,0,1
4.6290,15.1875,-41.0625,-85.9437,-275.7359,-60.8768,295.1654,0.0900,-0.0600,0.0100,0.1086,6.5400,-0.1200,-7.3600,26,-19.0625,-6.1875,38.8750,0,0,0,1
4.6490,15.1250,-40.9375,-17.9049,-379.5845,-121.7535,399.0350,0.1400,0.0300,-0.0100,0.1435,6.5700,-0.0100,-7.4100,26,-18.7500,-5.8750,39.6875,0,0,0,1
4.6700,15.0625,-40.8125,28.6479,-504.9191,-186.2113,538.9236,0.1000,-0.0400,-0.1100,0.1539,6.5200,-0.0900,-7.5300,26,-18.7500,-5.8750,39.6875,0,0,0,1
4.6900,15.0000,-40.6250,75.2007,-533.5670,-196.9542,573.7071,0.1500,0.0600,-0.1800,0.2419,6.5400,0.0200,-7.6200,26,-18.7500,-5.8750,39.6875,0,0,0,1
4.7110,14.9375,-40.4375,71.6197,-469.1092,-107.4296,486.5531,0.1500,0.0600,-0.1900,0.2494,6.5200,0.0200,-7.6500,26,-18.0625,-6.1875,38.5000,0,0,0,1
4.7310,14.9375,-40.3125,-21.4859,-368.8416,42.9718,371.9574,0.0500,-0.1500,0.1200,0.1985,6.4000,-0.1900,-7.3500,26,-18.0625,-6.1875,38.5000,0,0,0,1
4.7480,14.9375,-40.1875,-35.8099,-461.9472,7.1620,463.3885,-0.0600,-0.1600,0.0700,0.1847,6.2600,-0.2100,-7.4100,26,-18.0625,-6.1875,40.0625,0,0,0,1
4.7720,14.9375,-40.0000,-100.2676,-504.9191,-164.7254,540.4918,-0.0400,-0.0900,-0.2200,0.2410,6.2600,-0.1200,-7.7300,26,-18.0625,-6.1875,40.0625,0,0,0,1
4.7890,14.8750,-39.8750,-46.5528,-458.3663,-211.2782,506.8582,0.1400,-0.0200,-0.0700,0.1578,6.4300,-0.0400,-7.6000,26,-18.0625,-6.1875,40.0625,0,0,0,1
4.8090,14.8125,-39.6875,-7.1620,-537.1480,-189.7923,569.7370,0.0400,-0.0700,-0.1200,0.1446,6.3100,-0.0900,-7.6700,26,-18.3750,-6.1875,39.6875,0,0,0,1
4.8340,14.7500,-39.5000,-57.2958,-497.7571,-164.7254,527.4271,0.1100,-0.0500,-0.0700,0.1396,6.3500,-0.0500,-7.6300,26,-18.3750,-6.1875,39.6875,0,0,0,1
4.8500,14.6875,-39.3750,-57.2958,-490.5951,-121.7535,508.7144,0.1200,-0.0400,-0.0100,0.1269,6.3400,-0.0300,-7.5900,26,-18.3750,-6.5625,40.8750,0,0,0,1
4.8740,14.6875,-39.1875,93.1056,-569.3768,-89.5247,583.8436,0.1000,-0.0300,-0.1500,0.1828,6.3000,-0.0300,-7.7500,26,-18.3750,-6.5625,40.8750,0,0,0,1
4.8910,14.6250,-39.0000,132.4965,-551.4719,-57.2958,570.0521,0.1000,0.0000,-0.1100,0.1487,6.2700,0.0000,-7.7300,26,-18.3750,-6.5625,40.8750,0,0,0,1
4.9110,14.6250,-38.8125,-35.8099,-497.7571,-28.6479,499.8652,0.0600,-0.0400,-0.1900,0.2032,6.2100,-0.0300,-7.8300,26,-17.2500,-7.0000,40.5000,0,0,0,1
4.9360,14.6250,-38.6875,-3.5810,-350.9367,-14.3239,351.2471,0.1600,0.0700,-0.1700,0.2437,6.2900,0.0700,-7.8200,26,-17.2500,-7.0000,40.5000,0,0,0,1
4.9520,14.6250,-38.5625,-10.7430,-383.1655,32.2289,384.6686,0.1100,-0.0100,-0.0900,0.1425,6.2200,-0.0100,-7.7600,26,-17.2500,-6.5625,39.2500,0,0,0,1
4.9730,14.6250,-38.3750,-50.1338,-408.2324,0.0000,411.2993,0.1100,-0.0300,-0.1000,0.1517,6.2000,-0.0200,-7.7900,26,-17.2500,-6.5625,39.2500,0,0,0,1
4.9930,14.6250,-38.2500,-21.4859,-444.0423,3.5810,444.5762,0.1500,-0.0500,0.0500,0.1658,6.2300,-0.0500,-7.6400,26,-17.2500,-6.5625,39.2500,0,0,0,1
5.0140,14.6250,-38.0625,107.4296,-633.8346,-46.5528,644.5577,0.0400,-0.0900,-0.0200,0.1005,6.0900,-0.0900,-7.7400,26,-17.6875,-6.5625,40.0625,0,0,0,1
5.0350,14.5625,-37.8125,125.3345,-669.6444,-78.7817,685.8126,0.0000,-0.0400,-0.2700,0.2729,6.0000,-0.0700,-8.0400,26,-17.6875,-6.5625,40.0625,0,0,0,1
5.0550,14.5625,-37.6250,50.1338,-469.1092,-3.5810,471.7941,0.0000,-0.0600,-0.2200,0.2280,5.9900,-0.0600,-7.9800,26,-16.5625,-6.5625,40.0625,0,0,0,1
5.0750,14.5625,-37.5625,-85.9437,-307.9648,-3.5810,319.7522,0.1600,-0.0900,0.0800,0.2002,6.1300,-0.0900,-7.6900,26,-16.5625,-6.5625,40.0625,0,0,0,1
5.0960,14.5625,-37.4375,-14.3239,-368.8416,-50.1338,372.5086,0.1100,-0.0600,-0.0200,0.1269,5.9900,-0.1100,-7.8200,26,-16.8750,-7.0000,40.5000,0,0,0,1
5.1160,14.5625,-37.2500,21.4859,-501.3381,-82.3627,508.5126,0.0700,-0.0800,-0.1100,0.1530,6.0000,-0.0700,-7.9200,26,-16.8750,-7.0000,40.5000,0,0,0,1
5.1370,14.5000,-37.0625,128.9155,-512.0811,-96.6866,536.8375,0.1200,-0.0400,-0.0200,0.1281,6.0200,-0.0300,-7.8500,26,-16.8750,-7.0000,40.5000,0,0,0,1
5.1570,14.4375,-36.9375,136.0775,-565.7958,-96.6866,589.9071,0.1100,-0.0200,-0.0400,0.1187,5.9900,-0.0200,-7.8900,26,-17.2500,-7.0000,38.5000,0,0,0,1
5.1780,14.4375,-36.6875,57.2958,-587.2817,-93.1056,597.3704,0.1400,0.0000,-0.1300,0.1910,5.9900,0.0000,-8.0000,26,-17.2500,-7.0000,38.5000,0,0,0,1
5.1980,14.3750,-36.5625,-50.1338,-458.3663,-14.3239,461.3222,0.0900,-0.0200,-0.2100,0.2293,5.9200,-0.0300,-8.0100,26,-16.8750,-6.5625,41.1875,0,0,0,1
5.2190,14.4375,-36.3750,-107.4296,-411.8134,32.2289,426.8139,0.0600,-0.1300,-0.0300,0.1463,5.8800,-0.1200,-7.9200,26,-16.8750,-6.5625,41.1875,0,0,0,1
5.2390,14.4375,-36.2500,46.5528,-508.5001,-10.7430,510.7396,0.0600,-0.1200,0.0200,0.1356,5.8600,-0.1100,-7.8800,26,-16.8750,-6.5625,41.1875,0,0,0,1
5.2600,14.4375,-36.0625,96.6866,-565.7958,-21.4859,574.3996,0.0700,-0.0900,-0.1200,0.1655,5.8400,-0.0800,-8.0500,26,-17.2500,-6.5625,40.7500,0,0,0,1
5.2800,14.3750,-35.8750,60.8768,-612.3486,-85.9437,621.3398,0.1600,0.0700,-0.2100,0.2731,5.9000,0.0800,-8.1600,26,-17.2500,-6.5625,40.7500,0,0,0,1
5.3000,14.3750,-35.6875,-50.1338,-522.8240,-32.2289,526.2100,0.1400,0.0200,-0.1800,0.2289,5.8500,0.0200,-8.1500,26,-16.8750,-6.5625,40.0000,0,0,0,1
5.3210,14.3750,-35.5000,-121.7535,-429.7184,46.5528,449.0534,0.1700,0.0000,-0.0800,0.1879,5.8600,0.0100,-8.0700,26,-16.8750,-6.5625,40.0000,0,0,0,1
5.3420,14.4375,-35.2500,-53.7148,-472.6902,68.0387,480.5732,0.0700,-0.0900,-0.0600,0.1288,5.7400,-0.0800,-8.0700,26,-16.8750,-6.5625,40.0000,0,0,0,1
5.3580,14.4375,-35.1875,46.5528,-487.0141,39.3908,490.8173,0.0700,-0.1200,-0.0500,0.1476,5.7100,-0.1100,-8.0700,26,-16.5625,-5.8750,40.7500,0,0,0,1
5.3820,14.4375,-34.9375,121.7535,-519.2430,-14.3239,533.5189,0.0700,-0.1000,-0.0100,0.1225,5.6900,-0.1000,-8.0500,26,-16.5625,-5.8750,40.7500,0,0,0,1
