# Sesion:107 Fecha:2026-03-08 21:04:05 Shots:0 Duracion:1,91s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.6960,118.3125,8.9375,698.2923,884.5036,-25.0669,1127.2032,-0.1900,0.3400,-0.0500,0.3927,-1.6900,-0.9200,-9.6600,26,-3.0000,-28.5000,-0.7500,0,0,0,1,172.5625
0.7160,118.3750,8.4375,150.4014,1013.4191,57.2958,1026.1197,-0.1900,0.4700,-0.0100,0.5071,-1.6300,-0.8000,-9.6200,26,-4.0625,-27.2500,0.0000,0,0,0,1,172.3750
0.7410,118.4375,8.0625,-350.9367,1095.7817,171.8873,1163.3741,-0.4200,0.0100,0.3900,0.5732,-1.8500,-1.5900,-9.1000,26,-4.0625,-27.2500,0.0000,0,0,0,1,172.4375
0.7620,118.5000,7.6875,-161.1444,1042.0670,114.5916,1060.6612,-0.4800,-1.0600,0.7400,1.3790,-1.7800,-2.3000,-8.8900,26,-4.1875,-26.7500,1.5000,0,0,0,1,172.6250
0.7900,118.5625,7.1875,336.6127,966.8663,-111.0106,1029.7873,-0.2900,-1.1400,0.6700,1.3537,-1.5200,-2.3900,-8.9600,26,-4.1875,-26.7500,1.5000,0,0,0,1,172.5625
0.8110,118.4375,6.8750,572.9578,884.5036,-347.3557,1109.6320,-0.3500,-0.6200,0.8800,1.1319,-1.5400,-1.9000,-8.7600,26,-3.5625,-27.8750,1.7500,0,0,0,1,172.3750
0.8350,118.3125,6.6250,576.5388,666.0634,-547.8909,1037.4111,-0.4400,-0.3900,0.8700,1.0500,-1.5500,-1.7300,-8.7700,26,-3.5625,-27.8750,1.7500,0,0,0,1,172.1875
0.8560,118.1250,6.2500,683.9684,590.8627,-540.7290,1053.2423,-0.3800,-0.2900,0.4100,0.6298,-1.4500,-1.6700,-9.2300,26,-3.5625,-27.8750,1.7500,0,0,0,1,171.8125
0.8810,117.9375,6.0000,787.8170,630.2536,-529.9860,1139.6315,-0.3100,-0.1000,0.2200,0.3931,-1.3000,-1.4900,-9.4300,26,-4.5000,-26.3750,3.2500,0,0,0,1,171.5625
0.9050,117.7500,5.6250,587.2817,698.2923,-451.2043,1017.8886,-0.1800,-0.1600,0.3000,0.3847,-1.1500,-1.6500,-9.3400,26,-4.5000,-26.3750,3.2500,0,0,0,1,171.1875
0.9300,117.6250,5.3750,494.1761,734.1022,-461.9472,998.2541,-0.1200,0.0000,0.6900,0.7004,-1.0400,-1.5100,-8.9400,26,-4.1875,-27.3750,2.6875,0,0,0,1,171.0000
0.9540,117.5000,5.1250,111.0106,673.2254,-415.3944,798.8168,-0.1000,0.0000,1.0400,1.0448,-0.9700,-1.5400,-8.5900,26,-4.1875,-27.3750,2.6875,0,0,0,1,170.9375
0.9790,117.3125,4.8125,46.5528,436.8803,-401.0705,594.8858,-0.1200,-0.8400,0.9300,1.2589,-0.9600,-2.3700,-8.7100,26,-4.7500,-27.2500,3.5000,0,0,0,1,170.9375
1.0030,117.1875,4.6875,859.4367,304.3838,-497.7571,1038.7698,-0.0100,-0.7800,0.6600,1.0218,-0.7400,-1.7400,-9.2700,26,-4.7500,-27.2500,3.5000,0,0,0,1,170.6875
1.0280,117.0000,4.5625,956.1234,300.8029,-540.7290,1138.8775,0.0500,0.2100,0.2500,0.3303,-0.7100,-1.4500,-9.3700,26,-4.1875,-25.6875,4.7500,0,0,0,1,170.3125
1.0520,116.7500,4.3750,336.6127,350.9367,-515.6621,708.7821,0.0100,0.1100,0.4600,0.4731,-0.7300,-1.5800,-9.1600,26,-4.1875,-25.6875,4.7500,0,0,0,1,169.9375
1.0730,116.6250,4.2500,64.4578,307.9648,-479.8522,573.8077,0.0600,-0.0500,0.5900,0.5951,-0.6500,-1.7600,-9.0300,26,-3.7500,-26.0000,4.8750,0,0,0,1,169.9375
1.0980,116.3750,4.0625,189.7923,164.7254,-440.4613,507.1112,0.0400,0.0600,0.4900,0.4953,-0.6500,-1.6500,-9.1300,26,-3.7500,-26.0000,4.8750,0,0,0,1,169.8125
1.1180,116.2500,4.0000,290.0599,82.3627,-386.7465,490.3991,0.0300,0.1200,0.3700,0.3901,-0.6600,-1.6100,-9.2500,26,-4.0000,-25.5000,6.0625,0,0,0,1,169.7500
1.1430,116.1875,4.0000,358.0986,71.6197,-290.0599,466.3676,0.0800,0.3300,0.1100,0.3569,-0.5900,-1.4300,-9.5000,26,-4.0000,-25.5000,6.0625,0,0,0,1,169.6250
1.1670,116.1250,3.9375,164.7254,103.8486,-96.6866,217.4104,0.0900,0.3400,-0.1100,0.3685,-0.5800,-1.4400,-9.7300,26,-3.7500,-25.0000,6.8750,0,0,0,1,169.5000
1.1910,116.1250,3.8750,25.0669,150.4014,-10.7430,152.8540,0.0600,0.0800,-0.2000,0.2236,-0.6000,-1.6900,-9.8200,26,-3.7500,-25.0000,6.8750,0,0,0,1,169.4375
1.2120,116.1250,3.8125,175.4683,200.5352,10.7430,266.6813,0.1200,-0.2300,-0.1300,0.2902,-0.5300,-2.0200,-9.7500,26,-3.5000,-25.1875,7.5625,0,0,0,1,169.4375
1.2370,116.1250,3.7500,336.6127,207.6972,35.8099,397.1506,0.0500,0.1900,0.1400,0.2412,-0.5700,-1.6200,-9.4700,26,-3.5000,-25.1875,7.5625,0,0,0,1,169.3125
1.2580,116.1875,3.6250,150.4014,150.4014,93.1056,232.1849,-0.1300,-0.2000,0.0700,0.2486,-0.7600,-2.0300,-9.5300,26,-3.5000,-25.1875,7.5625,0,0,0,1,169.1875
1.2820,116.1875,3.6250,175.4683,107.4296,50.1338,211.7632,-0.1400,-0.4200,-0.0300,0.4437,-0.7600,-2.2600,-9.6400,26,-2.5000,-23.6875,6.2500,0,0,0,1,169.1250
1.3070,116.1875,3.5625,379.5845,125.3345,-121.7535,417.8721,-0.0900,-0.4400,-0.3000,0.5401,-0.7100,-2.3100,-9.9100,26,-2.5000,-23.6875,6.2500,0,0,0,1,169.0625
1.3310,116.1250,3.5000,451.2043,222.0211,-193.3733,538.7689,-0.0800,-0.2100,-0.2700,0.3513,-0.6800,-2.1100,-9.8800,26,-3.1875,-24.0000,7.2500,0,0,0,1,168.8125
1.3560,116.0625,3.3750,329.4508,272.1550,-186.2113,466.1339,-0.0300,-0.0200,0.0500,0.0616,-0.6100,-1.9400,-9.5400,26,-3.1875,-24.0000,7.2500,0,0,0,1,168.6875
1.3800,116.0000,3.2500,225.6021,279.3169,-150.4014,389.2748,-0.1400,-0.0500,0.0400,0.1539,-0.6900,-1.9900,-9.5400,26,-2.6875,-23.5625,7.5000,0,0,0,1,168.5625
1.4050,115.9375,3.1250,333.0317,300.8029,-121.7535,464.9908,-0.2500,-0.3000,0.0400,0.3926,-0.8100,-2.4200,-9.5200,26,-2.6875,-23.5625,7.5000,0,0,0,1,168.4375
1.4290,115.9375,3.0000,780.6550,404.6515,-193.3733,900.3101,-0.3200,-0.9600,0.1500,1.0230,-0.8300,-2.9600,-9.4300,26,-3.2500,-24.6875,7.1875,0,0,0,1,168.2500
1.4540,115.8125,2.7500,1020.5811,472.6902,-393.9085,1191.7154,-0.2600,-1.0100,0.3500,1.1001,-0.7400,-3.0800,-9.2200,26,-3.2500,-24.6875,7.1875,0,0,0,1,167.8125
1.4740,115.6250,2.5625,1074.2958,444.0423,-680.3874,1346.9270,-0.2300,-1.3300,0.7300,1.5345,-0.6500,-3.4900,-8.8200,26,-3.2500,-24.6875,8.5000,0,0,0,1,167.4375
1.5030,115.1250,2.2500,1224.6972,333.0317,-1239.0212,1773.6873,-0.3300,-1.4000,0.7200,1.6085,-0.7200,-3.6300,-8.8100,26,-3.2500,-24.6875,8.5000,0,0,0,1,166.8125
1.5240,114.6875,2.0625,1632.9296,239.9261,-1518.3381,2242.6267,-0.4100,-1.2300,0.5700,1.4163,-0.7600,-3.5500,-8.9400,26,-3.6875,-23.5000,7.2500,0,0,0,1,166.3125
1.5480,114.1250,1.8750,1983.8663,196.9542,-1897.9227,2752.5673,0.1300,-0.5900,0.2500,0.6538,-0.1700,-3.1000,-9.2100,26,-3.6875,-23.5000,7.2500,0,0,0,1,165.4375
1.5720,113.1250,1.5000,1546.9860,179.0493,-2084.1340,2601.6992,0.1800,0.1900,0.4300,0.5034,-0.0800,-2.4100,-9.0100,26,-3.5625,-22.0000,8.2500,0,0,0,1,164.5000
1.5970,112.4375,1.3125,880.9226,42.9718,-1955.2185,2144.9360,-0.1200,0.6700,0.5600,0.8814,-0.3400,-2.0200,-8.8600,26,-3.5625,-22.0000,8.2500,0,0,0,1,164.1250
1.6180,111.6250,1.1250,816.4649,-207.6972,-1464.6234,1689.6374,-0.0700,-0.0400,0.0000,0.0806,-0.2700,-2.7700,-9.4100,26,-2.8750,-20.2500,10.3750,0,0,0,1,163.7500
1.6420,111.1875,1.1250,1321.3839,-211.2782,-1246.1832,1828.5695,0.2100,-0.1900,-0.5200,0.5921,0.0100,-2.9900,-9.9200,26,-2.8750,-20.2500,10.3750,0,0,0,1,163.3750
1.6630,110.7500,1.0000,1554.1480,-60.8768,-1221.1163,1977.4244,0.3600,-0.5400,-0.8300,1.0536,0.0100,-3.6800,-10.0900,26,-1.5625,-20.0000,10.3750,0,0,0,1,162.8125
1.6910,110.1250,0.7500,1969.5424,161.1444,-1400.1656,2421.8854,-0.1700,-0.8200,-0.5300,0.9911,-0.3100,-3.8600,-9.8500,26,-1.5625,-20.0000,10.3750,0,0,0,1,161.8750
1.7120,109.6250,0.5625,2424.3276,186.2113,-1482.5283,2847.7937,-0.4400,-0.8300,-0.5000,1.0642,-0.5400,-4.0000,-9.7800,26,-1.5625,-20.0000,10.3750,0,0,0,1,161.1250
1.7370,109.1250,0.3125,2836.1411,272.1550,-1529.0811,3233.5512,-0.4700,-0.5000,-0.7800,1.0389,-0.5000,-3.9000,-9.9800,26,-1.0625,-19.3750,11.7500,0,0,0,1,160.1875
1.7610,108.3750,-0.0625,2700.0637,433.2994,-1615.0247,3175.9089,-0.6400,-0.6200,-0.5900,1.0687,-0.6300,-4.1700,-9.7300,26,-1.0625,-19.3750,11.7500,0,0,0,1,158.7500
1.7850,107.8125,-0.4375,2610.5390,526.4050,-1751.1022,3187.2204,-0.6000,-1.0000,-0.6300,1.3255,-0.5200,-4.6900,-9.7200,26,-0.6875,-17.1875,11.5625,0,0,0,1,157.8750
1.8060,107.2500,-0.8750,2141.4296,737.6832,-2198.7255,3156.6267,-0.2300,-0.9300,-0.4800,1.0715,-0.0300,-4.8100,-9.4900,26,-0.6875,-17.1875,11.5625,0,0,0,1,157.0000
1.8310,106.0625,-1.7500,1443.1374,834.3698,-2567.5671,3061.2448,-0.3300,-0.5400,0.0200,0.6332,-0.0300,-4.5000,-8.9400,26,0.0625,-15.1875,13.3750,0,0,0,1,156.1250
1.8550,105.2500,-2.3750,1024.1621,794.9790,-2717.9685,3011.3537,-0.4000,0.3400,0.5800,0.7823,0.0400,-3.6800,-8.3400,26,0.0625,-15.1875,13.3750,0,0,0,1,155.8125
1.8800,104.0000,-3.1875,300.8029,487.0141,-2445.8137,2511.9057,-0.4000,0.9400,0.7900,1.2914,0.1400,-3.0900,-8.1200,26,0.5000,-13.5625,15.3750,0,0,0,1,155.5625
1.9080,103.2500,-3.5625,-257.8310,247.0881,-2091.2958,2121.5673,0.1900,1.5000,0.1200,1.5167,0.8300,-2.5100,-8.7900,26,0.5000,-13.5625,15.3750,0,0,0,1,155.6250
