# Sesion:84 Fecha:2026-03-08 20:46:30 Shots:2 Duracion:2,24s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0210,142.6875,13.8125,-547.8909,8708.9589,2939.9897,9208.1318,-2.4200,-1.5900,2.0200,3.5306,-4.1300,-1.1300,-7.0100,23,21.1875,-14.3750,22.5625,3,3,3,3
0.0420,143.6875,11.1250,1249.7641,7731.3491,2818.2360,8323.3486,-1.9100,-0.7300,2.4700,3.2065,-3.8100,-0.6800,-7.1500,23,17.8750,-15.5625,23.2500,3,3,3,3
0.0620,144.8125,8.7500,2209.4685,6871.9125,2606.9580,7674.7094,-1.3100,0.7000,1.6400,2.2126,-2.6200,0.6000,-8.0600,23,17.8750,-15.5625,23.2500,3,3,3,3
0.0830,145.6875,6.5000,1339.2888,6338.3457,2410.0036,6912.0502,-1.2100,0.4000,1.3100,1.8276,-2.1500,0.2400,-8.4400,23,17.8750,-15.5625,23.2500,3,3,3,3
0.1030,146.7500,4.3750,1063.5529,6302.5356,2388.5178,6823.3505,-0.9900,-0.1800,1.7000,1.9755,-1.5600,-0.4000,-8.0700,23,14.0625,-15.8750,25.7500,3,3,3,3
0.1270,147.5625,2.3125,880.9226,6094.8383,2044.7431,6488.7636,-1.0400,0.0600,2.2900,2.5158,-1.2600,-0.2000,-7.5000,23,14.0625,-15.8750,25.7500,3,3,3,3
0.1440,148.2500,0.3125,329.4508,5690.1870,1783.3311,5972.1884,-1.0100,0.0900,2.7300,2.9122,-0.9000,-0.1900,-7.0600,23,11.0625,-16.6875,26.8750,3,3,3,3
0.1690,149.4375,-2.3125,-268.5740,5059.9335,1561.3100,5302.1455,-0.7500,-0.9800,2.5200,2.8059,-0.3500,-1.2700,-7.2600,23,11.0625,-16.6875,26.8750,3,3,3,3
0.1850,149.8750,-3.8750,-171.8873,4411.7749,1167.4014,4566.8510,-0.7300,-1.1700,2.1600,2.5627,-0.0700,-1.4400,-7.6100,23,11.0625,-16.6875,26.8750,3,3,3,3
0.2050,150.4375,-5.2500,7.1620,3935.5039,640.9965,3987.3698,-0.4600,-0.6100,1.8900,2.0386,0.4300,-0.8800,-7.8600,23,8.0625,-16.2500,28.0625,3,3,3,3
0.2300,150.5000,-6.4375,-458.3663,3595.3103,118.1725,3626.3371,-0.4900,-0.1100,1.6800,1.7535,0.6100,-0.3700,-8.0500,23,8.0625,-16.2500,28.0625,3,3,3,3
0.2500,150.6250,-7.6250,-1213.9543,3358.9650,-229.1831,3578.9462,-0.5200,-0.0100,2.0000,2.0665,0.7700,-0.2100,-7.7100,23,6.5000,-16.6875,27.6875,3,3,3,3
0.2710,150.5625,-8.6875,-1589.9578,2993.7045,-426.1374,3416.4055,-0.6600,-0.2500,2.2100,2.3200,0.8200,-0.3600,-7.4800,23,6.5000,-16.6875,27.6875,3,3,3,3
0.2710,SHOT
0.2910,150.3750,-9.5625,-1382.2607,2485.2043,-598.0247,2905.9455,-0.6500,-0.4500,1.5800,1.7667,0.9700,-0.4700,-8.0800,23,6.5000,-16.6875,27.6875,3,3,3,3
0.3120,150.3750,-10.3125,-569.3768,2055.4860,-709.0353,2247.6530,-0.6500,0.6400,1.1700,1.4836,1.1000,0.6800,-8.4700,23,4.5625,-16.6875,27.3750,3,3,3,3
0.3320,150.1875,-10.9375,-487.0141,1829.8840,-533.5670,1967.3210,-0.3100,1.4400,0.7900,1.6715,1.5400,1.5000,-8.8300,23,4.5625,-16.6875,27.3750,3,3,3,3
0.3490,150.1250,-11.5000,-956.1234,1686.6445,-189.7923,1948.0664,-0.1200,1.0200,0.8400,1.3268,1.8300,1.1400,-8.7500,23,4.5625,-16.5625,27.6875,3,3,3,3
0.3730,150.1875,-12.0000,-1095.7817,1507.5952,57.2958,1864.6350,-0.0200,0.0200,0.8600,0.8605,2.0200,0.2000,-8.7200,23,4.5625,-16.5625,27.6875,3,3,3,3
0.3890,150.2500,-12.4375,-608.7677,1260.5072,128.9155,1405.7366,0.0500,-0.1700,0.9700,0.9861,2.1800,0.0300,-8.6000,23,4.5625,-16.5625,27.6875,3,3,3,3
0.4100,150.3125,-12.8125,-153.9824,1038.4859,96.6866,1054.2827,0.1800,0.0400,0.5200,0.5517,2.3600,0.2700,-9.0300,23,3.6875,-17.6875,28.8750,3,3,3,3
0.4300,150.3125,-13.1875,-35.8099,959.7044,3.5810,960.3789,0.2000,0.1900,0.2500,0.3723,2.4400,0.9500,-9.0900,23,3.6875,-17.6875,28.8750,3,3,3,3
0.4520,150.3125,-13.5000,-179.0493,995.5142,-57.2958,1013.1091,0.1800,0.9100,0.6100,1.1102,2.4700,1.1500,-8.9100,23,3.0000,-17.6875,28.5625,3,3,3,3
0.4720,150.3750,-13.8125,-852.2747,945.3804,25.0669,1273.0847,0.1100,0.6300,0.8800,1.0878,2.4600,0.9100,-8.6200,23,3.0000,-17.6875,28.5625,3,3,3,3
0.4920,150.4375,-14.1250,-1292.7360,802.1409,121.7535,1526.2440,0.0500,-0.5500,0.8700,1.0305,2.4500,-0.2100,-8.6200,23,3.0000,-17.6875,28.5625,3,3,3,3
0.5120,150.5000,-14.3750,-766.3311,651.7395,39.3908,1006.7668,0.0000,-0.5300,0.3000,0.6090,2.4200,-0.1300,-9.1800,23,3.2500,-18.0625,26.5625,3,3,3,3
0.5330,150.5000,-14.5625,32.2289,666.0634,-35.8099,667.8035,0.0000,0.7100,0.0600,0.7125,2.4700,1.1200,-9.4100,23,3.2500,-18.0625,26.5625,3,3,3,3
0.5490,150.6875,-14.8125,-136.0775,766.3311,35.8099,779.1423,0.0500,0.7700,0.6000,0.9774,2.5600,1.1800,-8.8600,23,1.6875,-18.5000,27.5625,3,3,3,3
0.5740,150.7500,-15.0625,-1009.8381,691.1304,100.2676,1227.7979,-0.0100,-0.4400,1.0000,1.0926,2.4500,-0.0800,-8.5600,23,1.6875,-18.5000,27.5625,3,3,3,3
0.5940,150.8125,-15.2500,-1163.8205,494.1761,-14.3239,1264.4735,-0.2000,-0.6200,0.6800,0.9417,2.3800,-0.1000,-8.7500,23,2.5625,-18.5000,27.5625,3,3,3,3
0.6150,150.8125,-15.3750,-533.5670,368.8416,-68.0387,652.2017,-0.1900,0.0000,0.2400,0.3061,2.4200,0.5600,-9.1900,23,2.5625,-18.5000,27.5625,3,3,3,3
0.6350,150.7500,-15.5000,225.6021,307.9648,-42.9718,384.1683,-0.1400,0.4500,0.5700,0.7396,2.4900,1.0000,-8.8500,23,2.5625,-18.5000,27.5625,3,3,3,3
0.6560,150.8750,-15.5625,14.3239,264.9930,-17.9049,265.9832,-0.1800,0.4500,0.5300,0.7182,2.4000,0.8000,-8.9200,23,1.3750,-18.8750,26.5000,3,3,3,3
0.6760,150.9375,-15.6875,-576.5388,128.9155,71.6197,595.1013,-0.2900,-0.0400,0.3300,0.4411,2.3500,0.5400,-9.0800,23,1.3750,-18.8750,26.5000,3,3,3,3
0.6970,150.9375,-15.6875,-476.2712,85.9437,96.6866,493.5270,-0.2600,-0.3200,0.5900,0.7198,2.3900,0.2700,-8.8200,23,2.0625,-19.2500,26.8750,3,3,3,3
0.7170,151.0000,-15.6875,257.8310,-150.4014,107.4296,317.2358,-0.2100,-0.0500,0.6000,0.6377,2.4400,0.5400,-8.8200,23,2.0625,-19.2500,26.8750,3,3,3,3
0.7380,151.0625,-15.5625,365.2606,-340.1937,100.2676,509.1175,-0.2000,0.2400,0.0300,0.3138,2.4300,0.8100,-9.3900,23,2.0625,-19.2500,26.8750,3,3,3,3
0.7580,151.1875,-15.5000,272.1550,-379.5845,125.3345,483.5923,-0.2000,0.2100,-0.3200,0.4319,2.4100,0.7600,-9.7500,23,1.0625,-19.0000,27.2500,3,3,3,3
0.7790,151.1875,-15.3750,186.2113,-293.6409,132.4965,372.0953,-0.1100,0.0900,-0.2400,0.2789,2.4800,0.6300,-9.6800,23,1.0625,-19.0000,27.2500,3,3,3,3
0.7990,151.3750,-15.2500,111.0106,-196.9542,46.5528,230.8278,-0.1200,0.0700,-0.2600,0.2948,2.4600,0.6000,-9.7000,23,1.3750,-19.6875,26.8750,3,3,3,3
0.8200,151.3750,-15.1875,118.1725,-186.2113,21.4859,221.5875,-0.0500,0.1700,-0.4200,0.4559,2.5200,0.7000,-9.8700,23,1.3750,-19.6875,26.8750,3,3,3,3
0.8400,151.3750,-15.1250,114.5916,-114.5916,-3.5810,162.0965,-0.0100,0.1300,-0.3500,0.3735,2.5400,0.6500,-9.8000,23,1.3750,-19.6875,26.8750,3,3,3,3
0.8570,151.4375,-15.1250,60.8768,-78.7817,-53.7148,113.1274,0.0200,0.1500,-0.3800,0.4090,2.5800,0.6700,-9.8300,23,1.3750,-19.0000,27.2500,3,3,3,3
0.8770,151.3750,-15.1250,-71.6197,-28.6479,-111.0106,135.1793,0.0000,0.1300,-0.3100,0.3362,2.5600,0.6600,-9.7600,23,1.3750,-19.0000,27.2500,3,3,3,3
0.8970,151.3750,-15.1250,-139.6585,39.3908,-161.1444,216.8493,-0.0100,0.0300,-0.3000,0.3017,2.5300,0.5700,-9.7500,23,1.6875,-18.5000,26.5000,3,3,3,3
