# Sesion:122 Fecha:2026-03-08 21:10:19 Shots:32 Duracion:12,80s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.4700,177.3750,1.9375,103.8486,-347.3557,-78.7817,371.0082,-0.0100,0.2300,-0.1900,0.2985,-0.3500,0.9400,-9.9700,26,0.7500,-19.2500,23.3750,3,3,1,3,-175.8125
0.4910,177.3750,2.0000,526.4050,-136.0775,-21.4859,544.1332,-0.1200,0.2000,-0.4000,0.4630,-0.4700,0.8800,-10.1800,26,1.1875,-18.5625,23.0625,3,3,1,3,-176.0000
0.5160,177.5000,2.0000,913.1515,286.4789,422.5564,1046.1690,0.0300,0.2600,-0.0400,0.2648,-0.3000,0.8800,-9.8300,26,1.1875,-18.5625,23.0625,3,3,1,3,-176.1875
0.5360,177.7500,1.8750,909.5705,171.8873,322.2888,980.1703,0.1000,0.2000,0.0500,0.2291,-0.2200,0.7700,-9.7300,26,0.7500,-18.2500,23.7500,3,3,1,3,-176.6875
0.5610,177.8125,1.8125,1038.4859,125.3345,171.8873,1060.0505,0.0700,0.3100,0.1200,0.3397,-0.2000,0.7800,-9.7600,26,0.7500,-18.2500,23.7500,3,3,1,3,-177.0000
0.5850,177.8750,1.7500,834.3698,229.1831,118.1725,873.3056,-0.0300,0.3200,0.1400,0.3506,-0.3200,0.7600,-9.6400,26,1.1875,-17.5000,25.0000,3,3,1,3,-177.3125
0.6060,178.0000,1.5625,501.3381,236.3451,200.5352,589.4177,0.1700,0.5100,0.0000,0.5376,-0.1000,0.9300,-9.7800,26,1.1875,-17.5000,25.0000,3,3,1,3,-177.5625
0.6100,SHOT
0.6300,178.0000,1.5625,590.8627,100.2676,53.7148,601.7123,0.0300,0.3600,-0.0100,0.3614,-0.2300,0.7500,-9.8000,26,1.1875,-17.5000,25.0000,3,3,1,3,-177.6250
0.6510,178.0625,1.5000,762.7501,214.8592,64.4578,795.0515,-0.0500,0.1700,-0.1300,0.2198,-0.3100,0.5300,-9.9300,26,1.1875,-18.2500,24.5625,3,3,1,3,-177.8750
0.6750,178.0625,1.3750,515.6621,397.4895,168.3063,672.4822,0.1400,0.4700,0.0200,0.4908,-0.0700,0.7700,-9.7700,26,1.1875,-18.2500,24.5625,3,3,1,3,-178.1250
0.6960,178.1875,1.1250,236.3451,365.2606,103.8486,447.2794,0.0700,0.3200,-0.0800,0.3372,-0.1200,0.6200,-9.8800,26,1.1875,-16.3750,23.7500,3,3,1,3,-178.2500
0.7200,178.2500,1.0625,905.9895,214.8592,182.6303,948.8600,0.0800,0.2800,0.0900,0.3048,-0.0900,0.5400,-9.7000,26,1.1875,-16.3750,23.7500,3,3,1,3,-178.4375
0.7410,178.3750,0.9375,1213.9543,232.7641,440.4613,1312.2005,0.1200,0.1900,-0.0700,0.2354,-0.0400,0.4000,-9.8700,26,0.7500,-17.5000,24.6875,3,3,1,3,-178.7500
0.7660,178.5625,0.8125,1328.5458,487.0141,619.5106,1544.6716,-0.1700,-0.0400,0.2600,0.3132,-0.3000,0.0500,-9.5300,26,0.7500,-17.5000,24.6875,3,3,1,3,-179.2500
0.7860,178.8125,0.6250,1264.0881,207.6972,225.6021,1300.7509,-0.0100,0.2000,0.3400,0.3946,-0.1200,0.2200,-9.4500,26,0.5000,-16.3750,25.8750,3,3,1,3,-179.8125
0.8110,178.8125,0.6250,1203.2114,-107.4296,-7.1620,1208.0190,0.0000,0.2700,0.4000,0.4826,-0.1100,0.2200,-9.4000,26,0.5000,-16.3750,25.8750,3,3,1,3,179.6875
0.8310,178.8125,0.7500,1056.3909,-401.0705,-50.1338,1131.0759,0.2800,0.7600,-0.0300,0.8105,0.1500,0.6500,-9.8400,26,-0.2500,-16.0000,25.0625,3,3,1,3,179.3125
0.8560,178.8750,0.8750,239.9261,-239.9261,-107.4296,355.9075,0.0800,0.2600,0.0000,0.2720,-0.0700,0.1100,-9.8000,26,-0.2500,-16.0000,25.0625,3,3,1,3,179.1250
0.8770,178.8750,0.9375,479.8522,-68.0387,85.9437,492.2131,0.0000,0.1200,0.0100,0.1204,-0.1500,-0.0500,-9.7800,26,-0.2500,-16.0000,25.0625,3,3,1,3,178.9375
0.9010,179.0000,0.9375,970.4473,3.5810,340.1937,1028.3542,0.0400,0.2600,-0.1900,0.3245,-0.1200,0.0400,-9.9900,26,0.7500,-16.7500,25.8750,3,3,1,3,178.6875
0.9250,179.1250,0.9375,1160.2395,-68.0387,207.6972,1180.6452,-0.0500,0.1700,0.0400,0.1817,-0.2200,-0.1300,-9.7500,26,0.7500,-16.7500,25.8750,3,3,1,3,178.3125
0.9460,179.2500,1.0000,1450.2994,-182.6303,365.2606,1506.6975,0.1400,0.4800,0.0200,0.5004,-0.0200,0.1000,-9.7600,26,0.7500,-14.8750,25.8750,3,3,1,3,177.6875
0.9700,179.3750,1.0625,1106.5247,-193.3733,426.1374,1201.4089,0.0000,0.4400,0.0900,0.4491,-0.1900,0.0000,-9.6900,26,0.7500,-14.8750,25.8750,3,3,1,3,177.3750
0.9950,179.4375,1.1250,-7.1620,-146.8204,21.4859,148.5570,-0.1000,0.1800,0.0200,0.2069,-0.4900,-0.5600,-9.7800,26,0.7500,-15.2500,25.8750,3,3,1,3,177.3125
1.0190,179.4375,1.1875,68.0387,-57.2958,118.1725,147.9082,0.0500,0.3200,0.1300,0.3490,-0.1400,-0.1100,-9.6600,26,0.7500,-15.2500,25.8750,3,3,1,3,177.3750
1.0400,179.5000,1.2500,39.3908,-186.2113,78.7817,205.9923,0.0500,0.2600,0.2000,0.3318,-0.1600,-0.1700,-9.5900,26,0.0625,-15.5625,28.2500,3,3,1,3,177.3750
1.0640,179.5625,1.3125,297.2219,-383.1655,100.2676,495.1871,0.1100,0.3200,0.0600,0.3437,-0.1300,-0.1300,-9.7200,26,0.0625,-15.5625,28.2500,3,3,1,3,177.3125
1.0850,179.5625,1.5000,640.9965,-598.0247,50.1338,878.0795,0.1000,0.4200,0.0800,0.4391,-0.1700,-0.0700,-9.7000,26,0.0625,-15.2500,27.3750,3,3,1,3,177.1250
1.1100,179.6250,1.7500,376.0036,-418.9754,-68.0387,567.0523,-0.0600,0.1800,-0.3600,0.4069,-0.3700,-0.3300,-10.1500,26,0.0625,-15.2500,27.3750,3,3,1,3,176.9375
1.1300,179.6250,1.8125,32.2289,0.0000,75.2007,81.8159,-0.0100,0.2700,0.0700,0.2791,-0.3300,-0.2400,-9.7100,26,1.1875,-14.5000,26.2500,3,3,1,3,176.8750
1.1550,179.6250,1.7500,-175.4683,182.6303,186.2113,314.3527,-0.0900,0.2000,-0.0900,0.2371,-0.4000,-0.3000,-9.8800,26,1.1875,-14.5000,26.2500,3,3,1,3,176.9375
1.1790,179.7500,1.6875,-347.3557,218.4402,125.3345,429.0464,0.0300,0.3100,-0.0700,0.3192,-0.2500,-0.1700,-9.8600,26,1.1875,-14.5000,26.2500,3,3,1,3,177.1250
1.2000,179.7500,1.6250,-161.1444,182.6303,53.7148,249.4125,-0.1800,0.1100,0.0200,0.2119,-0.4600,-0.3500,-9.7600,26,1.1875,-14.5000,26.6875,3,3,1,3,177.1875
1.2240,179.7500,1.6250,128.9155,82.3627,-14.3239,153.6489,-0.1900,0.0600,-0.2000,0.2823,-0.4700,-0.4100,-9.9900,26,1.1875,-14.5000,26.6875,3,3,1,3,177.1875
1.2450,179.7500,1.5625,82.3627,114.5916,-46.5528,148.6001,-0.0500,0.2800,0.0100,0.2846,-0.3200,-0.2000,-9.7700,26,0.7500,-14.5000,25.8750,3,3,1,3,177.1250
1.2690,179.7500,1.5625,3.5810,60.8768,-32.2289,68.9747,-0.0500,0.2100,0.1300,0.2520,-0.3200,-0.2600,-9.6500,26,0.7500,-14.5000,25.8750,3,3,1,3,177.1250
1.2930,179.8125,1.5625,-153.9824,17.9049,-64.4578,167.8868,0.0300,0.1700,0.2300,0.2876,-0.2300,-0.3000,-9.5500,26,0.0625,-15.2500,24.6875,3,3,1,3,177.1875
1.3180,179.7500,1.5625,14.3239,-3.5810,-28.6479,32.2289,-0.1100,0.0700,0.0800,0.1530,-0.3800,-0.3900,-9.7000,26,0.0625,-15.2500,24.6875,3,3,1,3,177.2500
1.3390,179.8125,1.5000,21.4859,57.2958,-125.3345,139.4747,0.1100,0.3300,0.1400,0.3750,-0.1500,-0.1200,-9.6400,26,0.0625,-15.5625,25.5000,3,3,1,3,177.2500
1.3640,179.7500,1.5000,132.4965,-42.9718,-46.5528,146.8641,0.0000,0.2500,-0.0100,0.2502,-0.2500,-0.2100,-9.8100,26,0.0625,-15.5625,25.5000,3,3,1,3,177.2500
1.3840,179.7500,1.5625,239.9261,-71.6197,25.0669,251.6392,0.0500,0.2700,-0.1200,0.2997,-0.1900,-0.1700,-9.7900,26,-0.6875,-14.0625,27.5000,3,3,1,3,177.1875
1.4090,180.0625,1.5625,286.4789,32.2289,96.6866,304.0677,0.1600,0.3500,0.0500,0.3881,-0.1000,-0.1300,-9.7300,26,-0.6875,-14.0625,27.5000,3,3,1,3,177.1250
1.4090,SHOT
1.4290,180.0625,1.5000,32.2289,50.1338,53.7148,80.2333,0.1200,0.2900,0.1400,0.3437,-0.1300,-0.1900,-9.6400,26,-0.6875,-14.0625,27.5000,3,3,1,3,177.1250
1.4540,180.1250,1.5000,-32.2289,35.8099,42.9718,64.5572,0.0200,0.1700,0.0400,0.1758,-2.5200,-0.2900,-4.4500,26,0.5000,-15.5625,26.3750,3,3,1,3,177.1250
1.4780,180.0625,1.8125,-171.8873,-2205.8874,-1031.3240,2441.1296,1.2600,2.3700,-5.2300,5.8786,0.8800,1.8600,-15.0200,26,0.5000,-15.5625,26.3750,3,3,1,3,177.0000
1.4990,180.1875,2.1250,318.7078,383.1655,963.2853,1084.5777,-0.3400,0.6600,-0.3700,0.8295,-0.7100,0.1500,-10.1500,26,0.5000,-14.8750,26.3750,3,3,1,3,177.0000
1.5240,180.2500,1.8750,-1063.5529,637.4155,-7.1620,1239.9575,0.3200,0.4400,-0.9800,1.1209,-0.6000,-0.5900,-9.5800,26,0.5000,-14.8750,26.3750,3,3,1,3,177.3125
1.5480,180.3125,1.7500,-311.5458,386.7465,85.9437,504.0039,-0.1700,0.1200,-0.3100,0.3734,-0.4700,-0.3100,-10.1000,26,0.7500,-14.8750,26.3750,3,3,1,3,177.4375
1.5720,180.3125,1.6875,390.3275,-57.2958,-28.6479,395.5491,-0.0600,0.1000,-0.0500,0.1269,-0.3600,-0.3500,-9.8400,26,0.7500,-14.8750,26.3750,3,3,1,3,177.3125
1.5930,180.2500,1.7500,336.6127,-103.8486,-111.0106,369.3453,-0.0100,0.0900,0.0300,0.0954,-0.3100,-0.3800,-9.7500,26,1.1875,-15.5625,26.2500,3,3,1,3,177.1875
1.6130,180.2500,1.6875,222.0211,85.9437,-46.5528,242.5837,0.0300,0.2600,0.0600,0.2685,-0.2500,-0.2300,-9.7200,26,1.1875,-15.5625,26.2500,3,3,1,3,177.1250
1.6380,180.2500,1.6250,100.2676,254.2500,111.0106,294.9916,0.0100,0.2400,0.1600,0.2886,-0.2600,-0.2500,-9.6200,26,0.7500,-14.5000,26.3750,3,3,1,3,177.0625
1.6590,180.3125,1.5625,114.5916,125.3345,32.2289,172.8545,0.0900,0.3600,0.0900,0.3818,-0.1700,-0.1300,-9.6900,26,0.7500,-14.5000,26.3750,3,3,1,3,177.0625
1.6630,SHOT
1.6830,180.3125,1.5000,10.7430,46.5528,-3.5810,47.9103,0.0500,0.2900,0.0800,0.3050,-0.2000,-0.2000,-9.7000,26,0.7500,-14.5000,26.3750,3,3,1,3,177.0625
1.7040,180.3125,1.5000,-3.5810,121.7535,75.2007,143.1499,0.0000,0.2100,0.0000,0.2100,-0.2000,-0.2000,-9.7700,26,0.5000,-14.8750,25.5000,3,3,1,3,177.0625
1.7280,180.3125,1.4375,-46.5528,139.6585,3.5810,147.2565,-1.2400,-3.2100,4.1000,5.3527,-1.4800,-3.7000,-5.6800,26,0.5000,-14.8750,25.5000,3,3,1,3,177.1250
1.7490,179.6875,2.8125,-1761.8452,-4300.7646,-2732.2924,5391.2983,0.5600,1.0900,1.9800,2.3285,0.0800,0.6700,-7.8000,26,-0.6875,-14.8750,26.3750,3,3,1,3,177.5000
1.7730,179.8750,3.3125,956.1234,-1013.4191,1017.0001,1724.9578,0.3400,0.7600,-3.8900,3.9781,-1.5300,-0.7700,-12.7100,26,-0.6875,-14.8750,26.3750,3,3,1,3,177.1875
1.7980,180.3750,2.9375,-379.5845,2116.3627,1170.9825,2448.3210,-0.4900,-0.1800,1.4600,1.5505,-0.9300,-0.6700,-8.3100,26,1.1875,-15.5625,26.6875,3,3,1,3,177.0000
1.8220,180.5000,2.1250,-805.7219,1138.7536,10.7430,1395.0136,-0.0800,0.1300,-0.9600,0.9721,-0.4500,-0.3000,-10.7500,26,1.1875,-15.5625,26.6875,3,3,1,3,177.4375
1.8430,180.6875,1.8750,372.4226,440.4613,261.4120,633.2780,-0.4400,-0.1100,-0.1300,0.4718,-0.7700,-0.5500,-9.9200,26,0.5000,-14.8750,25.8750,3,3,1,3,177.4375
1.8670,180.6250,1.8750,598.0247,-118.1725,-218.4402,647.5449,-0.1700,0.0500,0.3700,0.4102,-0.5000,-0.4300,-9.4000,26,0.5000,-14.8750,25.8750,3,3,1,3,177.1875
1.8880,180.5625,1.8750,325.8698,433.2994,-89.5247,549.5035,-0.0900,0.0900,0.8600,0.8694,-0.4000,-0.4100,-8.9200,26,0.7500,-14.8750,25.8750,3,3,1,3,177.0625
1.9120,180.5625,1.6250,50.1338,537.1480,0.0000,539.4824,0.0400,0.3300,0.6700,0.7479,-0.2300,-0.1700,-9.1100,26,0.7500,-14.8750,25.8750,3,3,1,3,176.9375
1.9120,SHOT
1.9330,180.5625,1.4375,-222.0211,422.5564,-25.0669,477.9912,-0.0300,0.2200,0.3000,0.3732,-0.2900,-0.2700,-9.4800,26,0.5000,-14.0625,25.5000,3,3,1,3,177.0000
1.9570,180.5000,1.3750,-50.1338,204.1162,-85.9437,227.0752,0.0700,0.2900,-0.2100,0.3648,-0.1500,-0.2000,-10.0000,26,0.5000,-14.0625,25.5000,3,3,1,3,177.0625
1.9780,180.4375,1.1875,-168.3063,397.4895,-182.6303,468.6990,-0.3100,0.4400,0.6600,0.8516,-0.5300,-0.0500,-9.1300,26,0.5000,-14.0625,25.5000,3,3,1,3,177.0625
2.0030,179.5000,2.3125,-3813.7504,-6621.2436,-5221.0781,9254.4697,2.3400,3.9000,-9.8700,10.8675,1.9300,3.5200,-19.6700,26,0.5000,-14.8750,26.6875,3,3,1,3,177.7500
2.0270,179.2500,3.1250,623.0916,-1758.2642,193.3733,1875.4012,0.4500,0.8300,-4.8000,4.8920,-0.0900,0.4600,-14.5900,26,0.5000,-14.8750,26.6875,3,3,1,3,177.9375
2.0510,180.1250,2.5000,232.7641,2911.3417,1822.7220,3442.7324,-1.2200,-0.0400,0.6800,1.3973,-1.6600,-0.4600,-9.1000,26,1.1875,-16.3750,25.0625,3,3,1,3,177.5625
2.0720,180.1875,1.9375,-794.9790,1407.3276,-164.7254,1624.7144,0.9000,1.3300,-1.7000,2.3386,0.5600,0.9700,-11.5000,26,1.1875,-16.3750,25.0625,3,3,1,3,177.8125
2.0960,180.2500,1.5000,60.8768,1138.7536,408.2324,1211.2471,-0.5700,-0.2600,-0.2300,0.6674,-0.3800,-0.3000,-10.1700,26,1.5625,-14.5000,25.8750,3,3,1,3,177.9375
2.1210,180.3125,1.3750,902.4085,39.3908,-164.7254,918.1651,-0.3100,-0.0900,0.2700,0.4208,-0.5500,-0.5000,-9.5200,26,1.5625,-14.5000,25.8750,3,3,1,3,177.7500
2.1420,180.1875,1.3125,605.1867,250.6690,-211.2782,688.2764,-0.0400,0.1700,0.7900,0.8091,-0.2700,-0.2700,-9.0000,26,0.5000,-15.2500,26.6875,3,3,1,3,177.3125
2.1660,180.1875,1.1250,186.2113,587.2817,-42.9718,617.5930,-0.1200,0.0200,0.8700,0.8785,-0.3200,-0.4300,-8.9200,26,0.5000,-15.2500,26.6875,3,3,1,3,177.2500
2.1870,180.1875,0.9375,17.9049,515.6621,-32.2289,516.9783,0.6500,3.0600,-4.3400,5.3499,0.2900,2.7200,-14.1300,26,0.5000,-14.5000,25.8750,3,3,1,3,177.2500
2.2110,178.2500,3.6250,1983.8663,-4415.3559,-1117.2677,4967.8349,1.7700,3.2100,-5.1900,6.3540,1.1400,2.9400,-14.9700,26,0.5000,-14.5000,25.8750,3,3,1,3,178.3750
2.2360,178.6875,3.7500,1346.4508,1185.3063,2309.7360,2924.5104,-0.2400,0.9000,-3.9400,4.0486,-0.9000,0.5800,-13.7200,26,1.5625,-15.5625,25.8750,3,3,1,3,178.1250
2.2600,179.6250,2.4375,-2556.8242,2431.4897,107.4296,3530.0187,0.8100,1.2700,-1.9800,2.4879,0.4600,1.0000,-11.7800,26,1.5625,-15.5625,25.8750,3,3,1,3,178.0000
2.2810,179.6875,1.3125,-1729.6163,2341.9650,268.5740,2923.7827,-0.6500,-0.3500,-2.2100,2.3300,-0.8800,-0.5000,-12.0100,26,1.5625,-15.5625,25.8750,3,3,1,3,179.0625
2.3060,180.0000,0.7500,512.0811,1239.0212,146.8204,1348.6871,-0.3500,0.0500,-1.1200,1.1745,-0.4800,-0.1000,-10.9200,26,0.5000,-14.5000,26.2500,3,3,1,3,179.0625
2.3300,179.8750,0.5000,358.0986,956.1234,-458.3663,1119.1541,-0.1700,0.6500,-0.1600,0.6907,-0.2300,0.4400,-9.9600,26,0.5000,-14.5000,26.2500,3,3,1,3,178.8125
2.3540,179.6250,-0.0625,-888.0846,1435.9754,-418.9754,1739.6149,-0.4000,0.6500,-0.6600,1.0090,-0.3800,0.4700,-10.4700,26,0.7500,-14.8750,25.0625,3,3,1,3,178.9375
2.3790,179.5000,-0.6250,-1661.5776,1804.8170,-372.4226,2481.3107,-0.0600,1.4900,-3.4100,3.7218,0.1200,1.4600,-13.2100,26,0.7500,-14.8750,25.0625,3,3,1,3,179.5000
2.4040,179.3750,-2.1875,-2875.5319,3792.2644,-465.5282,4781.9106,-0.3700,0.9200,-3.2800,3.4266,0.0100,1.0600,-13.0800,26,-0.6875,-15.5625,25.5000,3,3,1,3,-179.1250
2.4280,179.1875,-3.5625,-1987.4473,3946.2468,-687.5494,4471.6367,0.4500,1.0100,-1.2700,1.6839,1.1400,1.2300,-11.0500,26,-0.6875,-15.5625,25.5000,3,3,1,3,-178.3750
2.4530,178.9375,-4.7500,1726.0354,2016.0952,-916.7325,2807.8881,-0.7700,-0.1000,-0.4400,0.8925,0.0400,0.0100,-10.2100,26,-1.6875,-16.7500,24.3750,3,3,1,3,-179.1875
2.4780,178.5000,-5.3750,264.9930,2130.6867,-1421.6514,2575.1000,0.6500,1.3700,-0.9200,1.7736,1.2800,1.4700,-10.6700,26,-1.6875,-16.7500,24.3750,3,3,1,3,-179.5000
2.5020,178.1875,-6.3125,-1113.6867,3015.1904,-1017.0001,3371.3439,0.0000,1.4700,-1.2200,1.9103,1.1500,1.6200,-10.9600,26,-2.5000,-17.0625,23.8750,3,3,1,3,-179.3125
2.5260,177.7500,-8.0000,-2710.8066,3709.9018,-816.4649,4666.7397,-0.2100,2.4400,0.1300,2.4525,1.1400,2.7300,-9.5700,26,-2.5000,-17.0625,23.8750,3,3,1,3,-178.2500
2.5470,177.7500,-9.1875,-5196.0112,3462.8137,-1493.2712,6420.2392,-0.1600,-0.0900,0.0000,0.1836,2.5100,1.0600,-7.7600,26,-4.3750,-17.8750,24.6875,3,3,1,3,-176.6250
2.5720,177.1250,-10.2500,-3276.6025,1360.7747,-2044.7431,4094.9731,0.7800,0.0100,-0.0600,0.7824,2.5300,0.8900,-9.6700,26,-4.3750,-17.8750,24.6875,3,3,1,3,-174.8125
2.5960,177.0625,-10.5625,-175.4683,1224.6972,-880.9226,1518.7813,0.2000,-0.2200,-0.8300,0.8816,2.0100,0.7300,-10.4200,26,-6.0000,-18.5625,23.1875,3,3,1,3,-174.2500
2.6210,177.1875,-11.1250,3398.3559,343.7747,504.9191,3452.8171,0.5800,1.4300,-1.2600,1.9922,2.4900,2.1600,-10.8600,26,-6.0000,-18.5625,23.1875,3,3,1,3,-175.0000
2.6410,177.7500,-11.4375,1582.7958,827.2078,834.3698,1971.2149,0.4400,1.2700,-0.3100,1.3793,2.3900,1.8700,-9.9000,26,-6.2500,-19.2500,22.3750,3,3,1,3,-176.3750
2.6660,178.1250,-11.8125,100.2676,1067.1339,1163.8205,1582.1840,0.2600,1.0200,0.7700,1.3042,2.2800,1.5200,-8.4700,26,-6.2500,-19.2500,22.3750,3,3,1,3,-176.6250
2.6900,178.4375,-12.0000,-680.3874,512.0811,644.5775,1068.0047,-0.1300,0.1300,1.2300,1.2437,1.9100,0.7000,-8.3300,26,-7.0625,-18.5625,22.6875,2,3,1,3,-176.4375
2.7150,178.8125,-11.9375,1887.1798,-644.5775,-472.6902,2049.4790,-0.4600,1.0900,0.0600,1.1846,1.5600,1.5700,-9.5100,26,-7.0625,-18.5625,22.6875,2,3,1,3,-177.1250
2.7360,178.6250,-11.6250,1819.1409,-909.5705,-393.9085,2071.6555,0.4100,1.1400,1.4000,1.8514,2.3900,1.5300,-8.1800,26,-7.7500,-18.5625,23.2500,2,3,1,3,-177.6250
2.7600,178.9375,-11.1875,4547.8525,-1511.1761,461.9472,4814.5625,-0.1000,-0.0500,1.6800,1.6837,1.7600,0.0400,-7.9400,26,-7.7500,-18.5625,23.2500,2,3,1,3,-178.5625
2.7640,SHOT
2.7850,179.1875,-10.6875,5425.1943,-426.1374,1521.9191,5650.7138,-0.1600,-0.0400,1.6600,1.6682,1.6500,-0.2500,-7.9700,26,-7.7500,-18.5625,23.2500,2,3,1,3,178.7500
2.8050,180.1875,-10.8125,5930.1132,594.4437,2334.8029,6400.8525,-0.2000,-1.3100,2.2100,2.5769,1.4500,-2.2700,-7.3400,26,-7.3750,-17.5000,23.5625,2,3,1,3,176.6250
2.8300,180.8750,-10.8125,6714.3491,-436.8803,3366.1271,7523.5737,-0.3800,-1.7400,2.2400,2.8617,1.4400,-2.9100,-7.3200,26,-7.3750,-17.5000,23.5625,2,3,1,3,174.2500
2.8540,182.6875,-10.3750,5933.6943,-544.3099,2159.3347,6337.8012,-0.5100,-1.5800,2.5100,3.0094,1.2600,-3.1300,-7.0000,26,-8.5000,-15.2500,26.0000,2,3,1,3,170.6875
2.8790,183.0625,-10.2500,4447.5849,53.7148,1593.5389,4724.7500,-0.8200,-1.0700,2.2700,2.6401,0.7800,-2.6900,-7.6100,26,-8.5000,-15.2500,26.0000,2,3,1,3,169.0000
2.8990,183.8750,-10.3125,2700.0637,422.5564,1260.5072,3009.6140,-1.0700,-0.3400,1.6900,2.0289,0.6800,-2.4400,-7.7200,26,-8.5000,-13.3750,27.5625,2,3,1,3,167.8750
2.9240,184.2500,-10.1875,2499.5283,-125.3345,644.5775,2584.3432,-0.7600,0.0100,1.5400,1.7174,0.9700,-2.2300,-7.8300,26,-8.5000,-13.3750,27.5625,2,3,1,3,166.5000
2.9450,184.8125,-10.1250,934.6374,-35.8099,422.5564,1026.3446,-0.5000,0.2300,1.0000,1.1414,1.2200,-2.0900,-8.3600,26,-8.8750,-10.7500,27.5625,2,3,1,3,166.0000
