# Sesion:121 Fecha:2026-03-08 21:10:12 Shots:14 Duracion:4,42s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0200,141.3750,-17.1875,572.9578,-2145.0107,1622.1867,2749.6984,0.0000,0.3500,-0.0100,0.3501,2.8900,2.7100,-9.0700,26,5.6875,-23.3750,23.1875,3,3,1,3,-165.3125
0.0440,141.9375,-16.5625,759.1691,-2341.9650,1532.6621,2900.0329,-0.2500,0.4100,0.1300,0.4975,2.6200,2.3800,-8.9100,26,5.5625,-24.0625,23.5000,3,3,1,3,-165.7500
0.0680,142.8125,-15.5625,1267.6691,-2456.5566,1385.8416,3092.2827,0.0700,0.0700,0.0600,0.1158,2.7100,2.2500,-9.1200,26,5.5625,-24.0625,23.5000,3,3,1,3,-166.6250
0.0680,SHOT
0.0900,143.5000,-14.8125,2485.2043,-2846.8840,2202.3066,4373.9165,-0.5600,0.6000,0.0500,0.8223,1.9400,2.6300,-9.2000,26,5.5625,-24.0625,23.5000,3,3,1,3,-167.5625
0.1140,144.2500,-14.0000,2578.3100,-2893.4370,2191.5634,4452.2587,-0.6300,0.1000,0.8400,1.0548,1.6700,1.8800,-8.5100,26,5.5625,-23.0000,24.0000,3,3,1,3,-168.7500
0.1390,145.3750,-13.0625,2034.0002,-1983.8663,2567.5671,3829.5278,-0.2900,-0.2000,0.4300,0.5559,1.9200,1.4200,-8.9700,26,5.5625,-23.0000,24.0000,3,3,1,3,-170.1250
0.1630,146.3750,-12.6250,2030.4191,-1905.0847,2793.1691,3943.8234,-0.0300,0.2200,-0.3000,0.3732,2.1000,1.7000,-9.7600,26,5.8750,-22.2500,23.1875,3,3,1,3,-171.0625
0.1840,147.2500,-12.1250,2531.7573,-1188.8874,2943.5708,4060.5244,-0.4500,-1.0500,1.1600,1.6281,1.6400,0.1600,-8.3300,26,5.8750,-22.2500,23.1875,3,3,1,3,-172.0625
0.2090,148.3125,-12.5000,2753.7783,114.5916,3512.9475,4465.1123,0.5200,1.7400,-1.2000,2.1767,2.6700,2.7700,-10.7100,26,5.5625,-21.8750,24.3750,3,3,1,3,-173.1875
0.2330,150.5000,-12.1875,3720.6447,-2248.8593,5876.3984,7309.7622,1.6300,-1.8400,0.5500,2.5189,3.7100,-1.0300,-8.9900,26,5.5625,-21.8750,24.3750,3,3,1,3,-175.1250
0.2540,152.9375,-11.4375,4497.7187,-2850.4650,7194.2011,8950.4833,-0.5400,0.9200,0.7900,1.3274,0.8100,1.5200,-8.8800,26,4.3750,-20.3750,25.5000,3,3,1,3,-177.3125
0.2780,155.6250,-10.6250,1575.6339,-1185.3063,5002.6376,5377.1699,-0.9600,1.3400,0.0500,1.6492,0.8400,1.4500,-9.5800,26,4.3750,-20.3750,25.5000,3,3,1,3,-179.3125
0.2990,157.0000,-10.3125,-461.9472,-920.3135,4114.5532,4241.4526,-0.9700,0.0800,-0.3500,1.0343,0.7800,0.1600,-10.0000,26,4.3750,-19.3750,26.3750,3,3,1,3,-179.5000
0.3230,158.4375,-9.8750,-1321.3839,-1400.1656,4107.3911,4536.2080,-0.5400,0.0400,0.0500,0.5438,1.2700,-0.1600,-9.6700,26,4.3750,-19.3750,26.3750,3,3,1,3,-179.4375
0.3470,160.1250,-9.7500,-4290.0214,418.9754,5170.9443,6731.9008,-0.3300,-0.0500,0.3900,0.5133,1.3400,0.2400,-9.2600,26,2.7500,-18.5000,27.2500,3,3,1,3,-178.7500
0.3720,162.7500,-10.1250,-3867.4650,723.3593,4315.0883,5839.5654,-0.1600,0.1800,0.0700,0.2508,1.5600,0.6800,-9.5600,26,2.7500,-18.5000,27.2500,3,3,1,3,-176.9375
0.3930,163.8125,-10.7500,-2563.9860,2059.0671,2542.5002,4156.6923,0.0900,0.0200,-0.5700,0.5774,1.9300,0.6600,-10.1800,26,2.3750,-18.5625,26.0000,3,3,1,3,-176.1875
