# Sesion:111 Fecha:2026-03-08 21:05:00 Shots:16 Duracion:11,57s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0240,181.8125,-8.0000,1181.7254,-1697.3874,-433.2994,2113.1369,-0.4500,-0.3100,0.7100,0.8959,0.9200,1.7300,-8.6400,26,-4.1875,-23.5000,18.0625,3,0,1,3,-165.9375
0.0450,181.6875,-7.0000,1532.6621,-2109.2009,-451.2043,2646.0097,-0.2500,-0.1900,0.4100,0.5164,0.9400,2.0400,-9.0500,26,-4.1875,-23.5000,18.0625,3,0,1,3,-166.6875
0.0700,181.3750,-6.2500,1335.7078,-2241.6975,-422.5564,2643.4592,-0.2900,0.3200,-0.0300,0.4329,0.7800,2.4800,-9.5400,26,-2.3750,-23.0625,19.2500,3,0,1,3,-167.1250
0.0940,181.3125,-5.5000,773.4931,-2162.9157,-365.2606,2325.9216,-0.2500,0.2000,-0.2700,0.4188,0.6200,2.3000,-9.8100,26,-2.3750,-23.0625,19.2500,3,0,1,3,-167.4375
0.1190,181.1875,-4.4375,565.7958,-1980.2854,-272.1550,2077.4318,0.0800,-0.2700,-0.3800,0.4730,0.8400,1.7900,-9.9300,26,-2.3750,-22.7500,19.2500,3,0,1,3,-167.7500
0.1440,181.1875,-3.8125,988.3522,-1822.7220,-189.7923,2082.1088,0.2300,0.2700,-0.8900,0.9581,0.8400,2.2600,-10.4700,26,-2.3750,-22.7500,19.2500,3,0,1,3,-168.0625
0.1680,181.1875,-3.0625,1002.6762,-1328.5458,-10.7430,1664.4846,0.2700,0.3700,-1.1300,1.2193,0.8000,2.3100,-10.7300,26,-1.5625,-22.7500,18.8750,3,0,1,3,-168.5625
0.1930,181.1875,-2.7500,891.6656,-888.0846,89.5247,1261.6562,0.3500,0.3700,-1.1700,1.2760,0.8300,2.2100,-10.6300,26,-1.5625,-22.7500,18.8750,3,0,1,3,-168.8750
0.2170,180.9375,-2.5625,820.0458,-479.8522,139.6585,960.3322,0.3500,0.3300,-0.8400,0.9680,0.7900,2.1400,-10.4600,26,0.2500,-22.0625,20.0625,3,0,1,3,-169.1875
0.2410,181.0625,-2.5000,615.9296,-57.2958,121.7535,630.4570,0.3300,0.3300,-0.6000,0.7601,0.7600,2.1100,-10.2300,26,0.2500,-22.0625,20.0625,3,0,1,3,-169.5000
