# Sesion:117 Fecha:2026-03-08 21:06:02 Shots:2 Duracion:10,44s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0210,72.7500,1.0000,-211.2782,-1049.2290,-57.2958,1071.8221,-1.0600,0.1300,-0.0100,1.0680,-1.0500,-2.0100,-9.4900,26,22.5000,12.2500,21.8750,1,0,3,3,167.1875
0.0460,72.5000,1.2500,1733.1973,-1038.4859,-601.6057,2108.1640,-0.3300,0.4700,0.5700,0.8091,-0.5700,-1.7900,-8.9600,26,23.1875,10.0000,21.8750,1,0,3,3,166.8750
0.0700,72.5000,1.6875,2717.9685,-1163.8205,-572.9578,3011.6625,0.5400,1.3000,0.7200,1.5811,0.2500,-1.1100,-8.7700,26,23.1875,10.0000,21.8750,1,0,3,3,165.6875
0.0910,72.2500,1.6875,4816.4267,300.8029,-948.9614,4918.2290,0.9400,1.5400,0.4700,1.8644,0.6500,-1.1100,-8.9500,26,23.5625,10.7500,21.8750,1,0,3,3,164.2500
0.1160,72.1875,0.9375,1912.2467,2266.7644,-3158.4299,4332.5039,-0.8700,1.0600,0.2800,1.3996,-0.9500,-1.8700,-9.0600,26,23.5625,10.7500,21.8750,1,0,3,3,162.8750
0.1390,70.8750,-0.2500,1149.4965,1253.3452,-2034.0002,2651.2966,1.0900,1.0600,-1.0900,1.8708,1.1400,-1.9500,-10.4200,26,23.5625,10.7500,21.8750,1,0,3,3,162.0625
0.1640,70.0000,-0.8750,-956.1234,941.7994,-3068.9052,3349.5280,0.1200,0.4100,-0.7500,0.8631,-0.1300,-3.3800,-10.0900,26,22.5000,13.0000,22.2500,1,0,3,3,162.3750
0.1850,68.8125,-1.5625,1303.4790,572.9578,-2102.0388,2538.8786,0.3600,0.3700,-0.2800,0.5873,0.6400,-2.6300,-9.6100,26,22.5000,13.0000,22.2500,1,0,3,3,162.1250
0.2100,69.0000,-1.6875,1049.2290,164.7254,-82.3627,1065.2697,-1.0900,-0.0900,0.0600,1.0954,-0.8000,-3.1600,-9.2400,26,21.6875,12.5625,21.5000,2,0,3,3,161.7500
0.2340,69.0625,-1.6875,329.4508,-3.5810,601.6057,685.9155,-0.7200,-0.0400,-0.3700,0.8105,-0.4500,-3.1300,-9.6700,26,21.6875,12.5625,21.5000,2,0,3,3,161.5625
0.2590,69.5625,-1.3125,-1636.5107,-683.9684,-57.2958,1774.6163,-0.3500,0.1600,0.0400,0.3869,-0.1100,-2.8300,-9.2800,26,21.3750,14.1875,21.8750,2,0,3,3,162.1250
0.2830,69.1875,-1.2500,-1120.8487,-562.2149,-1153.0776,1703.5185,-0.4100,0.6100,0.4100,0.8416,-0.3000,-2.2200,-8.7600,26,21.3750,14.1875,21.8750,2,0,3,3,162.5625
0.3080,68.9375,-1.2500,-264.9930,-436.8803,-626.6726,808.5816,-0.1700,0.8300,0.4500,0.9593,0.0300,-2.0400,-8.9200,26,21.3750,13.7500,21.0625,2,0,3,3,162.8125
0.3330,68.8125,-0.9375,-648.1585,-859.4367,272.1550,1110.3194,-1.1700,0.1100,0.2900,1.2104,-1.0000,-2.7300,-9.0800,26,21.3750,13.7500,21.0625,2,0,3,3,163.0625
0.3530,69.0625,-0.6250,-683.9684,-866.5987,741.2642,1329.7663,-1.5200,0.0500,0.0700,1.5224,-1.4700,-2.3600,-9.1100,26,20.6875,14.1875,21.5000,2,0,3,3,163.2500
0.3780,69.4375,-0.2500,-361.6796,-368.8416,640.9965,823.2453,-0.9500,1.1500,0.3100,1.5235,-0.9100,-1.6200,-9.0800,26,20.6875,14.1875,21.5000,2,0,3,3,163.5000
0.3980,69.7500,-0.0625,-1575.6339,-472.6902,415.3944,1696.6469,-0.9200,-0.0600,0.1800,0.9394,-0.9100,-2.7700,-9.2400,26,20.2500,13.0625,21.5000,2,0,3,3,163.9375
0.4270,69.8125,0.0625,-1353.6127,-508.5001,358.0986,1489.6558,0.0000,-0.5600,-0.4300,0.7060,-0.0300,-3.1500,-9.8900,26,20.2500,13.0625,21.5000,2,0,3,3,164.4375
0.4470,69.8125,0.4375,-1668.7396,-755.5881,-17.9049,1831.9185,-0.3100,-0.3500,-0.2800,0.5450,-0.3800,-2.8600,-9.7600,26,21.3750,13.5000,20.6875,2,0,3,3,165.1875
0.4710,69.8125,0.6250,-1926.5705,-648.1585,125.3345,2036.5393,-0.7000,-0.0100,-0.2400,0.7401,-0.8200,-2.4100,-9.7400,26,21.3750,13.5000,20.6875,2,0,3,3,165.8125
0.4920,69.7500,0.7500,-2055.4860,-211.2782,-418.9754,2108.3647,-0.2700,0.2300,-0.4200,0.5497,-0.2200,-2.0000,-10.1200,26,21.3750,11.5625,21.5000,2,0,3,3,166.5000
0.5170,69.5000,0.7500,-3330.3171,-286.4789,-1385.8416,3618.5134,-0.1300,-0.1200,-0.5000,0.5304,-0.2600,-2.1700,-10.0900,26,21.3750,11.5625,21.5000,2,0,3,3,167.9375
0.5410,69.0625,0.8750,-2445.8137,-673.2254,-1009.8381,2730.3864,-0.9600,-0.7500,-0.5900,1.3536,-1.1200,-2.6500,-10.2100,26,21.3750,11.5625,21.5000,2,0,3,3,168.8125
0.5660,68.8750,0.8750,-2277.5073,-193.3733,-1092.2008,2533.2458,-0.8600,-0.6100,-0.5500,1.1892,-1.0100,-2.3100,-10.2100,26,21.6875,12.0000,22.6875,2,0,3,3,169.5625
0.5870,68.3750,0.8125,-3412.6799,-50.1338,-773.4931,3499.5981,-1.9200,-0.0700,-0.1300,1.9257,-2.0700,-1.5900,-9.8200,26,21.6875,12.0000,22.6875,2,0,3,3,171.0625
0.6110,68.3750,0.6250,-3298.0883,809.3029,-565.7958,3442.7434,-2.1100,1.0300,0.7800,2.4741,-2.2200,-0.2800,-8.9300,26,21.6875,10.8750,21.8750,2,0,3,3,172.1875
0.6360,68.4375,0.0000,-2220.2114,1940.8945,948.9614,3097.8925,0.3800,0.2600,0.0800,0.4673,0.4300,-0.8400,-9.6600,26,21.6875,10.8750,21.8750,2,0,3,3,173.1250
0.6600,69.0625,-0.7500,-2281.0881,1396.5845,-28.6479,2674.8144,1.1700,-0.0400,0.1900,1.1860,1.3000,-1.0200,-9.5600,26,22.5000,10.0625,21.8750,2,0,3,3,174.2500
0.6850,68.3750,-1.1250,-1937.3135,587.2817,-2671.4157,3351.7973,-0.1100,-0.0400,0.3800,0.3976,0.1100,-0.8400,-9.3800,26,22.5000,10.0625,21.8750,2,0,3,3,175.0000
0.7100,67.0625,-1.5625,-497.7571,512.0811,-3247.9545,3325.5373,-0.5500,-0.1800,-0.0800,0.5842,-0.2800,-0.9300,-9.8600,26,20.2500,8.5625,24.2500,2,0,3,3,175.5625
0.7340,65.8750,-2.0000,-336.6127,1174.5634,-3845.9792,4035.4013,-0.4500,-0.3200,-0.4200,0.6938,0.2900,-0.7500,-10.0800,26,20.2500,8.5625,24.2500,2,0,3,3,175.7500
0.7590,64.5625,-2.3125,-1389.4227,-1085.0388,-4401.0322,4740.9794,-0.8500,-0.1500,0.7500,1.1435,-0.4700,-0.8000,-9.0200,26,19.8750,8.5625,23.0625,2,0,3,3,175.9375
0.7830,62.4375,-2.1250,-2700.0637,-501.3381,-3659.7680,4575.5419,-0.8300,0.1300,0.6900,1.0872,-0.4600,-0.3500,-9.0900,26,19.8750,8.5625,23.0625,2,0,3,3,177.1250
0.8040,61.6875,-2.0000,-931.0565,-483.4331,-2581.8911,2786.8862,-0.6500,0.3600,0.8800,1.1517,-0.3000,-0.0400,-8.9100,26,18.7500,9.7500,23.8750,2,0,3,3,177.5625
0.8290,60.5625,-2.1250,-1482.5283,730.5212,-1589.9578,2293.3637,-0.8900,-0.0100,0.7800,1.1835,-0.5200,-0.2600,-9.0000,26,18.7500,9.7500,23.8750,2,0,3,3,178.5000
0.8520,60.4375,-2.3750,-247.0881,648.1585,-1206.7923,1391.9445,-0.4200,0.6800,0.6200,1.0115,0.0000,0.4600,-9.1700,26,18.7500,9.3750,23.8750,2,0,3,3,178.6875
0.8770,60.2500,-2.6250,-153.9824,615.9296,-408.2324,754.8070,-0.0800,0.1600,0.3800,0.4200,0.3800,-0.0500,-9.4000,26,18.7500,9.3750,23.8750,2,0,3,3,178.7500
0.8980,61.1250,-2.8750,1289.1550,716.1973,1726.0354,2270.2548,-0.1300,0.0000,0.1000,0.1640,0.3600,-0.2800,-9.6800,26,18.7500,9.7500,23.5000,2,0,3,3,178.3125
0.9220,61.6250,-3.2500,1475.3663,1192.4683,1435.9754,2379.2250,0.2100,0.5300,-0.1400,0.5870,0.7700,0.1600,-9.9200,26,18.7500,9.7500,23.5000,2,0,3,3,177.8125
0.9430,61.9375,-3.6250,1117.2677,1128.0106,834.3698,1793.5629,0.2100,0.8500,0.1500,0.8883,0.8300,0.4000,-9.6100,26,18.0000,9.7500,23.0625,2,0,3,3,177.3125
0.9710,62.1875,-4.0625,658.9015,1407.3276,-229.1831,1570.7473,-0.6300,0.1400,-0.4300,0.7755,0.1000,-0.3700,-10.1900,26,18.0000,9.7500,23.0625,2,0,3,3,177.0625
0.9920,62.0625,-4.7500,336.6127,1292.7360,-379.5845,1388.7257,-1.1300,-0.2900,-0.5100,1.2732,-0.3200,-0.8400,-10.2700,26,18.0000,9.7500,23.0625,2,0,3,3,176.8125
1.0160,62.2500,-5.1250,132.4965,1181.7254,254.2500,1216.0072,-0.9400,0.2600,-0.0600,0.9771,-0.0300,-0.2900,-9.8100,26,16.8750,9.3750,24.0000,2,0,3,3,176.7500
1.0370,62.8750,-5.6875,189.7923,1034.9050,1443.1374,1785.9718,-0.4100,0.1000,-0.1800,0.4588,0.5500,-0.4800,-9.9200,26,16.8750,9.3750,24.0000,2,0,3,3,176.5000
1.0610,63.4375,-5.9375,136.0775,870.1797,1113.6867,1419.8690,-0.6700,0.0300,-0.2000,0.6999,0.3400,-0.5700,-9.9300,26,16.7500,9.7500,23.5625,2,0,3,3,176.3750
1.0860,63.7500,-6.1875,-279.3169,730.5212,691.1304,1043.7145,-0.4200,0.2800,-0.2800,0.5772,0.6000,-0.3000,-10.0200,26,16.7500,9.7500,23.5625,2,0,3,3,176.3750
1.1110,64.3125,-5.9375,-644.5775,472.6902,429.7184,907.5098,-0.3000,0.3200,-0.1100,0.4522,0.7100,-0.2100,-9.8500,26,16.7500,9.3750,24.3750,2,0,3,3,176.8125
1.1350,64.5000,-6.0000,-701.8733,82.3627,540.7290,889.8300,-0.4400,0.0800,-0.3400,0.5618,0.7500,-0.2600,-9.9900,26,16.7500,9.3750,24.3750,2,0,3,3,177.0000
1.1560,65.0625,-5.8750,-143.2395,150.4014,1206.7923,1224.5349,0.3400,0.2300,-0.5200,0.6625,1.3600,-0.2300,-10.2700,26,16.7500,8.5625,24.0000,2,0,3,3,177.1875
1.1810,65.5625,-5.9375,-254.2500,-21.4859,537.1480,594.6702,-0.0400,0.3300,-0.2800,0.4346,0.9600,-0.1300,-10.0200,26,16.7500,8.5625,24.0000,2,0,3,3,177.2500
1.2050,65.6250,-5.9375,-376.0036,71.6197,-3.5810,382.7805,-0.0100,0.2100,-0.3700,0.4256,1.0000,-0.2300,-10.1200,26,16.0625,9.3750,24.7500,2,0,3,3,177.3125
1.2290,65.6250,-5.9375,-483.4331,103.8486,-82.3627,501.2741,-0.3400,0.0500,-0.4900,0.5985,0.6700,-0.3400,-10.2400,26,16.0625,9.3750,24.7500,2,0,3,3,177.5000
1.2500,65.5625,-6.0625,-895.2466,512.0811,-143.2395,1041.2545,-0.6200,-0.0600,-0.1600,0.6431,0.4100,-0.4100,-9.9100,26,16.3750,9.0000,23.5625,2,0,3,3,177.8750
1.2740,65.6250,-6.4375,-605.1867,1231.8592,3.5810,1372.4945,-0.2500,0.4000,0.3600,0.5934,0.8600,0.3500,-9.1300,26,16.3750,9.0000,23.5625,2,0,3,3,178.1250
1.2990,65.6250,-7.0625,2696.4826,-4121.7153,132.4965,4927.1811,5.7500,1.5700,-3.7100,7.0208,6.8400,1.1800,-13.4500,26,16.0625,8.2500,25.1875,2,0,3,3,178.1875
1.3240,65.8125,-5.8125,2585.4721,-2467.2995,451.2043,3602.1965,0.0300,0.8500,0.1900,0.8715,1.0200,0.3400,-9.5500,26,16.0625,8.2500,25.1875,2,0,3,3,177.0000
1.3440,65.8125,-5.4375,816.4649,-698.2923,-10.7430,1074.4033,-0.2400,0.0100,-0.5800,0.6278,0.6800,-0.5500,-10.3300,26,16.0625,9.0000,24.3750,2,0,3,3,176.6250
1.3690,65.7500,-5.5000,-164.7254,555.0529,-42.9718,580.5728,0.0900,-0.3000,-2.0700,2.0936,1.0500,-0.8800,-11.8100,26,16.0625,9.0000,24.3750,2,0,3,3,176.5000
1.3930,65.6250,-5.9375,-1908.6656,1102.9437,-769.9121,2335.0061,-0.2800,-0.2100,-1.1800,1.2308,0.7300,-0.7200,-10.9200,26,16.0625,9.0000,24.3750,2,0,3,3,177.0000
1.4140,65.7500,-6.1875,-1203.2114,544.3099,171.8873,1331.7418,-0.5100,-0.1800,-0.4600,0.7100,0.5400,-0.6000,-10.2000,26,16.7500,9.0000,24.3750,2,0,3,3,177.5625
1.4380,65.8125,-6.3125,-752.0072,802.1409,229.1831,1123.1516,-0.2800,0.3000,0.6700,0.7857,0.8200,-0.0400,-9.0500,26,16.7500,9.0000,24.3750,2,0,3,3,177.7500
1.4630,66.0000,-6.7500,-562.2149,673.2254,-96.6866,882.4207,0.1700,0.6700,1.1400,1.3332,1.3200,0.3600,-8.5900,26,16.3750,8.5625,24.7500,2,0,3,3,178.1250
1.4880,65.8750,-6.8125,-336.6127,200.5352,-533.5670,661.9790,-0.1200,0.4300,0.7600,0.8814,1.0500,0.1600,-8.9600,26,16.3750,8.5625,24.7500,2,0,3,3,178.2500
1.5120,65.5625,-6.7500,-182.6303,-350.9367,-748.4262,846.5531,-0.2800,0.2100,0.2600,0.4360,0.8700,-0.0400,-9.4600,26,16.3750,8.2500,24.0000,2,0,3,3,178.4375
1.5360,65.3750,-6.6875,-64.4578,-204.1162,-512.0811,555.0182,-0.2400,0.2500,0.1100,0.3636,1.0000,-0.1200,-9.7600,26,16.3750,8.2500,24.0000,2,0,3,3,178.5000
