# Sesion:120 Fecha:2026-03-08 21:10:02 Shots:22 Duracion:7,32s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.3490,151.8750,-5.2500,1253.3452,-1135.1726,1113.6867,2024.7935,-1.2600,0.6700,-0.5400,1.5258,-0.3600,2.7000,-10.0900,26,11.5625,-23.7500,24.0625,0,3,1,3,-168.0000
0.3740,152.3125,-5.0625,1314.2219,-483.4331,1321.3839,1925.3421,-1.5900,0.8600,-0.5500,1.8895,-1.2500,1.9200,-10.4100,26,11.5625,-23.7500,24.0625,0,3,1,3,-168.5000
0.3980,152.7500,-5.1875,863.0177,304.3838,1332.1268,1616.1717,-2.3300,-0.0800,-0.8800,2.4919,-1.4100,1.7600,-10.4600,26,10.7500,-23.3750,24.5000,0,3,1,3,-168.8125
0.4220,153.6875,-5.8750,1135.1726,1443.1374,2238.1164,2894.8969,-3.1300,-0.1400,-0.9400,3.2711,-2.1200,1.6200,-10.5300,26,10.7500,-23.3750,24.5000,0,3,1,3,-169.5000
0.4430,154.5000,-6.7500,1826.3029,2370.6127,2939.9897,4195.0839,-3.2500,0.6200,-1.1300,3.4963,-2.0900,2.2800,-10.7300,26,11.0625,-22.2500,25.1875,0,3,1,3,-170.1250
0.4680,155.5000,-7.9375,2606.9580,3430.5847,3219.3066,5378.5756,-2.5800,1.6200,-1.6200,3.4504,-1.1100,3.0600,-11.2100,26,11.0625,-22.2500,25.1875,0,3,1,3,-170.9375
0.4720,SHOT
0.4920,156.5625,-9.8125,3215.7255,3172.7539,1733.1973,4838.5156,-1.9800,1.4400,-1.2600,2.7535,-0.3000,2.6900,-10.8400,26,11.0625,-22.2500,25.1875,0,3,1,3,-172.5625
0.5170,156.4375,-10.7500,3111.8769,2510.2714,-300.8029,4009.4541,0.0000,0.1000,-0.8100,0.8161,1.9000,1.1000,-10.3900,26,9.2500,-21.5625,26.3750,0,3,1,3,-173.6250
0.5370,155.6250,-11.6250,1933.7325,1464.6234,-1414.4896,2808.0642,0.0700,0.0400,-0.6800,0.6848,2.0500,0.9300,-10.2400,26,9.2500,-21.5625,26.3750,0,3,1,3,-174.6250
0.5620,155.0625,-11.9375,1307.0599,977.6093,-1579.2149,2271.1330,0.0000,-0.3300,-0.0900,0.3421,2.0200,0.4900,-9.6500,26,7.0000,-21.5625,25.5000,0,3,1,3,-175.0000
0.5870,154.1875,-12.0625,1704.5494,630.2536,-2628.4438,3195.5319,0.3300,-0.0200,-0.2800,0.4332,2.4000,0.7100,-9.8400,26,7.0000,-21.5625,25.5000,0,3,1,3,-175.3125
0.6110,152.5000,-12.1875,2220.2114,433.2994,-2435.0705,3323.6511,-0.0600,0.1100,0.1600,0.2032,2.0100,0.7700,-9.3900,26,7.3750,-20.0625,26.0000,1,3,1,3,-175.7500
0.6320,151.3750,-12.4375,3538.0144,823.6268,-1267.6691,3847.4526,0.0000,0.4600,0.7300,0.8628,2.1100,0.9500,-8.8200,26,7.3750,-20.0625,26.0000,1,3,1,3,-177.0000
0.6560,150.2500,-12.7500,3871.0461,1081.4578,-1704.5494,4365.7802,0.4900,-0.0300,1.1300,1.2320,2.6600,0.2500,-8.4200,26,7.0000,-20.0625,28.0000,1,3,1,3,-178.1875
0.6800,149.3750,-13.1250,3312.4123,1038.4859,-1973.1234,3992.9619,1.8300,-0.8100,1.5600,2.5374,4.0900,-0.7600,-7.9800,26,7.0000,-20.0625,28.0000,1,3,1,3,-179.1875
0.7010,148.0000,-13.5625,3011.6093,762.7501,-977.6093,3256.8847,1.5200,-0.9200,1.5900,2.3843,3.8300,-1.0200,-7.9300,26,7.3750,-18.7500,28.3750,1,3,1,3,179.3125
0.7260,147.6250,-13.8125,2800.3312,540.7290,-572.9578,2909.0417,1.0900,-0.8800,1.4700,2.0306,3.5400,-1.4400,-7.9300,26,7.3750,-18.7500,28.3750,1,3,1,3,178.3750
0.7460,147.3750,-13.9375,2345.5458,358.0986,-547.8909,2435.1601,0.7400,-0.9700,1.6400,2.0440,3.1100,-1.4200,-7.8600,26,7.3750,-16.2500,29.5000,1,3,1,3,177.6250
0.7710,146.6875,-14.1250,1657.9965,458.3663,21.4859,1720.3238,0.8300,-0.8200,1.4000,1.8224,3.2400,-1.3700,-8.0800,26,7.3750,-16.2500,29.5000,1,3,1,3,176.6250
0.7960,146.6250,-14.3750,966.8663,730.5212,75.2007,1214.1444,0.6700,-0.8200,1.4100,1.7633,3.1100,-1.4400,-8.0500,26,6.2500,-16.6875,28.3750,1,3,1,3,176.2500
0.8200,146.7500,-14.8125,633.8346,698.2923,1063.5529,1421.4440,0.1100,-0.3200,1.0200,1.0747,2.6300,-1.0400,-8.4200,26,6.2500,-16.6875,28.3750,1,3,1,3,175.7500
0.8200,SHOT
0.8400,147.1875,-15.0000,-14.3239,236.3451,512.0811,564.1730,-0.3400,-0.2200,0.5300,0.6670,2.1900,-0.9600,-8.9000,26,6.2500,-16.6875,28.3750,1,3,1,3,175.4375
0.8650,146.7500,-14.9375,-680.3874,-200.5352,-479.8522,856.3875,-0.3500,-0.1400,0.1300,0.3987,2.1800,-0.8500,-9.3000,26,6.8750,-15.3750,29.5000,1,3,1,3,175.6875
0.8890,146.6875,-14.9375,-465.5282,-161.1444,3.5810,492.6427,-0.0200,0.5700,-0.6800,0.8875,2.4900,-0.0700,-10.1300,26,6.8750,-15.3750,29.5000,1,3,1,3,175.9375
0.9100,146.7500,-14.8125,-329.4508,-196.9542,136.0775,407.2418,-0.1100,0.8000,-0.7300,1.0886,2.3900,0.1700,-10.1800,26,5.3750,-16.5625,29.1875,1,3,1,3,176.1250
0.9350,146.7500,-14.7500,-161.1444,-171.8873,-78.7817,248.4337,-0.1300,0.8100,-0.5500,0.9877,2.3600,0.1900,-10.0100,26,5.3750,-16.5625,29.1875,1,3,1,3,176.1875
0.9550,146.4375,-14.7500,-53.7148,64.4578,-225.6021,240.6998,-0.0100,-0.0500,0.2000,0.2064,2.4800,-0.6600,-9.2500,26,6.5000,-16.1875,28.3750,2,3,1,3,176.2500
0.9800,146.5000,-14.9375,261.4120,465.5282,243.5071,586.8121,-0.1800,-0.2300,0.4800,0.5619,2.3400,-0.8600,-8.9600,26,6.5000,-16.1875,28.3750,2,3,1,3,176.1250
1.0000,146.2500,-15.0625,182.6303,440.4613,264.9930,545.5101,-0.1600,-0.2300,0.6400,0.6986,2.3800,-0.8800,-8.7900,26,7.2500,-15.7500,29.0625,2,3,1,3,176.0625
1.0250,146.3125,-15.1875,250.6690,279.3169,214.8592,432.4551,0.0400,-0.1100,0.4500,0.4650,2.7200,-0.7600,-8.9100,26,7.2500,-15.7500,29.0625,2,3,1,3,175.9375
1.0490,146.3125,-15.2500,218.4402,171.8873,164.7254,323.1034,-0.0700,0.0500,0.2700,0.2834,2.5000,-0.6300,-9.1600,26,6.8750,-16.5625,30.2500,2,3,1,3,175.8125
1.0740,146.2500,-15.2500,-46.5528,-14.3239,390.3275,393.3547,-0.2500,0.4200,-0.0800,0.4953,2.3300,-0.2700,-9.5100,26,6.8750,-16.5625,30.2500,2,3,1,3,175.7500
1.0740,SHOT
1.0940,146.3125,-15.1875,-214.8592,-200.5352,-3.5810,293.9246,-0.6200,0.8400,-0.2900,1.0836,1.9500,0.1500,-9.7300,26,6.8750,-16.5625,30.2500,2,3,1,3,175.8125
1.1190,146.0000,-15.1250,-132.4965,-264.9930,-239.9261,381.2363,-0.7200,0.2600,-0.3300,0.8336,1.8300,-0.4000,-9.7800,26,6.5000,-15.7500,29.3750,2,3,1,3,175.8750
1.1400,145.7500,-15.0625,60.8768,-103.8486,-411.8134,429.0464,-0.4300,0.1700,-0.5100,0.6884,2.1100,-0.4900,-9.9600,26,6.5000,-15.7500,29.3750,2,3,1,3,175.9375
1.1640,145.6250,-15.0625,555.0529,-32.2289,-46.5528,557.9333,-0.0400,0.1200,-0.3400,0.3628,2.5000,-0.5600,-9.7900,26,6.1875,-16.1875,28.2500,2,3,1,3,175.8125
1.1880,145.6250,-15.0000,612.3486,-35.8099,75.2007,617.9873,-0.0700,0.3400,-0.2100,0.4057,2.4700,-0.3900,-9.6500,26,6.1875,-16.1875,28.2500,2,3,1,3,175.5625
1.2090,145.5625,-15.0000,318.7078,-46.5528,-254.2500,410.3473,-0.2400,0.2900,0.0500,0.3797,2.2900,-0.4600,-9.3800,26,5.7500,-16.1875,29.3750,2,3,1,3,175.4375
1.2340,145.3125,-15.0000,333.0317,-60.8768,-454.7853,566.9619,-0.2700,0.0500,0.3800,0.4688,2.2600,-0.7100,-9.0500,26,5.7500,-16.1875,29.3750,2,3,1,3,175.3125
1.2540,145.0625,-15.0000,340.1937,28.6479,-526.4050,627.4190,-0.2200,-0.5600,0.9100,1.0909,2.3100,-1.3400,-8.5200,26,5.7500,-15.3750,29.3750,2,3,1,3,175.2500
1.2790,144.9375,-15.0625,350.9367,247.0881,-132.4965,449.1819,-0.0400,-0.7200,1.2800,1.4691,2.5100,-1.5300,-8.1500,26,5.7500,-15.3750,29.3750,2,3,1,3,175.1250
1.2990,144.8750,-15.1875,46.5528,250.6690,53.7148,260.5521,-0.0300,-0.6400,1.3600,1.5034,2.5300,-1.4600,-8.0600,26,5.7500,-15.3750,29.0625,2,3,1,3,175.0000
1.3240,144.8750,-15.2500,-461.9472,164.7254,-93.1056,499.1977,-0.0200,-0.8100,1.3400,1.5659,2.5600,-1.6100,-8.0800,26,5.7500,-15.3750,29.0625,2,3,1,3,175.1250
1.3480,144.8750,-15.3125,-1049.2290,39.3908,-10.7430,1050.0230,-0.1200,-0.6800,1.1600,1.3500,2.4800,-1.3500,-8.2400,26,6.5000,-15.0625,29.7500,2,3,1,3,175.2500
1.3730,144.8125,-15.3125,-1321.3839,-236.3451,193.3733,1356.2108,-0.1000,0.0600,1.0800,1.0863,2.4700,-0.6200,-8.3500,26,6.5000,-15.0625,29.7500,2,3,1,3,175.5625
1.3930,145.0000,-15.1875,-1586.3769,-250.6690,136.0775,1611.8138,0.1300,0.4700,0.8900,1.0148,2.7000,-0.1300,-8.5400,26,6.5000,-15.0625,29.7500,2,3,1,3,176.2500
1.4180,144.9375,-15.0625,-2069.8100,-279.3169,100.2676,2090.9770,0.2100,0.4600,0.3600,0.6207,2.7600,0.0200,-9.0900,26,6.5000,-15.3750,30.5625,2,3,1,3,176.9375
1.4420,145.1875,-14.9375,-2266.7644,-207.6972,347.3557,2302.6105,0.3000,0.2000,0.3600,0.5095,2.8400,-0.1100,-9.1000,26,6.5000,-15.3750,30.5625,2,3,1,3,178.0625
1.4670,145.4375,-14.9375,-2331.2221,60.8768,859.4367,2485.3439,0.4300,0.5000,0.2000,0.6891,2.9700,0.3000,-9.2600,26,6.5000,-16.1875,29.7500,2,3,1,3,178.7500
1.4920,145.9375,-15.0000,-2528.1762,411.8134,1471.7854,2954.2204,0.9100,0.9400,0.0400,1.3089,3.4700,0.9200,-9.4200,26,6.5000,-16.1875,29.7500,2,3,1,3,179.4375
1.5160,146.8125,-15.2500,-2642.7678,444.0423,1672.3205,3158.8054,1.0100,0.6500,-0.1500,1.2104,3.6000,0.7500,-9.6100,26,6.5000,-16.8750,28.5625,2,3,1,3,-179.3750
1.5410,147.5000,-15.3125,-2925.6657,128.9155,1629.3487,3351.2558,0.6400,0.7200,-0.3100,1.0120,3.2400,1.0200,-9.7600,26,6.5000,-16.8750,28.5625,2,3,1,3,-178.5625
1.5650,148.3750,-15.3125,-2868.3701,-168.3063,1955.2185,3475.4501,0.3600,0.4000,-0.2300,0.5852,2.9500,0.8300,-9.6700,26,6.5000,-17.5625,28.2500,2,3,1,3,-177.3750
1.5900,149.2500,-15.3125,-2535.3383,-146.8204,2220.2114,3373.2529,0.0000,0.6300,-0.0300,0.6307,2.3600,1.1700,-9.5200,26,6.5000,-17.5625,28.2500,2,3,1,3,-176.6875
1.6110,149.9375,-15.3125,-2327.6411,-121.7535,2213.0495,3214.0825,-0.3200,0.6400,-0.1400,0.7291,2.2600,1.3400,-9.5800,26,6.1875,-19.8750,27.0625,2,3,1,3,-176.0625
1.6350,151.1875,-15.3125,-2488.7854,-275.7359,1883.5987,3133.3732,-0.4900,0.4400,-0.3100,0.7279,2.0900,1.2300,-9.7300,26,6.1875,-19.8750,27.0625,2,3,1,3,-175.1875
1.6590,151.7500,-15.2500,-2127.1059,-333.0317,1983.8663,2927.6638,-0.7800,0.7500,-0.7600,1.3223,1.7900,1.6900,-10.1700,26,5.3750,-20.5625,26.6875,2,3,1,3,-174.5625
1.6840,152.8125,-15.1250,-2016.0952,-472.6902,1464.6234,2536.3750,-1.0100,0.8200,-0.9100,1.5876,1.5400,1.8500,-10.3200,26,5.3750,-20.5625,26.6875,2,3,1,3,-173.7500
1.7050,153.0000,-15.0625,-1546.9860,-368.8416,1335.7078,2076.8547,-1.2900,0.7000,-0.8100,1.6764,1.2500,1.8000,-10.2100,26,5.7500,-21.3750,25.3750,2,3,1,3,-173.3125
1.7330,153.5625,-14.9375,-1221.1163,-32.2289,941.7994,1542.4493,-1.0100,0.6400,-1.1500,1.6590,1.5200,1.8200,-10.5400,26,5.7500,-21.3750,25.3750,2,3,1,3,-172.9375
1.7540,153.7500,-15.0000,-837.9508,-290.0599,762.7501,1169.6512,-0.9800,0.5600,-0.9600,1.4818,1.5500,1.7900,-10.3500,26,5.0000,-21.5625,25.3750,2,3,1,3,-172.5000
1.7780,154.0000,-14.7500,-744.8452,-200.5352,716.1973,1052.5906,-0.7100,0.5200,-1.0500,1.3700,1.8200,1.8100,-10.3700,26,5.0000,-21.5625,25.3750,2,3,1,3,-172.2500
1.7990,154.2500,-14.4375,-53.7148,75.2007,752.0072,757.6643,-0.7600,0.4500,-0.6300,1.0849,1.6700,1.7400,-10.0400,26,5.0000,-21.5625,25.8750,2,3,1,3,-172.1250
1.8240,154.1875,-14.5625,390.3275,512.0811,612.3486,888.5682,-0.4500,0.1300,-0.3900,0.6095,2.0100,1.4000,-9.7900,26,5.0000,-21.5625,25.8750,2,3,1,3,-172.2500
1.8480,154.3125,-14.7500,415.3944,626.6726,487.0141,895.7979,-0.3700,-0.0300,-0.2000,0.4217,2.1300,1.2000,-9.6000,26,4.1875,-22.0000,25.7500,2,3,1,3,-172.4375
1.8730,154.1250,-15.0000,329.4508,264.9930,25.0669,423.5415,-0.0500,-0.0600,-0.3800,0.3879,2.4900,1.1300,-9.7700,26,4.1875,-22.0000,25.7500,2,3,1,3,-172.6250
1.8730,SHOT
1.8940,154.0000,-14.9375,200.5352,-200.5352,-365.2606,462.4328,-0.2400,-0.0800,-0.3500,0.4319,2.2900,1.1000,-9.7400,26,4.1875,-22.0000,25.7500,2,3,1,3,-172.7500
1.9180,153.6250,-14.8750,218.4402,-111.0106,-325.8698,407.7138,-0.3800,-0.0800,-0.1800,0.4280,2.1300,1.1000,-9.5800,26,3.7500,-20.8750,24.5625,2,3,1,3,-172.8125
1.9390,153.5625,-14.8750,426.1374,128.9155,89.5247,454.1221,0.2000,0.0500,-0.3500,0.4062,2.7200,1.2100,-9.7500,26,3.7500,-20.8750,24.5625,2,3,1,3,-172.8750
1.9630,153.6250,-15.0000,816.4649,404.6515,931.0565,1302.7753,0.4700,0.2100,-0.3600,0.6282,3.0200,1.3100,-9.7600,26,4.1875,-21.5625,23.7500,2,3,1,3,-173.2500
1.9870,153.9375,-15.1875,834.3698,436.8803,1049.2290,1409.9357,1.5500,0.2300,-0.6400,1.6926,4.1300,1.2700,-10.0400,26,4.1875,-21.5625,23.7500,2,3,1,3,-173.6250
2.0080,154.3750,-15.3125,762.7501,96.6866,1446.7185,1638.3315,2.2300,0.0500,-0.5600,2.2998,5.0900,1.1400,-9.9400,26,3.0625,-21.5625,24.1875,2,3,1,3,-174.0625
2.0320,155.0625,-15.3125,748.4262,-666.0634,3072.4863,3231.7106,3.6000,-0.1600,-0.8200,3.6957,6.1900,0.6900,-10.2400,26,3.0625,-21.5625,24.1875,2,3,1,3,-174.4375
2.0570,156.5625,-14.9375,533.5670,-1539.8240,3208.5637,3598.6987,2.8100,-0.0700,-0.0800,2.8120,5.3400,0.7000,-9.5200,26,3.0625,-21.2500,26.1875,2,3,1,3,-175.2500
2.0780,157.5000,-14.3125,-229.1831,-2037.5811,2621.2819,3327.9694,1.9100,-0.6000,0.5900,2.0872,3.9200,-0.0100,-8.7400,26,3.0625,-21.2500,26.1875,2,3,1,3,-175.4375
2.1020,158.5000,-13.7500,-157.5634,-1862.1129,3093.9721,3614.5476,1.2500,-0.9300,0.7600,1.7335,3.5500,-0.2300,-8.7400,26,2.6875,-19.7500,25.7500,2,3,1,3,-175.6875
2.1260,160.3750,-13.1250,132.4965,-1350.0318,4565.7573,4763.0117,1.1700,-0.6900,0.8300,1.5918,3.4100,-0.0700,-8.6900,26,2.6875,-19.7500,25.7500,2,3,1,3,-176.2500
2.1260,SHOT
2.1470,161.8750,-12.6875,-687.5494,-1683.0635,4143.2011,4524.5488,1.3000,0.2200,0.0600,1.3198,3.4700,0.8100,-9.4800,26,2.6875,-19.7500,25.7500,2,3,1,3,-176.4375
2.1720,163.0000,-11.9375,-1206.7923,-2703.6445,3441.3278,4539.6894,0.5900,1.5700,-0.6500,1.7987,2.5400,2.2000,-10.2400,26,2.6875,-20.8750,25.2500,2,3,1,3,-176.3750
2.1920,164.5000,-10.3125,-948.9614,-3659.7680,2589.0529,4582.3168,-0.8300,1.3500,-0.4500,1.6474,0.9200,2.0100,-10.0700,26,2.6875,-20.8750,25.2500,2,3,1,3,-176.0625
2.2170,165.1875,-9.2500,-146.8204,-3287.3454,3201.4016,4590.9877,-1.7800,1.0000,-0.0100,2.0417,-0.2000,1.6500,-9.6700,26,3.0000,-20.5000,26.1875,2,3,1,3,-176.1250
2.2410,166.4375,-8.3750,386.7465,-2499.5283,3828.0742,4588.1767,-2.4100,0.5100,0.7400,2.5721,-1.0200,1.0900,-8.9400,26,3.0000,-20.5000,26.1875,2,3,1,3,-176.4375
2.2660,167.9375,-7.6250,164.7254,-1536.2431,3541.5954,3863.9455,-1.6100,0.5600,0.3200,1.7344,-0.3100,1.1000,-9.3800,26,3.0000,-20.5000,25.7500,2,3,1,3,-176.7500
2.2900,169.1250,-7.1875,121.7535,-1435.9754,3477.1376,3763.9521,-1.3000,0.6400,-0.0400,1.4496,-0.0700,1.1500,-9.7500,26,3.0000,-20.5000,25.7500,2,3,1,3,-177.0000
2.3110,170.1250,-6.8125,207.6972,-1052.8099,3828.0742,3975.6381,-1.4100,0.4100,0.1200,1.4733,-0.2800,0.9600,-9.6300,26,2.5000,-19.7500,26.1875,2,3,1,3,-177.1875
2.3360,172.0000,-6.3750,111.0106,-440.4613,3512.9475,3542.1928,-1.5400,0.2300,0.4300,1.6154,-0.4600,0.6600,-9.2900,26,2.5000,-19.7500,26.1875,2,3,1,3,-177.4375
2.3560,172.6875,-6.3125,-307.9648,-300.8029,2703.6445,2737.7031,-1.2900,-0.0100,0.2500,1.3140,-0.2100,0.4100,-9.4800,26,2.0625,-20.0625,25.8750,2,3,1,3,-177.5000
2.3800,173.4375,-6.1875,-587.2817,-508.5001,2263.1833,2392.7956,-1.3900,-0.7100,0.4400,1.6217,-0.5400,-0.0300,-9.2300,26,2.0625,-20.0625,25.8750,2,3,1,3,-177.3750
2.4010,174.3125,-6.0625,-658.9015,-415.3944,2506.6904,2624.9191,-1.3300,-0.3100,0.3900,1.4202,-0.3000,0.1500,-9.3400,26,1.1875,-19.7500,25.3750,2,3,1,3,-177.2500
2.4260,175.3750,-6.0000,-701.8733,-53.7148,2535.3383,2631.2453,-1.4900,-0.1400,0.4200,1.5544,-0.4600,0.3400,-9.3100,26,1.1875,-19.7500,25.3750,2,3,1,3,-177.0625
2.4500,176.1875,-6.1250,-927.4755,211.2782,2127.1059,2330.1135,-1.3000,-0.1100,0.4100,1.3676,-0.2500,0.4100,-9.3100,26,0.7500,-18.1875,26.2500,2,3,1,3,-176.8125
2.4750,176.5625,-6.1875,-1160.2395,139.6585,1572.0529,1958.8289,-1.1800,1.0300,-0.2500,1.5861,-0.1100,1.6400,-9.9700,26,0.7500,-18.1875,26.2500,2,3,1,3,-176.5625
2.4750,SHOT
2.4950,177.3125,-6.3125,-734.1022,125.3345,1507.5952,1681.5046,-1.0700,1.0000,-0.3800,1.5130,0.0000,1.6500,-10.1100,26,0.7500,-18.1875,26.2500,2,3,1,3,-176.1875
2.5200,177.5625,-6.3750,-239.9261,125.3345,1804.8170,1825.0035,-0.8000,1.0600,-0.3500,1.3734,0.2900,1.7100,-10.0700,26,0.5625,-19.2500,25.8750,2,3,1,3,-176.1250
2.5440,178.1250,-6.5000,-207.6972,107.4296,1393.0036,1412.4937,-0.7600,0.5300,-0.0100,0.9266,0.3500,1.1900,-9.7300,26,0.5625,-19.2500,25.8750,2,3,1,3,-176.1250
2.5650,178.6875,-6.5625,-393.9085,3.5810,1106.5247,1174.5526,-0.8500,0.4300,0.1300,0.9614,0.2700,1.1000,-9.5800,26,-1.2500,-18.5000,25.0625,2,3,1,3,-176.0625
2.5900,179.0000,-6.5625,-365.2606,-103.8486,748.4262,839.2506,-0.9300,0.2300,0.2500,0.9901,0.3000,0.8100,-9.3000,26,-1.2500,-18.5000,25.0625,2,3,1,3,-175.9375
2.6100,178.9375,-6.5625,-275.7359,-118.1725,966.8663,1012.3366,-0.9200,0.4700,0.2500,1.0629,0.1900,1.1800,-9.4500,26,-0.1875,-19.2500,25.3750,2,3,1,3,-175.8750
2.6380,179.3750,-6.5000,-429.7184,-143.2395,777.0740,899.4552,-1.3000,0.4400,0.4100,1.4324,-0.1800,1.1700,-9.2900,26,-0.1875,-19.2500,25.3750,2,3,1,3,-175.6875
2.6590,179.4375,-6.5000,-565.7958,-14.3239,637.4155,852.4252,-1.5300,0.6200,0.2500,1.6697,-0.4200,1.3700,-9.4600,26,-1.3750,-19.2500,25.8750,2,3,1,3,-175.5625
2.6830,179.5000,-6.5000,-619.5106,121.7535,171.8873,654.3414,-1.8500,0.4500,0.1600,1.9107,-0.7300,1.2500,-9.5400,26,-1.3750,-19.2500,25.8750,2,3,1,3,-175.3750
2.7040,179.5000,-6.6250,-576.5388,397.4895,-247.0881,742.5950,-1.6800,0.3600,0.1500,1.7247,-0.5300,1.1900,-9.5400,26,-1.7500,-18.5000,26.2500,2,3,1,3,-175.1250
2.7280,179.1250,-6.5625,-497.7571,619.5106,-347.3557,867.3013,-1.3300,0.3500,0.0100,1.3753,-0.2000,1.2300,-9.6800,26,-1.7500,-18.5000,26.2500,2,3,1,3,-174.8125
2.7490,179.0000,-6.8125,-426.1374,676.8064,-533.5670,961.4331,-1.0100,0.2200,0.0700,1.0361,0.1400,1.1200,-9.6100,26,-1.8750,-19.6875,23.8750,2,3,1,3,-174.6250
2.7740,178.6875,-7.0000,-633.8346,533.5670,-920.3135,1238.3121,-0.5700,0.2900,-0.3000,0.7064,0.6300,1.2500,-9.9800,26,-1.8750,-19.6875,23.8750,2,3,1,3,-174.4375
2.7770,SHOT
2.7980,178.1875,-7.1875,-519.2430,529.9860,-1002.6762,1247.3402,-0.7600,0.3700,-0.3100,0.9003,0.4600,1.3700,-9.9800,26,-1.8750,-19.6875,23.8750,2,3,1,3,-174.0625
2.8190,177.7500,-7.4375,-182.6303,809.3029,-852.2747,1189.4105,-0.7700,0.5700,-0.2700,0.9953,0.4900,1.5900,-9.9400,26,-1.8750,-20.3750,25.3750,2,3,1,3,-173.9375
2.8430,177.3750,-7.6875,14.3239,1006.2572,-1231.8592,1590.6715,-0.5600,0.5200,-0.3300,0.8324,0.7700,1.5600,-9.9900,26,-1.8750,-20.3750,25.3750,2,3,1,3,-173.8750
2.8640,176.4375,-7.8750,-7.1620,877.3416,-1489.6903,1728.8599,-0.6600,0.2200,-0.1500,0.7117,0.6900,1.2900,-9.8000,26,-1.1875,-21.1875,24.2500,2,3,1,3,-173.6875
2.8890,175.9375,-7.8750,64.4578,798.5599,-1350.0318,1569.8531,-0.9600,0.2500,-0.1600,1.0048,0.3800,1.3400,-9.8100,26,-1.1875,-21.1875,24.2500,2,3,1,3,-173.5625
2.9090,175.2500,-8.1250,239.9261,805.7219,-1224.6972,1485.4749,-1.3500,0.3600,-0.0700,1.3989,0.0200,1.4500,-9.7200,26,-0.7500,-20.3750,24.6875,2,3,1,3,-173.5625
