# Sesion:109 Fecha:2026-03-08 21:04:25 Shots:3 Duracion:9,87s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0250,173.0000,16.8125,608.7677,3308.8312,2728.7114,4331.8388,-1.0200,-0.4200,0.5500,1.2326,-3.8600,1.4100,-8.6400,26,13.2500,-25.3750,15.0625,3,0,0,2,-168.6875
0.0460,173.6875,15.5625,1006.2572,3315.9931,2710.8066,4399.6406,-0.9400,-0.5700,0.5200,1.2161,-3.5700,1.2400,-8.7400,26,11.0000,-25.6875,15.7500,3,0,0,2,-168.8125
0.0700,175.0000,13.6250,1751.1022,3358.9650,2606.9580,4598.3950,-0.9000,-0.0400,0.9400,1.3020,-3.2200,1.7100,-8.4100,26,11.0000,-25.6875,15.7500,3,0,0,2,-169.3125
0.0940,175.6250,12.3750,1597.1198,3255.1164,2585.4721,4453.2280,-0.9000,-0.0600,1.1000,1.4225,-3.0100,1.6300,-8.3100,26,9.3750,-26.0000,17.0000,3,0,0,2,-169.7500
0.1190,176.4375,11.1875,1131.5916,3104.7150,2546.0812,4171.6044,-0.8100,-0.7400,1.0100,1.4912,-2.6200,0.9000,-8.4800,26,9.3750,-26.0000,17.0000,3,0,0,2,-170.0000
0.1400,177.4375,9.5000,784.2360,2943.5708,2324.0600,3831.5649,-0.7200,-0.5800,0.7500,1.1905,-2.3400,1.0300,-8.7700,26,7.5625,-24.7500,18.8750,3,0,0,2,-170.3125
0.1640,178.1250,8.3750,501.3381,2893.4370,2195.1445,3666.3300,-0.7400,-0.5000,0.5700,1.0595,-2.1700,1.1100,-8.9800,26,7.5625,-24.7500,18.8750,3,0,0,2,-170.3750
0.1890,178.7500,7.3125,128.9155,2939.9897,2116.3627,3624.7966,-0.6700,-0.9700,0.6200,1.3320,-1.8600,0.3100,-8.9800,26,5.2500,-24.7500,18.5000,3,0,0,2,-170.3750
0.2130,179.5625,5.6250,508.5001,2975.7995,1908.6656,3571.6887,-0.5900,-1.4100,0.5900,1.6384,-1.5600,0.2000,-9.0200,26,5.2500,-24.7500,18.5000,3,0,0,2,-170.4375
0.2340,180.1250,4.5625,1364.3557,3029.5144,1700.9685,3732.6555,-0.5100,-0.6400,0.8500,1.1799,-1.2900,0.9000,-8.7900,26,5.2500,-24.7500,18.5000,3,0,0,2,-170.8125
