# Sesion:112 Fecha:2026-03-08 21:05:14 Shots:3 Duracion:17,74s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0200,183.8125,-13.2500,-7.1620,-2495.9475,3874.6271,4608.9633,-0.3300,-1.6400,-0.5600,1.7641,1.9100,0.7600,-9.7900,26,-5.2500,-25.8750,19.3750,3,0,3,3,-165.3125
0.0450,184.9375,-12.6875,-572.9578,-2743.0354,1496.8522,3176.9624,-0.2800,-1.7500,-0.3300,1.8027,1.8100,0.6200,-9.6100,26,-5.2500,-25.8750,19.3750,3,0,3,3,-165.5625
0.0660,185.3125,-11.3125,-945.3804,-2832.5600,-623.0916,3050.4726,-0.4700,-1.1100,-0.5400,1.3208,1.4500,1.3100,-9.8400,26,-5.2500,-25.8750,19.3750,3,0,3,3,-165.3125
0.0900,185.0625,-10.3125,-454.7853,-2646.3488,-1432.3945,3043.3117,-0.0500,-1.2600,-0.7800,1.4827,1.8400,1.5000,-10.0600,26,-7.1875,-26.3750,18.2500,3,0,3,3,-165.0625
0.1150,184.2500,-8.8750,-204.1162,-2341.9650,-2141.4296,3179.9663,0.3200,-0.3500,-0.9900,1.0977,1.8400,2.1800,-10.3400,26,-7.1875,-26.3750,18.2500,3,0,3,3,-164.7500
0.1390,183.3125,-8.0000,640.9965,-2112.7819,-2159.3347,3088.2761,0.1600,-0.2000,-0.7900,0.8305,1.5300,2.3200,-10.1600,26,-4.5000,-25.5625,19.0625,3,0,3,3,-164.8125
0.1640,182.8750,-7.2500,1145.9156,-1797.6551,-1017.0001,2361.9855,0.1600,0.0400,-0.6100,0.6319,1.3500,2.4900,-10.0300,26,-4.5000,-25.5625,19.0625,3,0,3,3,-165.1875
0.1880,182.2500,-6.2500,114.5916,-1722.4543,-1285.5740,2152.3664,-0.2200,1.1100,-0.3300,1.1787,0.8400,3.5600,-9.7700,26,-3.7500,-27.0625,20.6875,3,0,3,3,-165.4375
0.2130,181.7500,-5.5000,-365.2606,-1700.9685,-1754.6832,2470.9555,0.2400,0.1800,-0.3400,0.4534,1.1300,2.6600,-9.7800,26,-3.7500,-27.0625,20.6875,3,0,3,3,-165.3125
0.2370,180.7500,-4.5000,823.6268,-1597.1198,-1944.4755,2647.6665,0.5000,0.0100,-0.4600,0.6795,1.2700,2.4500,-9.9300,26,-2.3750,-26.2500,20.7500,3,0,3,3,-165.4375
0.2620,180.0625,-3.8125,1468.2043,-1457.4614,-2162.9157,2992.9956,0.3800,0.3100,-0.3600,0.6084,0.8300,2.9100,-10.0600,26,-2.3750,-26.2500,20.7500,3,0,3,3,-165.8750
0.2870,179.4375,-3.1875,1403.7465,-1224.6972,-1339.2888,2294.3588,0.4400,0.5000,-0.6600,0.9377,0.9500,2.7700,-10.1800,26,-2.5000,-26.2500,20.6875,3,0,3,3,-166.3125
0.3110,179.0625,-2.5625,1761.8452,-1013.4191,-529.9860,2100.4765,0.4000,0.2300,-0.8200,0.9409,0.8400,2.4100,-10.3700,26,-2.5000,-26.2500,20.6875,3,0,3,3,-167.1250
0.3320,178.9375,-2.1875,1113.6867,-913.1515,-404.6515,1495.9567,0.6100,-0.1900,-0.1300,0.6520,0.9700,1.8900,-9.7100,26,-1.0000,-25.8750,21.5000,3,0,3,3,-167.5625
0.3570,178.5625,-1.6875,-64.4578,-920.3135,-859.4367,1260.8580,0.4400,0.6600,-0.2200,0.8232,0.7300,2.7600,-9.8000,26,-1.0000,-25.8750,21.5000,3,0,3,3,-167.6250
0.3810,178.3750,-1.3125,114.5916,-805.7219,-379.5845,897.9997,0.2000,0.4900,-0.0600,0.5326,0.4300,2.5700,-9.6400,26,0.1875,-25.8750,21.5000,3,0,3,3,-167.6875
0.4060,178.4375,-1.1250,-325.8698,-619.5106,372.4226,792.8954,-0.0100,-0.1800,0.0400,0.1847,0.1600,1.8900,-9.5300,26,0.1875,-25.8750,21.5000,3,0,3,3,-167.7500
0.4260,178.6250,-0.8750,-350.9367,-601.6057,547.8909,886.1549,0.3600,-0.2100,-0.1000,0.4286,0.5100,1.8900,-9.6800,26,0.8750,-25.6875,21.5000,3,0,3,3,-167.5625
