# Sesion:113 Fecha:2026-03-08 21:05:34 Shots:0 Duracion:6,75s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0240,167.2500,19.4375,-501.3381,3416.2609,2177.2397,4081.9790,-0.7200,-0.7900,-0.0300,1.0693,-3.9900,-1.2000,-9.2700,26,16.0000,-15.6875,21.1875,3,0,3,3,177.4375
0.0450,167.9375,18.3125,107.4296,3362.5461,1980.2854,3903.8171,-0.8500,-0.6300,0.0000,1.0580,-3.8400,-0.9900,-9.3200,26,14.0625,-16.0000,23.5000,3,0,3,3,177.6875
0.0700,168.9375,16.6875,487.0141,3323.1552,1811.9790,3816.2563,-0.7600,0.1000,0.0600,0.7689,-3.5700,-0.2500,-9.3200,26,14.0625,-16.0000,23.5000,3,0,3,3,177.7500
0.0940,169.3125,15.5625,-7.1620,3294.5073,1837.0458,3772.0773,-0.7600,0.1500,0.1100,0.7824,-3.3900,-0.1800,-9.3200,26,13.2500,-17.0625,22.6875,3,0,3,3,177.9375
0.1180,169.9375,14.5000,-752.0072,3255.1164,1851.3698,3819.5375,-0.7900,-0.3900,-0.0300,0.8815,-3.1500,-0.6400,-9.5400,26,13.2500,-17.0625,22.6875,3,0,3,3,178.2500
0.1390,170.7500,12.8750,-895.2466,3290.9262,1754.6832,3835.4367,-0.7900,-0.6800,-0.0600,1.0441,-2.9800,-0.8600,-9.6200,26,11.5000,-18.0625,24.2500,3,0,3,3,178.8750
0.1670,171.2500,11.7500,-666.0634,3280.1833,1568.4719,3696.3964,-0.8700,-1.0300,0.0000,1.3483,-2.7800,-1.1300,-9.6100,26,11.5000,-18.0625,24.2500,3,0,3,3,179.2500
0.1880,171.6875,10.0625,96.6866,3294.5073,1317.8029,3549.6101,-0.8400,-0.3300,0.1600,0.9166,-2.5700,-0.4100,-9.4900,26,10.2500,-18.5000,23.3750,3,0,3,3,179.5000
0.2120,172.1250,9.0000,153.9824,3305.2502,1299.8980,3555.0141,-0.8900,-0.0800,0.2200,0.9203,-2.4300,-0.1600,-9.4500,26,10.2500,-18.5000,23.3750,3,0,3,3,179.5000
0.2340,172.5625,7.8750,17.9049,3287.3454,1317.8029,3541.6896,-0.7700,-0.0700,0.3000,0.8293,-2.0200,-0.1700,-9.3300,26,8.5000,-18.3750,23.3750,3,0,3,3,179.5625
0.2580,173.0000,6.1875,-168.3063,3244.3735,1317.8029,3505.8369,-0.8200,-0.2300,0.5600,1.0193,-1.8900,-0.2800,-9.1700,26,8.5000,-18.3750,23.3750,3,0,3,3,179.6875
0.2820,173.4375,5.1250,-196.9542,3126.2009,1281.9930,3384.5869,-0.6700,-0.1800,0.6100,0.9238,-1.5500,-0.2000,-9.1500,26,8.5000,-18.3750,23.3750,3,0,3,3,179.8125
0.3070,173.8750,4.1250,-189.7923,3068.9052,1296.3170,3336.8605,-0.6700,0.0100,0.4400,0.8016,-1.2900,0.0100,-9.3300,26,5.3750,-18.7500,25.0000,3,0,3,3,179.9375
