# Sesion:119 Fecha:2026-03-08 21:09:44 Shots:41 Duracion:16,95s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0210,127.3750,5.3750,-8093.0288,1153.0776,2023.2572,8421.4169,-0.0200,-0.9800,-3.4200,3.5577,-0.9000,-2.1200,-13.1200,26,19.1875,-1.5625,30.3750,1,0,0,2,171.8750
0.0460,127.9375,4.4375,-8139.5815,2256.0212,1077.8768,8514.9414,-0.1000,-1.1200,-2.1900,2.4618,-0.8700,-1.7900,-11.9400,26,19.1875,-1.5625,30.3750,1,0,0,3,176.0625
0.0660,128.1250,3.6250,-7788.6450,2506.6904,658.9015,8208.5712,0.0700,-1.3300,-1.8600,2.2877,-0.5500,-1.5400,-11.6500,26,18.8750,-5.3750,29.8750,1,0,0,3,178.7500
0.0950,128.2500,2.8125,-5002.6376,2424.3276,669.6444,5599.3012,0.1800,-0.5100,-2.0400,2.1105,-0.2200,-0.1900,-11.8300,26,18.8750,-5.3750,29.8750,1,0,0,3,-178.9375
0.0950,SHOT
0.1150,128.5625,1.5625,-3427.0039,2567.5671,812.8839,4358.6162,0.1600,-0.1300,-1.8400,1.8515,-0.1000,0.4000,-11.6300,26,18.8750,-5.3750,29.8750,1,0,0,3,-176.8125
0.1400,128.8125,0.5625,-3008.0285,2893.4370,855.8557,4260.5991,0.0300,-0.5600,-0.4700,0.7317,-0.0200,-0.0600,-9.7800,26,18.5625,-8.0625,31.1875,1,0,0,3,-175.7500
0.1610,129.1250,-0.8750,-2674.9968,2886.2749,555.0529,3974.2011,0.0700,-1.1000,0.8200,1.3738,0.2300,-0.1300,-8.9300,26,18.5625,-8.0625,31.1875,1,0,0,3,-174.3125
0.1850,129.1875,-1.8125,-2191.5634,2488.7854,297.2219,3329.4660,0.1200,-0.6900,0.7400,1.0189,0.4300,0.3900,-8.9900,26,17.5625,-8.7500,30.5625,1,0,0,3,-173.5625
0.2100,129.2500,-2.5000,-1876.4367,2102.0388,139.6585,2821.1853,-0.0300,-0.9400,0.6300,1.1320,0.4500,0.3000,-9.0700,26,17.5625,-8.7500,30.5625,1,0,0,3,-172.8750
0.2340,129.1875,-3.1875,-1203.2114,1761.8452,-168.3063,2140.1269,-0.0900,-0.7400,0.5200,0.9089,0.4900,0.5800,-9.1600,26,16.8750,-10.0625,30.5625,1,0,0,3,-172.3750
0.2590,129.0000,-4.0000,-902.4085,1665.1585,-343.7747,1924.9090,-0.1000,0.1300,0.5000,0.5262,0.5800,1.5100,-9.1700,26,16.8750,-10.0625,30.5625,1,0,0,3,-171.8125
0.2790,128.8750,-4.5000,-931.0565,1557.7290,-401.0705,1858.5595,-0.1600,0.1200,0.8700,0.8927,0.6600,1.6200,-8.6400,26,16.5000,-10.0000,30.7500,1,0,0,3,-171.5000
0.3040,128.6875,-4.9375,-376.0036,1163.8205,-297.2219,1258.6491,-0.1300,0.5100,1.2400,1.3471,0.7400,2.0100,-8.4000,26,16.5000,-10.0000,30.7500,1,0,0,3,-171.2500
0.3240,128.5625,-5.4375,225.6021,823.6268,-143.2395,865.8955,-0.1400,0.7300,1.3700,1.5587,0.7900,2.2300,-8.2700,26,15.5625,-10.2500,31.0625,1,0,0,3,-171.1875
0.3490,128.5000,-5.6250,676.8064,494.1761,14.3239,838.1421,-0.1000,1.5200,0.8100,1.7253,0.8500,3.3400,-9.0300,26,15.5625,-10.2500,31.0625,1,0,0,3,-171.3750
0.3700,128.5625,-5.7500,565.7958,325.8698,275.7359,708.7640,-0.0900,1.4800,0.4600,1.5524,0.9000,2.8900,-9.1800,26,16.0000,-8.7500,32.0625,0,0,0,3,-171.5625
0.3940,128.8125,-5.9375,-572.9578,279.3169,565.7958,852.3048,-0.1100,0.3000,0.8900,0.9456,0.9000,1.7400,-8.7500,26,16.0000,-8.7500,32.0625,0,0,0,3,-171.5000
0.4180,129.0000,-6.0000,-239.9261,53.7148,501.3381,558.3813,-0.1500,0.0300,1.5800,1.5874,0.8700,1.4800,-8.0500,26,15.6875,-10.8750,31.5000,0,0,0,3,-171.3750
0.4440,129.1250,-5.9375,196.9542,-529.9860,361.6796,671.1842,-0.1300,0.7200,0.6700,0.9921,0.8700,2.1500,-8.9700,26,15.6875,-10.8750,31.5000,0,0,0,3,-171.4375
0.4440,SHOT
0.4640,129.3750,-5.6875,-304.3838,-598.0247,386.7465,774.5037,-0.1100,0.7100,-0.0900,0.7241,0.8600,2.1600,-9.7400,26,15.6875,-10.8750,31.5000,0,0,0,3,-171.4375
