# Sesion:1 Fecha:2026-03-08 15:33:42 Shots:0 Duracion:17,91s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm
2,6210,37.5625,-41.7500,-32.2289,-555.0529,46.5528,557.9333,0.0000,0.0000,-0.0300,0.0300,6.5300,-0.5700,-7.3200,25,-15.7500,-26.6875,3.5625,0,0,0,0
2,6410,37.5625,-41.5625,-28.6479,-605.1867,68.0387,609.6728,0.0600,0.0800,-0.0800,0.1281,6.5600,-0.4900,-7.4000,25,-14.5625,-26.7500,4.3750,0,0,0,0
2,6620,37.6250,-41.3750,-132.4965,-526.4050,78.7817,548.5108,0.0500,0.0600,-0.1900,0.2054,6.5300,-0.5200,-7.5200,25,-14.5625,-26.7500,4.3750,0,0,0,0
2,6820,37.6875,-41.1875,-268.5740,-444.0423,71.6197,523.8654,0.0300,0.0200,-0.0300,0.0469,6.4900,-0.5500,-7.3800,25,-14.5625,-26.7500,4.3750,0,0,0,0
2,7030,37.6875,-41.0625,-315.1268,-461.9472,85.9437,565.7619,0.0100,0.0000,-0.0300,0.0316,6.4500,-0.5600,-7.4000,25,-15.3750,-27.1875,4.0625,0,0,0,0
2,7240,37.7500,-40.8750,-236.3451,-512.0811,103.8486,573.4724,-0.0200,-0.0500,-0.0500,0.0735,6.3800,-0.6500,-7.6000,25,-15.3750,-27.1875,4.0625,0,0,0,0
2,7440,37.8125,-40.6875,-85.9437,-555.0529,64.4578,565.3537,-0.0800,-0.1500,-0.0900,0.1924,6.3100,-0.7000,-7.5100,25,-14.5625,-26.7500,4.5625,0,0,0,0
2,7640,37.8125,-40.5000,35.8099,-626.6726,7.1620,627.7358,0.0000,0.0000,-0.1100,0.1100,6.3500,-0.5500,-7.5600,25,-14.5625,-26.7500,4.5625,0,0,0,0
2,7850,37.7500,-40.2500,161.1444,-662.4825,-32.2289,682.5608,0.0700,0.1000,-0.0600,0.1360,6.4500,-0.4000,-7.5800,25,-15.0000,-26.7500,4.5625,0,0,0,0
2,8050,37.7500,-40.0000,68.0387,-651.7395,-28.6479,655.9073,0.1300,0.1200,-0.1400,0.2256,6.4300,-0.4400,-7.6300,26,-15.0000,-26.7500,4.5625,0,0,0,0
2,8260,37.7500,-39.8125,-103.8486,-537.1480,50.1338,549.3868,0.0600,0.0300,-0.1500,0.1643,6.3400,-0.5200,-7.6600,26,-15.0000,-26.7500,4.5625,0,0,0,0
2,8460,37.8125,-39.6875,-186.2113,-469.1092,71.6197,509.7720,-0.0100,-0.0800,-0.0800,0.1136,6.2300,-0.6300,-7.6100,26,-14.5625,-26.7500,5.3750,0,0,0,0
2,8670,37.8750,-39.5625,-157.5634,-454.7853,85.9437,488.9194,-0.0300,-0.0700,0.0800,0.1105,6.2000,-0.6200,-7.4600,26,-14.5625,-26.7500,5.3750,0,0,0,0
2,8870,37.8750,-39.3750,-71.6197,-529.9860,82.3627,541.1082,0.0000,-0.0100,0.0000,0.0100,6.2000,-0.5600,-7.5700,26,-14.2500,-26.2500,5.5000,0,0,0,0
2,9080,37.8750,-39.1250,-14.3239,-680.3874,7.1620,680.5758,0.0100,-0.0200,-0.1500,0.1517,6.1900,-0.5700,-7.7400,26,-14.2500,-26.2500,5.5000,0,0,0,0
2,9280,37.8750,-38.9375,-28.6479,-605.1867,60.8768,608.9151,0.0600,0.0000,-0.2500,0.2571,6.2100,-0.5500,-7.8700,26,-14.2500,-26.2500,5.5000,0,0,0,0
2,9450,37.8750,-38.7500,-57.2958,-547.8909,50.1338,553.1552,0.0300,0.0000,-0.1500,0.1530,6.1600,-0.5400,-7.7900,26,-14.3750,-26.6875,5.5625,0,0,0,0
2,9690,37.9375,-38.5625,-60.8768,-547.8909,14.3239,551.4486,0.0400,0.0200,-0.1200,0.1281,6.1400,-0.5200,-7.7800,26,-14.3750,-26.6875,5.5625,0,0,0,0
2,9860,37.9375,-38.3750,-107.4296,-572.9578,7.1620,582.9863,-0.0400,-0.0400,0.0000,0.0566,6.0200,-0.5800,-7.6800,26,-14.7500,-27.0625,6.0625,0,0,0,0
3,0100,37.9375,-38.1875,-103.8486,-630.2536,71.6197,642.7546,0.0300,0.0000,-0.0800,0.0854,6.0800,-0.5400,-7.7800,26,-14.7500,-27.0625,6.0625,0,0,0,0
3,0270,38.0000,-37.8750,-161.1444,-569.3768,71.6197,596.0595,0.0900,0.0500,-0.1600,0.1903,6.1100,-0.4800,-7.8900,26,-14.7500,-27.0625,6.0625,0,0,0,0
3,0470,38.0000,-37.7500,-150.4014,-497.7571,71.6197,524.8925,0.0300,-0.0600,-0.1400,0.1552,6.0200,-0.5900,-7.8800,26,-14.5000,-26.5625,6.1875,0,0,0,0
3,0680,38.0625,-37.5000,-103.8486,-461.9472,17.9049,473.8147,-0.0300,-0.0600,-0.1000,0.1204,5.9400,-0.5900,-7.8600,26,-14.5000,-26.5625,6.1875,0,0,0,0
3,0880,38.0625,-37.3750,-53.7148,-487.0141,-39.3908,491.5483,0.0100,-0.0200,-0.0900,0.0927,5.9700,-0.5500,-7.8700,26,-14.0625,-26.5625,5.5000,0,0,0,0
3,1090,38.0625,-37.1875,-17.9049,-544.3099,17.9049,544.8986,0.0200,-0.0200,-0.0500,0.0574,5.9500,-0.5500,-7.8400,26,-14.0625,-26.5625,5.5000,0,0,0,0
3,1290,38.0000,-37.0000,-7.1620,-605.1867,-17.9049,605.4938,0.0300,-0.0100,-0.0300,0.0436,5.9400,-0.5400,-7.8400,26,-14.0625,-26.5625,5.5000,0,0,0,0
3,1490,38.0000,-36.7500,114.5916,-730.5212,-71.6197,742.9144,0.0300,-0.0400,-0.1200,0.1300,5.9000,-0.5700,-7.9600,26,-13.2500,-26.1875,6.7500,0,0,0,0
3,1700,37.9375,-36.5000,168.3063,-748.4262,-39.3908,768.1278,0.0300,-0.0500,-0.0800,0.0990,5.8700,-0.5800,-7.9400,26,-13.2500,-26.1875,6.7500,0,0,0,0
3,1900,37.9375,-36.2500,214.8592,-705.4543,10.7430,737.5267,0.0700,0.0100,-0.1300,0.1480,5.8700,-0.5300,-8.0200,26,-13.0625,-26.5625,6.3750,0,0,0,0
3,2110,37.8750,-36.0000,118.1725,-633.8346,-28.6479,645.3927,0.0500,0.0000,-0.0600,0.0781,5.8200,-0.5400,-7.9700,26,-13.0625,-26.5625,6.3750,0,0,0,0
3,2310,37.8750,-35.8125,78.7817,-655.3205,-39.3908,661.2134,0.0300,0.0100,0.0000,0.0316,5.7700,-0.5400,-7.9200,26,-13.0625,-26.5625,6.3750,0,0,0,0
3,2480,37.8125,-35.5625,85.9437,-741.2642,-89.5247,751.5807,0.0400,-0.0300,-0.0600,0.0781,5.7500,-0.5900,-8.0200,26,-14.5000,-25.8750,6.1875,0,0,0,0
3,2720,37.8125,-35.3125,103.8486,-762.7501,-17.9049,769.9953,0.0400,-0.0200,-0.1100,0.1187,5.7100,-0.5800,-8.0900,26,-14.5000,-25.8750,6.1875,0,0,0,0
3,2890,37.7500,-35.0625,153.9824,-737.6832,35.8099,754.4332,0.0700,-0.0200,-0.2600,0.2700,5.7100,-0.5800,-8.2600,26,-12.5000,-26.5625,5.7500,0,0,0,0
3,3100,37.7500,-34.8125,125.3345,-655.3205,10.7430,667.2849,0.0500,-0.0100,0.0000,0.0510,5.6500,-0.5900,-8.0300,26,-12.5000,-26.5625,5.7500,0,0,0,0
3,3290,37.7500,-34.6250,200.5352,-701.8733,14.3239,730.0998,0.0700,-0.0100,-0.1100,0.1308,5.6500,-0.6000,-8.1600,26,-12.5000,-26.5625,5.7500,0,0,0,0
3,3500,37.6875,-34.3750,71.6197,-630.2536,28.6479,634.9564,0.0900,0.0400,0.0000,0.0985,5.6400,-0.5400,-8.0700,26,-12.3750,-25.5625,6.8750,0,0,0,0
3,3710,37.6875,-34.1875,-50.1338,-640.9965,39.3908,644.1596,0.0800,0.0000,-0.0900,0.1204,5.5900,-0.5800,-8.1800,26,-12.3750,-25.5625,6.8750,0,0,0,0
3,3910,37.7500,-33.9375,-111.0106,-572.9578,39.3908,584.9407,0.1200,0.0200,-0.2100,0.2427,5.6000,-0.5600,-8.3200,26,-12.6875,-26.6875,7.6875,0,0,0,0
3,4120,37.7500,-33.8125,-211.2782,-447.6233,3.5810,494.9928,0.0600,-0.0700,-0.1300,0.1594,5.5200,-0.6500,-8.2500,26,-12.6875,-26.6875,7.6875,0,0,0,0
3,4320,37.7500,-33.6250,-107.4296,-444.0423,42.9718,458.8695,0.0400,-0.0300,-0.0600,0.0781,5.4800,-0.6000,-8.2000,26,-12.6875,-26.6875,7.6875,0,0,0,0
3,4520,37.8125,-33.5000,-60.8768,-501.3381,71.6197,510.0738,0.0700,-0.0100,-0.1300,0.1480,5.4900,-0.5800,-8.2900,26,-12.0625,-26.2500,7.7500,0,0,0,0
3,4730,37.8125,-33.3125,-25.0669,-508.5001,42.9718,510.9278,0.0500,0.0000,0.0200,0.0539,5.4400,-0.5700,-8.1400,26,-12.0625,-26.2500,7.7500,0,0,0,0
3,4900,37.8125,-33.1250,7.1620,-587.2817,-3.5810,587.3363,0.0600,-0.0200,-0.0900,0.1100,5.4300,-0.5900,-8.2800,26,-12.3750,-25.5625,7.8750,0,0,0,0
3,5140,37.8125,-32.9375,-10.7430,-587.2817,3.5810,587.3909,0.0300,-0.0300,-0.1300,0.1367,5.3600,-0.6100,-8.3400,26,-12.3750,-25.5625,7.8750,0,0,0,0
3,5300,37.8125,-32.7500,-25.0669,-572.9578,32.2289,574.4107,0.0600,-0.0200,-0.0800,0.1020,5.3600,-0.5900,-8.3000,26,-12.3750,-25.5625,7.8750,0,0,0,0
3,5510,37.8125,-32.5000,3.5810,-565.7958,14.3239,565.9885,0.1000,0.0100,-0.1000,0.1418,5.3800,-0.5600,-8.3500,26,-12.3750,-25.5625,9.5625,0,0,0,0
3,5750,37.7500,-32.3750,-50.1338,-504.9191,25.0669,508.0207,0.1300,0.0200,-0.1100,0.1715,5.3800,-0.5400,-8.3700,26,-12.3750,-25.5625,9.5625,0,0,0,0
3,5920,37.8125,-32.1875,-150.4014,-440.4613,85.9437,473.3002,0.0600,-0.0300,0.0000,0.0671,5.2900,-0.6000,-8.2700,26,-12.3750,-27.0625,8.0000,0,0,0,0
3,6130,37.8750,-32.0625,-200.5352,-483.4331,82.3627,529.8166,0.0500,-0.0600,-0.0100,0.0787,5.2600,-0.6300,-8.3000,26,-12.3750,-27.0625,8.0000,0,0,0,0
3,6330,37.8750,-31.8750,-232.7641,-512.0811,68.0387,566.5999,0.0700,-0.1000,-0.1500,0.1934,5.2500,-0.6600,-8.4600,26,-12.3750,-27.0625,8.0000,0,0,0,0
3,6530,37.9375,-31.6875,-175.4683,-490.5951,46.5528,523.1060,0.0800,-0.0500,-0.0900,0.1304,5.2300,-0.6000,-8.4100,26,-11.8750,-26.0000,8.8750,0,0,0,0
3,6780,37.9375,-31.5000,-93.1056,-551.4719,39.3908,560.6617,0.0700,-0.0900,0.0000,0.1140,5.2000,-0.6300,-8.3300,26,-11.8750,-26.0000,8.8750,0,0,0,0
3,6940,37.9375,-31.3125,10.7430,-648.1585,-14.3239,648.4058,0.0900,-0.0800,-0.0800,0.1446,5.1900,-0.6200,-8.4400,26,-10.8750,-26.0000,8.1875,0,0,0,0
3,7150,37.9375,-31.0625,114.5916,-726.9402,-50.1338,737.6223,0.0700,-0.0500,-0.0800,0.1175,5.1400,-0.6000,-8.4600,26,-10.8750,-26.0000,8.1875,0,0,0,0
3,7350,37.8750,-30.8125,114.5916,-769.9121,-93.1056,783.9417,0.0800,-0.0200,0.0000,0.0825,5.1100,-0.5700,-8.4000,26,-11.8750,-27.5000,9.1875,0,0,0,0
3,7560,37.8125,-30.5625,28.6479,-794.9790,-57.2958,797.5557,0.1400,0.0200,-0.0300,0.1446,5.1300,-0.5200,-8.4600,26,-11.8750,-27.5000,9.1875,0,0,0,0
3,7760,37.8125,-30.3125,-42.9718,-698.2923,42.9718,700.9318,0.1400,0.0400,-0.1700,0.2238,5.0700,-0.5000,-8.6200,26,-11.8750,-27.5000,9.1875,0,0,0,0
3,7970,37.8750,-30.0625,-153.9824,-598.0247,125.3345,630.1213,0.1200,0.0100,-0.1500,0.1924,4.9600,-0.5900,-8.6200,26,-10.1875,-26.0000,10.0000,0,0,0,0
3,8170,37.9375,-29.8750,-229.1831,-537.1480,143.2395,601.3072,0.0600,-0.0500,-0.1900,0.2054,4.9400,-0.5900,-8.6800,26,-10.1875,-26.0000,10.0000,0,0,0,0
3,8370,38.0000,-29.6875,-200.5352,-537.1480,100.2676,582.0618,0.0300,-0.0800,-0.1800,0.1992,4.8800,-0.5900,-8.6400,26,-11.2500,-25.5625,9.0625,0,0,0,0
3,8580,38.0000,-29.5000,-111.0106,-562.2149,39.3908,574.4219,0.0100,-0.1100,-0.1000,0.1490,4.8400,-0.6300,-8.6200,26,-11.2500,-25.5625,9.0625,0,0,0,0
3,8790,38.0000,-29.3125,32.2289,-644.5775,-14.3239,645.5417,0.0600,-0.0300,-0.1000,0.1204,4.8500,-0.5500,-8.6400,26,-11.2500,-25.5625,9.0625,0,0,0,0
3,8990,38.0000,-29.1250,35.8099,-648.1585,14.3239,649.3050,0.1000,0.0000,-0.1100,0.1487,4.8600,-0.5200,-8.6700,26,-10.8750,-26.6875,9.1875,0,0,0,0
3,9200,38.0000,-28.8750,-107.4296,-580.1198,46.5528,591.8169,0.1000,-0.0200,-0.1200,0.1575,4.8300,-0.5400,-8.7000,26,-10.8750,-26.6875,9.1875,0,0,0,0
3,9400,38.0625,-28.6875,-164.7254,-519.2430,53.7148,547.3875,0.0900,-0.0400,-0.0800,0.1269,4.7900,-0.5600,-8.6700,26,-11.1875,-26.6875,9.5625,0,0,0,0
3,9600,38.0625,-28.5000,-125.3345,-519.2430,107.4296,544.8515,0.0700,-0.0500,-0.1200,0.1476,4.7500,-0.5600,-8.7200,26,-11.1875,-26.6875,9.5625,0,0,0,0
3,9810,38.1250,-28.2500,-128.9155,-497.7571,85.9437,521.3134,0.0900,-0.0200,-0.1700,0.1934,4.7400,-0.5300,-8.7900,26,-11.1875,-26.6875,9.5625,0,0,0,0
4,0010,38.1250,-28.1875,-111.0106,-497.7571,14.3239,510.1869,0.0700,-0.1000,-0.1500,0.1934,4.7000,-0.6000,-8.7900,26,-10.7500,-26.2500,10.0000,0,0,0,0
4,0220,38.1250,-27.9375,0.0000,-487.0141,50.1338,489.5878,0.0200,-0.0900,-0.0600,0.1100,4.6200,-0.5900,-8.7100,26,-10.7500,-26.2500,10.0000,0,0,0,0
4,0420,38.1875,-27.7500,-39.3908,-512.0811,35.8099,514.8407,0.0600,-0.0600,-0.0900,0.1237,4.6300,-0.5600,-8.7500,26,-10.5000,-26.0000,10.0625,0,0,0,0
4,0630,38.1875,-27.6250,-186.2113,-436.8803,64.4578,479.2639,0.1400,-0.0300,-0.1900,0.2379,4.6900,-0.5300,-8.8600,26,-10.5000,-26.0000,10.0625,0,0,0,0
4,0830,38.2500,-27.4375,-143.2395,-386.7465,100.2676,424.4338,0.0700,-0.0800,-0.1100,0.1530,4.6000,-0.5600,-8.8000,26,-10.5000,-26.0000,10.0625,0,0,0,0
4,1000,38.2500,-27.3125,-207.6972,-383.1655,46.5528,438.3163,0.0700,-0.0800,-0.0300,0.1105,4.5700,-0.5600,-8.7200,26,-9.7500,-26.2500,10.5625,0,0,0,0
4,1240,38.3125,-27.1875,-204.1162,-411.8134,50.1338,462.3496,0.0800,-0.0900,-0.0400,0.1269,4.5700,-0.5600,-8.7400,26,-9.7500,-26.2500,10.5625,0,0,0,0
4,1410,38.3125,-27.0625,-146.8204,-429.7184,89.5247,462.8486,0.1400,0.0000,-0.1300,0.1910,4.6100,-0.4600,-8.8500,26,-10.5625,-25.8750,10.6875,0,0,0,0
4,1650,38.3750,-26.9375,-125.3345,-418.9754,39.3908,439.0909,0.1800,-0.0100,-0.1600,0.2410,4.6200,-0.4700,-8.8900,26,-10.5625,-25.8750,10.6875,0,0,0,0
4,1820,38.3750,-26.7500,-64.4578,-422.5564,42.9718,429.5989,0.2100,0.0000,-0.1200,0.2419,4.6300,-0.4500,-8.8600,26,-10.5625,-25.8750,10.6875,0,0,0,0
4,2020,38.3750,-26.6250,-100.2676,-386.7465,85.9437,408.6720,0.1600,0.0000,-0.0700,0.1746,4.5600,-0.4500,-8.8200,26,-10.2500,-26.1875,10.6875,0,0,0,0
4,2230,38.4375,-26.5000,-132.4965,-404.6515,42.9718,427.9541,0.1000,-0.0800,-0.1300,0.1825,4.4800,-0.5300,-8.8900,26,-10.2500,-26.1875,10.6875,0,0,0,0
4,2430,38.4375,-26.3750,-93.1056,-422.5564,32.2289,433.8908,0.1100,-0.0500,-0.0700,0.1396,4.4700,-0.4900,-8.8400,26,-11.0625,-25.5000,11.0625,0,0,0,0
4,2640,38.4375,-26.1875,-136.0775,-401.0705,-7.1620,423.5870,0.1100,-0.0500,-0.1200,0.1703,4.4500,-0.4900,-8.9100,26,-11.0625,-25.5000,11.0625,0,0,0,0
4,2840,38.4375,-26.1250,-214.8592,-340.1937,53.7148,405.9329,0.1200,-0.0300,-0.1300,0.1794,4.4400,-0.4600,-8.9300,26,-11.0625,-25.5000,11.0625,0,0,0,0
4,3040,38.5000,-26.0000,-182.6303,-315.1268,75.2007,371.9057,0.0700,-0.0800,-0.0600,0.1221,4.3700,-0.5000,-8.8700,26,-9.3750,-25.7500,10.6875,0,0,0,0
4,3250,38.5000,-25.8750,-100.2676,-372.4226,75.2007,392.9470,0.0700,-0.0800,-0.0300,0.1105,4.3600,-0.4900,-8.8400,26,-9.3750,-25.7500,10.6875,0,0,0,0
4,3450,38.5625,-25.7500,-71.6197,-393.9085,-3.5810,400.3825,0.1000,-0.1000,-0.3200,0.3499,4.3600,-0.5100,-9.1400,26,-9.0000,-26.0625,10.7500,0,0,0,0
4,3660,38.5625,-25.6250,-153.9824,-272.1550,25.0669,313.6993,0.0800,-0.0600,-0.1600,0.1887,4.3200,-0.4600,-8.9900,26,-9.0000,-26.0625,10.7500,0,0,0,0
4,3860,38.5625,-25.5000,-35.8099,-275.7359,89.5247,292.1084,0.1000,-0.0500,-0.1700,0.2035,4.3300,-0.4500,-9.0100,26,-9.0000,-26.0625,10.7500,0,0,0,0
4,4070,38.5625,-25.4375,-71.6197,-279.3169,39.3908,291.0309,0.0900,-0.0700,-0.2600,0.2839,4.3100,-0.4700,-9.1000,26,-9.0000,-25.3750,10.5625,0,0,0,0
4,4270,38.6250,-25.3750,-68.0387,-179.0493,7.1620,191.6748,0.0600,-0.1100,-0.1800,0.2193,4.2700,-0.5000,-9.0300,26,-9.0000,-25.3750,10.5625,0,0,0,0
4,4470,38.6250,-25.3125,-25.0669,-125.3345,50.1338,137.2971,0.0700,-0.0700,-0.1100,0.1480,4.2700,-0.4700,-8.9700,26,-10.0625,-25.3750,10.2500,0,0,0,0
4,4680,38.6250,-25.2500,-28.6479,-171.8873,-7.1620,174.4054,0.1000,-0.0800,-0.0900,0.1565,4.2900,-0.4800,-8.9500,26,-10.0625,-25.3750,10.2500,0,0,0,0
4,4880,38.5625,-25.1875,-50.1338,-175.4683,-96.6866,206.5208,0.0900,-0.1100,-0.0900,0.1682,4.2700,-0.5000,-8.9500,26,-10.3750,-25.3750,12.1875,0,0,0,0
4,5090,38.5625,-25.1250,-14.3239,-114.5916,14.3239,116.3683,0.1500,-0.0400,-0.0400,0.1603,4.2900,-0.4500,-8.8400,26,-10.3750,-25.3750,12.1875,0,0,0,0
4,5300,38.6250,-25.1250,-50.1338,-85.9437,71.6197,122.5932,0.1100,-0.0600,0.0700,0.1435,4.2800,-0.4500,-8.7900,26,-10.3750,-25.3750,12.1875,0,0,0,0
4,5500,38.6250,-25.0625,-46.5528,-193.3733,50.1338,205.1189,0.1700,-0.0300,0.0300,0.1752,4.3000,-0.4300,-8.8900,26,-9.3750,-26.5000,10.1875,0,0,0,0
4,5710,38.6250,-25.0000,-89.5247,-261.4120,53.7148,281.4892,0.1100,-0.0700,-0.1200,0.1772,4.2500,-0.4500,-9.0000,26,-9.3750,-26.5000,10.1875,0,0,0,0
4,5910,38.6875,-24.8750,-128.9155,-239.9261,39.3908,275.2006,0.1900,-0.0400,-0.1900,0.2717,4.3200,-0.4200,-9.0800,26,-9.6875,-25.7500,10.1875,0,0,0,0
4,6110,38.6875,-24.8125,-85.9437,-136.0775,35.8099,164.8810,0.1400,-0.0800,-0.2400,0.2891,4.2600,-0.4500,-9.1400,26,-9.6875,-25.7500,10.1875,0,0,0,0
4,6320,38.6875,-24.7500,-82.3627,-82.3627,14.3239,117.3559,0.0900,-0.0800,-0.0600,0.1345,4.2100,-0.4500,-8.9600,26,-9.6875,-25.7500,10.1875,0,0,0,0
4,6520,38.6875,-24.7500,-21.4859,-125.3345,17.9049,128.4172,0.0700,-0.1000,-0.0400,0.1285,4.1800,-0.4700,-8.9300,26,-9.2500,-26.0625,10.6875,0,0,0,0
4,6730,38.6875,-24.6875,-121.7535,-103.8486,14.3239,160.6662,0.0800,-0.0700,-0.0400,0.1136,4.1800,-0.4400,-8.9400,26,-9.2500,-26.0625,10.6875,0,0,0,0
4,6930,38.6875,-24.6875,-93.1056,-125.3345,21.4859,157.6041,0.1000,-0.0800,-0.0500,0.1375,4.2000,-0.4400,-8.9500,26,-8.0625,-26.5000,11.0625,0,0,0,0
4,7140,38.6875,-24.6250,-46.5528,-143.2395,21.4859,152.1392,0.1100,-0.0700,-0.2400,0.2731,4.1900,-0.4300,-9.1500,26,-8.0625,-26.5000,11.0625,0,0,0,0
4,7350,38.6875,-24.5625,-78.7817,-85.9437,-32.2289,120.9610,0.1000,-0.1300,-0.2600,0.3074,4.1800,-0.4800,-9.1700,26,-8.0625,-26.5000,11.0625,0,0,0,0
4,7550,38.6875,-24.5625,-42.9718,-46.5528,-39.3908,74.6015,0.1400,-0.0600,-0.0900,0.1769,4.2200,-0.4100,-9.0000,26,-8.8750,-26.0625,11.1875,0,0,0,0
4,7750,38.6875,-24.5625,-35.8099,-50.1338,-14.3239,63.2528,0.1200,-0.0500,-0.0700,0.1476,4.2000,-0.4000,-8.9800,26,-8.8750,-26.0625,11.1875,0,0,0,0
4,8000,38.6875,-24.5000,-46.5528,-68.0387,28.6479,87.2762,0.1400,-0.0500,0.0500,0.1568,4.2100,-0.3900,-8.8600,26,-9.2500,-26.0625,11.1875,0,0,0,0
4,8210,38.6875,-24.5000,-39.3908,-132.4965,21.4859,139.8878,0.1300,-0.0600,-0.1300,0.1934,4.1800,-0.4700,-9.0800,26,-9.2500,-26.0625,11.1875,0,0,0,0
4,8410,38.6875,-24.4375,-121.7535,-64.4578,17.9049,138.9219,0.0900,-0.1000,-0.1000,0.1676,4.1600,-0.4400,-9.0200,26,-8.5000,-26.5000,10.3750,0,0,0,0
4,8610,38.7500,-24.4375,-107.4296,-28.6479,0.0000,111.1837,0.1600,-0.0600,-0.1200,0.2088,4.2000,-0.3400,-8.9600,26,-8.5000,-26.5000,10.3750,0,0,0,0
4,8820,38.7500,-24.4375,-3.5810,-64.4578,25.0669,69.2530,0.1400,-0.0600,-0.1000,0.1822,4.2000,-0.3900,-9.0300,26,-8.5000,-26.5000,10.3750,0,0,0,0
4,9020,38.7500,-24.3750,-50.1338,-107.4296,46.5528,127.3644,0.1900,-0.0300,-0.1100,0.2216,4.1900,-0.4000,-8.9300,26,-8.8750,-25.0000,10.3750,0,0,0,0
4,9230,38.7500,-24.3750,-93.1056,-75.2007,28.6479,123.0630,0.1500,-0.0700,-0.0100,0.1658,4.2000,-0.4000,-8.9400,26,-8.8750,-25.0000,10.3750,0,0,0,0
4,9400,38.7500,-24.3125,-136.0775,-103.8486,7.1620,171.3269,0.0500,-0.1800,-0.1500,0.2396,4.0900,-0.5000,-9.0800,26,-8.5000,-26.5000,11.1875,0,0,0,0
4,9640,38.7500,-24.3125,-121.7535,-64.4578,60.8768,150.6144,0.0600,-0.1800,-0.1500,0.2419,4.1000,-0.4900,-9.0800,26,-8.5000,-26.5000,11.1875,0,0,0,0
4,9840,38.8125,-24.2500,-82.3627,-68.0387,7.1620,107.0709,0.1100,-0.0700,-0.0900,0.1584,4.1400,-0.3800,-9.0200,26,-8.5000,-26.5000,11.1875,0,0,0,0
5,0040,38.8125,-24.2500,-53.7148,-75.2007,-14.3239,93.5179,0.1400,-0.0200,-0.1100,0.1792,4.1700,-0.3300,-9.0400,26,-8.8750,-25.7500,10.5000,0,0,0,0
5,0250,38.8125,-24.1875,-7.1620,-100.2676,14.3239,101.5385,0.1500,-0.0100,-0.0900,0.1752,4.1700,-0.3200,-9.0300,26,-8.8750,-25.7500,10.5000,0,0,0,0
5,0460,38.8125,-24.1875,-118.1725,-103.8486,-60.8768,168.6869,0.1200,-0.1100,-0.1100,0.1965,4.1400,-0.4200,-9.0500,26,-8.8750,-26.0625,10.8750,0,0,0,0
5,0660,38.8125,-24.1250,-111.0106,-96.6866,-39.3908,152.3919,0.1000,-0.1500,-0.0800,0.1972,4.1100,-0.4500,-9.0200,26,-8.8750,-26.0625,10.8750,0,0,0,0
5,0860,38.8125,-24.1250,-46.5528,-103.8486,-7.1620,114.0307,0.1500,-0.0400,-0.1100,0.1903,4.1600,-0.3300,-9.0500,26,-8.8750,-26.0625,10.8750,0,0,0,0
5,1040,38.8125,-24.0625,-32.2289,-64.4578,7.1620,72.4210,0.2000,-0.0300,-0.1700,0.2642,4.2000,-0.3200,-9.1200,26,-9.2500,-26.0625,11.6875,0,0,0,0
5,1270,38.8125,-24.0625,-42.9718,-21.4859,46.5528,66.8983,0.1000,-0.1100,-0.1200,0.1910,4.1100,-0.4000,-9.0700,26,-9.2500,-26.0625,11.6875,0,0,0,0
5,1480,38.8125,-24.0625,-46.5528,-42.9718,57.2958,85.4199,0.0600,-0.1200,0.0200,0.1356,4.0700,-0.4100,-8.9200,26,-9.2500,-26.0625,11.1875,0,0,0,0
5,1690,38.8125,-24.0000,-71.6197,-107.4296,-28.6479,132.2543,0.1600,0.0000,-0.2200,0.2720,4.1600,-0.2900,-9.1700,26,-9.2500,-26.0625,11.1875,0,0,0,0
5,1890,38.8125,-24.0000,-136.0775,-50.1338,-21.4859,146.6019,0.0900,-0.0900,-0.1000,0.1619,4.0900,-0.3700,-9.0500,26,-9.2500,-26.0625,11.1875,0,0,0,0
5,2100,38.8125,-24.0000,-136.0775,-39.3908,39.3908,147.0386,0.0400,-0.1800,-0.0700,0.1972,4.0300,-0.4500,-9.0200,26,-9.2500,-25.3750,10.7500,0,0,0,0
5,2300,38.8125,-23.9375,-53.7148,-103.8486,3.5810,116.9728,0.0900,-0.1200,-0.2000,0.2500,4.1000,-0.3400,-9.0500,26,-9.2500,-25.3750,10.7500,0,0,0,0
5,2550,38.8125,-23.9375,-3.5810,-93.1056,3.5810,93.2433,0.1400,-0.0400,-0.0500,0.1539,4.1200,-0.3100,-9.0100,26,-8.8750,-26.0625,10.3750,0,0,0,0
5,2750,38.8125,-23.8750,-64.4578,-107.4296,-14.3239,126.0995,0.1200,-0.0900,-0.0600,0.1616,4.1000,-0.3500,-9.0200,26,-8.8750,-26.0625,10.3750,0,0,0,0
5,2950,38.8750,-23.8750,-35.8099,-114.5916,25.0669,122.6455,0.1000,-0.1200,0.0200,0.1575,4.0700,-0.3800,-8.9300,26,-8.5000,-26.8750,10.7500,0,0,0,0
5,3160,38.8750,-23.8125,-42.9718,-175.4683,53.7148,188.4701,0.1900,-0.0500,-0.0900,0.2161,4.1600,-0.3100,-9.0500,26,-8.5000,-26.8750,10.7500,0,0,0,0
