# Sesion:1 Fecha:2026-03-08 15:33:42 Shots:0 Duracion:17,91s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm
5,3360,38.8750,-23.7500,-139.6585,-153.9824,7.1620,208.0057,0.1800,-0.0900,-0.1500,0.2510,4.1300,-0.3400,-9.1200,26,-8.5000,-26.8750,10.7500,0,0,0,0
5,3570,38.8750,-23.7500,-136.0775,-60.8768,42.9718,155.1439,0.1100,-0.1000,-0.0300,0.1517,4.0600,-0.3500,-9.0100,26,-8.0625,-26.0625,12.0625,0,0,0,0
5,3780,38.9375,-23.6875,-60.8768,-93.1056,71.6197,132.3028,0.1600,-0.0600,-0.0800,0.1887,4.1000,-0.3100,-9.0500,26,-8.0625,-26.0625,12.0625,0,0,0,0
5,3940,38.9375,-23.6250,-107.4296,-114.5916,28.6479,159.6654,0.1400,-0.0300,-0.0600,0.1552,4.0800,-0.2800,-9.0400,26,-8.5625,-26.3750,11.6875,0,0,0,0
5,4180,38.9375,-23.5625,-164.7254,-157.5634,0.0000,227.9488,0.1000,-0.0900,-0.1500,0.2015,4.0300,-0.3200,-9.1300,26,-8.5625,-26.3750,11.6875,0,0,0,0
5,4350,39.0000,-23.5625,-121.7535,-153.9824,75.2007,210.2133,0.1100,-0.0600,-0.1000,0.1603,4.0300,-0.2900,-9.0800,26,-8.5625,-26.3750,11.6875,0,0,0,0
5,4560,39.0000,-23.5000,-78.7817,-171.8873,71.6197,202.1910,0.1200,-0.0500,-0.1800,0.2220,4.0400,-0.2800,-9.1700,26,-9.0000,-25.2500,11.2500,0,0,0,0
5,4800,39.0625,-23.4375,-89.5247,-136.0775,85.9437,184.1686,0.0900,-0.0500,-0.1400,0.1738,4.0000,-0.2800,-9.1400,26,-9.0000,-25.2500,11.2500,0,0,0,0
5,4960,39.0625,-23.3750,-35.8099,-128.9155,57.2958,145.5485,0.0500,-0.1300,-0.2000,0.2437,3.9500,-0.3500,-9.1900,26,-8.5625,-26.0000,11.2500,0,0,0,0
5,5200,39.0625,-23.3750,-150.4014,-78.7817,-7.1620,169.9366,0.0800,-0.1200,-0.1500,0.2081,3.9700,-0.3300,-9.1500,26,-8.5625,-26.0000,11.2500,0,0,0,0
5,5370,39.0625,-23.3125,-175.4683,-96.6866,-35.8099,203.5185,0.0800,-0.1200,-0.0900,0.1700,3.9700,-0.3200,-9.0900,26,-8.5625,-26.0000,11.2500,0,0,0,0
5,5580,39.1250,-23.2500,-42.9718,-121.7535,42.9718,136.0775,0.1000,-0.0900,-0.0700,0.1517,3.9800,-0.3000,-9.0700,26,-8.1875,-25.2500,12.5000,0,0,0,0
5,5820,39.1250,-23.2500,-64.4578,-125.3345,3.5810,140.9836,0.1400,-0.0600,-0.1300,0.2002,4.0100,-0.2600,-9.1400,26,-8.1875,-25.2500,12.5000,0,0,0,0
5,5990,39.1250,-23.1875,-46.5528,-111.0106,71.6197,140.0710,0.1400,-0.0700,0.0000,0.1565,4.0100,-0.2700,-9.0000,26,-8.6875,-25.5625,10.8750,0,0,0,0
5,6200,39.1250,-23.1250,-39.3908,-157.5634,53.7148,171.0647,0.2000,-0.0900,-0.1900,0.2902,4.0600,-0.2900,-9.2000,26,-8.6875,-25.5625,10.8750,0,0,0,0
5,6400,39.1250,-23.1250,-125.3345,-111.0106,-7.1620,167.5810,0.1700,-0.0900,-0.1100,0.2216,4.0200,-0.2800,-9.1200,26,-8.6875,-25.5625,10.8750,0,0,0,0
5,6600,39.1875,-23.0625,-96.6866,-114.5916,17.9049,150.9971,0.1900,-0.0700,0.0400,0.2064,4.0400,-0.2500,-8.9600,26,-9.0000,-25.8750,11.2500,0,0,0,0
5,6840,39.1875,-23.0000,-146.8204,-164.7254,32.2289,223.0009,0.1600,-0.0700,0.0100,0.1749,3.9600,-0.3200,-9.0600,26,-9.0000,-25.8750,11.2500,0,0,0,0
5,7010,39.1875,-22.9375,-143.2395,-204.1162,114.5916,274.4307,0.1100,-0.1500,-0.0800,0.2025,3.9300,-0.3900,-9.0800,26,-8.1875,-25.5625,11.6875,0,0,0,0
5,7220,39.2500,-22.8750,-82.3627,-229.1831,85.9437,258.2534,0.1000,-0.1300,-0.0200,0.1652,3.9100,-0.3100,-9.0500,26,-8.1875,-25.5625,11.6875,0,0,0,0
5,7420,39.2500,-22.8125,-89.5247,-254.2500,-17.9049,270.1450,0.1200,-0.0900,0.0700,0.1655,3.9300,-0.2600,-8.9900,26,-8.6875,-25.8750,13.2500,0,0,0,0
5,7620,39.2500,-22.6875,-211.2782,-279.3169,-93.1056,362.3880,0.1200,-0.1000,-0.0800,0.1755,3.9100,-0.2500,-9.1200,26,-8.6875,-25.8750,13.2500,0,0,0,0
5,7830,39.2500,-22.6250,-200.5352,-239.9261,75.2007,321.6117,0.1100,-0.0800,-0.0900,0.1631,3.8800,-0.2200,-9.1400,26,-8.6875,-25.8750,13.2500,0,0,0,0
5,8030,39.3125,-22.5625,-214.8592,-239.9261,75.2007,330.7327,0.0800,-0.1100,-0.2100,0.2502,3.8400,-0.2400,-9.2700,26,-9.0625,-25.7500,10.8750,0,0,0,0
5,8240,39.3125,-22.5000,-118.1725,-239.9261,75.2007,277.8209,0.0400,-0.1100,-0.1700,0.2064,3.7900,-0.2400,-9.2300,26,-9.0625,-25.7500,10.8750,0,0,0,0
5,8440,39.3750,-22.3750,-42.9718,-268.5740,60.8768,278.7195,0.0700,-0.1000,-0.1600,0.2012,3.8000,-0.2300,-9.2300,26,-8.0000,-26.6875,12.0000,0,0,0,0
5,8650,39.3750,-22.2500,-53.7148,-329.4508,-25.0669,334.7409,0.1200,-0.0500,-0.1300,0.1838,3.8300,-0.1800,-9.2100,26,-8.0000,-26.6875,12.0000,0,0,0,0
5,8850,39.3750,-22.1875,-39.3908,-358.0986,-96.6866,373.0075,0.1000,-0.0400,0.0000,0.1077,3.8000,-0.1600,-9.0800,26,-8.0000,-26.6875,12.0000,0,0,0,0
5,9060,39.3125,-22.0625,-50.1338,-361.6796,-71.6197,372.0953,0.1800,-0.0300,-0.1600,0.2427,3.8500,-0.1500,-9.2500,26,-8.2500,-25.7500,11.6875,0,0,0,0
5,9260,39.3125,-21.9375,0.0000,-368.8416,14.3239,369.1196,0.1600,-0.0600,-0.2200,0.2786,3.8200,-0.1800,-9.3200,26,-8.2500,-25.7500,11.6875,0,0,0,0
5,9430,39.3125,-21.8125,-32.2289,-318.7078,10.7430,320.5133,0.1300,-0.0900,-0.1100,0.1926,3.7700,-0.2100,-9.2200,26,-8.2500,-25.5000,11.6875,0,0,0,0
5,9670,39.3125,-21.6875,-111.0106,-275.7359,10.7430,297.4375,0.1000,-0.0800,-0.0900,0.1565,3.7300,-0.1900,-9.2000,26,-8.2500,-25.5000,11.6875,0,0,0,0
5,9880,39.3125,-21.6250,-32.2289,-322.2888,17.9049,324.3907,0.1000,-0.0700,-0.1300,0.1783,3.7100,-0.1800,-9.2500,26,-8.2500,-25.5000,11.6875,0,0,0,0
6,0050,39.3125,-21.5000,-21.4859,-368.8416,-35.8099,371.1982,0.0900,-0.1000,-0.1200,0.1803,3.6800,-0.2200,-9.2400,26,-8.6875,-25.5000,11.6875,0,0,0,0
6,0250,39.3125,-21.3750,3.5810,-440.4613,-14.3239,440.7087,0.1200,-0.0700,-0.0300,0.1421,3.6900,-0.1800,-9.1600,26,-8.6875,-25.5000,11.6875,0,0,0,0
6,0450,39.3125,-21.2500,0.0000,-501.3381,-10.7430,501.4532,0.1000,-0.0800,0.0000,0.1281,3.6400,-0.1900,-9.1400,26,-8.0000,-26.1875,11.2500,0,0,0,0
6,0660,39.3125,-21.0625,-46.5528,-515.6621,-17.9049,518.0686,0.1200,-0.1100,-0.2400,0.2900,3.6300,-0.2200,-9.3900,26,-8.0000,-26.1875,11.2500,0,0,0,0
6,0860,39.3125,-20.8125,-25.0669,-386.7465,25.0669,388.3678,0.1400,-0.1100,-0.2400,0.2988,3.6300,-0.2200,-9.4000,26,-8.0000,-26.1875,11.2500,0,0,0,0
6,1060,39.3125,-20.7500,-78.7817,-311.5458,50.1338,325.2395,0.1500,-0.0900,-0.2100,0.2733,3.6200,-0.2000,-9.3800,26,-8.2500,-25.5000,10.8750,0,0,0,0
6,1270,39.3750,-20.6875,-100.2676,-268.5740,21.4859,287.4843,0.1500,-0.0500,-0.1100,0.1926,3.6100,-0.1600,-9.2800,26,-8.2500,-25.5000,10.8750,0,0,0,0
6,1470,39.3750,-20.5625,-68.0387,-304.3838,28.6479,313.2084,0.1200,-0.0800,0.0200,0.1456,3.5700,-0.1800,-9.1600,26,-8.1875,-26.5625,10.8750,0,0,0,0
6,1680,39.3750,-20.5000,-96.6866,-376.0036,50.1338,391.4593,0.0800,-0.2100,-0.1100,0.2502,3.5000,-0.3100,-9.2900,26,-8.1875,-26.5625,10.8750,0,0,0,0
6,1880,39.4375,-20.3125,-136.0775,-336.6127,-28.6479,364.2059,0.0900,-0.1500,-0.2300,0.2890,3.5000,-0.2500,-9.4200,26,-8.1875,-26.5625,10.8750,0,0,0,0
6,2050,39.4375,-20.2500,-64.4578,-236.3451,-14.3239,245.3955,0.1300,-0.0900,-0.1700,0.2322,3.5200,-0.1800,-9.3700,26,-6.6875,-25.8750,11.6875,0,0,0,0
6,2290,39.4375,-20.1875,-39.3908,-222.0211,25.0669,226.8775,0.1500,-0.0500,-0.1800,0.2396,3.5300,-0.1400,-9.3900,26,-6.6875,-25.8750,11.6875,0,0,0,0
6,2460,39.4375,-20.0625,-68.0387,-161.1444,42.9718,180.1204,0.0900,-0.0800,-0.1800,0.2166,3.4600,-0.1600,-9.3900,26,-7.0625,-25.8750,11.3750,0,0,0,0
6,2660,39.5000,-20.0000,-21.4859,-175.4683,121.7535,214.6502,0.1300,-0.0500,-0.1900,0.2356,3.5000,-0.1400,-9.4000,26,-7.0625,-25.8750,11.3750,0,0,0,0
6,2870,39.5000,-20.0000,-14.3239,-146.8204,93.1056,174.4422,0.1300,-0.1200,-0.2700,0.3228,3.4900,-0.2100,-9.4800,26,-7.0625,-25.8750,11.3750,0,0,0,0
6,3070,39.5000,-19.9375,-21.4859,-82.3627,71.6197,111.2414,0.0400,-0.1600,-0.0900,0.1879,3.3900,-0.2500,-9.3100,26,-7.0625,-25.5625,11.7500,0,0,0,0
6,3280,39.5625,-19.9375,-39.3908,-89.5247,35.8099,104.1569,0.1000,-0.1400,-0.1100,0.2042,3.4400,-0.2300,-9.3300,26,-7.0625,-25.5625,11.7500,0,0,0,0
6,3480,39.5625,-19.8750,-89.5247,-103.8486,-42.9718,143.6864,0.0700,-0.1100,-0.0500,0.1396,3.4000,-0.2000,-9.2700,26,-8.1875,-25.8750,11.7500,0,0,0,0
6,3690,39.5625,-19.8125,-64.4578,-103.8486,-39.3908,128.4172,0.0900,-0.0900,-0.1400,0.1892,3.4300,-0.1800,-9.3600,26,-8.1875,-25.8750,11.7500,0,0,0,0
6,3890,39.5625,-19.8125,-71.6197,-114.5916,-3.5810,135.1793,0.1300,-0.0700,-0.2000,0.2486,3.4600,-0.1500,-9.4200,26,-8.1875,-25.8750,11.7500,0,0,0,0
6,4060,39.5625,-19.8125,0.0000,-71.6197,21.4859,74.7732,0.1500,-0.0700,-0.1800,0.2445,3.4700,-0.1600,-9.4000,26,-7.8750,-26.2500,11.0000,0,0,0,0
6,4300,39.5625,-19.7500,-35.8099,-42.9718,25.0669,61.2966,0.1800,-0.0400,-0.1500,0.2377,3.5000,-0.1200,-9.3800,26,-7.8750,-26.2500,11.0000,0,0,0,0
6,4500,39.5625,-19.7500,-71.6197,-17.9049,21.4859,76.8870,0.2000,-0.0200,-0.1700,0.2632,3.5200,-0.1000,-9.3900,26,-6.6875,-26.6875,11.3750,0,0,0,0
6,4710,39.5625,-19.7500,-42.9718,3.5810,7.1620,43.7115,0.1000,-0.1100,-0.1300,0.1975,3.4200,-0.1900,-9.3600,26,-6.6875,-26.6875,11.3750,0,0,0,0
6,4910,39.5625,-19.7500,-46.5528,-21.4859,-14.3239,53.2352,0.1400,-0.1100,-0.1200,0.2147,3.4600,-0.1800,-9.3500,26,-6.6875,-26.6875,11.3750,0,0,0,0
6,5120,39.5625,-19.7500,-35.8099,-17.9049,25.0669,47.2365,0.1100,-0.1100,-0.0900,0.1797,3.4300,-0.1800,-9.3200,26,-7.5000,-26.2500,12.1875,0,0,0,0
6,5330,39.5625,-19.7500,-28.6479,-14.3239,0.0000,32.0293,0.1600,-0.0800,-0.1700,0.2468,3.4900,-0.1500,-9.3900,26,-7.5000,-26.2500,12.1875,0,0,0,0
6,5530,39.5625,-19.7500,-68.0387,3.5810,3.5810,68.2270,0.1100,-0.0900,-0.0700,0.1584,3.4200,-0.1700,-9.3800,26,-7.0625,-25.8750,11.7500,0,0,0,0
6,5770,39.6250,-19.7500,46.5528,-46.5528,71.6197,97.2816,0.1000,-0.0700,-0.2000,0.2343,3.4200,-0.1400,-9.4300,26,-7.0625,-25.8750,11.7500,0,0,0,0
6,5970,39.6250,-19.7500,32.2289,-50.1338,71.6197,93.1745,0.1100,-0.0500,-0.0700,0.1396,3.4300,-0.1300,-9.2900,26,-6.6875,-26.2500,11.0000,0,0,0,0
6,6180,39.6250,-19.7500,-64.4578,-39.3908,-25.0669,79.5914,0.1200,-0.0700,-0.1000,0.1712,3.4400,-0.1400,-9.3300,26,-6.6875,-26.2500,11.0000,0,0,0,0
6,6390,39.6250,-19.7500,-7.1620,-57.2958,28.6479,64.4578,0.1100,-0.1200,-0.1500,0.2214,3.4200,-0.2000,-9.3800,26,-6.6875,-26.2500,11.0000,0,0,0,0
6,6600,39.6250,-19.7500,-35.8099,-10.7430,42.9718,56.9591,0.1000,-0.1100,-0.1500,0.2112,3.4200,-0.1900,-9.3800,26,-7.5000,-25.8750,12.5625,0,0,0,0
6,6800,39.6250,-19.7500,-82.3627,14.3239,-14.3239,84.8172,0.0800,-0.0800,-0.1200,0.1649,3.3900,-0.1500,-9.3500,26,-7.5000,-25.8750,12.5625,0,0,0,0
6,7010,39.6250,-19.7500,0.0000,-28.6479,-3.5810,28.8708,0.1400,-0.0800,-0.2000,0.2569,3.4600,-0.1500,-9.4200,26,-7.0625,-26.2500,11.3750,0,0,0,0
6,7250,39.6250,-19.7500,3.5810,-17.9049,3.5810,18.6074,0.0900,-0.1100,-0.1300,0.1926,3.4000,-0.1800,-9.3600,26,-7.0625,-26.2500,11.3750,0,0,0,0
6,7450,39.6250,-19.7500,-14.3239,-3.5810,-25.0669,29.0921,0.0800,-0.1400,-0.1300,0.2071,3.4000,-0.2200,-9.3600,26,-6.6875,-26.2500,11.3750,0,0,0,0
6,7660,39.6250,-19.7500,-21.4859,3.5810,-7.1620,22.9295,0.1600,-0.0700,-0.1400,0.2238,3.4700,-0.1600,-9.3600,26,-6.6875,-26.2500,11.3750,0,0,0,0
6,7860,39.6250,-19.7500,-78.7817,10.7430,-50.1338,93.9966,0.1100,-0.1000,-0.0400,0.1539,3.4200,-0.1700,-9.2700,26,-6.6875,-26.2500,11.3750,0,0,0,0
6,8070,39.6250,-19.7500,-57.2958,10.7430,-82.3627,100.9051,0.1600,-0.1200,-0.1100,0.2283,3.4800,-0.1800,-9.3400,26,-7.0625,-26.2500,11.3750,0,0,0,0
6,8270,39.6250,-19.7500,-3.5810,-32.2289,-25.0669,40.9863,0.1300,-0.0700,-0.1000,0.1783,3.4500,-0.1300,-9.3300,26,-7.0625,-26.2500,11.3750,0,0,0,0
6,8480,39.6250,-19.7500,-60.8768,-35.8099,-53.7148,88.7333,0.1400,-0.0500,-0.1500,0.2112,3.4600,-0.1100,-9.3800,26,-6.6875,-27.0625,11.7500,0,0,0,0
6,8680,39.6250,-19.7500,-50.1338,-35.8099,3.5810,61.7136,0.1200,-0.0600,-0.1200,0.1800,3.4300,-0.1100,-9.3500,26,-6.6875,-27.0625,11.7500,0,0,0,0
6,8890,39.6250,-19.7500,-78.7817,-28.6479,-32.2289,89.8107,0.1500,0.0000,-0.1700,0.2267,3.4700,-0.0400,-9.3900,26,-6.6875,-27.0625,11.7500,0,0,0,0
6,9090,39.6250,-19.7500,-89.5247,-28.6479,-14.3239,95.0818,0.1400,-0.0600,-0.1500,0.2138,3.4500,-0.1100,-9.3800,26,-6.6875,-26.2500,10.6875,0,0,0,0
6,9300,39.6250,-19.7500,-17.9049,-25.0669,35.8099,47.2365,0.0800,-0.0900,-0.1300,0.1772,3.3900,-0.1300,-9.3600,26,-6.6875,-26.2500,10.6875,0,0,0,0
6,9510,39.6250,-19.6875,-35.8099,-42.9718,35.8099,66.4174,0.1200,-0.1000,-0.1500,0.2166,3.4300,-0.1400,-9.3800,26,-7.5000,-26.2500,11.8750,0,0,0,0
6,9750,39.6250,-19.6875,-25.0669,-28.6479,35.8099,52.2628,0.1000,-0.0800,-0.1300,0.1825,3.4100,-0.1200,-9.3600,26,-7.5000,-26.2500,11.8750,0,0,0,0
6,9950,39.6250,-19.6875,-10.7430,-46.5528,14.3239,49.8774,0.1300,-0.1000,-0.2000,0.2587,3.4400,-0.1400,-9.4300,26,-7.5000,-26.2500,11.8750,0,0,0,0
7,0160,39.6250,-19.6875,-146.8204,28.6479,-46.5528,156.6656,0.0900,-0.1200,-0.0800,0.1700,3.4000,-0.1500,-9.3100,26,-7.0625,-26.6875,11.5000,0,0,0,0
7,0360,39.6250,-19.6875,-103.8486,14.3239,-32.2289,109.6741,0.0600,-0.1400,-0.0900,0.1769,3.3900,-0.1700,-9.3600,26,-7.0625,-26.6875,11.5000,0,0,0,0
7,0570,39.6250,-19.6875,-28.6479,-39.3908,-17.9049,51.8934,0.1500,-0.0700,-0.0600,0.1761,3.4600,-0.1000,-9.2900,26,-6.6875,-25.8750,11.5000,0,0,1,0
7,0810,39.6250,-19.6875,-53.7148,-57.2958,-25.0669,82.4405,0.1300,0.0000,0.0300,0.1334,3.4300,-0.0300,-9.1900,26,-6.6875,-25.8750,11.5000,0,0,1,0
7,1020,39.6250,-19.6250,-32.2289,-50.1338,64.4578,87.7890,0.1000,-0.0700,0.0100,0.1225,3.4000,-0.1000,-9.2200,26,-6.3750,-25.8750,11.8750,0,0,1,0
7,1220,39.6875,-19.6250,-60.8768,-50.1338,32.2289,85.1944,0.0400,-0.1300,0.0400,0.1418,3.3400,-0.1500,-9.1900,26,-6.3750,-25.8750,11.8750,0,0,1,0
7,1430,39.6875,-19.6250,-32.2289,-85.9437,14.3239,92.8988,0.0800,-0.0600,0.0200,0.1020,3.3700,-0.0800,-9.2000,26,-6.3750,-25.8750,11.8750,0,0,1,0
7,1630,39.6875,-19.5625,-35.8099,-89.5247,7.1620,96.6866,0.0800,-0.0300,0.0000,0.0854,3.3700,-0.0500,-9.2400,26,-7.0625,-25.5625,11.8750,0,0,1,0
7,1840,39.6875,-19.5625,-125.3345,-96.6866,50.1338,166.0435,0.0800,-0.0200,0.0800,0.1149,3.3600,-0.0400,-9.1500,26,-7.0625,-25.5625,11.8750,0,0,1,0
7,2040,39.7500,-19.5000,-128.9155,-139.6585,93.1056,211.6420,0.0300,-0.1400,-0.0400,0.1487,3.3100,-0.1500,-9.2800,26,-6.6875,-26.6875,11.5000,0,0,1,0
7,2250,39.7500,-19.4375,-96.6866,-153.9824,85.9437,201.1099,0.0500,-0.1400,-0.0800,0.1688,3.3200,-0.1500,-9.3200,26,-6.6875,-26.6875,11.5000,0,0,1,0
7,2450,39.7500,-19.3750,-68.0387,-96.6866,25.0669,120.8550,0.0700,-0.0800,-0.0400,0.1136,3.3300,-0.0800,-9.2900,26,-6.6875,-26.6875,11.5000,0,0,1,0
7,2660,39.7500,-19.3750,-186.2113,-25.0669,-3.5810,187.9250,0.0400,-0.0700,0.0200,0.0831,3.3000,-0.0700,-9.2100,26,-6.3750,-26.2500,12.6875,0,0,1,0
7,2860,39.8125,-19.3750,-125.3345,-60.8768,57.2958,150.6570,0.0100,-0.1200,-0.0500,0.1304,3.2700,-0.1000,-9.2300,26,-6.3750,-26.2500,12.6875,0,0,1,0
7,3060,39.8125,-19.3750,-60.8768,-60.8768,89.5247,124.2040,0.0200,-0.0800,0.0700,0.1082,3.2800,-0.0700,-9.1700,26,-6.5000,-27.0000,12.2500,0,0,1,0
7,3270,39.8750,-19.3125,-42.9718,-100.2676,57.2958,123.2192,0.0100,-0.0900,0.0000,0.0906,3.2600,-0.1200,-9.2900,26,-6.5000,-27.0000,12.2500,0,0,1,0
7,3470,39.8750,-19.2500,-93.1056,-121.7535,21.4859,154.7715,0.0400,-0.1300,-0.0600,0.1487,3.2800,-0.0800,-9.2900,26,-6.7500,-26.8750,12.0000,0,0,1,0
7,3680,39.8750,-19.2500,-28.6479,-93.1056,17.9049,99.0452,0.1100,-0.0600,0.0100,0.1257,3.3500,-0.0300,-9.2400,26,-6.7500,-26.8750,12.0000,0,0,1,0
7,3880,39.8750,-19.1875,-125.3345,-125.3345,-25.0669,179.0135,0.1000,-0.0800,-0.0200,0.1296,3.3300,-0.0500,-9.2800,26,-6.7500,-26.8750,12.0000,0,0,1,0
7,4090,39.8750,-19.1875,-157.5634,-89.5247,-14.3239,181.7858,0.0400,-0.1100,0.0200,0.1187,3.2600,-0.0800,-9.2300,26,-7.1875,-26.5000,11.5625,0,0,1,0
7,4300,39.8750,-19.1250,-57.2958,-114.5916,85.9437,154.2736,0.0400,-0.0800,0.0200,0.0917,3.2500,-0.0400,-9.2300,26,-7.1875,-26.5000,11.5625,0,0,1,0
7,4500,39.9375,-19.1250,-89.5247,-121.7535,82.3627,172.1110,0.0800,-0.0500,0.0100,0.0949,3.2900,0.0000,-9.2400,26,-7.1875,-25.6875,11.5625,0,0,1,0
7,4700,39.9375,-19.0625,-89.5247,-143.2395,85.9437,189.5218,0.0500,-0.0900,0.0000,0.1030,3.2500,-0.0400,-9.2600,26,-7.1875,-25.6875,11.5625,0,0,1,0
7,4910,40.0000,-19.0000,-46.5528,-171.8873,85.9437,197.7340,0.1000,-0.0400,-0.0100,0.1082,3.2900,0.0000,-9.2900,26,-7.1875,-25.6875,11.5625,0,0,1,0
7,5080,40.0000,-18.9375,-157.5634,-179.0493,21.4859,239.4713,0.1100,-0.0300,0.0700,0.1338,3.2900,0.0200,-9.1900,26,-6.5000,-26.0625,12.2500,0,0,1,0
7,5320,40.0000,-18.8750,-179.0493,-179.0493,78.7817,265.1865,0.0500,-0.1000,0.0500,0.1225,3.2200,-0.0300,-9.2200,26,-6.5000,-26.0625,12.2500,0,0,1,0
7,5480,40.0625,-18.8125,-114.5916,-186.2113,128.9155,253.8209,0.0800,-0.1400,0.0000,0.1612,3.2400,-0.0700,-9.2800,26,-7.5625,-25.3750,11.5625,0,0,1,0
7,5730,40.1250,-18.7500,-121.7535,-168.3063,100.2676,230.6611,0.0000,-0.1200,0.0300,0.1237,3.1600,-0.0400,-9.2400,26,-7.5625,-25.3750,11.5625,0,0,1,0
7,5930,40.1875,-18.6875,-153.9824,-182.6303,121.7535,268.1200,0.0100,-0.1300,0.1000,0.1643,3.1500,-0.0400,-9.1800,26,-7.5625,-25.3750,11.5625,0,0,1,0
7,6100,40.2500,-18.5625,-78.7817,-254.2500,143.2395,302.2700,0.0300,-0.1300,0.0600,0.1463,3.1600,-0.0400,-9.2200,26,-6.7500,-26.0625,11.5000,0,0,1,0
7,6340,40.2500,-18.5000,-35.8099,-282.8979,111.0106,306.0015,0.0600,-0.1200,-0.0100,0.1345,3.1800,-0.0300,-9.3100,26,-6.7500,-26.0625,11.5000,0,0,1,0
7,6510,40.3125,-18.4375,-182.6303,-200.5352,42.9718,274.6175,0.0800,-0.0700,-0.0100,0.1068,3.1800,0.0100,-9.3100,26,-6.7500,-26.5000,11.8750,0,0,1,0
7,6750,40.3125,-18.3750,-179.0493,-186.2113,53.7148,263.8533,0.1000,-0.0900,-0.0700,0.1517,3.1900,0.0000,-9.3800,26,-6.7500,-26.5000,11.8750,0,0,1,0
7,6920,40.3750,-18.3125,-143.2395,-200.5352,53.7148,252.2245,0.0000,-0.1600,0.0600,0.1709,3.0700,-0.0500,-9.2400,26,-6.7500,-26.5000,11.8750,0,0,1,0
7,7120,40.3750,-18.1875,-107.4296,-261.4120,7.1620,282.7166,0.0200,-0.1100,0.0300,0.1158,3.0900,0.0000,-9.2800,26,-6.7500,-26.5000,12.6875,0,0,1,0
7,7320,40.3750,-18.0625,0.0000,-336.6127,17.9049,337.0886,0.0600,-0.0600,-0.0100,0.0854,3.1100,0.0500,-9.3300,26,-6.7500,-26.5000,12.6875,0,0,1,0
7,7530,40.3750,-18.0000,-96.6866,-279.3169,71.6197,304.1310,0.0600,-0.0500,0.0100,0.0787,3.0900,0.0600,-9.3100,26,-8.0000,-26.3750,10.6875,0,0,1,0
7,7730,40.4375,-17.8750,-78.7817,-304.3838,132.4965,341.1911,0.0100,-0.1600,0.0200,0.1616,3.0300,-0.0300,-9.3000,26,-8.0000,-26.3750,10.6875,0,0,1,0
7,7940,40.5000,-17.8125,-89.5247,-279.3169,118.1725,316.2236,0.0200,-0.1600,-0.0200,0.1625,3.0200,-0.0400,-9.3600,26,-8.0000,-26.3750,10.6875,0,0,1,0
7,8140,40.5000,-17.6875,-114.5916,-264.9930,46.5528,292.4375,-0.0200,-0.1700,-0.0300,0.1738,2.9600,-0.0400,-9.3700,26,-7.1875,-26.5000,11.5000,0,0,1,0
7,8350,40.5000,-17.5625,-39.3908,-311.5458,-7.1620,314.1078,-0.0600,-0.2400,-0.0100,0.2476,2.9000,-0.1100,-9.3600,26,-7.1875,-26.5000,11.5000,0,0,1,0
7,8550,40.5000,-17.5000,35.8099,-368.8416,-39.3908,372.6635,0.0100,-0.1600,0.0500,0.1679,2.9600,-0.0300,-9.2900,26,-6.5000,-26.5000,11.8750,0,0,1,0
7,8760,40.5000,-17.3125,50.1338,-429.7184,-35.8099,434.1124,0.0300,-0.1300,0.0100,0.1338,2.9600,0.0000,-9.3400,26,-6.5000,-26.5000,11.8750,0,0,1,0
7,8930,40.5000,-17.1875,-14.3239,-386.7465,-64.4578,392.3428,0.0600,-0.1100,0.0000,0.1253,2.9700,0.0100,-9.3600,26,-6.5000,-26.5000,11.8750,0,0,1,0
7,9170,40.5000,-17.0625,14.3239,-340.1937,-10.7430,340.6646,0.0700,-0.0600,0.0600,0.1100,2.9600,0.0600,-9.3000,26,-7.1875,-25.6875,11.8750,0,0,1,0
7,9370,40.5000,-16.9375,-25.0669,-404.6515,-14.3239,405.6801,0.0900,-0.1200,0.0900,0.1749,2.9500,0.0000,-9.2800,26,-7.1875,-25.6875,11.8750,0,0,1,0
7,9570,40.5000,-16.8125,-46.5528,-390.3275,-3.5810,393.1101,0.1400,-0.0500,0.0000,0.1487,2.9800,0.0800,-9.3800,26,-5.6875,-26.5000,11.8750,0,0,1,0
7,9780,40.5000,-16.6875,-39.3908,-390.3275,3.5810,392.3265,0.1000,-0.0600,0.0400,0.1233,2.9100,0.0600,-9.3400,26,-5.6875,-26.5000,11.8750,0,0,1,0
7,9950,40.5000,-16.5625,-85.9437,-408.2324,64.4578,422.1313,0.1000,-0.1100,0.1100,0.1849,2.9000,0.0200,-9.2800,26,-5.6875,-26.5000,11.8750,0,0,1,0
8,0190,40.5625,-16.3750,-121.7535,-401.0705,89.5247,428.5979,0.1200,-0.1500,-0.0600,0.2012,2.9000,0.0000,-9.4700,26,-6.0625,-26.0625,12.3750,0,0,1,0
8,0400,40.5625,-16.2500,-103.8486,-401.0705,57.2958,418.2402,0.0000,-0.1800,0.0200,0.1811,2.7400,-0.0300,-9.3700,26,-6.0625,-26.0625,12.3750,0,0,1,0
