# Sesion:114 Fecha:2026-03-08 21:05:44 Shots:0 Duracion:0,90s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.2580,153.2500,4.2500,-214.8592,2603.3769,-1328.5458,2930.6604,-0.2200,-0.6700,1.1500,1.3490,-0.9500,-0.2400,-8.6100,26,10.2500,-18.1875,24.7500,3,0,3,3,-177.4375
0.2820,152.7500,3.4375,57.2958,2256.0212,-1629.3487,2783.4675,-0.5000,-0.4700,1.1400,1.3306,-1.0300,-0.0500,-8.6300,26,9.8750,-17.0625,24.0000,3,0,3,3,-177.4375
0.3070,151.8750,2.3750,50.1338,2066.2290,-1654.4156,2647.4340,-0.6600,-0.0400,0.8600,1.0848,-1.0700,0.3700,-8.9200,26,9.8750,-17.0625,24.0000,3,0,3,3,-177.5625
0.3280,151.3125,1.6875,-78.7817,2026.8382,-1615.0247,2592.7949,-0.5600,-0.2100,0.3500,0.6930,-0.8600,0.2000,-9.4300,26,9.5000,-17.5000,24.0625,3,0,3,3,-177.5625
0.3560,150.7500,1.0625,-268.5740,2195.1445,-1632.9296,2749.0454,-0.4400,0.5800,-0.3300,0.7993,-0.5600,1.0100,-10.1200,26,9.5000,-17.5000,24.0625,3,0,3,3,-177.5000
0.3770,149.9375,-0.0625,-923.8945,2492.3664,-1486.1092,3045.3229,-0.5200,0.7200,-0.3800,0.9660,-0.5000,1.1900,-10.1800,26,9.6875,-17.7500,24.8750,3,0,3,3,-177.2500
0.4010,149.4375,-0.9375,-1339.2888,2753.7783,-1299.8980,3326.6687,-0.6000,-0.6800,0.5200,1.0454,-0.3500,-0.1000,-9.2600,26,9.6875,-17.7500,24.8750,3,0,3,3,-176.8125
0.4260,148.8750,-2.3125,-340.1937,2646.3488,-1350.0318,2990.2307,-0.2800,-1.0400,0.9600,1.4428,0.1100,-0.4300,-8.8100,26,8.2500,-17.5000,25.2500,3,0,3,3,-176.3750
0.4500,148.3750,-3.0625,254.2500,2367.0319,-1504.0142,2815.9443,0.2100,-0.2500,0.9500,1.0045,0.7400,0.3500,-8.8100,26,8.2500,-17.5000,25.2500,3,0,3,3,-176.3750
0.4710,147.8125,-3.8125,-186.2113,2155.7536,-1543.4050,2657.8276,0.3100,0.7600,0.7100,1.0853,1.2100,1.9200,-9.3700,26,9.2500,-18.1875,26.5000,3,0,3,3,-176.3750
0.4950,147.0625,-4.8125,-2227.3735,2238.1164,-1339.2888,3429.8764,0.4800,1.0900,0.2400,1.2149,1.3200,1.8600,-9.4900,26,9.2500,-18.1875,26.5000,3,0,3,3,-175.5000
0.5160,146.6875,-5.5625,-2857.6269,2352.7080,-1142.3345,3873.7829,0.0000,0.0600,0.7100,0.7125,0.9500,0.9800,-9.0000,26,9.2500,-18.1875,26.5000,3,0,3,3,-174.5000
0.5410,146.3125,-6.3125,-1851.3698,2266.7644,-1017.0001,3098.3996,-0.0100,-0.6000,1.4100,1.5324,1.1200,0.4800,-8.2600,26,8.5000,-18.6875,26.0000,3,0,3,3,-173.7500
0.5650,145.8125,-7.2500,-508.5001,1765.4262,-991.9332,2087.8776,0.7200,0.4200,1.5300,1.7423,1.9700,1.5500,-8.1300,26,8.5000,-18.6875,26.0000,3,0,3,3,-173.3125
0.5890,145.4375,-7.7500,-1339.2888,1450.2994,-991.9332,2209.2973,0.7400,0.7300,1.3300,1.6880,2.0600,1.9300,-8.3000,26,8.5000,-18.6875,25.1875,3,0,3,3,-172.8750
0.6140,145.1250,-8.1250,-2016.0952,1425.2325,-909.5705,2631.2062,0.7500,0.3400,0.5100,0.9686,2.1800,1.7100,-9.0900,26,8.5000,-18.6875,25.1875,3,0,3,3,-172.1875
0.6380,144.5000,-8.8125,-2585.4721,1572.0529,-741.2642,3115.3635,0.5200,1.0500,0.3900,1.2349,2.0300,2.5700,-9.1700,26,8.8750,-18.6875,25.5000,3,0,3,3,-170.9375
0.6630,144.3750,-9.3750,-4046.5144,1743.9403,-519.2430,4436.8027,0.3700,0.0400,0.1000,0.3854,2.0300,1.9000,-9.3700,26,8.8750,-18.6875,25.5000,3,0,3,3,-169.6875
0.6870,144.1875,-10.3125,-5758.2260,2137.8488,-612.3486,6172.7255,0.1100,-2.4500,0.2500,2.4652,1.8700,-0.2700,-9.1300,26,8.1875,-19.8750,25.7500,3,0,3,3,-166.8750
0.7120,144.0000,-11.0000,-5618.5673,2234.5354,-999.0952,6128.5917,0.0000,-2.8700,0.7400,2.9639,1.7500,-0.3700,-8.2300,26,8.1875,-19.8750,25.7500,3,0,3,3,-164.8750
0.7330,143.6250,-11.5625,-7419.8037,2030.4191,-1486.1092,7834.8330,0.8200,1.1100,-0.6000,1.5048,2.8300,4.1700,-9.7000,26,7.5000,-21.3750,24.5625,3,0,3,3,-162.6875
0.7610,143.2500,-12.3125,-10302.4970,2137.8488,-1124.4296,10581.8798,1.2200,0.4400,-0.7000,1.4738,3.3200,4.0200,-9.5800,26,7.5000,-21.3750,24.5625,3,0,3,3,-157.9375
0.7820,143.2500,-12.8750,-11122.5429,2302.5742,-802.1409,11386.6689,0.2400,-1.5100,-0.8800,1.7641,2.1100,3.7000,-8.9900,26,7.0625,-24.0000,25.0000,3,0,3,3,-154.0625
0.8060,143.1875,-13.8125,-7638.2436,2227.3735,-343.7747,7963.8017,0.3800,1.7900,2.5800,3.1631,2.7200,6.6400,-5.6000,26,7.0625,-24.0000,25.0000,3,0,3,3,-149.3125
0.8270,143.4375,-14.3750,-4282.8593,1557.7290,823.6268,4631.1733,1.0100,3.7400,1.6400,4.2068,3.4500,8.8300,-6.3700,26,7.1875,-28.0000,19.3750,3,0,3,3,-147.5625
0.8550,144.2500,-15.1250,-7444.8706,1013.4191,3727.8066,8387.4707,1.0900,6.4400,-1.4000,6.6799,3.7300,11.8600,-9.1400,26,7.1875,-28.0000,19.3750,3,0,3,3,-146.0625
0.8760,147.3750,-17.0000,-12264.8779,931.0565,6055.4477,13709.9433,-0.8800,4.9500,-2.7900,5.7499,1.9800,10.7800,-10.1400,26,7.5625,-29.3750,17.8750,3,0,3,3,-141.5625
0.9010,277.2500,-18.8125,-14424.2128,347.3557,8168.2294,16580.0644,-4.7200,2.8600,-2.1600,5.9265,-1.4800,8.5600,-8.0800,26,7.5625,-29.3750,17.8750,3,0,3,3,-137.3750
