# Sesion:4 Fecha:2026-03-08 15:42:43 Shots:0 Duracion:18,06s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm
2.7400,340.5000,-54.6250,82.3627,-361.6796,25.0669,371.7850,0.1100,0.0000,0.2100,0.2371,8.1100,-0.8500,-5.3900,25,-30.6875,-16.8750,44.3750,0,0,0,0
2.7600,340.4375,-54.5625,53.7148,-361.6796,42.9718,368.1630,0.0100,-0.0100,0.1000,0.1010,8.0000,-0.8700,-5.5100,25,-30.6875,-16.3750,45.1875,0,0,0,0
2.7810,340.3750,-54.3750,-3.5810,-300.8029,14.3239,301.1650,0.0100,-0.0400,0.0800,0.0900,7.9900,-0.9000,-5.5500,25,-30.6875,-16.3750,45.1875,0,0,0,0
2.8010,340.3750,-54.3750,14.3239,-318.7078,-42.9718,321.9105,0.0800,-0.0600,0.3500,0.3640,8.0500,-0.9200,-5.2900,25,-30.3750,-16.0000,46.7500,0,0,0,0
2.8220,340.2500,-54.1875,85.9437,-537.1480,-42.9718,545.6746,0.0700,-0.0400,0.4100,0.4179,8.0300,-0.9000,-5.2400,25,-30.3750,-16.0000,46.7500,0,0,0,0
2.8420,340.1875,-54.0000,78.7817,-755.5881,-85.9437,764.5300,0.0200,0.0100,0.1900,0.1913,7.9600,-0.8400,-5.5000,25,-30.3750,-16.0000,46.7500,0,0,0,0
2.8630,340.1875,-53.8750,-82.3627,-719.7783,-111.0106,732.9309,0.0200,0.0200,0.0600,0.0663,7.9400,-0.8200,-5.6600,25,-30.0625,-15.6875,46.7500,0,0,0,0
2.8840,340.2500,-53.5625,-114.5916,-691.1304,-75.2007,704.5903,0.1100,0.1000,0.0900,0.1738,8.0000,-0.7400,-5.6600,25,-30.0625,-15.6875,46.7500,0,0,0,0
2.9030,340.3125,-53.3125,-93.1056,-623.0916,-96.6866,637.3854,0.0100,0.0400,0.0100,0.0424,7.8800,-0.7900,-5.7700,25,-30.3750,-17.7500,46.3750,0,0,0,0
2.9240,340.3125,-53.1250,3.5810,-555.0529,-46.5528,557.0132,0.0400,0.0100,0.0200,0.0458,7.8900,-0.8200,-5.7800,25,-30.3750,-17.7500,46.3750,0,0,0,0
2.9410,340.2500,-53.0000,132.4965,-572.9578,-17.9049,588.3507,0.1600,0.0800,0.2000,0.2683,7.9900,-0.7500,-5.6400,25,-30.3750,-17.7500,46.3750,0,0,0,0
2.9610,340.1250,-52.8125,103.8486,-651.7395,-46.5528,661.6011,0.1300,0.0800,0.1700,0.2285,7.9400,-0.7500,-5.6900,25,-30.3750,-16.6875,47.8750,0,0,0,0
2.9820,340.0000,-52.5625,132.4965,-648.1585,-28.6479,662.1823,0.0500,0.0400,-0.0300,0.0707,7.8400,-0.7900,-5.9200,25,-30.3750,-16.6875,47.8750,0,0,0,0
3.0020,339.8750,-52.3750,247.0881,-687.5494,-114.5916,739.5322,0.0500,0.0700,-0.0300,0.0911,7.8200,-0.7700,-5.9600,25,-30.5000,-16.5625,46.2500,0,0,0,0
3.0230,339.6250,-52.1250,461.9472,-777.0740,-236.3451,934.3973,0.0800,0.1000,-0.1100,0.1688,7.8200,-0.7400,-6.0700,25,-30.5000,-16.5625,46.2500,0,0,0,0
3.0430,339.2500,-51.8750,640.9965,-820.0458,-257.8310,1072.3006,0.0700,0.1000,-0.0700,0.1407,7.7800,-0.7400,-6.0600,25,-30.5000,-16.5625,46.2500,0,0,0,0
3.0600,338.7500,-51.5625,766.3311,-859.4367,-211.2782,1170.6977,0.1400,0.1800,0.0200,0.2289,7.8200,-0.6800,-5.9900,25,-29.7500,-17.2500,47.0000,0,0,0,0
3.0840,338.2500,-51.3125,755.5881,-891.6656,-89.5247,1172.1755,0.1600,0.1000,0.0200,0.1897,7.8200,-0.7800,-6.0300,25,-29.7500,-17.2500,47.0000,0,0,0,0
3.1010,337.8125,-51.0625,415.3944,-633.8346,114.5916,766.4399,0.1300,0.0400,0.1000,0.1688,7.7600,-0.8600,-5.9800,25,-29.0000,-16.0000,47.3750,0,0,0,0
3.1240,337.5625,-50.9375,164.7254,-429.7184,247.0881,522.3455,0.0300,-0.0600,0.1600,0.1735,7.6500,-0.9900,-5.9400,25,-29.0000,-16.0000,47.3750,0,0,0,0
3.1420,337.4375,-50.8125,10.7430,-322.2888,207.6972,383.5669,-0.0700,-0.1700,0.1200,0.2195,7.5200,-1.1100,-5.9900,25,-29.0000,-16.0000,47.3750,0,0,0,0
3.1620,337.3125,-50.6875,57.2958,-347.3557,118.1725,371.3536,-0.0500,-0.1900,0.2700,0.3339,7.5300,-1.1300,-5.8600,25,-29.0000,-16.2500,47.0000,0,0,0,0
3.1820,337.1250,-50.5625,60.8768,-393.9085,75.2007,405.6168,0.0200,-0.0800,0.1100,0.1375,7.6000,-1.0300,-6.0300,25,-29.0000,-16.2500,47.0000,0,0,0,0
3.2030,337.0625,-50.4375,14.3239,-379.5845,82.3627,388.6814,0.0800,-0.0700,0.2400,0.2625,7.6500,-1.0300,-5.9200,25,-29.7500,-15.3750,47.6875,0,0,0,0
3.2230,337.0000,-50.3125,-3.5810,-411.8134,78.7817,419.2967,0.0500,-0.0400,0.0800,0.1025,7.6000,-1.0100,-6.0900,25,-29.7500,-15.3750,47.6875,0,0,0,0
3.2440,336.9375,-50.1875,-35.8099,-336.6127,107.4296,355.1501,0.1200,0.0600,0.1700,0.2166,7.6600,-0.9000,-6.0200,25,-29.7500,-15.3750,47.6875,0,0,0,0
3.2600,336.9375,-50.1250,-136.0775,-250.6690,111.0106,306.0644,0.0900,0.0700,0.0400,0.1208,7.6200,-0.9000,-6.1600,25,-30.1875,-14.8750,48.2500,0,0,0,0
3.2850,337.0625,-50.0625,-239.9261,-214.8592,68.0387,329.1782,0.0700,0.0000,0.0400,0.0806,7.5800,-0.9500,-6.1700,25,-30.1875,-14.8750,48.2500,0,0,0,0
3.3010,337.1250,-49.9375,-21.4859,-264.9930,35.8099,268.2634,0.1100,0.0500,0.0900,0.1507,7.6200,-0.9100,-6.1300,25,-28.2500,-15.7500,48.2500,0,0,0,0
3.3220,337.0625,-49.8750,21.4859,-340.1937,89.5247,352.4317,0.1700,0.0500,0.0900,0.1987,7.6700,-0.9000,-6.1400,25,-28.2500,-15.7500,48.2500,0,0,0,0
3.3420,337.0000,-49.7500,-14.3239,-354.5177,103.8486,369.6924,0.1100,0.0200,0.0800,0.1375,7.5900,-0.9400,-6.1700,25,-28.2500,-15.7500,48.2500,0,0,0,0
3.3630,336.9375,-49.6250,-28.6479,-361.6796,118.1725,381.5726,0.1400,0.0200,0.1800,0.2289,7.6100,-0.9500,-6.0800,25,-29.0000,-14.7500,47.5625,0,0,0,0
3.3810,336.9375,-49.5000,-128.9155,-340.1937,161.1444,397.8926,0.0300,-0.0100,-0.0100,0.0332,7.4900,-0.9900,-6.3000,25,-29.0000,-14.7500,47.5625,0,0,0,0
3.4030,336.9375,-49.3750,-150.4014,-307.9648,136.0775,368.7547,0.0600,-0.0700,0.1400,0.1676,7.5100,-1.0500,-6.1500,25,-28.2500,-15.0625,48.0000,0,0,0,0
3.4240,336.9375,-49.2500,-32.2289,-372.4226,60.8768,378.7391,0.0200,-0.0200,-0.0900,0.0943,7.4600,-1.0000,-6.4100,25,-28.2500,-15.0625,48.0000,0,0,0,0
3.4440,336.8750,-49.1875,-71.6197,-268.5740,89.5247,292.0206,0.0700,-0.0500,0.2100,0.2269,7.5000,-1.0300,-6.1100,25,-28.2500,-15.0625,48.0000,0,0,0,0
3.4610,336.8750,-49.1250,60.8768,-408.2324,64.4578,417.7493,0.0500,-0.0200,0.0500,0.0735,7.4600,-1.0100,-6.2800,25,-28.6875,-15.7500,48.6875,0,0,0,0
3.4820,336.6875,-48.9375,114.5916,-411.8134,32.2289,428.6726,0.0200,-0.0400,0.0100,0.0458,7.4100,-1.0400,-6.3400,25,-28.6875,-15.7500,48.6875,0,0,0,0
3.5020,336.5000,-48.8125,139.6585,-393.9085,53.7148,421.3712,0.0700,-0.0200,0.1300,0.1490,7.4500,-1.0200,-6.2400,25,-29.0000,-15.6875,48.6875,0,0,0,0
3.5230,336.3750,-48.6875,89.5247,-404.6515,14.3239,414.6838,0.0400,0.0000,0.0100,0.0412,7.4100,-1.0100,-6.3800,25,-29.0000,-15.6875,48.6875,0,0,0,0
3.5430,336.4375,-48.5625,-114.5916,-254.2500,0.0000,278.8805,0.0400,-0.0200,0.0500,0.0671,7.3900,-1.0200,-6.3500,25,-29.0000,-15.6875,48.6875,0,0,0,0
3.5630,336.4375,-48.5000,-175.4683,-225.6021,-3.5810,285.8291,0.0500,-0.0200,0.0400,0.0671,7.3900,-1.0200,-6.3600,25,-28.6875,-15.6875,48.1875,0,0,0,0
3.5840,336.5625,-48.4375,-50.1338,-222.0211,21.4859,228.6229,0.0800,0.0000,0.0400,0.0894,7.4200,-1.0000,-6.3700,25,-28.6875,-15.6875,48.1875,0,0,0,0
3.6000,336.5000,-48.3125,57.2958,-275.7359,21.4859,282.4443,0.1200,0.0400,0.0600,0.1400,7.4500,-0.9500,-6.3700,25,-29.3750,-16.0625,48.1875,0,0,0,0
3.6240,336.4375,-48.2500,93.1056,-268.5740,17.9049,284.8179,0.1200,0.1000,0.0200,0.1575,7.4400,-0.9000,-6.4200,25,-29.3750,-16.0625,48.1875,0,0,0,0
3.6410,336.3750,-48.1875,60.8768,-257.8310,10.7430,265.1382,0.0600,0.0200,0.0100,0.0640,7.3700,-0.9700,-6.4400,25,-29.3750,-16.0625,48.1875,0,0,0,0
3.6620,336.3125,-48.1250,-42.9718,-193.3733,28.6479,200.1512,0.0700,0.0000,0.0800,0.1063,7.3700,-1.0000,-6.3800,25,-28.2500,-15.2500,48.6875,0,0,0,0
3.6820,336.3125,-48.0625,10.7430,-196.9542,42.9718,201.8736,0.0900,0.0300,0.1000,0.1378,7.3900,-0.9600,-6.3700,25,-28.2500,-15.2500,48.6875,0,0,0,0
3.7020,336.2500,-47.9375,-60.8768,-207.6972,57.2958,223.8904,0.0300,-0.0500,0.1500,0.1609,7.3200,-1.0600,-6.3300,25,-28.2500,-15.2500,47.8750,0,0,0,0
3.7230,336.2500,-47.8750,-17.9049,-222.0211,64.4578,231.8809,0.0000,-0.0700,0.0600,0.0922,7.2800,-1.0800,-6.4200,25,-28.2500,-15.2500,47.8750,0,0,0,0
3.7430,336.1875,-47.8125,-7.1620,-214.8592,14.3239,215.4552,0.0400,-0.0100,-0.0200,0.0458,7.3100,-1.0200,-6.5300,25,-28.2500,-15.2500,47.8750,0,0,0,0
3.7640,336.1875,-47.8125,-39.3908,-128.9155,-7.1620,134.9894,0.0800,-0.0100,0.1000,0.1285,7.3400,-1.0200,-6.4000,25,-28.1875,-16.0625,49.0000,0,0,0,0
3.7850,336.1875,-47.7500,-17.9049,-139.6585,25.0669,143.0155,0.1700,0.1000,0.0500,0.2035,7.4300,-0.9000,-6.4600,25,-28.1875,-16.0625,49.0000,0,0,0,0
3.8010,336.1875,-47.6875,-42.9718,-171.8873,42.9718,182.3141,0.1300,0.0500,0.1100,0.1775,7.3900,-0.9500,-6.4000,25,-27.3750,-15.5625,48.1875,0,0,0,0
3.8250,336.1875,-47.6250,-21.4859,-247.0881,35.8099,250.5923,0.1100,0.0300,0.0800,0.1393,7.3600,-0.9700,-6.4400,25,-27.3750,-15.5625,48.1875,0,0,0,0
3.8420,336.1250,-47.5000,57.2958,-268.5740,68.0387,282.9206,0.0700,0.0000,0.0700,0.0990,7.3000,-1.0000,-6.4600,25,-27.3750,-15.5625,48.1875,0,0,0,0
3.8620,336.0625,-47.5000,21.4859,-254.2500,53.7148,260.7489,0.0600,-0.0300,0.0400,0.0781,7.2800,-1.0400,-6.5000,25,-27.3750,-15.0000,49.0000,0,0,0,0
3.8830,336.0000,-47.3750,17.9049,-222.0211,46.5528,227.5547,0.0800,-0.0300,0.0800,0.1170,7.2900,-1.0500,-6.4700,25,-27.3750,-15.0000,49.0000,0,0,0,0
3.9030,335.8750,-47.3125,89.5247,-222.0211,96.6866,258.1789,0.0800,0.0000,0.2000,0.2154,7.2900,-1.0100,-6.3500,25,-27.7500,-14.1875,47.8750,0,0,0,0
3.9240,335.8125,-47.1875,-25.0669,-239.9261,114.5916,267.0657,0.0800,0.0100,0.0900,0.1208,7.2800,-1.0100,-6.4700,25,-27.7500,-14.1875,47.8750,0,0,0,0
3.9440,335.8750,-47.1250,-114.5916,-286.4789,100.2676,324.4302,0.1200,-0.0200,0.2000,0.2341,7.3100,-1.0500,-6.3800,25,-27.7500,-14.1875,47.8750,0,0,0,0
3.9640,335.8750,-47.0625,7.1620,-415.3944,17.9049,415.8418,0.0400,-0.0500,0.1200,0.1360,7.2200,-1.0800,-6.4700,25,-28.1875,-14.6875,49.0000,0,0,0,0
3.9850,335.7500,-46.9375,93.1056,-487.0141,-50.1338,498.3622,0.0900,-0.0200,0.0600,0.1100,7.2500,-1.0500,-6.5500,25,-28.1875,-14.6875,49.0000,0,0,0,0
4.0020,335.6875,-46.8125,-28.6479,-454.7853,-32.2289,456.8250,0.1100,-0.0600,0.1700,0.2112,7.2500,-1.0900,-6.4500,25,-27.0625,-15.1875,48.6875,0,0,0,0
4.0260,335.6875,-46.6250,-153.9824,-358.0986,57.2958,393.9899,0.0800,-0.0700,0.0200,0.1082,7.2100,-1.1000,-6.6300,25,-27.0625,-15.1875,48.6875,0,0,0,0
4.0430,335.7500,-46.5000,-186.2113,-279.3169,57.2958,340.5516,0.0100,-0.1000,0.1300,0.1643,7.1300,-1.1300,-6.5200,25,-27.0625,-15.1875,48.6875,0,0,0,0
4.0630,335.8125,-46.5000,-107.4296,-318.7078,-17.9049,336.8031,0.0800,0.0000,0.1200,0.1442,7.1900,-1.0200,-6.5500,25,-27.3750,-15.2500,49.0000,0,0,0,0
4.0840,335.8750,-46.3125,-111.0106,-383.1655,-53.7148,402.5226,0.1000,0.0500,-0.0500,0.1225,7.2000,-0.9500,-6.7500,25,-27.3750,-15.2500,49.0000,0,0,0,0
4.1040,335.8750,-46.1875,14.3239,-376.0036,-35.8099,377.9765,0.1200,0.0600,0.0400,0.1400,7.2000,-0.9400,-6.6600,25,-27.3750,-14.5625,49.7500,0,0,0,0
4.1240,335.8125,-46.0625,89.5247,-451.2043,-21.4859,460.5015,0.1100,0.0900,-0.1100,0.1797,7.1700,-0.9100,-6.8300,25,-27.3750,-14.5625,49.7500,0,0,0,0
4.1450,335.7500,-45.8750,53.7148,-422.5564,-14.3239,426.1975,0.1000,0.0100,0.0300,0.1049,7.1400,-1.0000,-6.7000,25,-27.3750,-14.5625,49.7500,0,0,0,0
4.1650,335.6875,-45.8125,53.7148,-487.0141,-14.3239,490.1767,0.0900,-0.0300,0.1100,0.1453,7.1200,-1.0500,-6.6500,25,-26.6875,-14.8750,49.2500,0,0,0,0
4.1860,335.5000,-45.5625,46.5528,-487.0141,0.0000,489.2341,0.0200,-0.0300,-0.0300,0.0469,7.0300,-1.0500,-6.8100,25,-26.6875,-14.8750,49.2500,0,0,0,0
4.2020,335.4375,-45.4375,-17.9049,-354.5177,71.6197,362.1225,0.0500,-0.0100,0.0800,0.0949,7.0400,-1.0300,-6.7100,25,-27.7500,-14.8750,49.2500,0,0,0,0
4.2260,335.3750,-45.3125,-3.5810,-361.6796,53.7148,365.6641,0.0800,-0.0100,-0.1000,0.1285,7.0600,-1.0300,-6.9100,25,-27.7500,-14.8750,49.2500,0,0,0,0
4.2440,335.3750,-45.2500,10.7430,-329.4508,7.1620,329.7037,0.1000,0.0200,0.0700,0.1237,7.0600,-1.0000,-6.7500,25,-27.7500,-14.8750,49.2500,0,0,0,0
4.2640,335.3125,-45.1875,68.0387,-422.5564,-53.7148,431.3565,0.0300,-0.0900,0.0000,0.0949,6.9800,-1.1200,-6.8400,25,-27.0625,-14.1875,49.2500,0,0,0,0
4.2840,335.1250,-44.9375,175.4683,-433.2994,-46.5528,469.7921,0.0700,-0.0600,0.0600,0.1100,7.0000,-1.0900,-6.7800,25,-27.0625,-14.1875,49.2500,0,0,0,0
4.3040,334.9375,-44.8125,136.0775,-422.5564,-50.1338,446.7487,0.0900,0.0200,0.0000,0.0922,7.0000,-1.0100,-6.8700,25,-26.6875,-14.8750,48.8750,0,0,0,0
4.3250,334.8750,-44.6875,46.5528,-333.0317,21.4859,336.9554,0.0600,-0.0300,-0.0300,0.0735,6.9600,-1.0700,-6.9200,25,-26.6875,-14.8750,48.8750,0,0,0,0
4.3460,334.8125,-44.6250,89.5247,-275.7359,50.1338,294.2080,0.0600,0.0000,0.0000,0.0600,6.9500,-1.0400,-6.8900,25,-26.6875,-14.8750,48.8750,0,0,0,0
4.3660,334.7500,-44.5625,-10.7430,-275.7359,-7.1620,276.0381,0.1400,-0.0200,0.1200,0.1855,7.0100,-1.0600,-6.7800,25,-26.6875,-14.5625,49.2500,0,0,0,0
4.3860,334.7500,-44.4375,-93.1056,-275.7359,35.8099,293.2257,0.1500,0.0100,0.1500,0.2124,7.0200,-1.0200,-6.7600,25,-26.6875,-14.5625,49.2500,0,0,0,0
4.4030,334.7500,-44.3125,-100.2676,-329.4508,68.0387,351.0280,0.0800,-0.0800,0.1400,0.1800,6.9300,-1.1200,-6.7800,25,-26.6875,-15.5000,49.7500,0,0,0,0
4.4270,352.0000,-44.1875,-78.7817,-368.8416,50.1338,380.4788,-0.0200,-0.1100,-0.0200,0.1136,6.8100,-1.1400,-6.9700,25,-26.6875,-15.5000,49.7500,0,0,0,0
4.4440,352.0000,-44.1250,53.7148,-322.2888,-14.3239,327.0482,0.0500,-0.0700,0.0900,0.1245,6.8800,-1.1200,-6.8600,25,-26.6875,-15.5000,49.7500,0,0,0,0
4.4640,352.0000,-44.0625,107.4296,-315.1268,-60.8768,338.4553,0.0700,-0.0100,0.0200,0.0735,6.8900,-1.0600,-6.9400,25,-26.6875,-14.7500,49.7500,0,0,0,0
4.4850,351.9375,-43.9375,-28.6479,-275.7359,-32.2289,279.0873,0.1500,0.0100,0.0700,0.1658,6.9500,-1.0200,-6.9000,25,-26.6875,-14.7500,49.7500,0,0,0,0
4.5050,351.9375,-43.8125,-85.9437,-290.0599,-28.6479,303.8779,0.1900,0.0800,0.0300,0.2083,6.9800,-0.9500,-6.9500,25,-25.8750,-15.8750,49.1875,0,0,0,0
4.5260,352.0000,-43.7500,-64.4578,-390.3275,-14.3239,395.8731,0.1000,0.0200,0.0600,0.1183,6.8900,-1.0100,-6.9300,25,-25.8750,-15.8750,49.1875,0,0,0,0
4.5460,351.9375,-43.5625,3.5810,-461.9472,-7.1620,462.0166,0.1300,0.0300,0.0700,0.1507,6.9000,-1.0000,-6.9400,25,-25.8750,-15.8750,49.1875,0,0,0,0
4.5670,351.9375,-43.5000,10.7430,-501.3381,-42.9718,503.2910,0.0200,-0.0600,0.2200,0.2289,6.7600,-1.1000,-6.8100,25,-25.5625,-15.5000,50.0000,0,0,0,0
4.5870,351.8750,-43.2500,78.7817,-580.1198,-85.9437,591.7194,0.0300,-0.0400,-0.0100,0.0510,6.7500,-1.0800,-7.0800,25,-25.5625,-15.5000,50.0000,0,0,0,0
4.6040,351.8750,-43.1875,93.1056,-533.5670,-17.9049,541.9252,0.0900,0.0000,0.0000,0.0900,6.7900,-1.0300,-7.0700,25,-26.2500,-14.7500,50.0000,0,0,0,0
4.6240,351.8750,-42.9375,14.3239,-476.2712,28.6479,477.3470,0.1100,0.0000,0.0500,0.1208,6.7900,-1.0200,-7.0400,25,-26.2500,-14.7500,50.0000,0,0,0,0
4.6450,351.8750,-42.7500,14.3239,-519.2430,42.9718,521.2150,0.0700,0.0100,0.0100,0.0714,6.7300,-1.0200,-7.1100,25,-26.2500,-14.7500,50.0000,0,0,0,0
4.6650,351.8750,-42.6875,-82.3627,-487.0141,35.8099,495.2259,-0.0300,-0.1000,-0.1100,0.1517,6.6000,-1.1400,-7.2500,25,-26.2500,-14.3750,50.7500,0,0,0,0
4.6850,351.8750,-42.5000,-57.2958,-386.7465,21.4859,391.5576,0.0800,-0.0200,-0.0100,0.0831,6.7000,-1.0600,-7.1700,25,-26.2500,-14.3750,50.7500,0,0,0,0
4.7060,351.8750,-42.3750,17.9049,-418.9754,-7.1620,419.4190,0.1500,0.0000,0.0300,0.1530,6.7500,-1.0300,-7.1300,25,-26.6875,-14.6875,49.6875,0,0,0,0
4.7260,351.8750,-42.1875,-25.0669,-408.2324,10.7430,409.1423,0.1500,0.0300,-0.0100,0.1533,6.7400,-1.0000,-7.2000,25,-26.6875,-14.6875,49.6875,0,0,0,0
4.7470,351.8750,-42.0625,-46.5528,-365.2606,68.0387,374.4486,0.1000,-0.0800,0.1700,0.2128,6.6700,-1.1200,-7.0200,25,-26.6875,-14.6875,49.6875,0,0,0,0
4.7640,351.8750,-42.0000,21.4859,-418.9754,60.8768,423.9198,0.0800,-0.0500,0.0900,0.1304,6.6400,-1.0900,-7.1200,25,-25.8750,-14.8750,49.5625,0,0,0,0
4.7870,351.8750,-41.8750,21.4859,-440.4613,46.5528,443.4354,0.1600,0.0400,0.0300,0.1676,6.6900,-1.0000,-7.2000,25,-25.8750,-14.8750,49.5625,0,0,0,0
4.8050,351.8750,-41.7500,-39.3908,-343.7747,82.3627,355.6913,0.0900,0.0000,-0.0900,0.1273,6.6100,-1.0400,-7.3400,25,-25.5625,-14.8750,49.8750,0,0,0,0
4.8290,351.9375,-41.5625,-96.6866,-250.6690,53.7148,273.9864,0.1000,-0.0600,0.0000,0.1166,6.6100,-1.1000,-7.2600,25,-25.5625,-14.8750,49.8750,0,0,0,0
4.8450,351.9375,-41.5000,-50.1338,-264.9930,14.3239,270.0738,0.1200,-0.0100,0.0800,0.1446,6.6200,-1.0500,-7.1800,25,-25.5625,-14.8750,49.8750,0,0,0,0
4.8660,351.9375,-41.3750,-32.2289,-322.2888,3.5810,323.9160,0.1300,0.0000,0.1600,0.2062,6.6200,-1.0400,-7.1100,25,-25.8750,-14.5625,49.8750,0,0,0,0
4.8870,351.9375,-41.2500,-107.4296,-390.3275,60.8768,409.3930,0.1200,0.0000,0.0500,0.1300,6.5900,-1.0400,-7.2400,25,-25.8750,-14.5625,49.8750,0,0,0,0
4.9070,352.0000,-41.1875,-103.8486,-361.6796,71.6197,383.0484,0.1100,0.0000,0.1100,0.1556,6.5600,-1.0400,-7.1900,25,-25.1875,-14.1875,49.5625,0,0,0,0
4.9270,352.0000,-41.0000,7.1620,-454.7853,21.4859,455.3489,0.0600,-0.0400,-0.0100,0.0728,6.5000,-1.0800,-7.3300,25,-25.1875,-14.1875,49.5625,0,0,0,0
4.9480,352.0000,-40.8750,-21.4859,-390.3275,57.2958,395.0950,0.1200,-0.0200,-0.0300,0.1253,6.5400,-1.0500,-7.3700,25,-25.1875,-14.1875,49.5625,0,0,0,0
4.9640,352.0000,-40.7500,-78.7817,-347.3557,35.8099,357.9733,0.1000,-0.0300,0.0200,0.1063,6.5100,-1.0600,-7.3200,25,-25.1875,-14.1875,51.0625,0,0,0,0
4.9880,352.0000,-40.6250,-25.0669,-365.2606,28.6479,367.2388,0.1300,0.0000,0.0800,0.1526,6.5300,-1.0400,-7.2700,25,-25.1875,-14.1875,51.0625,0,0,0,0
5.0050,352.0000,-40.5625,-78.7817,-376.0036,39.3908,386.1825,0.0800,-0.0500,0.1200,0.1526,6.4500,-1.0900,-7.2400,25,-25.1875,-14.7500,50.6875,0,0,0,0
5.0260,352.0625,-40.3750,-125.3345,-422.5564,78.7817,447.7378,0.1000,-0.0300,0.1300,0.1667,6.4600,-1.0600,-7.2500,25,-25.1875,-14.7500,50.6875,0,0,0,0
5.0460,352.1250,-40.2500,-179.0493,-454.7853,53.7148,491.7048,0.1300,0.0100,0.0600,0.1435,6.4700,-1.0100,-7.3400,25,-25.1875,-14.7500,50.6875,0,0,0,0
5.0670,352.1250,-40.0625,-53.7148,-529.9860,0.0000,532.7011,0.1000,0.0000,-0.0700,0.1221,6.4200,-1.0100,-7.5000,25,-24.0625,-13.7500,49.8750,0,0,0,0
5.0870,352.1250,-39.9375,-28.6479,-537.1480,14.3239,538.1020,0.1600,0.0100,-0.0400,0.1652,6.4500,-1.0000,-7.4900,25,-24.0625,-13.7500,49.8750,0,0,0,0
5.1070,352.1250,-39.8125,-35.8099,-515.6621,89.5247,524.5993,0.1700,-0.0100,0.0700,0.1841,6.4400,-1.0300,-7.3900,25,-24.8750,-14.1875,49.8750,0,0,0,0
5.1280,352.1250,-39.5625,-25.0669,-540.7290,125.3345,555.6302,0.1000,-0.0900,0.1200,0.1803,6.3500,-1.1200,-7.3600,25,-24.8750,-14.1875,49.8750,0,0,0,0
5.1480,352.1875,-39.3750,-7.1620,-569.3768,103.8486,578.8141,0.0800,-0.0400,-0.0200,0.0917,6.3100,-1.0700,-7.5300,25,-24.8750,-14.1875,49.8750,0,0,0,0
5.1650,352.1875,-39.1875,17.9049,-537.1480,14.3239,537.6372,0.0600,-0.0400,-0.0100,0.0728,6.2600,-1.0800,-7.5400,25,-24.8750,-13.3750,51.0625,0,0,0,0
5.1890,352.1250,-39.0625,-35.8099,-440.4613,-35.8099,443.3631,0.0400,-0.0900,-0.0900,0.1334,6.2200,-1.1200,-7.6400,25,-24.8750,-13.3750,51.0625,0,0,0,0
5.2060,352.1250,-38.9375,-32.2289,-343.7747,14.3239,345.5791,0.1400,-0.0600,0.1100,0.1879,6.3100,-1.1000,-7.4300,25,-24.8750,-14.1875,50.6875,0,0,0,0
5.2300,352.1875,-38.8125,-42.9718,-361.6796,53.7148,368.1630,0.1300,0.0000,0.0600,0.1432,6.2800,-1.0200,-7.4900,25,-24.8750,-14.1875,50.6875,0,0,0,0
5.2460,352.1875,-38.6875,-85.9437,-401.0705,21.4859,410.7377,0.1000,0.0000,-0.0400,0.1077,6.2300,-1.0200,-7.6200,25,-24.8750,-14.1875,50.6875,0,0,0,0
5.2670,352.1875,-38.5625,-64.4578,-386.7465,21.4859,392.6695,0.1100,0.0000,-0.0400,0.1170,6.2300,-1.0200,-7.6400,25,-25.5625,-14.5000,52.1875,0,0,0,0
5.2870,352.1875,-38.4375,-100.2676,-372.4226,10.7430,385.8336,0.0900,-0.0100,-0.0700,0.1145,6.1900,-1.0300,-7.6800,25,-25.5625,-14.5000,52.1875,0,0,0,0
5.3080,352.1875,-38.3750,-103.8486,-372.4226,25.0669,387.4422,0.0900,-0.0200,0.0100,0.0927,6.1800,-1.0400,-7.6000,25,-24.0625,-14.0625,50.5625,0,0,0,0
5.3280,352.1875,-38.1875,-3.5810,-429.7184,46.5528,432.2474,0.1500,0.0100,0.0300,0.1533,6.2200,-1.0000,-7.5900,25,-24.0625,-14.0625,50.5625,0,0,0,0
5.3490,352.1875,-38.0000,-68.0387,-436.8803,42.9718,444.2300,0.0600,-0.0100,0.0000,0.0608,6.1100,-1.0300,-7.6400,25,-24.0625,-14.0625,50.5625,0,0,0,0
5.3660,352.1875,-37.9375,-85.9437,-383.1655,157.5634,423.1174,0.0900,-0.0900,0.0700,0.1453,6.1100,-1.1100,-7.5800,25,-24.5000,-14.6875,51.0000,0,0,0,0
5.3900,352.3125,-37.7500,-42.9718,-393.9085,153.9824,425.1130,0.1200,-0.0200,0.1300,0.1780,6.1300,-1.0400,-7.5400,25,-24.5000,-14.6875,51.0000,0,0,0,0
5.4060,352.3125,-37.6875,-35.8099,-522.8240,96.6866,532.8936,0.1200,-0.0500,0.1100,0.1703,6.1100,-1.0700,-7.5800,25,-24.5000,-14.3750,51.3750,0,0,0,0
5.4270,352.3750,-37.4375,-68.0387,-590.8627,71.6197,599.0638,0.1800,0.0000,0.0800,0.1970,6.1400,-1.0300,-7.6200,25,-24.5000,-14.3750,51.3750,0,0,0,0
