# Sesion:2 Fecha:2026-03-08 15:36:43 Shots:0 Duracion:19,80s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm
2.7040,58.1875,-48.6875,132.4965,-469.1092,-214.8592,532.7131,0.0700,0.1800,-0.3400,0.3910,7.4300,0.1500,-6.8100,25,-15.7500,12.8750,36.1875,2,3,1,2
2.7250,57.8750,-48.5000,114.5916,-429.7184,-211.2782,492.3693,0.1700,0.2500,-0.0900,0.3154,7.5200,0.2200,-6.5800,25,-15.7500,12.8750,36.1875,2,3,1,2
2.7450,57.8125,-48.3750,179.0493,-444.0423,-164.7254,506.3267,0.1300,0.2300,-0.2100,0.3375,7.4800,0.2200,-6.5700,25,-15.7500,12.8750,36.1875,2,3,1,2
2.7650,57.6250,-48.2500,39.3908,-426.1374,-211.2782,477.2663,0.1300,0.2400,-0.0100,0.2731,7.4500,0.2300,-6.5400,25,-17.2500,13.1875,38.5000,2,3,1,2
2.7860,57.6250,-48.0625,64.4578,-565.7958,-139.6585,586.3312,0.0700,0.1800,-0.1200,0.2274,7.3400,0.1600,-6.6400,25,-17.2500,13.1875,38.5000,2,3,1,2
2.8060,57.6250,-47.8750,46.5528,-565.7958,-21.4859,568.1142,0.0800,0.1900,-0.2200,0.3015,7.2900,0.1400,-6.8700,25,-17.2500,12.5000,37.6875,2,3,1,2
2.8260,57.3750,-47.6250,28.6479,-587.2817,25.0669,588.5141,0.0200,0.1200,-0.2900,0.3145,7.2700,0.1100,-6.8900,25,-17.2500,12.5000,37.6875,2,3,1,2
2.8470,57.3750,-47.4375,14.3239,-605.1867,-17.9049,605.6209,0.0500,0.2000,-0.3000,0.3640,7.2500,0.1500,-6.9800,25,-17.2500,12.5000,37.6875,2,3,1,2
2.8640,57.1250,-47.2500,96.6866,-587.2817,-3.5810,595.1983,0.0200,0.1700,-0.3400,0.3807,7.2100,0.1400,-7.0000,25,-16.1875,12.8750,38.1875,2,3,1,2
2.8880,57.1250,-47.0625,42.9718,-472.6902,46.5528,476.9169,-0.0900,0.0000,-0.3500,0.3614,7.0700,0.0000,-7.0400,25,-16.1875,12.8750,38.1875,2,3,1,2
2.9050,57.0625,-46.8750,42.9718,-404.6515,64.4578,412.0002,-0.1200,-0.0400,-0.2700,0.2982,7.0300,-0.0400,-6.9700,25,-16.5000,12.0625,38.1875,2,3,1,2
2.9250,56.8750,-46.7500,93.1056,-372.4226,7.1620,383.9512,-0.1400,-0.0300,-0.2300,0.2709,6.9900,-0.0400,-6.9500,25,-16.5000,12.0625,38.1875,2,3,1,2
2.9460,56.8750,-46.5625,17.9049,-340.1937,-103.8486,356.1416,0.0000,0.1400,-0.1800,0.2280,7.1200,0.1300,-6.9300,25,-16.5000,12.0625,38.1875,2,3,1,2
2.9660,56.5625,-46.5000,-60.8768,-264.9930,-60.8768,278.6275,0.0300,0.1400,-0.1800,0.2300,7.1600,0.1000,-6.9300,25,-15.7500,14.0000,38.1875,2,3,1,2
2.9870,56.6250,-46.3750,-46.5528,-347.3557,-103.8486,365.5238,0.0400,0.1000,-0.1700,0.2012,7.1400,0.1000,-6.9500,25,-15.7500,14.0000,38.1875,2,3,1,2
3.0070,56.6250,-46.1875,132.4965,-411.8134,-103.8486,444.8934,0.0500,0.1200,-0.0700,0.1476,7.0500,0.0900,-6.8600,25,-16.5000,12.8750,37.3750,2,3,1,2
3.0270,56.1875,-46.0625,250.6690,-544.3099,-118.1725,610.7971,-0.0200,0.0700,-0.0900,0.1158,7.1000,0.1200,-6.9400,25,-16.5000,12.8750,37.3750,2,3,1,2
3.0480,56.0000,-45.8125,250.6690,-590.8627,-50.1338,643.7913,-0.1100,-0.0400,-0.1200,0.1676,6.9100,-0.0400,-6.9600,25,-16.5000,12.8750,37.3750,2,3,1,2
3.0680,55.6250,-45.6250,150.4014,-601.6057,-96.6866,627.6132,-0.0700,-0.0300,-0.0500,0.0911,6.9200,-0.0400,-6.9200,25,-15.5000,13.1875,38.5000,2,3,1,2
3.0890,55.5625,-45.4375,121.7535,-583.7008,-182.6303,623.6059,-0.0200,0.0500,-0.1700,0.1783,6.9400,0.0500,-7.0700,25,-15.5000,13.1875,38.5000,2,3,1,2
3.1050,55.5625,-45.2500,60.8768,-501.3381,-153.9824,527.9739,0.0000,0.1000,-0.0400,0.1077,7.0100,0.1300,-7.0000,25,-15.7500,13.1875,37.6875,2,3,1,2
3.1260,55.3125,-45.0625,17.9049,-576.5388,-161.1444,598.9033,0.0000,0.1500,-0.2400,0.2830,6.9900,0.1500,-7.1900,25,-15.7500,13.1875,37.6875,2,3,1,2
3.1500,55.2500,-44.8750,111.0106,-547.8909,-161.1444,581.7863,0.0400,0.1100,-0.2300,0.2581,6.9400,0.1200,-7.1900,25,-15.7500,13.1875,37.6875,2,3,1,2
3.1670,54.8750,-44.6875,111.0106,-487.0141,-121.7535,514.1304,0.0500,0.1100,-0.1400,0.1849,6.9400,0.0900,-7.1400,25,-15.7500,13.1875,38.1875,2,3,1,2
3.1870,54.8750,-44.5000,-17.9049,-383.1655,-68.0387,389.5712,0.0000,0.0400,-0.2100,0.2138,6.8700,0.0500,-7.2100,25,-15.7500,13.1875,38.1875,2,3,1,2
3.2080,54.8125,-44.3750,-42.9718,-376.0036,-111.0106,394.3965,0.0700,0.1000,-0.2600,0.2872,6.8500,0.1600,-7.1900,25,-15.0000,13.1875,38.1875,2,3,1,2
3.2280,54.5625,-44.2500,-100.2676,-358.0986,-175.4683,411.1902,0.1300,0.1900,-0.3600,0.4273,6.9600,0.2200,-7.3900,25,-15.0000,13.1875,38.1875,2,3,1,2
3.2480,54.5000,-44.1250,-78.7817,-275.7359,-103.8486,304.9941,0.0500,0.1000,-0.2800,0.3015,6.8700,0.1400,-7.3300,25,-15.0000,13.1875,38.1875,2,3,1,2
3.2690,54.2500,-44.0000,10.7430,-196.9542,-28.6479,199.3165,0.0300,0.1100,-0.1400,0.1806,6.8500,0.1500,-7.1900,25,-15.3750,13.2500,38.8750,2,3,1,2
3.2890,54.2500,-44.0000,-57.2958,-157.5634,-64.4578,179.6214,0.0700,0.1400,-0.2200,0.2700,6.8800,0.1900,-7.2700,25,-15.3750,13.2500,38.8750,2,3,1,2
3.3100,54.1875,-43.9375,-114.5916,-182.6303,-82.3627,230.8000,0.0100,0.0400,-0.0300,0.0510,6.8100,0.0900,-7.1000,25,-14.1875,13.0000,38.8750,2,3,1,2
3.3270,54.1250,-43.8125,-17.9049,-247.0881,-71.6197,257.8807,0.0400,0.0400,-0.1600,0.1697,6.8200,0.1000,-7.2300,25,-14.1875,13.0000,38.8750,2,3,1,2
3.3500,54.0625,-43.6875,175.4683,-422.5564,-96.6866,467.6445,0.0500,0.0800,-0.1300,0.1606,6.8200,0.1400,-7.2300,25,-14.1875,13.0000,38.8750,2,3,1,2
3.3670,53.6875,-43.5625,200.5352,-411.8134,-100.2676,468.8905,0.0700,0.1200,-0.0100,0.1393,6.8300,0.1700,-7.1100,25,-15.5000,13.2500,38.5000,2,3,1,2
3.3880,53.6250,-43.4375,150.4014,-426.1374,-7.1620,451.9568,0.1100,0.1300,-0.1300,0.2142,6.8500,0.1700,-7.2500,25,-15.5000,13.2500,38.5000,2,3,1,2
3.4080,53.6250,-43.3125,75.2007,-411.8134,-3.5810,418.6386,0.1200,0.1100,-0.0700,0.1772,6.8400,0.1500,-7.2200,25,-15.0000,13.6875,39.5625,2,3,1,2
3.4290,53.3750,-43.1875,-57.2958,-290.0599,-14.3239,296.0113,0.1300,0.1200,-0.0500,0.1838,6.8400,0.1600,-7.2000,25,-15.0000,13.6875,39.5625,2,3,1,2
3.4490,53.3750,-43.0625,-46.5528,-329.4508,42.9718,335.4870,0.1100,0.1200,0.0300,0.1655,6.8100,0.1600,-7.1300,25,-15.0000,13.6875,39.5625,2,3,1,2
3.4690,53.1875,-43.0000,-50.1338,-358.0986,75.2007,369.3280,0.0800,0.0600,0.1300,0.1640,6.7300,0.1000,-7.0900,25,-15.7500,13.0000,39.2500,2,3,1,2
3.4900,53.2500,-42.8125,14.3239,-583.7008,21.4859,584.2717,-0.0600,-0.0400,-0.0900,0.1153,6.5900,0.0000,-7.2900,25,-15.7500,13.0000,39.2500,2,3,1,2
3.5070,53.2500,-42.6250,10.7430,-612.3486,-21.4859,612.8197,0.1000,0.1400,-0.2000,0.2638,6.7300,0.1900,-7.4200,25,-15.5000,13.0000,38.0625,2,3,1,2
3.5310,52.9375,-42.3750,-39.3908,-633.8346,-100.2676,642.9242,0.1800,0.1800,-0.2900,0.3859,6.7900,0.2300,-7.5400,25,-15.5000,13.0000,38.0625,2,3,1,2
3.5520,52.8750,-42.1875,39.3908,-544.3099,-39.3908,547.1531,0.0500,0.0700,-0.1600,0.1817,6.6300,0.1200,-7.4400,25,-15.5000,13.0000,38.0625,2,3,1,2
3.5680,52.6875,-42.0000,78.7817,-558.6339,-25.0669,564.7183,0.0400,0.0600,-0.1100,0.1315,6.6000,0.1000,-7.4100,25,-14.5625,13.0000,38.7500,2,3,1,2
3.5890,52.6875,-41.8125,103.8486,-540.7290,93.1056,558.4273,0.1200,0.1500,-0.0700,0.2045,6.6500,0.1900,-7.3900,25,-14.5625,13.0000,38.7500,2,3,1,2
3.6090,52.6875,-41.6250,68.0387,-555.0529,89.5247,566.3282,0.1200,0.1900,-0.2200,0.3145,6.6300,0.2300,-7.5600,25,-14.5625,12.5625,40.0000,2,3,1,2
3.6290,52.6875,-41.4375,-57.2958,-515.6621,89.5247,526.5025,0.0300,0.1200,-0.2200,0.2524,6.5200,0.1600,-7.5700,25,-14.5625,12.5625,40.0000,2,3,1,2
3.6500,52.7500,-41.3125,-42.9718,-436.8803,78.7817,446.0018,-0.0100,0.0000,-0.2000,0.2002,6.4500,0.0400,-7.5700,25,-14.5625,12.5625,40.0000,2,3,1,2
3.6700,52.4375,-41.1250,-7.1620,-422.5564,71.6197,428.6427,0.0800,0.1000,-0.1300,0.1825,6.5200,0.1300,-7.5200,25,-13.8750,14.0625,38.7500,2,3,1,2
3.6910,52.4375,-41.0000,128.9155,-580.1198,25.0669,594.7996,0.0500,0.0900,-0.1300,0.1658,6.4800,0.1300,-7.5400,25,-13.8750,14.0625,38.7500,2,3,1,2
3.7110,52.4375,-40.7500,171.8873,-644.5775,42.9718,668.4849,0.0000,0.0300,-0.2800,0.2816,6.3800,0.0600,-7.7200,25,-13.8750,13.2500,38.7500,2,3,1,2
3.7280,52.1875,-40.5625,182.6303,-594.4437,14.3239,622.0308,0.0200,0.0100,-0.2900,0.2909,6.3900,0.0300,-7.7500,25,-13.8750,13.2500,38.7500,2,3,1,2
3.7520,52.1875,-40.3750,171.8873,-479.8522,39.3908,511.2289,0.0700,0.0600,-0.1500,0.1761,6.4200,0.0700,-7.6200,25,-13.8750,13.2500,38.7500,2,3,1,2
3.7690,52.0625,-40.1875,196.9542,-501.3381,28.6479,539.3992,0.0700,0.0400,-0.2100,0.2249,6.4000,0.0400,-7.7000,25,-13.8750,13.2500,40.3750,2,3,1,2
3.7890,52.0000,-40.0625,229.1831,-440.4613,-14.3239,496.7255,0.0600,0.0400,-0.1700,0.1847,6.3600,0.0300,-7.6800,25,-13.8750,13.2500,40.3750,2,3,1,2
3.8100,52.0000,-39.8750,218.4402,-383.1655,17.9049,441.4211,0.1000,0.1100,-0.1100,0.1849,6.3900,0.0900,-7.6400,25,-13.8750,13.2500,40.0000,2,3,1,2
3.8300,51.8125,-39.7500,114.5916,-404.6515,17.9049,420.9449,0.0700,0.0600,-0.0600,0.1100,6.3400,0.0400,-7.6000,25,-13.8750,13.2500,40.0000,2,3,1,2
3.8510,51.8125,-39.6250,89.5247,-458.3663,-64.4578,471.4542,0.0900,0.0900,-0.2000,0.2371,6.3300,0.0700,-7.7600,25,-13.8750,13.2500,40.0000,2,3,1,2
3.8710,51.5625,-39.4375,50.1338,-426.1374,-10.7430,429.2108,0.0900,0.0200,-0.1400,0.1676,6.3200,0.0000,-7.7100,25,-13.0625,14.0625,39.5625,2,3,1,2
3.8920,51.5625,-39.3125,32.2289,-433.2994,39.3908,436.2782,0.0500,0.0000,-0.1700,0.1772,6.2600,-0.0300,-7.7700,25,-13.0625,14.0625,39.5625,2,3,1,2
3.9120,51.5625,-39.1875,57.2958,-440.4613,7.1620,444.2300,0.0500,0.0200,-0.0400,0.0671,6.2400,-0.0100,-7.6500,25,-13.8750,13.0000,40.3750,2,3,1,2
3.9290,51.5000,-39.0000,89.5247,-454.7853,-7.1620,463.5683,0.0400,0.0300,-0.2700,0.2746,6.2100,0.0000,-7.8900,25,-13.8750,13.0000,40.3750,2,3,1,2
3.9520,51.4375,-38.8750,71.6197,-404.6515,21.4859,411.5019,0.1000,0.0600,-0.1200,0.1673,6.2500,0.0200,-7.7600,25,-13.8750,13.0000,40.3750,2,3,1,2
3.9680,51.2500,-38.7500,-7.1620,-361.6796,10.7430,361.9100,0.0300,-0.0100,0.0200,0.0374,6.1600,-0.0400,-7.6300,25,-13.8750,13.6875,40.3750,2,3,1,2
3.9900,51.2500,-38.6250,-32.2289,-390.3275,35.8099,393.2895,0.0100,0.0000,-0.1300,0.1304,6.1300,-0.0300,-7.8000,25,-13.8750,13.6875,40.3750,2,3,1,2
4.0100,51.2500,-38.5000,-7.1620,-422.5564,25.0669,423.3598,0.0000,-0.0400,-0.2100,0.2138,6.1200,-0.0800,-7.8600,25,-13.0625,14.0625,40.0000,2,3,1,2
4.0310,51.0000,-38.3125,21.4859,-426.1374,-32.2289,427.8941,0.1400,0.1100,-0.1100,0.2093,6.2200,0.0800,-7.8100,25,-13.0625,14.0625,40.0000,2,3,1,2
4.0510,50.9375,-38.1875,107.4296,-526.4050,-107.4296,547.8909,0.0800,0.0800,-0.1000,0.1510,6.1300,0.0400,-7.8100,25,-13.0625,14.0625,40.0000,2,3,1,2
4.0710,50.7500,-38.0000,96.6866,-544.3099,-114.5916,564.5820,0.1000,0.1100,-0.0900,0.1738,6.1300,0.0800,-7.8300,25,-13.0625,13.6875,40.3750,2,3,1,2
4.0920,50.6875,-37.8125,111.0106,-572.9578,-64.4578,587.1617,0.1400,0.1100,-0.0500,0.1849,6.1400,0.0800,-7.8000,25,-13.0625,13.6875,40.3750,2,3,1,2
4.1090,50.6875,-37.6250,132.4965,-605.1867,-10.7430,619.6141,0.0900,0.0800,-0.0500,0.1304,6.0700,0.0400,-7.8300,25,-13.0625,14.0625,42.0000,2,3,1,2
4.1290,50.5625,-37.3750,114.5916,-637.4155,32.2289,648.4354,0.0700,0.0300,-0.1600,0.1772,6.0200,-0.0100,-7.9600,25,-13.0625,14.0625,42.0000,2,3,1,2
4.1530,50.5625,-37.1875,-71.6197,-615.9296,-60.8768,623.0607,0.0300,-0.0300,-0.1500,0.1559,5.9400,-0.0700,-7.9700,25,-13.0625,14.0625,42.0000,2,3,1,2
4.1710,50.5000,-36.9375,46.5528,-669.6444,-71.6197,675.0705,0.0300,0.0000,-0.2000,0.2022,5.9600,0.0300,-8.0400,25,-12.5000,13.6875,41.5625,2,3,1,2
4.1900,50.4375,-36.7500,128.9155,-666.0634,-153.9824,695.6798,0.1300,0.0800,-0.2000,0.2516,5.9800,0.0400,-8.0700,25,-12.5000,13.6875,41.5625,2,3,1,2
4.2110,50.3750,-36.5000,71.6197,-608.7677,-161.1444,633.7941,0.0800,0.0600,-0.1200,0.1562,5.9100,0.0200,-8.0100,25,-12.7500,12.5625,40.3750,3,3,1,2
4.2310,50.2500,-36.3125,-3.5810,-565.7958,-111.0106,576.5944,0.0700,0.0300,-0.3300,0.3387,5.8700,0.0000,-8.2400,25,-12.7500,12.5625,40.3750,3,3,1,2
4.2520,50.2500,-36.1250,25.0669,-497.7571,-93.1056,507.0100,0.0800,0.0300,-0.1600,0.1814,5.8500,0.0000,-8.0900,25,-12.7500,12.5625,40.3750,3,3,1,2
4.2720,50.0625,-36.0000,14.3239,-415.3944,-107.4296,429.3004,0.1000,0.0400,-0.1000,0.1470,5.8500,0.0200,-8.0200,25,-12.5000,13.0000,40.3750,3,3,1,2
4.2930,50.0625,-35.8125,107.4296,-458.3663,-68.0387,475.6784,0.0900,0.0100,-0.1900,0.2105,5.8200,-0.0200,-8.1400,25,-12.5000,13.0000,40.3750,3,3,1,2
4.3100,50.0000,-35.6875,118.1725,-426.1374,-28.6479,443.1462,0.1900,0.1400,-0.1600,0.2851,5.9100,0.1000,-8.1300,25,-13.0625,13.2500,41.8750,3,3,1,2
4.3340,49.8750,-35.5625,-17.9049,-275.7359,-10.7430,276.5254,0.1800,0.1600,-0.1800,0.3007,5.8900,0.1200,-8.1500,25,-13.0625,13.2500,41.8750,3,3,1,2
4.3540,49.8750,-35.5000,-239.9261,-171.8873,21.4859,295.9247,0.0800,0.0000,-0.0400,0.0894,5.7800,-0.0200,-8.0300,25,-13.0625,13.2500,41.8750,3,3,1,2
4.3710,49.8750,-35.4375,-64.4578,-186.2113,96.6866,219.4943,0.0700,-0.0100,-0.1500,0.1658,5.7500,-0.0300,-8.1400,25,-11.1875,13.0000,40.6875,3,3,1,2
4.3950,49.9375,-35.3750,-39.3908,-222.0211,32.2289,227.7800,0.1400,0.0900,-0.0300,0.1691,5.8100,0.0600,-8.0200,25,-11.1875,13.0000,40.6875,3,3,1,2
4.4120,49.9375,-35.2500,-64.4578,-275.7359,-7.1620,283.2603,0.1200,0.0600,-0.2000,0.2408,5.7800,0.0400,-8.2100,25,-12.0000,13.2500,40.2500,3,3,1,2
4.4360,49.7500,-35.1875,-21.4859,-257.8310,-7.1620,258.8239,0.1700,0.1400,-0.2700,0.3484,5.8200,0.1100,-8.2800,25,-12.0000,13.2500,40.2500,3,3,1,2
4.4530,49.7500,-35.0625,-78.7817,-189.7923,14.3239,205.9923,0.1200,0.1100,-0.0800,0.1814,5.7600,0.0900,-8.1100,25,-12.0000,13.2500,40.2500,3,3,1,2
4.4730,49.4375,-35.0625,14.3239,-236.3451,85.9437,251.8938,0.1300,0.1000,-0.0600,0.1746,5.7600,0.0800,-8.0900,25,-12.3750,14.0625,40.6875,3,3,1,2
4.4940,49.4375,-34.8750,-3.5810,-304.3838,78.7817,314.4342,0.0700,0.0000,-0.0900,0.1140,5.6800,-0.0100,-8.1300,25,-12.3750,14.0625,40.6875,3,3,1,2
4.5140,49.5000,-34.8125,-14.3239,-343.7747,17.9049,344.5385,0.1200,0.0300,-0.0800,0.1473,5.7200,0.0100,-8.1300,25,-11.1875,13.2500,41.5000,3,3,1,2
4.5350,49.4375,-34.6250,3.5810,-415.3944,-75.2007,422.1617,0.1000,0.0100,-0.1500,0.1806,5.6800,-0.0100,-8.2100,25,-11.1875,13.2500,41.5000,3,3,1,2
4.5550,49.3750,-34.5000,153.9824,-479.8522,-68.0387,508.5253,0.1600,0.1000,-0.0600,0.1980,5.7200,0.0700,-8.1300,25,-11.1875,13.2500,41.5000,3,3,1,2
4.5750,49.2500,-34.3750,214.8592,-555.0529,-35.8099,596.2638,0.1300,0.0500,-0.1400,0.1975,5.6600,0.0200,-8.2400,25,-12.0000,13.0000,40.6875,3,3,1,2
4.5960,49.1875,-34.1250,257.8310,-583.7008,-71.6197,642.1159,0.1700,0.1300,-0.0800,0.2285,5.6800,0.0800,-8.1900,25,-12.0000,13.0000,40.6875,3,3,1,2
4.6130,48.9375,-33.9375,204.1162,-565.7958,-21.4859,601.8721,0.1700,0.1600,-0.0800,0.2468,5.6500,0.1000,-8.2100,25,-10.8750,14.0625,41.0625,3,3,1,2
4.6370,48.9375,-33.7500,121.7535,-583.7008,57.2958,599.0103,0.1100,0.0600,-0.1700,0.2112,5.5600,0.0000,-8.3300,25,-10.8750,14.0625,41.0625,3,3,1,2
4.6530,48.9375,-33.5625,60.8768,-551.4719,46.5528,556.7714,0.1000,0.0100,-0.1600,0.1889,5.5200,-0.0500,-8.3300,25,-10.8750,14.0625,41.0625,3,3,1,2
4.6740,48.8125,-33.4375,53.7148,-547.8909,-14.3239,550.7040,0.0700,-0.0700,-0.0800,0.1273,5.4600,-0.1400,-8.2700,25,-11.1875,14.0625,42.2500,3,3,1,2
4.6950,48.8125,-33.1250,189.7923,-590.8627,-60.8768,623.5751,0.0400,-0.0200,-0.2100,0.2147,5.4000,-0.1000,-8.4100,25,-11.1875,14.0625,42.2500,3,3,1,2
4.7140,48.7500,-32.9375,243.5071,-562.2149,-53.7148,615.0338,0.1000,0.1100,-0.2500,0.2909,5.4400,0.0200,-8.4800,25,-10.8750,13.2500,42.6875,3,3,1,2
4.7350,48.7500,-32.8125,153.9824,-451.2043,-7.1620,476.8094,0.1300,0.1300,-0.2600,0.3184,5.4400,0.0300,-8.5000,25,-10.8750,13.2500,42.6875,3,3,1,2
4.7560,48.6875,-32.6875,25.0669,-379.5845,-28.6479,381.4885,0.0400,0.0000,-0.2000,0.2040,5.3400,-0.1000,-8.4600,25,-10.8750,13.2500,42.6875,3,3,1,2
4.7760,48.5625,-32.6250,39.3908,-333.0317,17.9049,335.8309,0.0200,-0.0500,-0.0200,0.0574,5.3000,-0.1500,-8.2800,25,-11.1875,13.6875,41.8750,3,3,1,2
4.7970,48.5625,-32.4375,175.4683,-444.0423,-25.0669,478.1119,0.0500,-0.0500,-0.0300,0.0768,5.3100,-0.1600,-8.3100,25,-11.1875,13.6875,41.8750,3,3,1,2
4.8130,48.2500,-32.1875,358.0986,-619.5106,-161.1444,733.4818,0.0800,0.0100,-0.0300,0.0860,5.3100,-0.1000,-8.3300,25,-11.1875,14.0625,42.2500,3,3,1,2
4.8370,48.1875,-32.0000,368.8416,-619.5106,-168.3063,740.3814,0.2000,0.1700,-0.1400,0.2975,5.4000,0.0400,-8.4600,25,-11.1875,14.0625,42.2500,3,3,1,2
4.8540,48.0625,-31.8125,268.5740,-558.6339,-89.5247,626.2734,0.2500,0.1500,-0.1100,0.3116,5.4200,0.0100,-8.4400,25,-11.1875,14.0625,42.2500,3,3,1,2
4.8750,48.0000,-31.6875,25.0669,-436.8803,-3.5810,437.6135,0.1900,0.1000,-0.1500,0.2619,5.3500,-0.0300,-8.4900,25,-10.5000,14.0625,42.6875,3,3,1,2
4.8950,48.0000,-31.5625,-89.5247,-361.6796,39.3908,374.6711,0.0800,0.0500,-0.0400,0.1025,5.2200,-0.0800,-8.3900,25,-10.5000,14.0625,42.6875,3,3,1,2
4.9150,48.0000,-31.3750,53.7148,-555.0529,-17.9049,557.9333,0.0200,-0.0400,0.0000,0.0447,5.1300,-0.1800,-8.3600,25,-11.0000,13.6875,43.5000,3,3,1,2
4.9360,47.9375,-31.1875,136.0775,-626.6726,-46.5528,642.9641,-0.0500,-0.1100,0.0900,0.1507,5.0200,-0.2500,-8.2800,25,-11.0000,13.6875,43.5000,3,3,1,2
4.9560,47.8750,-30.9375,222.0211,-873.7606,-132.4965,911.2114,0.1500,0.1200,-0.0900,0.2121,5.2000,-0.0200,-8.5000,25,-11.0000,13.6875,43.5000,3,3,1,2
4.9730,47.7500,-30.7500,275.7359,-884.5036,-125.3345,934.9255,0.2300,0.1900,-0.2000,0.3592,5.2300,0.0300,-8.6300,25,-11.0000,14.0625,43.5000,3,3,1,2
4.9970,47.6250,-30.3750,186.2113,-755.5881,-46.5528,779.5865,0.1800,0.1100,-0.2900,0.3586,5.1400,-0.0500,-8.7500,25,-11.0000,14.0625,43.5000,3,3,1,2
5.0140,47.6250,-30.2500,10.7430,-673.2254,-53.7148,675.4503,0.1400,0.0500,0.0000,0.1487,5.0600,-0.1100,-8.4700,25,-10.5625,13.2500,42.2500,3,3,1,2
5.0350,47.5000,-30.0000,-28.6479,-709.0353,-68.0387,712.8682,0.1200,-0.0300,0.0400,0.1300,5.0100,-0.1900,-8.4500,25,-10.5625,13.2500,42.2500,3,3,1,2
5.0550,47.4375,-29.6250,225.6021,-902.4085,-128.9155,939.0722,0.1400,-0.0200,0.0300,0.1446,4.9900,-0.1900,-8.4800,25,-10.5625,13.2500,42.2500,3,3,1,2
5.0750,47.3125,-29.4375,429.7184,-1110.1057,-171.8873,1202.7210,0.0600,-0.0500,0.0200,0.0806,4.8500,-0.2400,-8.5200,25,-9.8750,13.6875,43.0625,3,3,1,2
5.0960,47.1875,-28.8125,440.4613,-1264.0881,-218.4402,1356.3336,0.1500,0.0800,-0.1000,0.1972,4.8900,-0.1100,-8.6900,25,-9.8750,13.6875,43.0625,3,3,1,2
5.1160,47.1250,-28.6250,354.5177,-1256.9261,-186.2113,1319.1743,0.2400,0.1600,-0.1000,0.3053,4.9100,-0.0500,-8.7200,25,-10.1875,13.6875,43.6875,3,3,1,2
5.1370,46.8750,-28.0625,239.9261,-1095.7817,-114.5916,1127.5784,0.2700,0.1800,-0.3700,0.4921,4.8800,-0.0300,-9.0200,25,-10.1875,13.6875,43.6875,3,3,1,2
5.1570,46.8750,-27.7500,132.4965,-834.3698,-7.1620,844.8548,0.2000,0.0800,-0.2100,0.3008,4.7700,-0.1400,-8.8900,25,-10.1875,13.6875,43.6875,3,3,1,2
5.1740,46.5625,-27.5000,132.4965,-794.9790,68.0387,808.8115,0.0600,-0.0400,0.0700,0.1005,4.5900,-0.2700,-8.6200,25,-9.8750,14.7500,43.0000,3,3,1,2
5.1980,46.5625,-27.1875,214.8592,-984.7713,14.3239,1008.0397,0.0600,-0.0300,0.0300,0.0735,4.5400,-0.2800,-8.6800,25,-9.8750,14.7500,43.0000,3,3,1,2
5.2150,46.5000,-27.0000,207.6972,-1131.5916,-100.2676,1154.8555,0.0700,0.0100,-0.1700,0.1841,4.5000,-0.2400,-8.9200,25,-8.7500,14.0625,43.6875,3,3,1,2
5.2390,46.4375,-26.4375,82.3627,-1020.5811,-211.2782,1045.4700,0.0900,0.0000,-0.3400,0.3517,4.4600,-0.2500,-9.1200,25,-8.7500,14.0625,43.6875,3,3,1,2
5.2560,46.3750,-26.1875,35.8099,-791.3980,-143.2395,805.0532,0.2400,0.1900,-0.2300,0.3829,4.5600,-0.0600,-9.0300,25,-8.7500,14.0625,43.6875,3,3,1,2
5.2760,46.3125,-25.9375,-111.0106,-648.1585,7.1620,657.6352,0.2300,0.1800,-0.2200,0.3657,4.5300,-0.0700,-9.0300,25,-8.7500,13.6875,44.1875,3,3,1,2
5.2970,46.3125,-25.7500,-150.4014,-533.5670,71.6197,558.9666,0.1000,-0.0100,-0.1500,0.1806,4.3600,-0.2600,-8.9700,25,-8.7500,13.6875,44.1875,3,3,1,2
5.3170,46.3125,-25.5625,-71.6197,-630.2536,-25.0669,634.8049,0.0100,-0.1300,0.0500,0.1396,4.2400,-0.3700,-8.7900,25,-7.6875,14.7500,44.1875,3,3,1,2
5.3380,46.3125,-25.3125,21.4859,-809.3029,-164.7254,826.1763,0.0400,-0.1300,-0.1200,0.1814,4.2300,-0.3700,-8.9800,25,-7.6875,14.7500,44.1875,3,3,1,2
5.3570,46.1875,-25.0000,107.4296,-805.7219,-207.6972,838.9678,0.1400,0.0800,-0.1600,0.2272,4.3000,-0.1500,-9.0400,25,-7.6875,14.7500,44.1875,3,3,1,2
5.3740,46.1250,-24.7500,111.0106,-698.2923,-93.1056,713.1649,0.2200,0.1400,-0.1800,0.3169,4.3300,-0.0900,-9.0800,25,-6.8750,14.3750,43.6875,3,3,1,2
5.3980,46.1250,-24.5625,-25.0669,-601.6057,39.3908,603.4148,0.2700,0.1800,-0.1400,0.3534,4.3500,-0.0500,-9.0500,25,-6.8750,14.3750,43.6875,3,3,1,2
5.4150,46.1250,-24.5000,-46.5528,-580.1198,96.6866,589.9614,0.0800,-0.0200,-0.0400,0.0917,4.1300,-0.2600,-8.9600,25,-8.0000,14.3750,43.6875,3,3,1,2
