# Sesion:1 Fecha:2026-03-18 20:03:02 Shots:1 Duracion:18,70s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0270,184.8750,-3.6875,169.8750
0.0300,185.5000,-3.6875,171.0625
0.0300,186.1250,-3.7500,172.2500
0.0300,186.8750,-3.7500,173.4375
0.0410,187.5625,-3.8125,174.6875
0.0500,188.3125,-3.7500,176.0000
0.0620,189.1250,-3.6875,177.3125
0.0700,189.8750,-3.6250,178.6250
0.0820,190.6250,-3.4375,179.9375
0.0900,191.3125,-3.2500,-178.8750
0.1030,192.0000,-3.0000,-177.8750
0.1100,192.6250,-2.7500,-177.0000
0.1190,193.1250,-2.5000,-176.3125
0.1320,193.5625,-2.2500,-175.7500
0.1400,194.0000,-1.9375,-175.1875
0.1520,194.2500,-1.6875,-174.7500
0.1600,194.5000,-1.5000,-174.5000
0.1720,194.6250,-1.2500,-174.3125
0.1810,194.6875,-1.0625,-174.2500
0.1930,194.6875,-0.8750,-174.3125
0.2010,194.7500,-0.6875,-174.5000
0.2130,194.6875,-0.5000,-174.7500
0.2220,194.6250,-0.3750,-175.3750
0.2290,194.4375,-0.3750,-176.0000
0.2420,194.1875,-0.4375,-176.6875
0.2540,194.0000,-0.5625,-177.4375
0.2630,193.6875,-0.6875,-178.1875
0.2700,193.4375,-0.9375,-179.0625
0.2790,193.1875,-1.1250,179.9375
0.2910,192.9375,-1.3750,178.9375
0.3030,192.6875,-1.6250,178.0000
0.3110,192.5000,-1.9375,177.1875
0.3200,192.3125,-2.2500,176.5000
0.3320,192.1875,-2.5000,175.8750
0.3400,192.0000,-2.7500,175.3125
0.3530,191.8750,-2.9375,174.8750
0.3610,191.6250,-3.0625,174.4375
0.3690,191.4375,-3.1250,174.0625
0.3800,191.1875,-3.0625,173.7500
0.3930,190.9375,-2.9375,173.4375
0.4020,190.6875,-2.8125,173.0625
0.4140,190.4375,-2.6250,172.8125
0.4210,190.1875,-2.3750,172.6875
0.4300,190.0000,-2.2500,172.7500
0.4420,189.8125,-2.1250,172.9375
0.4500,189.6250,-2.1250,173.2500
