# Sesion:21 Fecha:2026-03-18 23:33:14 Shots:1 Duracion:7,91s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0240,0.803162,-0.595093,0.000427,0.027405
0.0260,0.804077,-0.593811,-0.001709,0.028503
0.0260,0.805237,-0.592163,-0.003845,0.029480
0.0340,0.806335,-0.590637,-0.005615,0.030396
0.0460,0.807068,-0.589600,-0.006836,0.031189
0.0540,0.807434,-0.589050,-0.007385,0.031860
0.0630,0.807495,-0.588928,-0.007507,0.032410
0.0750,0.807495,-0.588928,-0.007324,0.032776
0.0830,0.807495,-0.588928,-0.007019,0.033020
0.0950,0.807678,-0.588684,-0.006714,0.033142
0.1030,0.807922,-0.588318,-0.006409,0.033142
0.1150,0.808105,-0.588074,-0.006226,0.033020
0.1240,0.808105,-0.588074,-0.005981,0.032776
0.1360,0.807983,-0.588318,-0.005737,0.032410
0.1440,0.807678,-0.588745,-0.005310,0.032104
0.1530,0.807190,-0.589478,-0.004761,0.031799
0.1650,0.806519,-0.590332,-0.004150,0.031433
0.1740,0.805908,-0.591187,-0.003479,0.031189
0.1850,0.805542,-0.591736,-0.002930,0.031067
0.1940,0.805420,-0.591919,-0.002563,0.030884
0.2060,0.805481,-0.591797,-0.002502,0.030640
0.2150,0.805786,-0.591431,-0.002747,0.030273
0.2260,0.806152,-0.590942,-0.003235,0.029846
0.2340,0.806641,-0.590332,-0.003845,0.029358
0.2430,0.807129,-0.589661,-0.004578,0.028809
0.2550,0.807556,-0.589111,-0.005371,0.028198
0.2630,0.807861,-0.588684,-0.006226,0.027527
0.2760,0.808044,-0.588440,-0.007019,0.026794
0.2840,0.808105,-0.588440,-0.007751,0.025940
0.2960,0.807983,-0.588623,-0.008301,0.025146
0.3040,0.807678,-0.589050,-0.008667,0.024353
0.3120,0.807251,-0.589661,-0.008911,0.023621
0.3250,0.806641,-0.590515,-0.009033,0.023010
0.3330,0.805847,-0.591675,-0.009155,0.022522
0.3450,0.804810,-0.593079,-0.009277,0.022156
0.3530,0.803711,-0.594543,-0.009521,0.022034
0.3650,0.802612,-0.596008,-0.009949,0.022095
0.3740,0.801575,-0.597351,-0.010498,0.022400
0.3860,0.800659,-0.598633,-0.011230,0.022888
0.3950,0.799622,-0.599915,-0.012146,0.023560
0.4030,0.798584,-0.601196,-0.013184,0.024353
0.4140,0.797607,-0.602478,-0.014221,0.025391
0.4240,0.796753,-0.603577,-0.015198,0.026611
0.4350,0.796082,-0.604309,-0.016174,0.028076
0.4430,0.795532,-0.604919,-0.017090,0.029602
0.4550,0.794861,-0.605713,-0.017822,0.031250
0.4640,0.793945,-0.606873,-0.018555,0.032776
0.4760,0.792664,-0.608398,-0.019470,0.034241
0.4840,0.791382,-0.609924,-0.021179,0.035339
0.4920,0.790222,-0.611267,-0.023560,0.036316
0.5050,0.790344,-0.610962,-0.025818,0.037720
0.5130,0.791443,-0.609314,-0.027710,0.039429
0.5250,0.792480,-0.607849,-0.029480,0.041077
0.5330,0.793213,-0.606689,-0.031067,0.042542
0.5450,0.793701,-0.605896,-0.032288,0.043762
0.5540,0.793823,-0.605591,-0.033203,0.044800
0.5660,0.793457,-0.606018,-0.033875,0.045471
0.5740,0.792480,-0.607239,-0.034302,0.045776
0.5830,0.790955,-0.609131,-0.034607,0.045837
0.5950,0.789124,-0.611511,-0.035461,0.045349
0.6030,0.787292,-0.613892,-0.036804,0.044617
0.6160,0.787109,-0.614075,-0.037598,0.044373
0.6240,0.787598,-0.613403,-0.038086,0.044312
0.6360,0.787903,-0.612976,-0.038330,0.044006
0.6450,0.788330,-0.612488,-0.038269,0.043640
0.6560,0.788818,-0.611877,-0.037964,0.043091
0.6640,0.789490,-0.611145,-0.037415,0.042419
0.6730,0.790100,-0.610535,-0.036560,0.041626
0.6850,0.790405,-0.610168,-0.035522,0.040588
0.6930,0.790527,-0.610168,-0.034302,0.039368
0.7060,0.790527,-0.610352,-0.032898,0.037964
0.7140,0.790527,-0.610535,-0.031433,0.036560
0.7260,0.790588,-0.610596,-0.029968,0.035034
0.7340,0.790771,-0.610535,-0.028564,0.033569
0.7420,0.791077,-0.610291,-0.027161,0.032104
0.7550,0.791443,-0.609985,-0.025940,0.030701
