# Sesion:3 Fecha:2026-03-18 20:03:36 Shots:1 Duracion:10,08s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0000,157.6250,18.6875,167.2500
0.0110,158.1250,18.3750,167.5000
0.0190,158.5000,18.0625,167.7500
0.0310,158.9375,17.7500,168.0000
0.0400,159.2500,17.3750,168.2500
0.0480,159.5625,17.0000,168.4375
0.0610,159.8125,16.5625,168.6875
0.0680,160.0625,16.1875,168.9375
0.0810,160.2500,15.7500,169.1875
0.0890,160.4375,15.3125,169.4375
0.1010,160.6250,14.9375,169.6250
0.1090,160.8125,14.4375,169.8125
0.1170,161.0000,14.0000,170.0000
0.1300,161.1875,13.6250,170.1875
0.1390,161.4375,13.1875,170.2500
0.1510,161.6250,12.7500,170.3125
0.1630,161.8125,12.3750,170.3750
0.1710,162.0000,11.9375,170.3125
0.1790,162.1875,11.5625,170.3125
0.1920,162.3125,11.1875,170.2500
0.2000,162.5000,10.7500,170.2500
0.2080,162.6250,10.3750,170.3125
0.2210,162.7500,10.0625,170.3125
0.2290,162.9375,9.6875,170.3125
0.2410,163.0625,9.3125,170.2500
0.2500,163.1875,9.0000,170.1250
0.2610,163.3125,8.6250,170.0625
0.2700,163.4375,8.2500,169.9375
0.2810,163.5625,7.9375,169.8125
0.2890,163.6250,7.5625,169.6875
0.2980,163.7500,7.1875,169.5625
0.3110,163.8125,6.8125,169.4375
0.3190,163.8750,6.4375,169.3125
0.3310,163.8750,6.0625,169.1875
0.3390,163.9375,5.6875,169.0625
0.3510,163.9375,5.3125,168.8750
0.3590,163.9375,4.9375,168.7500
0.3710,163.9375,4.5625,168.6250
0.3800,163.9375,4.1250,168.6250
0.3890,163.8750,3.7500,168.6875
0.4000,163.8750,3.3750,168.7500
0.4080,163.8125,2.9375,168.8750
0.4210,163.7500,2.5625,169.0000
0.4290,163.7500,2.1875,169.1250
0.4410,163.6875,1.8750,169.2500
0.4490,163.6875,1.5000,169.3750
0.4620,163.6250,1.1875,169.5000
0.4700,163.5625,0.8125,169.5625
0.4780,163.5625,0.5000,169.5625
0.4910,163.5000,0.1250,169.6250
0.4990,163.5000,-0.1250,169.6875
0.5110,163.4375,-0.4375,169.7500
0.5190,163.4375,-0.7500,169.8750
0.5310,163.4375,-1.0625,170.0625
0.5400,163.4375,-1.3750,170.1875
0.5480,163.4375,-1.6875,170.4375
0.5600,163.4375,-2.0000,170.5625
0.5680,163.3750,-2.3125,170.7500
0.5800,163.3125,-2.6250,170.8750
0.5890,163.3125,-2.9375,170.9375
0.6010,163.3125,-3.2500,171.0625
0.6090,163.3750,-3.6250,171.2500
0.6220,163.3750,-3.9375,171.4375
0.6290,163.3750,-4.2500,171.6875
0.6370,163.4375,-4.5625,171.9375
0.6510,163.5000,-4.8750,172.1875
0.6590,163.5625,-5.1875,172.4375
0.6710,163.6875,-5.5000,172.7500
0.6790,163.6875,-5.8125,173.0000
0.6910,163.6875,-6.1250,173.2500
0.6990,163.7500,-6.3750,173.5000
0.7120,163.8125,-6.6250,173.7500
0.7200,163.8125,-6.8750,173.9375
0.7280,163.7500,-7.0625,174.1875
0.7410,163.8125,-7.3125,174.3750
0.7490,163.8125,-7.5625,174.5000
0.7610,163.8750,-7.7500,174.6875
0.7690,163.9375,-8.0000,174.8750
0.7820,164.0000,-8.2500,175.0625
0.7890,164.0000,-8.5000,175.2500
0.8020,164.0625,-8.7500,175.5000
0.8110,164.1250,-9.0000,175.6875
0.8180,164.1875,-9.3125,175.9375
0.8300,164.3125,-9.5625,176.1250
0.8390,164.3125,-9.8125,176.3125
0.8510,164.3750,-10.0625,176.5000
0.8590,164.4375,-10.3125,176.6875
0.8720,164.5000,-10.5625,176.9375
0.8790,164.6250,-10.8125,177.1875
0.8880,164.6875,-11.0000,177.4375
0.9000,164.7500,-11.2500,177.6875
0.9090,164.8750,-11.4375,177.9375
0.9210,165.0000,-11.6250,178.2500
0.9320,165.1875,-11.7500,178.5625
0.9410,165.3125,-11.8750,178.8750
