# Sesion:62 Fecha:2026-04-06 20:59:30 Shots:1 Duracion:15,32s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot,shotLevel
0.0000,3117227,-0.730225,0.646240,-0.189697,0.114685,67.1337,0,0
0.0100,3117237,-0.730286,0.645630,-0.188660,0.119507,67.8494,0,0
0.0200,3117247,-0.730286,0.645020,-0.187622,0.124329,68.5464,0,0
0.0300,3117257,-0.730408,0.644287,-0.186401,0.129028,69.2506,0,0
0.0400,3117267,-0.730774,0.643311,-0.185059,0.133728,69.9824,0,0
0.0500,3117277,-0.731323,0.642090,-0.183594,0.138428,70.7346,0,0
0.0600,3117287,-0.731934,0.640808,-0.182129,0.143066,71.4811,0,0
0.0700,3117297,-0.732483,0.639587,-0.180786,0.147522,72.1938,0,0
0.0800,3117307,-0.732849,0.638489,-0.179504,0.151794,72.8611,0,0
0.0900,3117317,-0.733032,0.637573,-0.178345,0.155945,73.4834,0,0
0.1000,3117327,-0.733276,0.636597,-0.177246,0.159973,74.0958,0,0
0.1100,3117337,-0.733765,0.635376,-0.176025,0.163879,74.7349,0,0
0.1200,3117347,-0.734619,0.633789,-0.174683,0.167786,75.4353,0,0
0.1300,3117357,-0.735718,0.631897,-0.173096,0.171631,76.1662,0,0
0.1400,3117367,-0.736816,0.630005,-0.171387,0.175476,76.8818,0,0
0.1500,3117377,-0.737732,0.628418,-0.169678,0.179260,77.5385,0,0
0.1600,3117387,-0.738342,0.627075,-0.167969,0.182922,78.1379,0,0
0.1700,3117397,-0.738708,0.625977,-0.166260,0.186462,78.6827,0,0
0.1800,3117407,-0.738953,0.625122,-0.164612,0.189880,79.1767,0,0
0.1900,3117417,-0.739197,0.624329,-0.162903,0.193176,79.6695,0,0
0.2000,3117427,-0.739441,0.623474,-0.161072,0.196350,80.1669,0,0
0.2100,3117437,-0.739746,0.622620,-0.159058,0.199463,80.6772,0,0
0.2200,3117447,-0.740234,0.621643,-0.156982,0.202454,81.1998,0,0
0.2300,3117457,-0.740784,0.620544,-0.154785,0.205444,81.7357,0,0
0.2400,3117467,-0.741516,0.619263,-0.152466,0.208313,82.2820,0,0
0.2500,3117477,-0.743225,0.616577,-0.147461,0.213867,82.8285,0,0
0.2600,3117487,-0.744080,0.615234,-0.144775,0.216492,83.3611,0,0
0.2700,3117497,-0.744812,0.614075,-0.142029,0.219055,83.8597,0,0
0.2800,3117507,-0.745239,0.613220,-0.139282,0.221619,84.3051,0,0
0.2900,3117517,-0.745422,0.612793,-0.136658,0.224060,84.6954,0,0
