# Sesion:76 Fecha:2026-04-06 21:08:17 Shots:1 Duracion:11,76s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot,shotLevel
0.0000,3624557,-0.732239,0.638062,-0.202271,0.125732,69.2574,0,0
0.0100,3624567,-0.732483,0.638000,-0.196777,0.133179,69.8442,0,0
0.0200,3624577,-0.732727,0.637756,-0.194031,0.136841,70.4456,0,0
0.0300,3624587,-0.733032,0.637512,-0.191284,0.140381,71.0472,0,0
0.0400,3624597,-0.733276,0.637268,-0.188538,0.143860,71.6365,0,0
0.0500,3624607,-0.733398,0.637146,-0.185730,0.147339,72.1977,0,0
0.0600,3624617,-0.733276,0.637268,-0.182983,0.150696,72.7182,0,0
0.0700,3624627,-0.733032,0.637512,-0.180298,0.153992,73.2128,0,0
0.0800,3624637,-0.732727,0.637878,-0.177551,0.157288,73.6969,0,0
0.0900,3624647,-0.732422,0.638184,-0.174866,0.160522,74.1799,0,0
0.1000,3624657,-0.732178,0.638367,-0.172058,0.163635,74.6738,0,0
0.1100,3624667,-0.731934,0.638550,-0.169373,0.166809,75.1746,0,0
0.1200,3624677,-0.731750,0.638733,-0.166626,0.169861,75.6722,0,0
0.1300,3624687,-0.731506,0.638855,-0.164062,0.172852,76.1603,0,0
0.1400,3624697,-0.731201,0.639038,-0.161560,0.175720,76.6364,0,0
0.1500,3624707,-0.730835,0.639221,-0.159241,0.178528,77.1008,0,0
0.1600,3624717,-0.730591,0.639282,-0.157043,0.181274,77.5703,0,0
0.1700,3624727,-0.730469,0.639221,-0.154846,0.183960,78.0746,0,0
0.1800,3624737,-0.730469,0.638977,-0.152710,0.186646,78.5883,0,0
0.1900,3624747,-0.730530,0.638672,-0.150574,0.189209,79.1081,0,0
0.2000,3624757,-0.730652,0.638245,-0.148437,0.191772,79.6302,0,0
0.2100,3624767,-0.730774,0.637756,-0.146362,0.194275,80.1484,0,0
0.2200,3624777,-0.730957,0.637268,-0.144348,0.196838,80.6574,0,0
0.2300,3624787,-0.731140,0.636719,-0.142456,0.199341,81.1556,0,0
0.2400,3624797,-0.731262,0.636230,-0.140564,0.201904,81.6249,0,0
0.2500,3624807,-0.731262,0.635803,-0.138794,0.204346,82.0561,0,0
0.2600,3624817,-0.731079,0.635559,-0.137024,0.206787,82.4487,0,0
0.2700,3624827,-0.730774,0.635559,-0.135376,0.209045,82.8100,0,0
0.2800,3624837,-0.730286,0.635742,-0.133789,0.211304,83.1586,0,0
0.2900,3624847,-0.729309,0.635986,-0.130859,0.215515,83.5125,0,0
0.3000,3624857,-0.729004,0.636047,-0.129333,0.217529,83.8737,0,0
0.3100,3624867,-0.728638,0.636108,-0.128235,0.219055,84.2323,0,0
0.3200,3624877,-0.728271,0.636230,-0.127136,0.220581,84.5746,0,0
0.3300,3624887,-0.727844,0.636475,-0.125977,0.221985,84.8969,0,0
0.3400,3624897,-0.727417,0.636658,-0.124512,0.223633,85.2138,0,0
0.3500,3624907,-0.727051,0.636780,-0.123047,0.225281,85.5415,0,0
0.3600,3624917,-0.726868,0.636780,-0.121521,0.226868,85.8803,0,0
0.3700,3624927,-0.726562,0.636841,-0.120300,0.228210,86.2132,0,0
0.3800,3624937,-0.726318,0.636902,-0.119019,0.229553,86.5359,0,0
0.3900,3624947,-0.725891,0.637085,-0.117737,0.230896,86.8431,0,0
0.4000,3624957,-0.725464,0.637329,-0.116577,0.232239,87.1337,0,0
0.4100,3624967,-0.725037,0.637512,-0.115417,0.233582,87.4214,0,0
0.4200,3624977,-0.724792,0.637512,-0.114258,0.234924,87.7328,0,0
0.4300,3624987,-0.724792,0.637207,-0.113037,0.236267,88.0796,0,0
0.4400,3624997,-0.724976,0.636719,-0.111755,0.237610,88.4493,0,0
0.4500,3625007,-0.725220,0.636230,-0.110474,0.238831,88.8167,0,0
0.4600,3625017,-0.725342,0.635864,-0.109314,0.240051,89.1539,0,0
0.4700,3625027,-0.725281,0.635620,-0.108093,0.241333,89.4508,0,0
0.4800,3625037,-0.725159,0.635498,-0.106995,0.242554,89.7155,0,0
0.4900,3625047,-0.724915,0.635498,-0.105957,0.243652,89.9619,0,0
0.5000,3625057,-0.724792,0.635498,-0.105103,0.244568,90.2083,0,0
0.5100,3625067,-0.724670,0.635437,-0.104248,0.245361,90.4509,0,0
0.5200,3625077,-0.724548,0.635376,-0.103455,0.246094,90.6930,0,0
0.5300,3625087,-0.724548,0.635315,-0.102600,0.246765,90.9405,0,0
0.5400,3625097,-0.724609,0.635132,-0.101746,0.247375,91.1955,0,0
0.5500,3625107,-0.724731,0.634949,-0.100830,0.247925,91.4559,0,0
0.5600,3625117,-0.724915,0.634644,-0.099915,0.248474,91.7141,0,0
0.5700,3625127,-0.725342,0.634033,-0.098083,0.249573,91.9663,0,0
0.5800,3625137,-0.725464,0.633789,-0.097229,0.250183,92.2014,0,0
0.5900,3625147,-0.725403,0.633667,-0.096497,0.250793,92.4071,0,0
0.6000,3625157,-0.725342,0.633667,-0.095825,0.251404,92.5934,0,0
0.6100,3625167,-0.725159,0.633667,-0.095276,0.252014,92.7623,0,0
0.6200,3625177,-0.724976,0.633728,-0.094849,0.252625,92.9134,0,0
0.6300,3625187,-0.724731,0.633850,-0.094543,0.253235,93.0518,0,0
0.6400,3625197,-0.724487,0.633911,-0.094238,0.253784,93.1829,0,0
0.6500,3625207,-0.724304,0.633911,-0.093933,0.254395,93.3140,0,0
0.6600,3625217,-0.724182,0.633850,-0.093628,0.254944,93.4530,0,0
0.6700,3625227,-0.724243,0.633667,-0.093323,0.255432,93.6031,0,0
0.6800,3625237,-0.724304,0.633484,-0.092896,0.255798,93.7553,0,0
0.6900,3625247,-0.724365,0.633301,-0.092590,0.256165,93.8988,0,0
0.7000,3625257,-0.724426,0.633179,-0.092285,0.256409,94.0276,0,0
0.7100,3625267,-0.724426,0.633118,-0.092102,0.256653,94.1411,0,0
0.7200,3625277,-0.724365,0.633179,-0.091858,0.256775,94.2419,0,0
0.7300,3625287,-0.724304,0.633240,-0.091675,0.256836,94.3389,0,0
0.7400,3625297,-0.724304,0.633240,-0.091553,0.256897,94.4387,0,0
0.7500,3625307,-0.724426,0.633118,-0.091492,0.256897,94.5437,0,0
0.7600,3625317,-0.724548,0.632996,-0.091492,0.256897,94.6493,0,0
0.7700,3625327,-0.724609,0.632874,-0.091675,0.256897,94.7334,0,0
0.7800,3625337,-0.724609,0.632874,-0.091919,0.256775,94.7855,0,0
0.7900,3625347,-0.724609,0.632935,-0.092224,0.256653,94.8336,0,0
0.8000,3625357,-0.724609,0.632996,-0.092468,0.256409,94.8912,0,0
0.8100,3625367,-0.724670,0.632996,-0.092773,0.256165,94.9588,0,0
0.8200,3625377,-0.724792,0.632874,-0.093079,0.255798,95.0395,0,0
0.8300,3625387,-0.725098,0.632629,-0.093445,0.255493,95.1217,0,0
0.8400,3625397,-0.725464,0.632263,-0.093811,0.255127,95.1980,0,0
0.8500,3625407,-0.726196,0.631653,-0.094666,0.254456,95.2619,0,0
