# Sesion:24 Fecha:2026-04-06 20:29:18 Shots:1 Duracion:11,55s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot,shotLevel
0.0000,1372567,0.758728,-0.627441,0.161255,-0.068359,70.9792,0,0
0.0100,1372577,0.758667,-0.627686,0.160217,-0.069275,71.2328,0,0
0.0200,1372587,0.758606,-0.627930,0.159180,-0.070190,71.4859,0,0
0.0300,1372597,0.758606,-0.628113,0.158142,-0.071045,71.7399,0,0
0.0400,1372607,0.758545,-0.628296,0.157166,-0.071838,71.9820,0,0
0.0500,1372617,0.758484,-0.628540,0.156189,-0.072571,72.2188,0,0
0.0600,1372627,0.758362,-0.628784,0.155273,-0.073303,72.4417,0,0
0.0700,1372637,0.758240,-0.629150,0.154358,-0.073914,72.6543,0,0
0.0800,1372647,0.757996,-0.629517,0.153503,-0.074524,72.8507,0,0
0.0900,1372657,0.757751,-0.630005,0.152710,-0.075073,73.0291,0,0
0.1000,1372667,0.757385,-0.630554,0.151917,-0.075562,73.1739,0,0
0.1100,1372677,0.756958,-0.631165,0.151184,-0.075989,73.3208,0,0
0.1200,1372687,0.756531,-0.631836,0.150513,-0.076477,73.4826,0,0
0.1300,1372697,0.756165,-0.632324,0.149841,-0.076843,73.6572,0,0
0.1400,1372707,0.755981,-0.632690,0.149170,-0.077271,73.8410,0,0
0.1500,1372717,0.755798,-0.632996,0.148499,-0.077576,74.0237,0,0
0.1600,1372727,0.755676,-0.633240,0.147949,-0.077942,74.2355,0,0
0.1700,1372737,0.755981,-0.632996,0.146851,-0.078613,74.4658,0,0
0.1800,1372747,0.756409,-0.632629,0.146362,-0.078918,74.7193,0,0
0.1900,1372757,0.756897,-0.632080,0.145996,-0.079163,74.9731,0,0
0.2000,1372767,0.757202,-0.631775,0.145691,-0.079407,75.1824,0,0
0.2100,1372777,0.757263,-0.631714,0.145569,-0.079468,75.3414,0,0
0.2200,1372787,0.757324,-0.631592,0.145447,-0.079590,75.5020,0,0
0.2300,1372797,0.757446,-0.631531,0.145386,-0.079712,75.6511,0,0
