# Sesion:53 Fecha:2026-04-06 20:52:46 Shots:1 Duracion:12,31s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot,shotLevel
0.0000,2727747,-0.735840,0.635925,-0.198730,0.121094,72.4060,0,0
0.0100,2727757,-0.735657,0.636353,-0.196289,0.123657,72.6848,0,0
0.0200,2727767,-0.735229,0.637085,-0.193970,0.126160,72.9535,0,0
0.0300,2727777,-0.734253,0.638550,-0.189514,0.131165,73.2325,0,0
0.0400,2727787,-0.733887,0.639099,-0.187378,0.133667,73.5317,0,0
0.0500,2727797,-0.733582,0.639526,-0.185181,0.136169,73.8597,0,0
0.0600,2727807,-0.733459,0.639771,-0.182983,0.138672,74.2149,0,0
0.0700,2727817,-0.733521,0.639832,-0.180725,0.141235,74.5967,0,0
0.0800,2727827,-0.733643,0.639709,-0.178467,0.143799,74.9989,0,0
0.0900,2727837,-0.733826,0.639587,-0.176208,0.146423,75.4122,0,0
0.1000,2727847,-0.734009,0.639343,-0.173950,0.148987,75.8277,0,0
0.1100,2727857,-0.734192,0.639160,-0.171692,0.151611,76.2400,0,0
0.1200,2727867,-0.734314,0.638977,-0.169434,0.154175,76.6404,0,0
0.1300,2727877,-0.734375,0.638855,-0.167175,0.156738,77.0324,0,0
0.1400,2727887,-0.734497,0.638672,-0.165039,0.159241,77.4306,0,0
0.1500,2727897,-0.734741,0.638367,-0.162781,0.161621,77.8383,0,0
0.1600,2727907,-0.735046,0.638000,-0.160583,0.163879,78.2609,0,0
0.1700,2727917,-0.735474,0.637512,-0.158386,0.166138,78.6893,0,0
0.1800,2727927,-0.735962,0.636963,-0.156189,0.168274,79.1166,0,0
0.1900,2727937,-0.736389,0.636414,-0.153992,0.170349,79.5491,0,0
0.2000,2727947,-0.736694,0.635986,-0.151855,0.172302,79.9582,0,0
0.2100,2727957,-0.737000,0.635681,-0.149780,0.174194,80.3477,0,0
0.2200,2727967,-0.737244,0.635376,-0.147644,0.176025,80.7255,0,0
0.2300,2727977,-0.737488,0.635071,-0.145508,0.177856,81.1013,0,0
0.2400,2727987,-0.737732,0.634705,-0.143372,0.179749,81.4787,0,0
0.2500,2727997,-0.737976,0.634338,-0.141296,0.181702,81.8451,0,0
0.2600,2728007,-0.738159,0.634033,-0.139160,0.183716,82.1987,0,0
0.2700,2728017,-0.738281,0.633789,-0.137085,0.185730,82.5366,0,0
0.2800,2728027,-0.738281,0.633667,-0.134949,0.187805,82.8614,0,0
0.2900,2728037,-0.738159,0.633545,-0.132935,0.189880,83.1832,0,0
0.3000,2728047,-0.738098,0.633484,-0.130920,0.191956,83.5140,0,0
