# Sesion:16 Fecha:2026-04-06 20:23:29 Shots:1 Duracion:10,75s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot,shotLevel
0.0000,1036357,0.753967,-0.642639,0.131958,-0.033264,71.5889,0,0
0.0100,1036367,0.754028,-0.642761,0.130554,-0.034729,71.8386,0,0
0.0200,1036377,0.754150,-0.642883,0.129150,-0.036194,72.0883,0,0
0.0300,1036387,0.754150,-0.642944,0.128418,-0.037048,72.3264,0,0
0.0400,1036397,0.754150,-0.643188,0.127014,-0.038513,72.5544,0,0
0.0500,1036407,0.754089,-0.643372,0.125671,-0.039856,72.7882,0,0
0.0600,1036417,0.754028,-0.643616,0.124390,-0.041199,73.0136,0,0
0.0700,1036427,0.753906,-0.643921,0.123108,-0.042419,73.2307,0,0
0.0800,1036437,0.753784,-0.644226,0.121887,-0.043701,73.4506,0,0
0.0900,1036447,0.753662,-0.644531,0.120605,-0.044922,73.6653,0,0
0.1000,1036457,0.753479,-0.644897,0.119324,-0.046143,73.8757,0,0
0.1100,1036467,0.753296,-0.645264,0.117981,-0.047363,74.0765,0,0
0.1200,1036477,0.753113,-0.645630,0.117249,-0.048035,74.2741,0,0
0.1300,1036487,0.752869,-0.645874,0.116577,-0.048706,74.4781,0,0
0.1400,1036497,0.752747,-0.646118,0.115906,-0.049377,74.6965,0,0
0.1500,1036507,0.752747,-0.646240,0.115295,-0.049988,74.9226,0,0
0.1600,1036517,0.752808,-0.646240,0.114624,-0.050537,75.1471,0,0
0.1700,1036527,0.752991,-0.646118,0.113525,-0.051697,75.3625,0,0
0.1800,1036537,0.753052,-0.646057,0.113098,-0.052246,75.5708,0,0
0.1900,1036547,0.753235,-0.645874,0.112610,-0.052795,75.7855,0,0
0.2000,1036557,0.753357,-0.645752,0.112183,-0.053345,75.9927,0,0
0.2100,1036567,0.753479,-0.645691,0.111755,-0.053833,76.1879,0,0
0.2200,1036577,0.753540,-0.645630,0.111328,-0.054321,76.3635,0,0
0.2300,1036587,0.753479,-0.645691,0.110962,-0.054749,76.5203,0,0
0.2400,1036597,0.753418,-0.645874,0.109802,-0.055847,76.6739,0,0
0.2500,1036607,0.753357,-0.646057,0.108704,-0.056885,76.8340,0,0
0.2600,1036617,0.753296,-0.646179,0.107727,-0.057800,76.9935,0,0
0.2700,1036627,0.753296,-0.646301,0.106750,-0.058594,77.1542,0,0
0.2800,1036637,0.753296,-0.646423,0.105713,-0.059326,77.3192,0,0
0.2900,1036647,0.753235,-0.646606,0.104614,-0.060120,77.4769,0,0
0.3000,1036657,0.753113,-0.646851,0.103455,-0.060852,77.6266,0,0
0.3100,1036667,0.753052,-0.646973,0.103027,-0.061035,77.7666,0,0
0.3200,1036677,0.752930,-0.647156,0.102661,-0.061157,77.8954,0,0
0.3300,1036687,0.752869,-0.647278,0.102417,-0.061279,78.0260,0,0
0.3400,1036697,0.752502,-0.647766,0.101379,-0.062073,78.1391,0,0
0.3500,1036707,0.752197,-0.648193,0.100525,-0.062744,78.2581,0,0
0.3600,1036717,0.752014,-0.648499,0.099609,-0.063354,78.3977,0,0
0.3700,1036727,0.751892,-0.648743,0.098694,-0.064026,78.5551,0,0
0.3800,1036737,0.751892,-0.648804,0.097778,-0.064636,78.7213,0,0
0.3900,1036747,0.751892,-0.648804,0.096985,-0.065308,78.8813,0,0
0.4000,1036757,0.751892,-0.648865,0.096191,-0.065857,79.0272,0,0
0.4100,1036767,0.751831,-0.649048,0.095520,-0.066406,79.1724,0,0
0.4200,1036777,0.751770,-0.649109,0.094910,-0.066895,79.3261,0,0
0.4300,1036787,0.751770,-0.649170,0.094238,-0.067383,79.4793,0,0
0.4400,1036797,0.751892,-0.649109,0.093567,-0.067932,79.6294,0,0
0.4500,1036807,0.752014,-0.648987,0.092468,-0.068848,79.7669,0,0
0.4600,1036817,0.752075,-0.648987,0.091919,-0.069214,79.8969,0,0
0.4700,1036827,0.752075,-0.648987,0.091431,-0.069519,80.0225,0,0
0.4800,1036837,0.752136,-0.648987,0.090942,-0.069824,80.1437,0,0
0.4900,1036847,0.752136,-0.648987,0.090454,-0.070068,80.2613,0,0
0.5000,1036857,0.752258,-0.648926,0.089905,-0.070251,80.3834,0,0
0.5100,1036867,0.752319,-0.648926,0.089294,-0.070435,80.4988,0,0
0.5200,1036877,0.752258,-0.649048,0.088745,-0.070557,80.5903,0,0
0.5300,1036887,0.752075,-0.649292,0.088196,-0.070679,80.6584,0,0
0.5400,1036897,0.751770,-0.649719,0.087708,-0.070801,80.7048,0,0
0.5500,1036907,0.751343,-0.650269,0.087280,-0.070984,80.7419,0,0
0.5600,1036917,0.750793,-0.650940,0.086853,-0.071106,80.7624,0,0
0.5700,1036927,0.750183,-0.651672,0.086365,-0.071289,80.7809,0,0
0.5800,1036937,0.749634,-0.652344,0.085937,-0.071411,80.8093,0,0
0.5900,1036947,0.749084,-0.653015,0.085449,-0.071594,80.8537,0,0
0.6000,1036957,0.748596,-0.653625,0.084961,-0.071838,80.9127,0,0
0.6100,1036967,0.748230,-0.654053,0.084473,-0.072021,80.9933,0,0
0.6200,1036977,0.747925,-0.654419,0.084045,-0.072327,81.0867,0,0
0.6300,1036987,0.747742,-0.654724,0.083679,-0.072571,81.1839,0,0
0.6400,1036997,0.747437,-0.655029,0.083374,-0.072754,81.2679,0,0
0.6500,1037007,0.747192,-0.655334,0.083130,-0.072937,81.3485,0,0
0.6600,1037017,0.746826,-0.655762,0.082947,-0.073120,81.4387,0,0
0.6700,1037027,0.746582,-0.656006,0.082703,-0.073303,81.5495,0,0
0.6800,1037037,0.746521,-0.656128,0.082458,-0.073547,81.6555,0,0
0.6900,1037047,0.746460,-0.656250,0.082275,-0.073669,81.7342,0,0
0.7000,1037057,0.746277,-0.656433,0.082092,-0.073853,81.7919,0,0
0.7100,1037067,0.745972,-0.656799,0.081909,-0.074036,81.8325,0,0
0.7200,1037077,0.745544,-0.657227,0.081848,-0.074158,81.8782,0,0
0.7300,1037087,0.744995,-0.657898,0.081726,-0.074402,81.9532,0,0
0.7400,1037097,0.744873,-0.657959,0.081665,-0.074524,82.0364,0,0
0.7500,1037107,0.744751,-0.658142,0.081665,-0.074585,82.1112,0,0
0.7600,1037117,0.744507,-0.658386,0.081726,-0.074707,82.1633,0,0
0.7700,1037127,0.744263,-0.658630,0.081787,-0.074768,82.2110,0,0
0.7800,1037137,0.744019,-0.658875,0.081909,-0.074829,82.2611,0,0
0.7900,1037147,0.743835,-0.659119,0.082031,-0.074890,82.3146,0,0
0.8000,1037157,0.743713,-0.659180,0.082153,-0.075012,82.3809,0,0
0.8100,1037167,0.743713,-0.659180,0.082275,-0.075073,82.4593,0,0
0.8200,1037177,0.743713,-0.659119,0.082397,-0.075195,82.5379,0,0
0.8300,1037187,0.743713,-0.659119,0.082520,-0.075317,82.6090,0,0
0.8400,1037197,0.743713,-0.659058,0.082642,-0.075439,82.6754,0,0
0.8500,1037207,0.743713,-0.658997,0.082825,-0.075562,82.7421,0,0
0.8600,1037217,0.743774,-0.658936,0.082947,-0.075745,82.8083,0,0
0.8700,1037227,0.743835,-0.658875,0.083069,-0.075867,82.8707,0,0
0.8800,1037237,0.743835,-0.658752,0.083191,-0.075928,82.9258,0,0
0.8900,1037247,0.743835,-0.658752,0.083374,-0.076050,82.9639,0,0
0.9000,1037257,0.743713,-0.658813,0.083557,-0.076172,82.9851,0,0
0.9100,1037267,0.743652,-0.658936,0.083679,-0.076233,83.0058,0,0
0.9200,1037277,0.743652,-0.658936,0.083801,-0.076294,83.0367,0,0
0.9300,1037287,0.743591,-0.658936,0.083862,-0.076294,83.0715,0,0
