# Sesion:86 Fecha:2026-04-06 21:15:26 Shots:1 Duracion:11,61s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot,shotLevel
0.0000,4037537,-0.714539,0.583435,-0.293152,0.251221,68.3976,0,0
0.0100,4037547,-0.712158,0.586243,-0.286743,0.258667,68.9604,0,0
0.0200,4037557,-0.711243,0.587280,-0.283508,0.262451,69.5629,0,0
0.0300,4037567,-0.710510,0.588013,-0.280151,0.266296,70.2105,0,0
0.0400,4037577,-0.709961,0.588501,-0.276794,0.270142,70.8835,0,0
0.0500,4037587,-0.709473,0.588928,-0.273438,0.273926,71.5552,0,0
0.0600,4037597,-0.708923,0.589417,-0.270142,0.277649,72.2082,0,0
0.0700,4037607,-0.708252,0.589966,-0.266907,0.281250,72.8430,0,0
0.0800,4037617,-0.707520,0.590576,-0.263794,0.284668,73.4505,0,0
0.0900,4037627,-0.706665,0.591370,-0.260742,0.287964,74.0234,0,0
0.1000,4037637,-0.705688,0.592285,-0.257751,0.291077,74.5678,0,0
0.1100,4037647,-0.704651,0.593384,-0.254822,0.294067,75.0880,0,0
0.1200,4037657,-0.703552,0.594421,-0.251892,0.296997,75.6013,0,0
0.1300,4037667,-0.702515,0.595459,-0.249084,0.299805,76.1149,0,0
0.1400,4037677,-0.701599,0.596313,-0.246155,0.302612,76.6510,0,0
0.1500,4037687,-0.700989,0.596863,-0.243164,0.305359,77.2315,0,0
0.1600,4037697,-0.700806,0.596924,-0.239929,0.308167,77.8724,0,0
0.1700,4037707,-0.700928,0.596619,-0.236633,0.311035,78.5853,0,0
0.1800,4037717,-0.701233,0.596130,-0.233276,0.313904,79.3176,0,0
0.1900,4037727,-0.701538,0.595520,-0.229980,0.316711,80.0326,0,0
0.2000,4037737,-0.701660,0.595093,-0.226868,0.319458,80.7058,0,0
0.2100,4037747,-0.701660,0.594788,-0.223938,0.322083,81.3285,0,0
0.2200,4037757,-0.701416,0.594727,-0.221191,0.324585,81.8569,0,0
0.2300,4037767,-0.700989,0.594849,-0.218750,0.326965,82.3420,0,0
0.2400,4037777,-0.700378,0.595154,-0.216492,0.329285,82.8030,0,0
0.2500,4037787,-0.699646,0.595459,-0.214417,0.331543,83.2627,0,0
0.2600,4037797,-0.699036,0.595703,-0.212524,0.333740,83.7311,0,0
0.2700,4037807,-0.698486,0.595764,-0.210571,0.335876,84.2119,0,0
0.2800,4037817,-0.698059,0.595764,-0.208618,0.338013,84.6984,0,0
0.2900,4037827,-0.697510,0.595459,-0.204590,0.342163,85.1864,0,0
0.3000,4037837,-0.697205,0.595276,-0.202515,0.344177,85.6633,0,0
0.3100,4037847,-0.696960,0.595154,-0.200562,0.346191,86.1222,0,0
0.3200,4037857,-0.696594,0.595093,-0.198547,0.348083,86.5638,0,0
0.3300,4037867,-0.696228,0.595093,-0.196655,0.349976,86.9840,0,0
0.3400,4037877,-0.695740,0.595215,-0.194763,0.351807,87.3817,0,0
0.3500,4037887,-0.695129,0.595459,-0.192932,0.353577,87.7505,0,0
0.3600,4037897,-0.694397,0.595886,-0.191162,0.355225,88.0905,0,0
0.3700,4037907,-0.693726,0.596375,-0.189697,0.356567,88.4129,0,0
0.3800,4037917,-0.693054,0.596802,-0.188293,0.357910,88.7346,0,0
0.3900,4037927,-0.692444,0.597168,-0.186707,0.359253,89.0651,0,0
0.4000,4037937,-0.691956,0.597412,-0.185120,0.360535,89.4105,0,0
0.4100,4037947,-0.691528,0.597656,-0.183472,0.361816,89.7624,0,0
0.4200,4037957,-0.691162,0.597839,-0.181580,0.363220,90.1154,0,0
0.4300,4037967,-0.690674,0.598083,-0.179810,0.364624,90.4513,0,0
0.4400,4037977,-0.690063,0.598450,-0.178223,0.365906,90.7514,0,0
0.4500,4037987,-0.689148,0.599121,-0.176880,0.367126,91.0038,0,0
0.4600,4037997,-0.687927,0.600159,-0.175903,0.368347,91.1961,0,0
0.4700,4038007,-0.686401,0.601379,-0.175171,0.369507,91.3366,0,0
0.4800,4038017,-0.684631,0.602783,-0.174561,0.370667,91.4504,0,0
0.4900,4038027,-0.682983,0.604187,-0.174011,0.371826,91.5691,0,0
0.5000,4038037,-0.681519,0.605408,-0.173340,0.372864,91.7833,0,0
0.5100,4038047,-0.680420,0.606201,-0.172607,0.373840,92.0442,0,0
0.5200,4038057,-0.679626,0.606689,-0.171814,0.374878,92.3418,0,0
0.5300,4038067,-0.679077,0.606995,-0.170959,0.375732,92.6546,0,0
0.5400,4038077,-0.678833,0.607056,-0.170044,0.376526,92.9609,0,0
0.5500,4038087,-0.678589,0.607117,-0.169250,0.377197,93.2313,0,0
0.5600,4038097,-0.678345,0.607300,-0.168579,0.377747,93.4612,0,0
0.5700,4038107,-0.677307,0.608093,-0.167847,0.378540,93.6572,0,0
0.5800,4038117,-0.676758,0.608582,-0.167603,0.378906,93.8399,0,0
0.5900,4038127,-0.676208,0.609070,-0.167297,0.379211,94.0239,0,0
0.6000,4038137,-0.675720,0.609558,-0.167053,0.379456,94.2084,0,0
0.6100,4038147,-0.675293,0.609985,-0.166748,0.379639,94.4005,0,0
0.6200,4038157,-0.674988,0.610291,-0.166382,0.379822,94.6021,0,0
0.6300,4038167,-0.674805,0.610474,-0.166077,0.379944,94.8122,0,0
0.6400,4038177,-0.674683,0.610657,-0.165771,0.380066,95.0236,0,0
0.6500,4038187,-0.674622,0.610718,-0.165649,0.380127,95.2299,0,0
0.6600,4038197,-0.674500,0.610840,-0.165527,0.380188,95.4265,0,0
0.6700,4038207,-0.674377,0.610962,-0.165527,0.380188,95.5985,0,0
0.6800,4038217,-0.674133,0.611206,-0.165710,0.380127,95.7441,0,0
0.6900,4038227,-0.673889,0.611450,-0.165955,0.380066,95.8699,0,0
0.7000,4038237,-0.673706,0.611633,-0.166321,0.380005,95.9887,0,0
0.7100,4038247,-0.673767,0.611572,-0.166687,0.379822,96.1205,0,0
0.7200,4038257,-0.673950,0.611389,-0.166992,0.379639,96.2694,0,0
0.7300,4038267,-0.674316,0.611084,-0.167236,0.379395,96.4194,0,0
0.7400,4038277,-0.674683,0.610779,-0.167480,0.379028,96.5617,0,0
0.7500,4038287,-0.675049,0.610535,-0.167725,0.378723,96.6909,0,0
