# Sesion:39 Fecha:2026-04-27 21:20:45 Shots:1 Duracion:13,64s
tSeg,ms,qw,qx,qy,qz,filteredElev,filteredYaw,shot
0.0000,2305326,0.712280,-0.691650,0.118835,-0.014404,-8.5900,349.2221,0
0.0100,2305336,0.712280,-0.691833,0.117554,-0.016724,-8.2980,349.1376,0
0.0200,2305346,0.712280,-0.691956,0.116150,-0.019104,-7.9914,349.0589,0
0.0300,2305356,0.712280,-0.692078,0.114746,-0.021545,-7.6800,348.9751,0
0.0400,2305366,0.712463,-0.692078,0.113220,-0.024170,-7.3468,348.8874,0
0.0500,2305376,0.712708,-0.692017,0.111694,-0.026855,-7.0100,348.7949,0
0.0600,2305386,0.712891,-0.691956,0.110168,-0.029480,-6.6774,348.7072,0
0.0700,2305396,0.713013,-0.691895,0.108765,-0.032227,-6.3445,348.5990,0
0.0800,2305406,0.713074,-0.691956,0.107361,-0.034912,-6.0155,348.4943,0
0.0900,2305416,0.712952,-0.692139,0.106018,-0.037598,-5.6888,348.3835,0
0.1000,2305426,0.712524,-0.692688,0.103577,-0.042786,-5.0674,348.1549,0
0.1100,2305436,0.712402,-0.692749,0.102356,-0.045166,-4.7760,348.0601,0
0.1200,2305446,0.712524,-0.692688,0.101135,-0.047485,-4.4930,347.9702,0
0.1300,2305456,0.712830,-0.692444,0.099792,-0.049805,-4.2033,347.8911,0
0.1400,2305466,0.713196,-0.692078,0.098389,-0.052063,-3.9151,347.8226,0
0.1500,2305476,0.713440,-0.691833,0.097046,-0.054199,-3.6395,347.7579,0
0.1600,2305486,0.713562,-0.691772,0.095825,-0.056274,-3.3765,347.6866,0
0.1700,2305496,0.713440,-0.691833,0.094666,-0.058289,-3.1198,347.6153,0
0.1800,2305506,0.713196,-0.692078,0.093567,-0.060181,-2.8754,347.5479,0
0.1900,2305516,0.712952,-0.692322,0.092529,-0.061951,-2.6456,347.4855,0
0.2000,2305526,0.712646,-0.692627,0.091553,-0.063721,-2.4198,347.4179,0
0.2100,2305536,0.712402,-0.692810,0.090454,-0.065369,-2.1952,347.3712,0
0.2200,2305546,0.712341,-0.692871,0.089355,-0.067078,-1.9685,347.3193,0
0.2300,2305556,0.712524,-0.692688,0.088196,-0.068787,-1.7414,347.2727,0
0.2400,2305566,0.712830,-0.692322,0.086975,-0.070496,-1.5120,347.2317,0
0.2500,2305576,0.713318,-0.691833,0.085815,-0.072205,-1.2904,347.1849,0
0.2600,2305586,0.713806,-0.691284,0.084595,-0.073914,-1.0645,347.1431,0
0.2700,2305596,0.714172,-0.690857,0.083374,-0.075623,-0.8364,347.1007,0
0.2800,2305606,0.714355,-0.690613,0.082214,-0.077271,-0.6149,347.0579,0
0.2900,2305616,0.714294,-0.690613,0.081116,-0.078918,-0.3940,347.0097,0
0.3000,2305626,0.713989,-0.690857,0.080139,-0.080566,-0.1786,346.9514,0
0.3100,2305636,0.713562,-0.691223,0.079224,-0.082153,0.0293,346.8933,0
0.3200,2305646,0.713196,-0.691528,0.078369,-0.083801,0.2359,346.8251,0
0.3300,2305656,0.712891,-0.691711,0.077515,-0.085327,0.4311,346.7677,0
0.3400,2305666,0.712891,-0.691650,0.076599,-0.086853,0.6263,346.7143,0
0.3500,2305676,0.713135,-0.691345,0.075623,-0.088257,0.8121,346.6756,0
0.3600,2305686,0.713501,-0.690857,0.074585,-0.089600,0.9952,346.6471,0
0.3700,2305696,0.714478,-0.689758,0.072449,-0.092163,1.3531,346.6025,0
0.3800,2305706,0.714783,-0.689392,0.071472,-0.093445,1.5280,346.5726,0
