# Sesion:33 Fecha:2026-04-27 21:16:03 Shots:1 Duracion:11,80s
tSeg,ms,qw,qx,qy,qz,filteredElev,filteredYaw,shot
0.0000,2033516,0.722412,-0.687378,0.029541,0.068970,-7.9031,3.4171,0
0.0100,2033526,0.722595,-0.687500,0.027283,0.066162,-7.4928,3.3597,0
0.0200,2033536,0.722595,-0.687866,0.025024,0.063416,-7.0888,3.3056,0
0.0300,2033546,0.722412,-0.688416,0.022827,0.060608,-6.6860,3.2403,0
0.0400,2033556,0.722107,-0.689087,0.020630,0.057800,-6.2838,3.1745,0
0.0500,2033566,0.721802,-0.689636,0.018494,0.054993,-5.8859,3.1050,0
0.0600,2033576,0.721619,-0.690125,0.016418,0.052124,-5.4881,3.0271,0
0.0700,2033586,0.721619,-0.690369,0.014343,0.049316,-5.0942,2.9563,0
0.0800,2033596,0.721863,-0.690369,0.012390,0.046509,-4.7095,2.8779,0
0.0900,2033606,0.722351,-0.690063,0.010559,0.043762,-4.3387,2.7966,0
0.1000,2033616,0.722900,-0.689697,0.008789,0.041016,-3.9729,2.7106,0
0.1100,2033626,0.723450,-0.689270,0.007019,0.038269,-3.6069,2.6243,0
0.1200,2033636,0.723755,-0.689087,0.005310,0.035522,-3.2471,2.5317,0
0.1300,2033646,0.723816,-0.689209,0.003601,0.032715,-2.8836,2.4329,0
0.1400,2033656,0.723572,-0.689575,0.001953,0.029968,-2.5308,2.3334,0
0.1500,2033666,0.723206,-0.690125,0.000366,0.027161,-2.1788,2.2241,0
0.1600,2033676,0.722656,-0.690796,-0.001282,0.024353,-1.8219,2.1197,0
0.1700,2033686,0.721924,-0.691650,-0.002869,0.021606,-1.4753,2.0159,0
0.1800,2033696,0.721130,-0.692566,-0.004456,0.018921,-1.1335,1.9179,0
0.1900,2033706,0.720276,-0.693481,-0.005920,0.016296,-0.8064,1.8160,0
0.2000,2033716,0.719482,-0.694336,-0.007385,0.013794,-0.4886,1.7252,0
0.2100,2033726,0.718811,-0.695068,-0.008728,0.011414,-0.1902,1.6355,0
0.2200,2033736,0.718140,-0.695801,-0.011536,0.007080,0.3848,1.5026,0
0.2300,2033746,0.718018,-0.695862,-0.012939,0.005127,0.6558,1.4539,0
0.2400,2033756,0.718018,-0.695923,-0.014404,0.003174,0.9321,1.4102,0
0.2500,2033766,0.717896,-0.695984,-0.015930,0.001221,1.2132,1.3714,0
0.2600,2033776,0.717712,-0.696167,-0.017456,-0.000671,1.4894,1.3379,0
0.2700,2033786,0.717407,-0.696411,-0.019043,-0.002625,1.7752,1.3047,0
0.2800,2033796,0.716980,-0.696777,-0.020569,-0.004517,2.0510,1.2722,0
0.2900,2033806,0.716370,-0.697388,-0.022034,-0.006409,2.3215,1.2358,0
0.3000,2033816,0.715515,-0.698120,-0.023376,-0.008301,2.5816,1.1908,0
0.3100,2033826,0.714600,-0.699036,-0.024719,-0.010193,2.8418,1.1469,0
0.3200,2033836,0.713684,-0.699829,-0.026001,-0.011963,3.0873,1.1085,0
0.3300,2033846,0.713135,-0.700378,-0.027344,-0.013611,3.3288,1.0842,0
0.3400,2033856,0.712952,-0.700439,-0.028625,-0.015137,3.5559,1.0631,0
