# Sesion:16 Fecha:2026-04-27 20:50:38 Shots:1 Duracion:14,95s
tSeg,ms,qw,qx,qy,qz,filteredElev,filteredYaw,shot
0.0000,567976,0.706665,-0.699158,-0.011841,0.108276,-7.7395,9.8545,0
0.0100,567986,0.706665,-0.699951,-0.016724,0.101746,-6.8227,9.6951,0
0.0200,567996,0.706604,-0.700439,-0.019165,0.098511,-6.3682,9.6190,0
0.0300,568006,0.706848,-0.700562,-0.021606,0.095398,-5.9188,9.5566,0
0.0400,568016,0.707397,-0.700378,-0.024170,0.092346,-5.4605,9.5122,0
0.0500,568026,0.708130,-0.699890,-0.026733,0.089417,-5.0084,9.4790,0
0.0600,568036,0.708862,-0.699341,-0.029358,0.086548,-4.5559,9.4556,0
0.0700,568046,0.709534,-0.698975,-0.031982,0.083740,-4.1105,9.4371,0
0.0800,568056,0.709961,-0.698730,-0.034546,0.080933,-3.6722,9.4119,0
0.0900,568066,0.710205,-0.698669,-0.037048,0.078186,-3.2463,9.3861,0
0.1000,568076,0.710327,-0.698669,-0.039612,0.075439,-2.8166,9.3649,0
0.1100,568086,0.710266,-0.698853,-0.042175,0.072632,-2.3846,9.3384,0
0.1200,568096,0.709900,-0.699402,-0.044739,0.069763,-1.9522,9.3070,0
0.1300,568106,0.709045,-0.700378,-0.047363,0.066833,-1.5158,9.2752,0
0.1400,568116,0.707764,-0.701782,-0.049927,0.063843,-1.0849,9.2345,0
0.1500,568126,0.706238,-0.703430,-0.052551,0.060852,-0.6522,9.2008,0
0.1600,568136,0.704651,-0.705017,-0.055359,0.057922,-0.2094,9.1888,0
0.1700,568146,0.703430,-0.706238,-0.058167,0.055054,0.2332,9.1844,0
0.1800,568156,0.702454,-0.707153,-0.061096,0.052307,0.6793,9.2015,0
0.1900,568166,0.701904,-0.707703,-0.063965,0.049683,1.1158,9.2250,0
0.2000,568176,0.701599,-0.707886,-0.066833,0.047180,1.5463,9.2581,0
0.2100,568186,0.701477,-0.707825,-0.069641,0.044800,1.9646,9.2960,0
0.2200,568196,0.701660,-0.707581,-0.072327,0.042542,2.3667,9.3341,0
0.2300,568206,0.701843,-0.707214,-0.074890,0.040344,2.7546,9.3663,0
0.2400,568216,0.702087,-0.706848,-0.077332,0.038086,3.1382,9.3838,0
0.2500,568226,0.702515,-0.706299,-0.079651,0.035889,3.5096,9.3953,0
0.2600,568236,0.703064,-0.705627,-0.081787,0.033630,3.8728,9.3859,0
0.2700,568246,0.704224,-0.704163,-0.085815,0.029175,4.5759,9.3500,0
0.2800,568256,0.704712,-0.703552,-0.087708,0.026978,4.9138,9.3249,0
0.2900,568266,0.704956,-0.703186,-0.089478,0.024658,5.2486,9.2812,0
0.3000,568276,0.704895,-0.703064,-0.091187,0.022278,5.5796,9.2294,0
0.3100,568286,0.704590,-0.703247,-0.092834,0.019775,5.9123,9.1654,0
0.3200,568296,0.704041,-0.703674,-0.094421,0.017212,6.2421,9.0941,0
0.3300,568306,0.703186,-0.704346,-0.096008,0.014587,6.5733,9.0207,0
0.3400,568316,0.702209,-0.705200,-0.097473,0.012024,6.8883,8.9449,0
0.3500,568326,0.701050,-0.706116,-0.098877,0.009644,7.1817,8.8802,0
0.3600,568336,0.700073,-0.706970,-0.100220,0.007507,7.4527,8.8306,0
0.3700,568346,0.699341,-0.707520,-0.101440,0.005737,7.6872,8.7974,0
0.3800,568356,0.699097,-0.707581,-0.102600,0.004333,7.8929,8.7835,0
0.3900,568366,0.699341,-0.707214,-0.103577,0.003235,8.0649,8.7739,0
0.4000,568376,0.700073,-0.706421,-0.104492,0.002441,8.2131,8.7785,0
0.4100,568386,0.701172,-0.705139,-0.105347,0.001892,8.3410,8.7914,0
0.4200,568396,0.702576,-0.703674,-0.106079,0.001526,8.4479,8.8064,0
0.4300,568406,0.703796,-0.702332,-0.106750,0.001160,8.5477,8.8173,0
0.4400,568416,0.704834,-0.701233,-0.107361,0.000732,8.6452,8.8208,0
0.4500,568426,0.705566,-0.700378,-0.107849,0.000122,8.7439,8.8020,0
0.4600,568436,0.705994,-0.699890,-0.108276,-0.000671,8.8486,8.7677,0
0.4700,568446,0.706238,-0.699585,-0.108582,-0.001648,8.9559,8.7105,0
0.4800,568456,0.706299,-0.699524,-0.108765,-0.002747,9.0608,8.6362,0
0.4900,568466,0.706177,-0.699585,-0.108765,-0.003845,9.1485,8.5481,0
0.5000,568476,0.705872,-0.699890,-0.108643,-0.004883,9.2191,8.4579,0
0.5100,568486,0.705505,-0.700378,-0.108337,-0.005676,9.2543,8.3744,0
0.5200,568496,0.705139,-0.700806,-0.107849,-0.006226,9.2547,8.2945,0
0.5300,568506,0.705078,-0.700989,-0.107300,-0.006409,9.2240,8.2358,0
0.5400,568516,0.705994,-0.700195,-0.106201,-0.005798,9.0952,8.1824,0
0.5500,568526,0.706848,-0.699402,-0.105652,-0.005127,9.0056,8.1805,0
0.5600,568536,0.707703,-0.698608,-0.105103,-0.004395,8.9112,8.1838,0
0.5700,568546,0.708313,-0.698120,-0.104492,-0.003723,8.8139,8.1811,0
0.5800,568556,0.708435,-0.698059,-0.103821,-0.003113,8.7108,8.1738,0
0.5900,568566,0.708191,-0.698425,-0.103027,-0.002686,8.6082,8.1466,0
0.6000,568576,0.707703,-0.699097,-0.102234,-0.002319,8.5079,8.1181,0
0.6100,568586,0.707031,-0.699890,-0.101318,-0.001953,8.3954,8.0807,0
0.6200,568596,0.706299,-0.700745,-0.100403,-0.001587,8.2824,8.0439,0
0.6300,568606,0.705872,-0.701355,-0.099487,-0.001099,8.1631,8.0139,0
0.6400,568616,0.705750,-0.701599,-0.098511,-0.000427,8.0274,7.9893,0
0.6500,568626,0.705933,-0.701538,-0.097534,0.000488,7.8754,7.9811,0
0.6600,568636,0.706360,-0.701233,-0.096436,0.001648,7.6965,7.9799,0
0.6700,568646,0.706909,-0.700806,-0.095337,0.002869,7.5140,7.9827,0
0.6800,568656,0.707581,-0.700317,-0.094116,0.004150,7.3180,7.9800,0
0.6900,568666,0.708130,-0.699951,-0.092957,0.005432,7.1257,7.9840,0
0.7000,568676,0.708496,-0.699707,-0.091797,0.006592,6.9412,7.9796,0
0.7100,568686,0.708618,-0.699646,-0.090759,0.007813,6.7591,7.9921,0
0.7200,568696,0.708618,-0.699829,-0.089661,0.009033,6.5706,8.0022,0
0.7300,568706,0.708435,-0.700134,-0.088562,0.010254,6.3800,8.0133,0
0.7400,568716,0.708130,-0.700562,-0.087402,0.011475,6.1832,8.0203,0
0.7500,568726,0.707642,-0.701172,-0.086121,0.012817,5.9644,8.0286,0
0.7600,568736,0.707153,-0.701782,-0.084778,0.014160,5.7407,8.0316,0
0.7700,568746,0.706787,-0.702332,-0.083313,0.015564,5.5035,8.0288,0
0.7800,568756,0.706543,-0.702698,-0.081848,0.017029,5.2629,8.0294,0
0.7900,568766,0.706482,-0.702881,-0.080383,0.018616,5.0146,8.0385,0
0.8000,568776,0.706665,-0.702942,-0.077393,0.021912,4.5067,8.0598,0
0.8100,568786,0.706848,-0.702881,-0.075867,0.023560,4.2514,8.0677,0
0.8200,568796,0.706909,-0.702942,-0.074341,0.025146,3.9997,8.0715,0
0.8300,568806,0.706909,-0.703064,-0.072815,0.026550,3.7621,8.0610,0
0.8400,568816,0.706665,-0.703369,-0.071350,0.027832,3.5368,8.0463,0
0.8500,568826,0.706360,-0.703796,-0.069946,0.028931,3.3303,8.0225,0
0.8600,568836,0.705933,-0.704346,-0.068604,0.029968,3.1324,7.9993,0
0.8700,568846,0.705383,-0.704956,-0.067261,0.031006,2.9333,7.9758,0
0.8800,568856,0.704956,-0.705383,-0.067322,0.030518,2.9730,7.9430,0
0.8900,568866,0.704773,-0.705627,-0.065979,0.031555,2.7781,7.9179,0
0.9000,568876,0.705017,-0.705505,-0.064636,0.032715,2.5779,7.9015,0
0.9100,568886,0.705566,-0.704956,-0.063354,0.033936,2.3816,7.8934,0
0.9200,568896,0.706238,-0.704346,-0.062134,0.035156,2.1914,7.8908,0
0.9300,568906,0.706909,-0.703674,-0.062500,0.034729,2.2631,7.8839,0
0.9400,568916,0.707092,-0.703552,-0.061096,0.035889,2.0575,7.8633,0
0.9500,568926,0.707031,-0.703674,-0.059692,0.036987,1.8541,7.8385,0
0.9600,568936,0.706909,-0.703857,-0.058167,0.038086,1.6402,7.8040,0
0.9700,568946,0.706787,-0.704041,-0.056702,0.039185,1.4312,7.7744,0
0.9800,568956,0.706848,-0.704041,-0.055298,0.040283,1.2292,7.7495,0
0.9900,568966,0.707092,-0.703857,-0.053955,0.041443,1.0292,7.7345,0
1.0000,568976,0.707336,-0.703613,-0.052734,0.042480,0.8493,7.7193,0
1.0100,568986,0.707642,-0.703369,-0.051514,0.043518,0.6697,7.7046,0
1.0200,568996,0.707886,-0.703125,-0.050354,0.044434,0.5045,7.6848,0
1.0300,569006,0.708374,-0.702637,-0.050415,0.044128,0.5393,7.6645,0
1.0400,569016,0.708923,-0.702148,-0.050537,0.043884,0.5745,7.6544,0
1.0500,569026,0.709351,-0.701660,-0.050598,0.043640,0.6041,7.6387,0
1.0600,569036,0.709778,-0.701233,-0.050720,0.043518,0.6284,7.6382,0
1.0700,569046,0.710632,-0.700317,-0.051208,0.043274,0.6973,7.6567,0
1.0800,569056,0.711060,-0.699890,-0.051575,0.043213,0.7367,7.6810,0
1.0900,569066,0.711426,-0.699524,-0.051880,0.043091,0.7753,7.6954,0
1.1000,569076,0.711670,-0.699219,-0.052246,0.042969,0.8179,7.7144,0
1.1100,569086,0.711853,-0.699036,-0.052490,0.042908,0.8447,7.7290,0
1.1200,569096,0.711975,-0.698914,-0.052795,0.042847,0.8758,7.7486,0
1.1300,569106,0.712158,-0.698730,-0.053040,0.042847,0.8978,7.7681,0
1.1400,569116,0.712341,-0.698486,-0.053284,0.042725,0.9298,7.7773,0
1.1500,569126,0.712524,-0.698303,-0.053467,0.042603,0.9565,7.7818,0
1.1600,569136,0.712585,-0.698242,-0.053467,0.042419,0.9719,7.7667,0
1.1700,569146,0.712646,-0.698242,-0.053345,0.042236,0.9769,7.7421,0
1.1800,569156,0.712646,-0.698242,-0.053101,0.041992,0.9765,7.7022,0
1.1900,569166,0.712769,-0.698120,-0.052979,0.041809,0.9825,7.6771,0
1.2000,569176,0.713013,-0.697876,-0.052917,0.041626,0.9948,7.6568,0
1.2100,569186,0.713440,-0.697510,-0.052856,0.041382,1.0137,7.6316,0
1.2200,569196,0.713867,-0.697083,-0.052856,0.041138,1.0378,7.6110,0
1.2300,569206,0.713867,-0.697083,-0.052185,0.041504,0.9536,7.5869,0
1.2400,569216,0.713806,-0.697205,-0.051514,0.041931,0.8636,7.5683,0
1.2500,569226,0.713623,-0.697388,-0.050781,0.042358,0.7676,7.5445,0
1.2600,569236,0.713501,-0.697571,-0.050049,0.042847,0.6671,7.5260,0
1.2700,569246,0.713318,-0.697754,-0.049316,0.043396,0.5613,7.5122,0
1.2800,569256,0.713562,-0.697510,-0.049133,0.043396,0.5490,7.4973,0
1.2900,569266,0.713745,-0.697327,-0.048950,0.043457,0.5310,7.4874,0
1.3000,569276,0.713928,-0.697205,-0.048706,0.043579,0.5030,7.4780,0
1.3100,569286,0.714050,-0.697021,-0.048462,0.043640,0.4797,7.4630,0
1.3200,569296,0.714294,-0.696777,-0.048401,0.043579,0.4822,7.4529,0
1.3300,569306,0.714783,-0.696289,-0.048340,0.043457,0.4920,7.4376,0
1.3400,569316,0.715027,-0.696106,-0.048279,0.043396,0.4942,7.4279,0
1.3500,569326,0.715210,-0.695923,-0.048218,0.043396,0.4911,7.4228,0
1.3600,569336,0.715332,-0.695801,-0.048096,0.043518,0.4726,7.4230,0
1.3700,569346,0.715332,-0.695740,-0.047974,0.043701,0.4483,7.4280,0
1.3800,569356,0.715332,-0.695801,-0.047729,0.044067,0.3988,7.4389,0
1.3900,569366,0.715149,-0.695923,-0.047485,0.044556,0.3383,7.4593,0
1.4000,569376,0.714905,-0.696167,-0.046997,0.045349,0.2324,7.4856,0
1.4100,569386,0.714783,-0.696289,-0.046570,0.046204,0.1279,7.5218,0
1.4200,569396,0.714783,-0.696228,-0.046204,0.046997,0.0349,7.5575,0
1.4300,569406,0.714783,-0.696167,-0.045898,0.047852,-0.0579,7.6033,0
1.4400,569416,0.714844,-0.696106,-0.045593,0.048584,-0.1407,7.6393,0
1.4500,569426,0.714783,-0.696106,-0.045532,0.049133,-0.1898,7.6794,0
1.4600,569436,0.714722,-0.696167,-0.045349,0.049683,-0.2493,7.7101,0
1.4700,569446,0.714661,-0.696167,-0.045166,0.050232,-0.3084,7.7404,0
1.4800,569456,0.714661,-0.696167,-0.044922,0.050842,-0.3771,7.7713,0
1.4900,569466,0.714722,-0.696045,-0.044739,0.051453,-0.4398,7.8068,0
1.5000,569476,0.714844,-0.695923,-0.044556,0.052063,-0.5021,7.8427,0
1.5100,569486,0.714966,-0.695740,-0.044373,0.052673,-0.5640,7.8783,0
1.5200,569496,0.715027,-0.695679,-0.044312,0.053284,-0.6170,7.9240,0
1.5300,569506,0.714966,-0.695679,-0.044128,0.053894,-0.6810,7.9595,0
1.5400,569516,0.714844,-0.695740,-0.043945,0.054504,-0.7457,7.9949,0
1.5500,569526,0.714661,-0.695923,-0.043762,0.054993,-0.8017,8.0204,0
1.5600,569536,0.714417,-0.696167,-0.043518,0.055481,-0.8634,8.0409,0
1.5700,569546,0.714233,-0.696289,-0.043274,0.055847,-0.9143,8.0511,0
1.5800,569556,0.714050,-0.696472,-0.042969,0.056152,-0.9657,8.0516,0
1.5900,569566,0.713928,-0.696594,-0.042725,0.056458,-1.0114,8.0570,0
1.6000,569576,0.713806,-0.696716,-0.042236,0.056885,-1.0869,8.0529,0
1.6100,569586,0.713867,-0.696716,-0.042114,0.057068,-1.1112,8.0587,0
1.6200,569596,0.713928,-0.696655,-0.041992,0.057190,-1.1302,8.0591,0
1.6300,569606,0.713989,-0.696594,-0.041809,0.057251,-1.1494,8.0495,0
1.6400,569616,0.714050,-0.696533,-0.041626,0.057251,-1.1637,8.0349,0
1.6500,569626,0.714050,-0.696472,-0.041504,0.057251,-1.1733,8.0248,0
1.6600,569636,0.714111,-0.696472,-0.041260,0.057251,-1.1929,8.0056,0
1.6700,569646,0.714111,-0.696472,-0.041077,0.057190,-1.2031,7.9858,0
1.6800,569656,0.714111,-0.696533,-0.040955,0.057129,-1.2086,7.9712,0
1.6900,569666,0.714050,-0.696533,-0.040833,0.057068,-1.2140,7.9560,0
1.7000,569676,0.713989,-0.696655,-0.040649,0.057068,-1.2301,7.9414,0
1.7100,569686,0.713867,-0.696716,-0.040527,0.057068,-1.2410,7.9311,0
1.7200,569696,0.713867,-0.696777,-0.040405,0.057129,-1.2563,7.9266,0
1.7300,569706,0.713928,-0.696655,-0.040344,0.057251,-1.2699,7.9317,0
1.7400,569716,0.714050,-0.696594,-0.040283,0.057312,-1.2788,7.9323,0
1.7500,569726,0.714172,-0.696472,-0.040222,0.057312,-1.2825,7.9277,0
1.7600,569736,0.714233,-0.696350,-0.040283,0.057373,-1.2813,7.9375,0
1.7700,569746,0.714233,-0.696350,-0.040283,0.057373,-1.2813,7.9375,0
1.7800,569756,0.714111,-0.696533,-0.040344,0.057312,-1.2732,7.9374,0
1.7900,569766,0.713867,-0.696777,-0.040283,0.057251,-1.2760,7.9269,0
1.8000,569776,0.713623,-0.697021,-0.040283,0.057129,-1.2690,7.9164,0
1.8100,569786,0.713440,-0.697266,-0.040222,0.057007,-1.2667,7.9013,0
1.8200,569796,0.713318,-0.697388,-0.040222,0.056885,-1.2583,7.8909,0
1.8300,569806,0.713257,-0.697449,-0.040222,0.056763,-1.2492,7.8807,0
1.8400,569816,0.713257,-0.697449,-0.040222,0.056641,-1.2394,7.8706,0
1.8500,569826,0.713257,-0.697449,-0.040222,0.056458,-1.2248,7.8555,0
1.8600,569836,0.713135,-0.697632,-0.040161,0.055908,-1.1876,7.8052,0
1.8700,569846,0.712952,-0.697876,-0.040100,0.055725,-1.1804,7.7851,0
1.8800,569856,0.712708,-0.698059,-0.039978,0.055542,-1.1780,7.7594,0
1.8900,569866,0.712524,-0.698303,-0.039917,0.055420,-1.1756,7.7443,0
1.9000,569876,0.712402,-0.698486,-0.039856,0.055237,-1.1676,7.7243,0
1.9100,569886,0.712219,-0.698669,-0.039795,0.055115,-1.1648,7.7090,0
1.9200,569896,0.712036,-0.698853,-0.039734,0.054932,-1.1571,7.6887,0
1.9300,569906,0.711792,-0.699097,-0.039734,0.054810,-1.1500,7.6782,0
1.9400,569916,0.711548,-0.699402,-0.039612,0.054626,-1.1483,7.6531,0
1.9500,569926,0.711304,-0.699646,-0.039490,0.054504,-1.1511,7.6327,0
1.9600,569936,0.711121,-0.699890,-0.039368,0.054443,-1.1585,7.6178,0
1.9700,569946,0.710937,-0.700073,-0.039246,0.054321,-1.1606,7.5976,0
1.9800,569956,0.710876,-0.700134,-0.039124,0.054260,-1.1663,7.5826,0
1.9900,569966,0.710876,-0.700134,-0.039063,0.054260,-1.1713,7.5777,0
2.0000,569976,0.710876,-0.700134,-0.039063,0.054260,-1.1713,7.5777,0
2.0100,569986,0.710876,-0.700134,-0.039124,0.054199,-1.1614,7.5776,0
2.0200,569996,0.710815,-0.700195,-0.039124,0.054199,-1.1621,7.5775,0
2.0300,570006,0.710815,-0.700195,-0.039124,0.054199,-1.1621,7.5775,0
2.0400,570016,0.710815,-0.700195,-0.039063,0.054260,-1.1720,7.5776,0
2.0500,570026,0.710754,-0.700256,-0.039063,0.054260,-1.1726,7.5775,0
2.0600,570036,0.710754,-0.700256,-0.039001,0.054321,-1.1825,7.5776,0
2.0700,570046,0.710693,-0.700317,-0.039001,0.054382,-1.1880,7.5825,0
2.0800,570056,0.710632,-0.700378,-0.038940,0.054443,-1.1986,7.5825,0
2.0900,570066,0.710510,-0.700439,-0.038818,0.054504,-1.2143,7.5772,0
2.1000,570076,0.710510,-0.700439,-0.038818,0.054687,-1.2290,7.5923,0
2.1100,570086,0.710571,-0.700378,-0.038818,0.054871,-1.2431,7.6074,0
2.1200,570096,0.710632,-0.700317,-0.038818,0.055054,-1.2571,7.6226,0
2.1300,570106,0.710693,-0.700256,-0.038940,0.055298,-1.2661,7.6527,0
2.1400,570116,0.710632,-0.700256,-0.039063,0.055481,-1.2711,7.6773,0
2.1500,570126,0.710571,-0.700317,-0.039124,0.055664,-1.2815,7.6972,0
2.1600,570136,0.710510,-0.700378,-0.039246,0.055847,-1.2869,7.7220,0
2.1700,570146,0.710388,-0.700439,-0.039368,0.056030,-1.2926,7.7465,0
2.1800,570156,0.710327,-0.700500,-0.039429,0.056274,-1.3079,7.7714,0
2.1900,570166,0.710327,-0.700500,-0.039612,0.056519,-1.3126,7.8063,0
2.2000,570176,0.710327,-0.700500,-0.039734,0.056702,-1.3174,7.8313,0
2.2100,570186,0.710266,-0.700500,-0.039795,0.056885,-1.3274,7.8509,0
2.2200,570196,0.710266,-0.700500,-0.039917,0.057068,-1.3322,7.8759,0
2.2300,570206,0.710144,-0.700623,-0.039978,0.057190,-1.3384,7.8906,0
2.2400,570216,0.710022,-0.700684,-0.039917,0.057312,-1.3541,7.8952,0
2.2500,570226,0.709900,-0.700806,-0.039856,0.057373,-1.3653,7.8951,0
2.2600,570236,0.709900,-0.700806,-0.039795,0.057434,-1.3752,7.8952,0
