# Sesion:26 Fecha:2026-06-03 21:38:17 Shots:1 Duracion:12,54s
tSeg,ms,qw,qx,qy,qz,filteredElev,filteredYaw,shot
0.0000,1889307,0.726807,-0.677185,-0.008118,0.114502,-8.2376,10.3282,0
0.0100,1889317,0.726868,-0.677429,-0.010132,0.112427,-7.9086,10.3038,0
0.0200,1889327,0.726929,-0.677673,-0.012085,0.110352,-7.5849,10.2752,0
0.0300,1889337,0.727051,-0.677856,-0.014099,0.108215,-7.2505,10.2471,0
0.0400,1889347,0.727295,-0.677917,-0.015991,0.106201,-6.9343,10.2218,0
0.0500,1889357,0.727722,-0.677673,-0.017883,0.104126,-6.6093,10.1930,0
0.0600,1889367,0.728271,-0.677307,-0.019775,0.102112,-6.2876,10.1707,0
0.0700,1889377,0.729004,-0.676819,-0.021667,0.100098,-5.9641,10.1501,0
0.0800,1889387,0.729797,-0.676208,-0.023560,0.098206,-5.6486,10.1402,0
0.0900,1889397,0.730469,-0.675659,-0.025452,0.096313,-5.3343,10.1289,0
0.1000,1889407,0.730896,-0.675354,-0.027222,0.094482,-5.0385,10.1113,0
0.1100,1889417,0.731079,-0.675354,-0.028870,0.092529,-4.7477,10.0721,0
0.1200,1889427,0.731140,-0.675476,-0.030457,0.090637,-4.4685,10.0328,0
0.1300,1889437,0.731140,-0.675659,-0.031372,0.089294,-4.2892,9.9886,0
0.1400,1889447,0.731323,-0.675598,-0.032837,0.087463,-4.0227,9.9462,0
0.1500,1889457,0.731567,-0.675476,-0.034302,0.085632,-3.7554,9.9042,0
0.1600,1889467,0.731934,-0.675293,-0.035889,0.083862,-3.4815,9.8780,0
0.1700,1889477,0.732239,-0.674988,-0.037476,0.082092,-3.2068,9.8507,0
0.1800,1889487,0.732605,-0.674805,-0.039124,0.080322,-2.9279,9.8293,0
0.1900,1889497,0.732788,-0.674683,-0.040344,0.078979,-2.7194,9.8100,0
0.2000,1889507,0.732849,-0.674622,-0.041565,0.077698,-2.5168,9.7952,0
0.2100,1889517,0.732910,-0.674622,-0.042847,0.076355,-2.3048,9.7803,0
0.2200,1889527,0.733032,-0.674683,-0.045227,0.073792,-1.9063,9.7474,0
0.2300,1889537,0.732971,-0.674744,-0.046326,0.072571,-1.7204,9.7283,0
0.2400,1889547,0.732971,-0.674866,-0.047363,0.071350,-1.5398,9.7055,0
0.2500,1889557,0.732849,-0.674988,-0.048462,0.070129,-1.3547,9.6866,0
0.2600,1889567,0.732666,-0.675232,-0.049500,0.068909,-1.1761,9.6632,0
0.2700,1889577,0.732422,-0.675537,-0.050659,0.067749,-0.9928,9.6548,0
0.2800,1889587,0.732178,-0.675903,-0.051819,0.066589,-0.8099,9.6469,0
0.2900,1889597,0.731934,-0.676147,-0.052979,0.065430,-0.6261,9.6386,0
0.3000,1889607,0.731873,-0.676270,-0.054077,0.064209,-0.4406,9.6211,0
0.3100,1889617,0.731873,-0.676270,-0.055237,0.062927,-0.2440,9.6030,0
0.3200,1889627,0.731995,-0.676147,-0.056519,0.061279,-0.0072,9.5636,0
0.3300,1889637,0.731995,-0.676208,-0.057678,0.059631,0.2174,9.5150,0
0.3400,1889647,0.731873,-0.676453,-0.058655,0.057861,0.4340,9.4422,0
0.3500,1889657,0.731689,-0.676697,-0.059448,0.056091,0.6349,9.3549,0
0.3600,1889667,0.731567,-0.676941,-0.060181,0.054382,0.8265,9.2686,0
0.3700,1889677,0.731445,-0.677124,-0.060608,0.052917,0.9740,9.1787,0
0.3800,1889687,0.731445,-0.677185,-0.061035,0.051514,1.1184,9.0939,0
0.3900,1889697,0.731567,-0.677124,-0.061523,0.050110,1.2695,9.0139,0
0.4000,1889707,0.731750,-0.676941,-0.062317,0.048523,1.4616,8.9420,0
0.4100,1889717,0.731995,-0.676758,-0.063110,0.047058,1.6446,8.8807,0
