# Sesion:3 Fecha:2026-03-19 09:21:40 Shots:1 Duracion:11,78s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm,pitchLat
0.0010,0.709351,-0.699402,0.087097,0.008423
0.0130,0.709778,-0.699402,0.083496,0.006531
0.0210,0.709961,-0.699524,0.081482,0.003113
0.0330,0.709900,-0.699829,0.079468,-0.000244
0.0420,0.709778,-0.700134,0.077393,-0.003479
0.0540,0.709778,-0.700378,0.075256,-0.006653
0.0620,0.710083,-0.700378,0.071838,-0.008484
0.0730,0.710693,-0.699951,0.069580,-0.011536
0.0820,0.711548,-0.699280,0.067322,-0.014648
0.0910,0.712463,-0.698425,0.065063,-0.017761
0.1030,0.713318,-0.697754,0.062805,-0.020874
0.1120,0.713928,-0.697266,0.059814,-0.023254
0.1230,0.714233,-0.697021,0.057495,-0.026306
0.1320,0.714355,-0.697021,0.055176,-0.029358
0.1430,0.714478,-0.696960,0.052734,-0.032288
0.1520,0.714722,-0.696716,0.050293,-0.035156
0.1610,0.715210,-0.696350,0.046631,-0.036621
0.1720,0.715881,-0.695740,0.044128,-0.039246
0.1810,0.716614,-0.694946,0.041687,-0.041748
0.1930,0.717285,-0.694275,0.039368,-0.044128
0.2010,0.717712,-0.693787,0.037109,-0.046448
0.2130,0.718079,-0.693420,0.034485,-0.048096
0.2220,0.718445,-0.692993,0.032593,-0.050354
0.2340,0.718994,-0.692383,0.030823,-0.052612
0.2420,0.719604,-0.691589,0.029114,-0.054932
0.2500,0.720276,-0.690796,0.027527,-0.057312
0.2620,0.720947,-0.690063,0.024597,-0.058411
0.2710,0.721313,-0.689514,0.022949,-0.060974
0.2830,0.721497,-0.689148,0.021179,-0.063660
0.2910,0.721558,-0.688904,0.019287,-0.066345
0.3040,0.721558,-0.688660,0.017212,-0.069092
0.3120,0.721863,-0.688293,0.013733,-0.070374
0.3240,0.722168,-0.687744,0.011414,-0.072998
0.3320,0.722656,-0.687012,0.009094,-0.075439
0.3410,0.722961,-0.686462,0.006836,-0.077759
0.3530,0.723083,-0.686096,0.004761,-0.079956
0.3610,0.722900,-0.686096,0.002319,-0.081543
0.3730,0.722900,-0.686096,0.002319,-0.081543
0.3810,0.721985,-0.686645,-0.001160,-0.085266
0.3930,0.721619,-0.686829,-0.002808,-0.086914
0.4020,0.721619,-0.686645,-0.004517,-0.088379
0.4140,0.721985,-0.686096,-0.006531,-0.089355
0.4220,0.721985,-0.686096,-0.006531,-0.089355
0.4310,0.723389,-0.684265,-0.010132,-0.091797
0.4430,0.724182,-0.683228,-0.011902,-0.092896
0.4510,0.725098,-0.682068,-0.013428,-0.093811
0.4630,0.725098,-0.682068,-0.013428,-0.093811
0.4720,0.726013,-0.681030,-0.015930,-0.093689
0.4830,0.726807,-0.679810,-0.019226,-0.095886
0.4920,0.726685,-0.679749,-0.020996,-0.097168
0.5000,0.726257,-0.679932,-0.022705,-0.098511
0.5120,0.726257,-0.679932,-0.022705,-0.098511
0.5210,0.725403,-0.680420,-0.026978,-0.100220
0.5320,0.725342,-0.680298,-0.028564,-0.101501
0.5410,0.725708,-0.679626,-0.030029,-0.102539
0.5530,0.726501,-0.678589,-0.031494,-0.103516
0.5620,0.726501,-0.678589,-0.031494,-0.103516
0.5740,0.728577,-0.675964,-0.034485,-0.105103
0.5820,0.729370,-0.674927,-0.035889,-0.106140
0.5910,0.729736,-0.674194,-0.037170,-0.107300
0.6030,0.729858,-0.673828,-0.038513,-0.108521
0.6110,0.729980,-0.673584,-0.040955,-0.108337
0.6230,0.729858,-0.673462,-0.042236,-0.109375
0.6310,0.729919,-0.673157,-0.043457,-0.110291
0.6430,0.730347,-0.672485,-0.044678,-0.111023
0.6520,0.731079,-0.671509,-0.045959,-0.111694
0.6640,0.731995,-0.670349,-0.047852,-0.111755
