# Sesion:4 Fecha:2026-04-05 21:12:53 Shots:1 Duracion:11,90s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,1279276,0.395264,-0.448669,-0.520630,0.609436,69.7978,0
0.0100,1279286,0.398193,-0.446228,-0.522095,0.608032,70.2834,0
0.0200,1279296,0.401062,-0.443787,-0.523621,0.606628,70.7559,0
0.0300,1279306,0.403748,-0.441467,-0.525146,0.605225,71.2220,0
0.0400,1279316,0.406372,-0.439209,-0.526672,0.603821,71.6902,0
0.0500,1279326,0.408936,-0.436951,-0.528137,0.602417,72.1700,0
0.0600,1279336,0.411499,-0.434692,-0.529480,0.601135,72.6447,0
0.0700,1279346,0.416321,-0.430420,-0.532166,0.598511,73.0954,0
0.0800,1279356,0.418579,-0.428528,-0.533630,0.596985,73.5140,0
0.0900,1279366,0.420776,-0.426819,-0.535156,0.595337,73.9054,0
0.1000,1279376,0.422852,-0.425110,-0.536682,0.593628,74.2962,0
0.1100,1279386,0.424988,-0.423401,-0.538025,0.592102,74.7010,0
0.1200,1279396,0.427185,-0.421631,-0.539307,0.590698,75.1282,0
0.1300,1279406,0.429443,-0.419739,-0.540405,0.589417,75.5818,0
0.1400,1279416,0.431702,-0.417725,-0.541382,0.588257,76.0510,0
0.1500,1279426,0.433899,-0.415710,-0.542419,0.587158,76.5162,0
0.1600,1279436,0.435730,-0.414001,-0.543152,0.586304,76.9701,0
0.1700,1279446,0.437927,-0.411926,-0.544189,0.585144,77.4213,0
0.1800,1279456,0.440002,-0.409851,-0.545166,0.584106,77.8697,0
0.1900,1279466,0.442078,-0.407776,-0.546082,0.583130,78.3198,0
0.2000,1279476,0.444092,-0.405762,-0.546997,0.582214,78.7696,0
0.2100,1279486,0.446106,-0.403748,-0.547791,0.581299,79.2180,0
0.2200,1279496,0.447998,-0.401672,-0.548584,0.580505,79.6698,0
0.2300,1279506,0.449890,-0.399597,-0.549316,0.579773,80.1339,0
0.2400,1279516,0.451721,-0.397583,-0.550110,0.579041,80.5844,0
0.2500,1279526,0.453491,-0.395569,-0.550903,0.578247,81.0203,0
0.2600,1279536,0.455261,-0.393616,-0.551758,0.577393,81.4436,0
0.2700,1279546,0.456970,-0.391724,-0.552673,0.576416,81.8443,0
0.2800,1279556,0.458679,-0.389893,-0.553589,0.575439,82.2321,0
