# Sesion:14 Fecha:2026-04-05 21:31:29 Shots:1 Duracion:10,01s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,310036,0.682800,-0.704773,0.177734,-0.074036,68.1727,0
0.0100,310046,0.682617,-0.705322,0.175171,-0.076660,68.6545,0
0.0200,310056,0.682495,-0.705750,0.172668,-0.079163,69.1501,0
0.0300,310066,0.682617,-0.705994,0.170105,-0.081665,69.6736,0
0.0400,310076,0.682983,-0.705994,0.167542,-0.084167,70.2204,0
0.0500,310086,0.683350,-0.705933,0.164917,-0.086609,70.7731,0
0.0600,310096,0.683716,-0.705872,0.162415,-0.088989,71.3075,0
0.0700,310106,0.683838,-0.705994,0.160095,-0.091309,71.8053,0
0.0800,310116,0.683777,-0.706238,0.157898,-0.093567,72.2812,0
0.0900,310126,0.683533,-0.706604,0.155945,-0.095825,72.7300,0
0.1000,310136,0.683228,-0.707031,0.154053,-0.098083,73.1608,0
0.1100,310146,0.682861,-0.707397,0.152222,-0.100342,73.5838,0
0.1200,310156,0.682556,-0.707764,0.150452,-0.102539,74.0067,0
0.1300,310166,0.682373,-0.708008,0.148682,-0.104797,74.4414,0
0.1400,310176,0.682312,-0.708069,0.146851,-0.107056,74.9324,0
0.1500,310186,0.682495,-0.707947,0.144958,-0.109375,75.4400,0
0.1600,310196,0.682800,-0.707703,0.143005,-0.111755,75.9456,0
0.1700,310206,0.683167,-0.707336,0.140991,-0.114136,76.4233,0
0.1800,310216,0.683411,-0.707153,0.139038,-0.116577,76.8679,0
0.1900,310226,0.683411,-0.707092,0.137207,-0.118958,77.2773,0
0.2000,310236,0.683289,-0.707153,0.135559,-0.121216,77.6559,0
0.2100,310246,0.682556,-0.707642,0.132507,-0.125610,78.0174,0
0.2200,310256,0.682129,-0.708008,0.131165,-0.127625,78.3560,0
0.2300,310266,0.681580,-0.708374,0.129883,-0.129517,78.6753,0
0.2400,310276,0.680969,-0.708862,0.128784,-0.131287,78.9805,0
0.2500,310286,0.680359,-0.709290,0.127747,-0.132996,79.2823,0
0.2600,310296,0.679871,-0.709656,0.126709,-0.134705,79.5916,0
0.2700,310306,0.679443,-0.709900,0.125610,-0.136353,79.9133,0
0.2800,310316,0.679199,-0.710022,0.124512,-0.138000,80.2521,0
0.2900,310326,0.679077,-0.710022,0.123352,-0.139648,80.6079,0
0.3000,310336,0.679077,-0.709961,0.122192,-0.141174,80.9683,0
0.3100,310346,0.679077,-0.709839,0.121033,-0.142639,81.3219,0
0.3200,310356,0.679016,-0.709839,0.119873,-0.143982,81.6560,0
0.3300,310366,0.678711,-0.710022,0.118896,-0.145203,81.9543,0
0.3400,310376,0.678345,-0.710327,0.117981,-0.146362,82.2154,0
0.3500,310386,0.677734,-0.710754,0.117188,-0.147400,82.4426,0
0.3600,310396,0.677063,-0.711365,0.116577,-0.148437,82.6450,0
0.3700,310406,0.676331,-0.711914,0.115967,-0.149292,82.8489,0
0.3800,310416,0.675720,-0.712402,0.115417,-0.150146,83.0659,0
0.3900,310426,0.675415,-0.712585,0.114807,-0.151001,83.3230,0
0.4000,310436,0.675476,-0.712524,0.114075,-0.151733,83.6183,0
0.4100,310446,0.675659,-0.712280,0.113342,-0.152466,83.9290,0
0.4200,310456,0.675842,-0.712097,0.112732,-0.153015,84.1999,0
0.4300,310466,0.675903,-0.711975,0.112305,-0.153503,84.4330,0
0.4400,310476,0.675842,-0.712036,0.112061,-0.153931,84.6314,0
0.4500,310486,0.675659,-0.712158,0.112061,-0.154175,84.8204,0
0.4600,310496,0.675476,-0.712280,0.112183,-0.154236,85.0196,0
0.4700,310506,0.675476,-0.712280,0.112366,-0.154175,85.2258,0
0.4800,310516,0.675659,-0.712097,0.112671,-0.153992,85.4258,0
0.4900,310526,0.676086,-0.711731,0.113281,-0.153320,85.6085,0
0.5000,310536,0.676270,-0.711609,0.113586,-0.152893,85.7694,0
0.5100,310546,0.676453,-0.711487,0.113892,-0.152466,85.9209,0
0.5200,310556,0.676758,-0.711243,0.114075,-0.151978,86.0885,0
0.5300,310566,0.677368,-0.710754,0.114136,-0.151550,86.2849,0
0.5400,310576,0.678162,-0.710083,0.114197,-0.151062,86.4915,0
0.5500,310586,0.678833,-0.709534,0.114441,-0.150574,86.6728,0
0.5600,310596,0.679260,-0.709167,0.114929,-0.149902,86.7925,0
0.5700,310606,0.679443,-0.709045,0.115723,-0.149231,86.8530,0
0.5800,310616,0.679382,-0.709045,0.116577,-0.148437,86.8799,0
0.5900,310626,0.679443,-0.708984,0.117493,-0.147705,86.9093,0
0.6000,310636,0.679749,-0.708740,0.118408,-0.147034,86.9643,0
0.6100,310646,0.680237,-0.708313,0.119141,-0.146301,87.0476,0
0.6200,310656,0.680908,-0.707703,0.119751,-0.145569,87.1473,0
0.6300,310666,0.681580,-0.707092,0.120361,-0.144897,87.2369,0
0.6400,310676,0.682129,-0.706604,0.120972,-0.144104,87.2968,0
0.6500,310686,0.682495,-0.706299,0.121277,-0.143738,87.3118,0
0.6600,310696,0.682617,-0.706238,0.121582,-0.143250,87.2801,0
0.6700,310706,0.682434,-0.706421,0.122009,-0.142761,87.2082,0
0.6800,310716,0.682251,-0.706665,0.122498,-0.142090,87.1141,0
0.6900,310726,0.682068,-0.706909,0.123230,-0.140991,87.0273,0
0.7000,310736,0.682007,-0.707031,0.123962,-0.139893,86.9641,0
0.7100,310746,0.682251,-0.706970,0.124573,-0.138794,86.9653,0
0.7200,310756,0.682678,-0.706604,0.125183,-0.137695,86.9882,0
0.7300,310766,0.683289,-0.706116,0.125793,-0.136597,87.0083,0
0.7400,310776,0.683960,-0.705566,0.126465,-0.135620,87.0064,0
0.7500,310786,0.684204,-0.705383,0.126831,-0.135010,86.9777,0
0.7600,310796,0.684265,-0.705322,0.127441,-0.134521,86.9246,0
0.7700,310806,0.684326,-0.705139,0.129089,-0.133423,86.8567,0
0.7800,310816,0.684448,-0.704956,0.130188,-0.132812,86.7853,0
0.7900,310826,0.684570,-0.704773,0.131287,-0.132202,86.7195,0
0.8000,310836,0.684753,-0.704468,0.132324,-0.131592,86.6578,0
