# Sesion:9 Fecha:2026-04-05 21:27:52 Shots:1 Duracion:8,85s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,100406,0.701294,-0.704346,0.109497,-0.010498,65.7785,0
0.0100,100416,0.700928,-0.705017,0.107361,-0.012756,66.3092,0
0.0200,100426,0.700928,-0.705261,0.105225,-0.014893,66.8937,0
0.0300,100436,0.701294,-0.705200,0.103088,-0.016907,67.5159,0
0.0400,100446,0.701843,-0.704895,0.101074,-0.018799,68.1528,0
0.0500,100456,0.702393,-0.704590,0.099121,-0.020691,68.7757,0
0.0600,100466,0.702820,-0.704285,0.097351,-0.022522,69.3683,0
0.0700,100476,0.703003,-0.704285,0.095703,-0.024292,69.8998,0
0.0800,100486,0.702759,-0.704651,0.094177,-0.025940,70.3586,0
0.0900,100496,0.702209,-0.705383,0.092712,-0.027588,70.7523,0
0.1000,100506,0.701416,-0.706299,0.091248,-0.029358,71.1062,0
0.1100,100516,0.700562,-0.707275,0.089722,-0.031128,71.4485,0
0.1200,100526,0.699768,-0.708191,0.088074,-0.033020,71.7951,0
0.1300,100536,0.699036,-0.708984,0.086426,-0.034912,72.1525,0
0.1400,100546,0.698486,-0.709595,0.084778,-0.036926,72.5594,0
0.1500,100556,0.698303,-0.709900,0.083191,-0.038879,73.0132,0
0.1600,100566,0.698425,-0.709839,0.081726,-0.040955,73.5031,0
0.1700,100576,0.698669,-0.709595,0.080444,-0.043030,74.0071,0
0.1800,100586,0.698975,-0.709290,0.079346,-0.045105,74.5055,0
0.1900,100596,0.699219,-0.709045,0.078552,-0.047119,74.9777,0
0.2000,100606,0.699402,-0.708740,0.077820,-0.049133,75.4465,0
0.2100,100616,0.699707,-0.708435,0.077209,-0.051086,75.9024,0
0.2200,100626,0.699951,-0.708069,0.076538,-0.052917,76.3318,0
0.2300,100636,0.700195,-0.707825,0.075806,-0.054687,76.7302,0
0.2400,100646,0.700256,-0.707703,0.075012,-0.056335,77.0895,0
0.2500,100656,0.700195,-0.707764,0.074036,-0.057800,77.4212,0
0.2600,100666,0.699890,-0.708069,0.072205,-0.060181,77.7505,0
0.2700,100676,0.699829,-0.708069,0.071411,-0.061218,78.0832,0
0.2800,100686,0.699951,-0.707947,0.070679,-0.062134,78.4322,0
0.2900,100696,0.700317,-0.707581,0.070007,-0.062988,78.7979,0
0.3000,100706,0.700745,-0.707153,0.069458,-0.063721,79.1706,0
0.3100,100716,0.701233,-0.706665,0.068970,-0.064453,79.5337,0
0.3200,100726,0.701599,-0.706238,0.068604,-0.065186,79.8677,0
0.3300,100736,0.701782,-0.706055,0.068420,-0.065857,80.1537,0
0.3400,100746,0.701721,-0.706055,0.068420,-0.066589,80.3983,0
0.3500,100756,0.701538,-0.706177,0.068604,-0.067261,80.6050,0
0.3600,100766,0.701233,-0.706299,0.068909,-0.068054,80.7945,0
0.3700,100776,0.701050,-0.706360,0.069397,-0.068726,80.9893,0
