# Sesion:10 Fecha:2026-04-05 21:28:31 Shots:1 Duracion:10,15s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,138026,0.731812,-0.666260,0.138733,-0.037231,70.5273,0
0.0100,138036,0.731628,-0.666626,0.137390,-0.038330,70.8056,0
0.0200,138046,0.731323,-0.667114,0.136169,-0.039490,71.0544,0
0.0300,138056,0.730957,-0.667725,0.135132,-0.040588,71.2847,0
0.0400,138066,0.730408,-0.668396,0.134033,-0.041687,71.4968,0
0.0500,138076,0.729919,-0.669128,0.132996,-0.042786,71.7089,0
0.0600,138086,0.729553,-0.669617,0.131836,-0.043884,71.9453,0
0.0700,138096,0.729492,-0.669922,0.130554,-0.044983,72.2203,0
0.0800,138106,0.729675,-0.669922,0.129150,-0.046021,72.5288,0
0.0900,138116,0.729919,-0.669861,0.127625,-0.047119,72.8473,0
0.1000,138126,0.730103,-0.669861,0.126038,-0.048157,73.1500,0
0.1100,138136,0.730164,-0.670105,0.124451,-0.049011,73.4178,0
0.1200,138146,0.729980,-0.670471,0.122925,-0.049805,73.6600,0
0.1300,138156,0.729614,-0.671021,0.121582,-0.050476,73.8644,0
0.1400,138166,0.729126,-0.671753,0.120361,-0.051025,74.0441,0
0.1500,138176,0.728577,-0.672546,0.119263,-0.051514,74.2045,0
0.1600,138186,0.727905,-0.673401,0.118164,-0.052002,74.3572,0
0.1700,138196,0.727356,-0.674133,0.117126,-0.052490,74.5595,0
0.1800,138206,0.727051,-0.674622,0.116089,-0.053040,74.8020,0
0.1900,138216,0.726990,-0.674805,0.114990,-0.053528,75.0765,0
0.2000,138226,0.727173,-0.674744,0.113953,-0.054077,75.3484,0
0.2100,138236,0.727356,-0.674683,0.112976,-0.054565,75.5743,0
0.2200,138246,0.727356,-0.674805,0.112183,-0.054993,75.7486,0
0.2300,138256,0.727051,-0.675232,0.111450,-0.055420,75.8938,0
0.2400,138266,0.726135,-0.676331,0.110107,-0.056213,76.0380,0
0.2500,138276,0.725769,-0.676819,0.109375,-0.056641,76.1953,0
0.2600,138286,0.725464,-0.677185,0.108704,-0.057068,76.3665,0
0.2700,138296,0.725281,-0.677490,0.108093,-0.057434,76.5411,0
0.2800,138306,0.725159,-0.677673,0.107544,-0.057739,76.7243,0
0.2900,138316,0.725159,-0.677734,0.107117,-0.057861,76.9158,0
0.3000,138326,0.725159,-0.677795,0.106873,-0.057861,77.1036,0
0.3100,138336,0.725098,-0.677856,0.106873,-0.057739,77.2702,0
0.3200,138346,0.724976,-0.678040,0.106934,-0.057434,77.4083,0
0.3300,138356,0.724731,-0.678284,0.107117,-0.057007,77.5179,0
0.3400,138366,0.724426,-0.678650,0.107361,-0.056519,77.6094,0
0.3500,138376,0.724060,-0.678955,0.107605,-0.055969,77.6896,0
