# Sesion:16 Fecha:2026-04-05 21:33:03 Shots:1 Duracion:6,73s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,400286,0.702271,-0.688049,0.165894,-0.076599,68.4328,0
0.0100,400296,0.702454,-0.687866,0.164246,-0.080261,69.0267,0
0.0200,400306,0.702637,-0.687561,0.162659,-0.083984,69.6258,0
0.0300,400316,0.702881,-0.687317,0.161011,-0.087646,70.2131,0
0.0400,400326,0.703064,-0.687012,0.159363,-0.091248,70.7875,0
0.0500,400336,0.703125,-0.686890,0.157654,-0.094788,71.3348,0
0.0600,400346,0.702942,-0.686951,0.156006,-0.098206,71.8368,0
0.0700,400356,0.702515,-0.687317,0.154358,-0.101501,72.2869,0
0.0800,400366,0.701721,-0.687927,0.152771,-0.104614,72.6887,0
0.0900,400376,0.700867,-0.688721,0.151245,-0.107666,73.0643,0
0.1000,400386,0.700012,-0.689453,0.149780,-0.110596,73.4422,0
0.1100,400396,0.699341,-0.690002,0.148254,-0.113464,73.8460,0
0.1200,400406,0.698853,-0.690369,0.146667,-0.116272,74.2835,0
0.1300,400416,0.698608,-0.690491,0.145020,-0.118958,74.7455,0
0.1400,400426,0.698486,-0.690491,0.143250,-0.121582,75.2258,0
0.1500,400436,0.698425,-0.690430,0.141541,-0.124207,75.7078,0
0.1600,400446,0.698425,-0.690369,0.139832,-0.126709,76.1995,0
0.1700,400456,0.698303,-0.690369,0.138123,-0.129211,76.6715,0
0.1800,400466,0.698120,-0.690430,0.136475,-0.131592,77.1189,0
0.1900,400476,0.697815,-0.690613,0.134827,-0.133850,77.5327,0
0.2000,400486,0.697388,-0.690918,0.133362,-0.136108,77.9207,0
0.2100,400496,0.696777,-0.691345,0.131897,-0.138306,78.2734,0
0.2200,400506,0.696106,-0.691833,0.130493,-0.140503,78.6217,0
0.2300,400516,0.695435,-0.692322,0.129089,-0.142700,78.9831,0
0.2400,400526,0.694824,-0.692749,0.127686,-0.144958,79.3712,0
0.2500,400536,0.694397,-0.692993,0.126160,-0.147217,79.7922,0
0.2600,400546,0.694214,-0.692993,0.124573,-0.149475,80.2417,0
0.2700,400556,0.694214,-0.692749,0.122864,-0.151733,80.7004,0
0.2800,400566,0.694519,-0.692078,0.119690,-0.156067,81.1486,0
0.2900,400576,0.694702,-0.691711,0.118225,-0.157959,81.5786,0
0.3000,400586,0.694946,-0.691345,0.116760,-0.159790,81.9978,0
0.3100,400596,0.695190,-0.690918,0.115173,-0.161560,82.4199,0
0.3200,400606,0.695435,-0.690491,0.113525,-0.163330,82.8388,0
0.3300,400616,0.695618,-0.690186,0.111877,-0.164978,83.2422,0
0.3400,400626,0.695740,-0.690002,0.110107,-0.166687,83.6266,0
0.3500,400636,0.695801,-0.689758,0.108459,-0.168335,84.0032,0
0.3600,400646,0.695862,-0.689514,0.106812,-0.169922,84.3704,0
0.3700,400656,0.695923,-0.689331,0.105286,-0.171509,84.7293,0
0.3800,400666,0.695984,-0.689087,0.103882,-0.173157,85.0793,0
0.3900,400676,0.695984,-0.688843,0.102539,-0.174805,85.4219,0
0.4000,400686,0.695984,-0.688599,0.101257,-0.176575,85.7550,0
0.4100,400696,0.695984,-0.688293,0.099976,-0.178345,86.0857,0
0.4200,400706,0.695984,-0.688049,0.098694,-0.180176,86.4094,0
0.4300,400716,0.695862,-0.687866,0.097473,-0.182007,86.7234,0
0.4400,400726,0.695496,-0.687927,0.096497,-0.183716,87.0288,0
0.4500,400736,0.695190,-0.687866,0.095581,-0.185608,87.3022,0
0.4600,400746,0.694641,-0.687988,0.094910,-0.187439,87.5394,0
0.4700,400756,0.693909,-0.688293,0.094299,-0.189270,87.7485,0
0.4800,400766,0.693176,-0.688599,0.093750,-0.191101,87.9542,0
0.4900,400776,0.692627,-0.688721,0.093140,-0.192871,88.2291,0
0.5000,400786,0.692383,-0.688660,0.092346,-0.194580,88.5389,0
0.5100,400796,0.692322,-0.688354,0.091431,-0.196228,88.8622,0
0.5200,400806,0.692444,-0.687927,0.090332,-0.197876,89.1692,0
0.5300,400816,0.692444,-0.687561,0.089294,-0.199402,89.4406,0
0.5400,400826,0.692322,-0.687439,0.088257,-0.200806,89.6768,0
0.5500,400836,0.692017,-0.687439,0.087219,-0.202209,89.8869,0
0.5600,400846,0.691101,-0.687927,0.085449,-0.204651,90.0840,0
0.5700,400856,0.690613,-0.688171,0.084656,-0.205750,90.2806,0
0.5800,400866,0.690125,-0.688416,0.083984,-0.206848,90.4719,0
0.5900,400876,0.689575,-0.688721,0.083313,-0.207886,90.6527,0
0.6000,400886,0.689026,-0.689026,0.082764,-0.208862,90.8291,0
0.6100,400896,0.688477,-0.689331,0.082153,-0.209839,90.9958,0
0.6200,400906,0.687866,-0.689697,0.081604,-0.210815,91.1604,0
0.6300,400916,0.687317,-0.690063,0.080994,-0.211731,91.3236,0
0.6400,400926,0.686768,-0.690430,0.080444,-0.212585,91.4849,0
0.6500,400936,0.686157,-0.690857,0.079834,-0.213379,91.6326,0
0.6600,400946,0.685425,-0.691467,0.079346,-0.213928,91.7541,0
0.6700,400956,0.684631,-0.692139,0.079041,-0.214355,91.8484,0
0.6800,400966,0.683716,-0.692932,0.078918,-0.214661,91.9280,0
0.6900,400976,0.682922,-0.693726,0.078918,-0.214844,92.0091,0
0.7000,400986,0.682129,-0.694397,0.078857,-0.215027,92.0976,0
0.7100,400996,0.681519,-0.695007,0.078857,-0.215027,92.1960,0
0.7200,401006,0.681030,-0.695557,0.078735,-0.214966,92.3074,0
0.7300,401016,0.680603,-0.696045,0.078674,-0.214844,92.4286,0
0.7400,401026,0.680237,-0.696411,0.078552,-0.214722,92.5593,0
