# Sesion:21 Fecha:2026-04-05 21:41:04 Shots:1 Duracion:17,40s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,862916,0.709839,-0.693970,0.117065,-0.028564,65.7485,0
0.0100,862926,0.710999,-0.693481,0.110046,-0.037659,66.5330,0
0.0200,862936,0.710999,-0.693787,0.106750,-0.042175,67.2376,0
0.0300,862946,0.710388,-0.694580,0.103516,-0.046692,67.8528,0
0.0400,862956,0.709229,-0.695923,0.100403,-0.051270,68.3710,0
0.0500,862966,0.707581,-0.697693,0.097412,-0.055847,68.8384,0
0.0600,862976,0.705872,-0.699402,0.094421,-0.060425,69.3041,0
0.0700,862986,0.704285,-0.700989,0.091431,-0.065002,69.8057,0
0.0800,862996,0.702942,-0.702271,0.088440,-0.069519,70.3497,0
0.0900,863006,0.701782,-0.703369,0.085571,-0.073975,70.9281,0
0.1000,863016,0.700684,-0.704285,0.082886,-0.078308,71.5181,0
0.1100,863026,0.699646,-0.705200,0.080200,-0.082581,72.1125,0
0.1200,863036,0.698669,-0.705933,0.077576,-0.086792,72.7201,0
0.1300,863046,0.697815,-0.706543,0.074951,-0.090881,73.3463,0
0.1400,863056,0.697083,-0.707031,0.072266,-0.094910,73.9865,0
0.1500,863066,0.696350,-0.707458,0.069702,-0.098755,74.6258,0
0.1600,863076,0.695557,-0.707947,0.067200,-0.102539,75.2463,0
0.1700,863086,0.694580,-0.708618,0.064819,-0.106079,75.8565,0
0.1800,863096,0.693420,-0.709351,0.062622,-0.109619,76.4362,0
0.1900,863106,0.692261,-0.710144,0.060547,-0.113098,76.9964,0
0.2000,863116,0.691040,-0.710937,0.058533,-0.116577,77.5595,0
0.2100,863126,0.690063,-0.711487,0.056519,-0.120117,78.1442,0
0.2200,863136,0.689270,-0.711792,0.054504,-0.123657,78.8113,0
0.2300,863146,0.688782,-0.711792,0.052429,-0.127258,79.5228,0
0.2400,863156,0.688660,-0.711426,0.050232,-0.130798,80.2723,0
0.2500,863166,0.688843,-0.710754,0.047974,-0.134277,81.0294,0
0.2600,863176,0.689148,-0.709961,0.045593,-0.137695,81.7439,0
0.2700,863186,0.689270,-0.709290,0.043213,-0.141174,82.4030,0
0.2800,863196,0.689087,-0.708923,0.040894,-0.144531,83.0213,0
0.2900,863206,0.688293,-0.708618,0.036377,-0.151123,83.6134,0
0.3000,863216,0.687744,-0.708557,0.034119,-0.154358,84.1872,0
0.3100,863226,0.687134,-0.708496,0.031921,-0.157654,84.7553,0
0.3200,863236,0.686584,-0.708374,0.029602,-0.160950,85.3199,0
0.3300,863246,0.685974,-0.708313,0.027283,-0.164185,85.8765,0
0.3400,863256,0.685425,-0.708252,0.024902,-0.167297,86.4278,0
0.3500,863266,0.684814,-0.708191,0.022461,-0.170227,86.9727,0
0.3600,863276,0.684204,-0.708191,0.020203,-0.172913,87.4943,0
0.3700,863286,0.683411,-0.708374,0.018127,-0.175415,87.9861,0
0.3800,863296,0.682678,-0.708618,0.016418,-0.177673,88.4583,0
0.3900,863306,0.681885,-0.708862,0.014832,-0.179687,88.9202,0
0.4000,863316,0.681274,-0.708984,0.013428,-0.181580,89.3863,0
0.4100,863326,0.680908,-0.708923,0.011963,-0.183350,89.8814,0
0.4200,863336,0.680847,-0.708618,0.010315,-0.184937,90.4081,0
0.4300,863346,0.681030,-0.708069,0.008606,-0.186401,90.9549,0
0.4400,863356,0.681274,-0.707520,0.006897,-0.187744,91.5005,0
0.4500,863366,0.681580,-0.706909,0.005249,-0.188965,92.0354,0
0.4600,863376,0.681885,-0.706360,0.003784,-0.190002,92.5479,0
0.4700,863386,0.682190,-0.705811,0.002441,-0.190857,93.0484,0
0.4800,863396,0.682617,-0.705200,0.001160,-0.191589,93.5402,0
0.4900,863406,0.683167,-0.704529,0.000000,-0.192200,94.0232,0
0.5000,863416,0.683777,-0.703857,-0.001038,-0.192627,94.4875,0
0.5100,863426,0.684387,-0.703186,-0.002075,-0.192871,94.9436,0
0.5200,863436,0.685059,-0.702393,-0.003052,-0.193054,95.3954,0
0.5300,863446,0.685852,-0.701599,-0.003967,-0.193237,95.8511,0
0.5400,863456,0.686829,-0.700623,-0.004944,-0.193420,96.2919,0
0.5500,863466,0.687744,-0.699585,-0.005981,-0.193726,96.7009,0
0.5600,863476,0.688599,-0.698669,-0.007019,-0.194153,97.0510,0
0.5700,863486,0.689270,-0.697571,-0.008789,-0.195618,97.3316,0
0.5800,863496,0.689026,-0.697510,-0.009460,-0.196594,97.5476,0
0.5900,863506,0.688477,-0.697693,-0.010071,-0.197632,97.7181,0
0.6000,863516,0.687805,-0.698120,-0.010559,-0.198730,97.8519,0
0.6100,863526,0.686951,-0.698669,-0.010986,-0.199707,97.9644,0
0.6200,863536,0.686096,-0.699219,-0.011353,-0.200562,98.0687,0
0.6300,863546,0.685242,-0.699829,-0.011597,-0.201294,98.1752,0
0.6400,863556,0.684570,-0.700378,-0.011780,-0.201782,98.2908,0
0.6500,863566,0.684021,-0.700867,-0.011902,-0.202026,98.4190,0
0.6600,863576,0.683594,-0.701233,-0.012024,-0.202026,98.5647,0
0.6700,863586,0.683472,-0.701477,-0.012085,-0.201782,98.7250,0
0.6800,863596,0.683472,-0.701599,-0.012207,-0.201355,98.9003,0
0.6900,863606,0.683472,-0.701599,-0.012573,-0.201111,99.0848,0
0.7000,863616,0.683777,-0.701599,-0.012451,-0.200256,99.2681,0
0.7100,863626,0.684082,-0.701538,-0.012024,-0.199280,99.4378,0
0.7200,863636,0.684448,-0.701477,-0.011475,-0.198303,99.5875,0
0.7300,863646,0.684814,-0.701477,-0.010681,-0.197266,99.7099,0
0.7400,863656,0.685120,-0.701416,-0.009827,-0.196350,99.8151,0
0.7500,863666,0.685425,-0.701355,-0.008850,-0.195435,99.9022,0
0.7600,863676,0.685730,-0.701294,-0.007751,-0.194641,99.9792,0
0.7700,863686,0.686096,-0.701172,-0.006653,-0.193848,100.0514,0
0.7800,863696,0.686523,-0.700989,-0.005493,-0.193054,100.1271,0
0.7900,863706,0.687012,-0.700745,-0.004211,-0.192200,100.1957,0
0.8000,863716,0.687622,-0.700439,-0.002869,-0.191284,100.2525,0
0.8100,863726,0.688232,-0.700134,-0.001343,-0.190186,100.3024,0
0.8200,863736,0.688843,-0.699829,0.000122,-0.189087,100.3420,0
0.8300,863746,0.689636,-0.699463,0.001770,-0.187683,100.3599,0
0.8400,863756,0.690369,-0.699097,0.003540,-0.186035,100.3667,0
0.8500,863766,0.692139,-0.698364,0.007019,-0.182190,100.3729,0
0.8600,863776,0.693176,-0.697876,0.008545,-0.180054,100.3821,0
0.8700,863786,0.694336,-0.697266,0.009949,-0.177856,100.3943,0
0.8800,863796,0.695435,-0.696716,0.011292,-0.175659,100.3879,0
0.8900,863806,0.696411,-0.696289,0.012512,-0.173462,100.3443,0
0.9000,863816,0.697083,-0.696106,0.013794,-0.171265,100.2458,0
0.9100,863826,0.697449,-0.696228,0.015198,-0.169189,100.0939,0
0.9200,863836,0.697632,-0.696472,0.016541,-0.167175,99.9073,0
0.9300,863846,0.697815,-0.696716,0.018005,-0.165222,99.7158,0
0.9400,863856,0.698120,-0.696838,0.019348,-0.163330,99.5438,0
0.9500,863866,0.698608,-0.696716,0.020691,-0.161621,99.4001,0
0.9600,863876,0.699280,-0.696411,0.021912,-0.160034,99.2867,0
0.9700,863886,0.700073,-0.695862,0.023071,-0.158508,99.1955,0
