# Sesion:13 Fecha:2026-04-05 21:30:51 Shots:1 Duracion:12,18s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,272696,0.662415,-0.729919,0.159912,-0.053589,67.4031,0
0.0100,272706,0.662720,-0.729980,0.157288,-0.056458,68.0097,0
0.0200,272716,0.663086,-0.729980,0.154602,-0.059265,68.6185,0
0.0300,272726,0.663330,-0.730103,0.151917,-0.062012,69.2009,0
0.0400,272736,0.663452,-0.730286,0.149231,-0.064636,69.7534,0
0.0500,272746,0.663513,-0.730591,0.146606,-0.067261,70.2864,0
0.0600,272756,0.663452,-0.730896,0.143982,-0.069763,70.8016,0
0.0700,272766,0.663330,-0.731262,0.141418,-0.072266,71.2962,0
0.0800,272776,0.663025,-0.731750,0.138916,-0.074707,71.7742,0
0.0900,272786,0.662659,-0.732300,0.136475,-0.077087,72.2305,0
0.1000,272796,0.662231,-0.732910,0.134155,-0.079468,72.6660,0
0.1100,272806,0.661621,-0.733582,0.131897,-0.081848,73.1044,0
0.1200,272816,0.660889,-0.734314,0.129761,-0.084290,73.5289,0
0.1300,272826,0.660217,-0.734985,0.127747,-0.086792,73.9563,0
0.1400,272836,0.659729,-0.735535,0.125732,-0.089355,74.4049,0
0.1500,272846,0.659363,-0.735901,0.123718,-0.091980,74.8794,0
0.1600,272856,0.659180,-0.736023,0.121704,-0.094666,75.3810,0
0.1700,272866,0.659180,-0.735962,0.119690,-0.097473,75.9269,0
0.1800,272876,0.659363,-0.735779,0.117737,-0.100342,76.4691,0
0.1900,272886,0.659485,-0.735535,0.115845,-0.103210,76.9730,0
0.2000,272896,0.659424,-0.735413,0.114075,-0.106018,77.4163,0
0.2100,272906,0.659058,-0.735596,0.112488,-0.108826,77.8021,0
0.2200,272916,0.658325,-0.736084,0.111084,-0.111511,78.1433,0
0.2300,272926,0.656311,-0.737549,0.108215,-0.116394,78.4720,0
0.2400,272936,0.655396,-0.738220,0.106750,-0.118652,78.8253,0
0.2500,272946,0.654907,-0.738525,0.105103,-0.120728,79.2313,0
0.2600,272956,0.654785,-0.738586,0.103333,-0.122681,79.6824,0
0.2700,272966,0.654846,-0.738525,0.101501,-0.124573,80.1485,0
0.2800,272976,0.654846,-0.738464,0.099670,-0.126343,80.6003,0
0.2900,272986,0.654663,-0.738525,0.097961,-0.127991,81.0147,0
0.3000,272996,0.654358,-0.738770,0.096313,-0.129639,81.3985,0
0.3100,273006,0.653931,-0.739014,0.094727,-0.131226,81.7643,0
0.3200,273016,0.653564,-0.739319,0.093323,-0.132629,82.1238,0
0.3300,273026,0.653198,-0.739563,0.091980,-0.133972,82.4758,0
0.3400,273036,0.652832,-0.739807,0.090820,-0.135193,82.8137,0
0.3500,273046,0.652466,-0.740051,0.089844,-0.136353,83.1404,0
0.3600,273056,0.652161,-0.740173,0.088989,-0.137390,83.4727,0
0.3700,273066,0.652161,-0.740112,0.088135,-0.138306,83.8315,0
0.3800,273076,0.652466,-0.739807,0.087280,-0.139160,84.2207,0
0.3900,273086,0.652954,-0.739319,0.086365,-0.140076,84.6356,0
0.4000,273096,0.653503,-0.738708,0.085571,-0.140930,85.0473,0
0.4100,273106,0.654053,-0.738159,0.084839,-0.141785,85.4320,0
0.4200,273116,0.654541,-0.737671,0.084290,-0.142639,85.7936,0
0.4300,273126,0.654907,-0.737244,0.083923,-0.143433,86.1273,0
0.4400,273136,0.655151,-0.736877,0.083679,-0.144165,86.4254,0
0.4500,273146,0.655273,-0.736633,0.083618,-0.144836,86.6587,0
0.4600,273156,0.655212,-0.736572,0.083679,-0.145386,86.8704,0
0.4700,273166,0.655151,-0.736572,0.083740,-0.145813,87.0668,0
0.4800,273176,0.655029,-0.736572,0.083862,-0.146118,87.2575,0
0.4900,273186,0.654968,-0.736572,0.084045,-0.146362,87.4476,0
0.5000,273196,0.654968,-0.736511,0.084167,-0.146545,87.6367,0
0.5100,273206,0.654968,-0.736450,0.084351,-0.146729,87.8270,0
0.5200,273216,0.655212,-0.736145,0.084595,-0.147095,88.0137,0
0.5300,273226,0.655396,-0.735962,0.084778,-0.147217,88.1899,0
0.5400,273236,0.655518,-0.735779,0.084961,-0.147278,88.3518,0
0.5500,273246,0.655640,-0.735657,0.085327,-0.147217,88.4984,0
0.5600,273256,0.655823,-0.735474,0.085754,-0.147034,88.6340,0
0.5700,273266,0.656067,-0.735229,0.086365,-0.146606,88.7703,0
0.5800,273276,0.656555,-0.734863,0.086975,-0.146057,88.9173,0
0.5900,273286,0.657166,-0.734375,0.087708,-0.145386,89.0698,0
0.6000,273296,0.657898,-0.733826,0.088440,-0.144653,89.2250,0
0.6100,273306,0.658752,-0.733093,0.089233,-0.143799,89.3845,0
0.6200,273316,0.659790,-0.732239,0.089966,-0.142944,89.5511,0
0.6300,273326,0.660889,-0.731323,0.090759,-0.142029,89.7113,0
0.6400,273336,0.661987,-0.730408,0.091553,-0.141174,89.8482,0
0.6500,273346,0.662964,-0.729553,0.092529,-0.140259,89.9583,0
0.6600,273356,0.663757,-0.728821,0.093567,-0.139465,90.0346,0
0.6700,273366,0.664429,-0.728210,0.094788,-0.138672,90.0685,0
0.6800,273376,0.664917,-0.727661,0.095154,-0.138977,90.0611,0
0.6900,273386,0.665222,-0.727356,0.096619,-0.138245,90.0234,0
0.7000,273396,0.665588,-0.726990,0.098083,-0.137451,89.9822,0
0.7100,273406,0.666138,-0.726440,0.099548,-0.136658,89.9635,0
0.7200,273416,0.666992,-0.725586,0.100891,-0.135803,89.9927,0
0.7300,273426,0.668213,-0.724426,0.102112,-0.135010,90.0675,0
0.7400,273436,0.669495,-0.723267,0.103271,-0.134155,90.0924,0
0.7500,273446,0.670532,-0.722290,0.104492,-0.133240,90.0489,0
0.7600,273456,0.671265,-0.721619,0.105774,-0.132263,89.9493,0
0.7700,273466,0.671997,-0.720825,0.106445,-0.132019,89.8038,0
0.7800,273476,0.672607,-0.720276,0.107239,-0.131653,89.6402,0
0.7900,273486,0.672546,-0.720337,0.108704,-0.130371,89.4830,0
0.8000,273496,0.672791,-0.720154,0.111328,-0.127686,89.3462,0
0.8100,273506,0.673157,-0.719971,0.112366,-0.126282,89.2277,0
0.8200,273516,0.673523,-0.719666,0.113281,-0.124939,89.1133,0
0.8300,273526,0.673889,-0.719421,0.114136,-0.123657,88.9971,0
0.8400,273536,0.674194,-0.719238,0.114990,-0.122314,88.8638,0
0.8500,273546,0.674561,-0.718933,0.115540,-0.121521,88.7059,0
0.8600,273556,0.674622,-0.718933,0.116150,-0.120605,88.5134,0
0.8700,273566,0.674500,-0.719055,0.116943,-0.119690,88.2976,0
0.8800,273576,0.674377,-0.719177,0.117798,-0.118713,88.0821,0
0.8900,273586,0.674255,-0.719360,0.118835,-0.117493,87.8954,0
0.9000,273596,0.674255,-0.719360,0.119812,-0.116333,87.7389,0
0.9100,273606,0.674438,-0.719238,0.120667,-0.115295,87.6100,0
0.9200,273616,0.674683,-0.718994,0.121460,-0.114319,87.4967,0
