# Sesion:6 Fecha:2026-04-05 21:14:14 Shots:1 Duracion:15,03s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,1357006,0.402039,-0.458496,-0.516174,0.601440,66.9401,0
0.0100,1357016,0.404602,-0.456177,-0.518127,0.599731,67.4799,0
0.0200,1357026,0.407104,-0.454102,-0.520203,0.597900,67.9921,0
0.0300,1357036,0.409485,-0.452087,-0.522217,0.596008,68.4947,0
0.0400,1357046,0.411926,-0.450073,-0.524109,0.594177,69.0101,0
0.0500,1357056,0.414429,-0.447937,-0.525757,0.592529,69.5538,0
0.0600,1357066,0.417053,-0.445618,-0.527222,0.591187,70.1380,0
0.0700,1357076,0.419739,-0.443176,-0.528442,0.590027,70.7559,0
0.0800,1357086,0.422485,-0.440613,-0.529602,0.588989,71.4073,0
0.0900,1357096,0.425171,-0.438110,-0.530701,0.587952,72.0475,0
0.1000,1357106,0.427673,-0.435669,-0.531860,0.586853,72.6478,0
0.1100,1357116,0.429993,-0.433594,-0.533203,0.585510,73.1947,0
0.1200,1357126,0.432068,-0.431702,-0.534729,0.583984,73.6832,0
0.1300,1357136,0.433838,-0.430176,-0.536377,0.582214,74.0538,0
0.1400,1357146,0.435425,-0.429016,-0.538330,0.580139,74.3913,0
0.1500,1357156,0.436829,-0.427917,-0.540344,0.578003,74.7379,0
0.1600,1357166,0.438171,-0.426819,-0.542419,0.575867,75.1320,0
0.1700,1357176,0.439697,-0.425415,-0.544250,0.574036,75.5971,0
0.1800,1357186,0.441406,-0.423706,-0.545715,0.572571,76.1233,0
0.1900,1357196,0.443237,-0.421631,-0.546936,0.571533,76.6872,0
0.2000,1357206,0.447083,-0.417114,-0.548767,0.570068,77.2479,0
0.2100,1357216,0.448914,-0.414978,-0.549683,0.569336,77.7822,0
0.2200,1357226,0.450562,-0.413025,-0.550659,0.568481,78.2781,0
0.2300,1357236,0.452087,-0.411194,-0.551758,0.567505,78.7398,0
0.2400,1357246,0.453613,-0.409485,-0.552856,0.566467,79.1798,0
0.2500,1357256,0.454529,-0.408325,-0.553833,0.565674,79.5991,0
0.2600,1357266,0.455383,-0.407104,-0.554810,0.564819,79.9943,0
0.2700,1357276,0.456299,-0.405945,-0.555908,0.563904,80.3769,0
0.2800,1357286,0.457153,-0.404724,-0.556885,0.563110,80.7676,0
0.2900,1357296,0.458496,-0.402954,-0.557861,0.562317,81.1846,0
0.3000,1357306,0.459900,-0.401062,-0.558777,0.561646,81.6166,0
0.3100,1357316,0.461243,-0.399170,-0.559631,0.560974,82.0436,0
0.3200,1357326,0.462585,-0.397339,-0.560547,0.560303,82.4542,0
0.3300,1357336,0.463745,-0.395630,-0.561523,0.559570,82.8337,0
0.3400,1357346,0.464783,-0.394165,-0.562622,0.558655,83.1799,0
0.3500,1357356,0.465759,-0.392761,-0.563721,0.557678,83.5042,0
0.3600,1357366,0.466431,-0.391785,-0.564819,0.556763,83.8174,0
0.3700,1357376,0.466980,-0.390869,-0.566040,0.555664,84.1036,0
0.3800,1357386,0.467468,-0.389954,-0.567322,0.554565,84.3708,0
0.3900,1357396,0.467957,-0.389099,-0.568665,0.553345,84.6292,0
0.4000,1357406,0.468506,-0.388184,-0.569946,0.552307,84.8991,0
0.4100,1357416,0.469238,-0.387024,-0.570984,0.551331,85.1922,0
0.4200,1357426,0.470032,-0.385803,-0.571899,0.550598,85.5578,0
0.4300,1357436,0.471008,-0.384399,-0.572510,0.550110,85.9467,0
0.4400,1357446,0.472046,-0.382874,-0.572998,0.549744,86.3326,0
0.4500,1357456,0.473145,-0.381287,-0.573486,0.549438,86.7005,0
0.4600,1357466,0.474243,-0.379761,-0.573975,0.549011,87.0397,0
0.4700,1357476,0.475037,-0.378601,-0.574646,0.548401,87.3465,0
0.4800,1357486,0.476562,-0.376831,-0.576172,0.546692,87.6193,0
0.4900,1357496,0.477295,-0.376160,-0.577026,0.545654,87.8665,0
0.5000,1357506,0.478088,-0.375488,-0.577942,0.544434,88.0989,0
0.5100,1357516,0.478943,-0.374817,-0.578796,0.543274,88.3308,0
0.5200,1357526,0.479858,-0.374023,-0.579590,0.542175,88.5730,0
0.5300,1357536,0.480774,-0.373108,-0.580383,0.541077,88.8202,0
0.5400,1357546,0.481812,-0.372253,-0.581177,0.539917,89.0485,0
0.5500,1357556,0.482788,-0.371521,-0.582031,0.538696,89.2557,0
0.5600,1357566,0.483582,-0.370911,-0.582886,0.537415,89.4495,0
0.5700,1357576,0.484253,-0.370422,-0.583679,0.536255,89.6370,0
0.5800,1357586,0.484863,-0.369934,-0.584473,0.535217,89.8311,0
0.5900,1357596,0.485352,-0.369446,-0.585205,0.534302,90.0312,0
0.6000,1357606,0.485779,-0.369019,-0.585815,0.533508,90.2370,0
0.6100,1357616,0.486206,-0.368469,-0.586426,0.532898,90.4513,0
0.6200,1357626,0.486572,-0.367920,-0.586975,0.532288,90.6718,0
0.6300,1357636,0.486938,-0.367371,-0.587463,0.531799,90.8953,0
0.6400,1357646,0.487244,-0.366760,-0.588013,0.531311,91.1098,0
0.6500,1357656,0.487488,-0.366211,-0.588623,0.530823,91.3121,0
0.6600,1357666,0.487732,-0.365662,-0.589233,0.530273,91.5100,0
0.6700,1357676,0.487976,-0.365112,-0.589905,0.529724,91.6916,0
0.6800,1357686,0.488098,-0.364685,-0.590637,0.529053,91.8507,0
0.6900,1357696,0.488159,-0.364441,-0.591492,0.528259,91.9813,0
0.7000,1357706,0.488159,-0.364319,-0.592346,0.527344,92.0885,0
0.7100,1357716,0.488098,-0.364319,-0.593140,0.526489,92.2035,0
0.7200,1357726,0.488159,-0.364319,-0.593872,0.525635,92.3343,0
0.7300,1357736,0.488220,-0.364319,-0.594482,0.524902,92.4990,0
0.7400,1357746,0.488464,-0.364136,-0.594849,0.524353,92.7105,0
0.7500,1357756,0.488892,-0.363708,-0.595032,0.524048,92.9579,0
0.7600,1357766,0.489441,-0.363159,-0.594971,0.523987,93.2139,0
0.7700,1357776,0.490479,-0.361938,-0.594788,0.524048,93.4459,0
0.7800,1357786,0.490845,-0.361572,-0.594849,0.523926,93.6362,0
0.7900,1357796,0.490967,-0.361389,-0.595032,0.523682,93.7839,0
0.8000,1357806,0.490967,-0.361389,-0.595398,0.523315,93.8945,0
0.8100,1357816,0.490845,-0.361450,-0.595825,0.522888,93.9813,0
0.8200,1357826,0.490662,-0.361572,-0.596313,0.522461,94.0609,0
0.8300,1357836,0.490479,-0.361511,-0.596741,0.522156,94.1584,0
0.8400,1357846,0.490417,-0.361206,-0.596985,0.522156,94.2922,0
0.8500,1357856,0.490356,-0.360779,-0.597107,0.522339,94.4531,0
0.8600,1357866,0.490295,-0.360413,-0.597168,0.522583,94.6190,0
0.8700,1357876,0.490112,-0.360229,-0.597107,0.522949,94.7660,0
0.8800,1357886,0.489807,-0.360352,-0.597046,0.523193,94.8799,0
0.8900,1357896,0.489563,-0.360657,-0.596985,0.523315,94.9709,0
0.9000,1357906,0.489258,-0.361023,-0.596802,0.523499,95.0536,0
0.9100,1357916,0.489014,-0.361389,-0.596558,0.523804,95.1487,0
0.9200,1357926,0.488770,-0.361633,-0.596191,0.524292,95.2540,0
0.9300,1357936,0.488586,-0.361816,-0.595703,0.524902,95.3681,0
0.9400,1357946,0.488342,-0.362061,-0.595215,0.525513,95.4661,0
0.9500,1357956,0.487915,-0.362549,-0.594788,0.526001,95.5292,0
0.9600,1357966,0.487366,-0.363220,-0.594482,0.526489,95.5526,0
0.9700,1357976,0.486633,-0.364075,-0.594177,0.526917,95.5441,0
0.9800,1357986,0.485779,-0.364990,-0.593750,0.527466,95.5488,0
0.9900,1357996,0.484924,-0.365906,-0.593323,0.528137,95.5421,0
1.0000,1358006,0.484009,-0.366882,-0.592834,0.528809,95.5263,0
1.0100,1358016,0.483154,-0.367859,-0.592285,0.529541,95.5002,0
1.0200,1358026,0.482239,-0.368896,-0.591797,0.530212,95.4630,0
1.0300,1358036,0.481323,-0.369995,-0.591248,0.530884,95.4213,0
1.0400,1358046,0.480408,-0.371094,-0.590637,0.531616,95.3770,0
1.0500,1358056,0.478699,-0.373047,-0.589539,0.533081,95.3411,0
1.0600,1358066,0.477966,-0.373779,-0.588867,0.533936,95.3171,0
1.0700,1358076,0.477417,-0.374390,-0.588135,0.534790,95.3053,0
1.0800,1358086,0.476929,-0.374878,-0.587463,0.535645,95.2979,0
1.0900,1358096,0.476440,-0.375366,-0.586853,0.536377,95.2722,0
1.1000,1358106,0.475952,-0.375916,-0.586365,0.536926,95.2142,0
1.1100,1358116,0.475342,-0.376587,-0.586121,0.537292,95.1256,0
1.1200,1358126,0.474731,-0.377197,-0.585876,0.537659,95.0268,0
1.1300,1358136,0.474121,-0.377747,-0.585632,0.538086,94.9374,0
1.1400,1358146,0.473572,-0.378174,-0.585327,0.538635,94.8731,0
