# Sesion:22 Fecha:2026-04-05 21:42:35 Shots:1 Duracion:14,17s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,951386,0.730103,-0.669434,0.129761,-0.044617,68.0353,0
0.0100,951396,0.730225,-0.669617,0.126892,-0.047546,68.5895,0
0.0200,951406,0.730286,-0.669922,0.124084,-0.050476,69.1194,0
0.0300,951416,0.730103,-0.670349,0.121338,-0.053284,69.6187,0
0.0400,951426,0.729858,-0.670898,0.118591,-0.056152,70.0977,0
0.0500,951436,0.729492,-0.671509,0.115906,-0.058960,70.5617,0
0.0600,951446,0.729065,-0.672180,0.113220,-0.061707,71.0195,0
0.0700,951456,0.728699,-0.672791,0.110535,-0.064453,71.4858,0
0.0800,951466,0.728394,-0.673279,0.107849,-0.067139,71.9579,0
0.0900,951476,0.728027,-0.673828,0.105164,-0.069824,72.4216,0
0.1000,951486,0.727478,-0.674500,0.102600,-0.072388,72.8586,0
0.1100,951496,0.726807,-0.675354,0.100159,-0.074951,73.2658,0
0.1200,951506,0.725891,-0.676392,0.097778,-0.077454,73.6690,0
0.1300,951516,0.724915,-0.677490,0.095520,-0.079895,74.0524,0
0.1400,951526,0.723999,-0.678528,0.093323,-0.082336,74.4412,0
0.1500,951536,0.723450,-0.679077,0.091248,-0.084717,74.8995,0
0.1600,951546,0.722900,-0.679626,0.089172,-0.087097,75.3536,0
0.1700,951556,0.722656,-0.679871,0.087036,-0.089478,75.8456,0
0.1800,951566,0.722656,-0.679810,0.085022,-0.091858,76.3738,0
0.1900,951576,0.722656,-0.679749,0.082947,-0.094238,76.8796,0
0.2000,951586,0.722534,-0.679749,0.081055,-0.096619,77.3045,0
0.2100,951596,0.721985,-0.680176,0.079346,-0.098938,77.7237,0
0.2200,951606,0.721436,-0.680603,0.077698,-0.101318,78.0967,0
0.2300,951616,0.720642,-0.681274,0.076111,-0.103577,78.4215,0
0.2400,951626,0.719604,-0.682251,0.074707,-0.105652,78.7456,0
0.2500,951636,0.717834,-0.683777,0.071655,-0.109619,79.1244,0
0.2600,951646,0.717407,-0.684143,0.069946,-0.111450,79.5419,0
0.2700,951656,0.717285,-0.684143,0.068176,-0.113220,80.0005,0
0.2800,951666,0.717346,-0.684021,0.066345,-0.114929,80.4777,0
0.2900,951676,0.717407,-0.683777,0.064514,-0.116516,80.9526,0
0.3000,951686,0.717468,-0.683655,0.062866,-0.118042,81.4044,0
0.3100,951696,0.717346,-0.683655,0.061340,-0.119507,81.8260,0
0.3200,951706,0.717163,-0.683716,0.059814,-0.120911,82.2186,0
0.3300,951716,0.716919,-0.683899,0.058411,-0.122192,82.5862,0
0.3400,951726,0.716553,-0.684204,0.057129,-0.123352,82.9312,0
0.3500,951736,0.716125,-0.684509,0.055725,-0.124573,83.2703,0
0.3600,951746,0.715881,-0.684631,0.054260,-0.125793,83.6184,0
0.3700,951756,0.715820,-0.684570,0.052734,-0.127075,84.0002,0
0.3800,951766,0.716064,-0.684204,0.051025,-0.128296,84.4217,0
0.3900,951776,0.716553,-0.683594,0.049255,-0.129578,84.8749,0
