# Sesion:5 Fecha:2026-04-05 21:13:33 Shots:1 Duracion:12,22s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,1317356,0.386963,-0.441772,-0.527893,0.613525,67.1881,0
0.0100,1317366,0.391907,-0.436890,-0.532227,0.610107,67.7130,0
0.0200,1317376,0.394226,-0.434631,-0.534424,0.608337,68.2266,0
0.0300,1317386,0.396545,-0.432434,-0.536499,0.606567,68.7506,0
0.0400,1317396,0.398926,-0.430176,-0.538330,0.604980,69.2954,0
0.0500,1317406,0.401367,-0.428040,-0.540039,0.603333,69.8473,0
0.0600,1317416,0.403809,-0.425964,-0.541687,0.601746,70.3900,0
0.0700,1317426,0.406189,-0.424072,-0.543335,0.599976,70.9168,0
0.0800,1317436,0.408569,-0.422119,-0.544983,0.598206,71.4333,0
0.0900,1317446,0.411011,-0.420166,-0.546631,0.596436,71.9481,0
0.1000,1317456,0.413391,-0.418152,-0.548340,0.594604,72.4585,0
0.1100,1317466,0.415771,-0.416199,-0.550110,0.592712,72.9511,0
0.1200,1317476,0.417969,-0.414368,-0.552002,0.590698,73.4107,0
0.1300,1317486,0.419983,-0.412720,-0.554077,0.588440,73.8282,0
0.1400,1317496,0.421753,-0.411377,-0.556274,0.586060,74.2106,0
0.1500,1317506,0.423401,-0.410095,-0.558350,0.583740,74.5836,0
0.1600,1317516,0.425049,-0.408813,-0.560364,0.581543,74.9732,0
0.1700,1317526,0.426636,-0.407349,-0.562134,0.579651,75.4236,0
0.1800,1317536,0.428406,-0.405701,-0.563660,0.578125,75.9194,0
0.1900,1317546,0.430176,-0.403809,-0.564941,0.576843,76.4550,0
0.2000,1317556,0.432007,-0.401855,-0.566040,0.575684,77.0085,0
0.2100,1317566,0.433838,-0.399963,-0.567139,0.574646,77.5537,0
0.2200,1317576,0.435608,-0.398193,-0.568115,0.573486,78.0795,0
0.2300,1317586,0.437317,-0.396484,-0.569153,0.572327,78.5715,0
0.2400,1317596,0.438965,-0.394958,-0.570251,0.571106,79.0402,0
