# Sesion:11 Fecha:2026-04-05 21:29:08 Shots:1 Duracion:10,62s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,174246,0.705627,-0.693787,0.140320,-0.033142,69.0687,0
0.0100,174256,0.705017,-0.694641,0.138672,-0.034851,69.3608,0
0.0200,174266,0.704468,-0.695374,0.137085,-0.036621,69.6701,0
0.0300,174276,0.704102,-0.696045,0.135437,-0.038452,69.9965,0
0.0400,174286,0.703796,-0.696533,0.133850,-0.040283,70.3430,0
0.0500,174296,0.703613,-0.696899,0.132263,-0.042114,70.6960,0
0.0600,174306,0.703308,-0.697388,0.130737,-0.044006,71.0380,0
0.0700,174316,0.702881,-0.697937,0.129211,-0.045898,71.3559,0
0.0800,174326,0.702332,-0.698669,0.127808,-0.047791,71.6539,0
0.0900,174336,0.701660,-0.699463,0.126465,-0.049622,71.9293,0
0.1000,174346,0.700867,-0.700378,0.125122,-0.051453,72.1887,0
0.1100,174356,0.700012,-0.701294,0.123718,-0.053162,72.4417,0
0.1200,174366,0.699219,-0.702209,0.122253,-0.054871,72.7095,0
0.1300,174376,0.698425,-0.703125,0.120911,-0.056458,72.9716,0
0.1400,174386,0.697571,-0.704102,0.119568,-0.057922,73.2325,0
0.1500,174396,0.696777,-0.704956,0.118286,-0.059265,73.4933,0
0.1600,174406,0.696106,-0.705750,0.117004,-0.060486,73.7696,0
0.1700,174416,0.695679,-0.706299,0.115723,-0.061646,74.0748,0
0.1800,174426,0.695435,-0.706604,0.114380,-0.062744,74.4506,0
0.1900,174436,0.695496,-0.706726,0.113037,-0.063843,74.8431,0
0.2000,174446,0.695679,-0.706604,0.111694,-0.064941,75.2272,0
0.2100,174456,0.695923,-0.706543,0.110291,-0.066101,75.5860,0
0.2200,174466,0.695984,-0.706543,0.109009,-0.067200,75.9196,0
0.2300,174476,0.695984,-0.706604,0.107727,-0.068298,76.2406,0
0.2400,174486,0.695984,-0.706726,0.106628,-0.069336,76.5637,0
0.2500,174496,0.696106,-0.706726,0.104736,-0.071167,76.8818,0
0.2600,174506,0.696167,-0.706665,0.104004,-0.072021,77.1902,0
0.2700,174516,0.696228,-0.706543,0.103394,-0.072876,77.4965,0
0.2800,174526,0.696472,-0.706360,0.102783,-0.073730,77.8062,0
0.2900,174536,0.696655,-0.706177,0.102173,-0.074585,78.1073,0
0.3000,174546,0.696777,-0.706055,0.101501,-0.075439,78.3858,0
0.3100,174556,0.696838,-0.705994,0.100769,-0.076172,78.6471,0
0.3200,174566,0.696838,-0.706055,0.100037,-0.076843,78.8915,0
0.3300,174576,0.696838,-0.706055,0.099426,-0.077393,79.1264,0
0.3400,174586,0.696960,-0.705994,0.098877,-0.077759,79.3615,0
0.3500,174596,0.697144,-0.705811,0.098450,-0.077942,79.6035,0
0.3600,174606,0.697449,-0.705566,0.098145,-0.078003,79.8452,0
0.3700,174616,0.697815,-0.705261,0.097961,-0.077881,80.0778,0
0.3800,174626,0.698120,-0.705017,0.097839,-0.077698,80.2929,0
0.3900,174636,0.698364,-0.704773,0.097839,-0.077454,80.4839,0
0.4000,174646,0.698486,-0.704712,0.097900,-0.077209,80.6476,0
0.4100,174656,0.698547,-0.704651,0.098022,-0.076904,80.7852,0
0.4200,174666,0.698547,-0.704651,0.098206,-0.076660,80.9122,0
0.4300,174676,0.698669,-0.704529,0.098450,-0.076416,81.0446,0
0.4400,174686,0.698853,-0.704285,0.098633,-0.076294,81.1870,0
0.4500,174696,0.699158,-0.704041,0.098755,-0.076050,81.3305,0
0.4600,174706,0.699402,-0.703796,0.098877,-0.075867,81.4501,0
0.4700,174716,0.699585,-0.703552,0.099121,-0.075623,81.5570,0
0.4800,174726,0.699768,-0.703369,0.099365,-0.075317,81.6602,0
0.4900,174736,0.700012,-0.703125,0.099792,-0.075073,81.7622,0
0.5000,174746,0.700256,-0.702881,0.100342,-0.074829,81.8601,0
0.5100,174756,0.700500,-0.702515,0.100952,-0.074463,81.9404,0
0.5200,174766,0.700745,-0.702209,0.101746,-0.074097,81.9985,0
0.5300,174776,0.700989,-0.701782,0.103760,-0.073120,82.0261,0
0.5400,174786,0.700928,-0.701782,0.104919,-0.072571,82.0277,0
0.5500,174796,0.700806,-0.701721,0.106079,-0.071899,82.0230,0
0.5600,174806,0.700867,-0.701599,0.107239,-0.071167,82.0186,0
0.5700,174816,0.700928,-0.701477,0.108337,-0.070374,82.0182,0
0.5800,174826,0.701111,-0.701172,0.109436,-0.069519,82.0246,0
0.5900,174836,0.701355,-0.700867,0.110413,-0.068665,82.0362,0
0.6000,174846,0.701660,-0.700500,0.111389,-0.067810,82.0456,0
0.6100,174856,0.701965,-0.700073,0.112305,-0.066956,82.0495,0
0.6200,174866,0.702209,-0.699768,0.113159,-0.066101,82.0344,0
0.6300,174876,0.702332,-0.699646,0.114075,-0.065186,81.9882,0
0.6400,174886,0.702271,-0.699646,0.114441,-0.064819,81.9234,0
0.6500,174896,0.702209,-0.699707,0.114868,-0.064331,81.8509,0
0.6600,174906,0.702148,-0.699707,0.115784,-0.063416,81.7758,0
0.6700,174916,0.702087,-0.699707,0.116699,-0.062500,81.6946,0
0.6800,174926,0.702026,-0.699707,0.117554,-0.061584,81.6093,0
0.6900,174936,0.701843,-0.699768,0.118530,-0.060730,81.5106,0
0.7000,174946,0.701660,-0.699890,0.119141,-0.060303,81.4011,0
0.7100,174956,0.701477,-0.700012,0.119629,-0.059875,81.2986,0
0.7200,174966,0.701477,-0.700012,0.120422,-0.059082,81.2188,0
0.7300,174976,0.701538,-0.699829,0.121094,-0.058350,81.1611,0
0.7400,174986,0.701782,-0.699524,0.121765,-0.057739,81.1143,0
0.7500,174996,0.701904,-0.699341,0.122437,-0.057190,81.0318,0
0.7600,175006,0.701721,-0.699463,0.122681,-0.057129,80.9315,0
0.7700,175016,0.701416,-0.699707,0.122925,-0.057129,80.8266,0
0.7800,175026,0.701111,-0.700012,0.123230,-0.057068,80.7453,0
0.7900,175036,0.700928,-0.700134,0.123535,-0.057068,80.6893,0
0.8000,175046,0.700928,-0.700073,0.123901,-0.056946,80.6472,0
0.8100,175056,0.701050,-0.699890,0.124390,-0.056824,80.5995,0
0.8200,175066,0.701050,-0.699768,0.125366,-0.056519,80.5279,0
0.8300,175076,0.700806,-0.699890,0.125854,-0.056335,80.4336,0
0.8400,175086,0.700623,-0.700012,0.126282,-0.056152,80.3355,0
0.8500,175096,0.700500,-0.700073,0.126709,-0.055969,80.2535,0
0.8600,175106,0.700562,-0.699951,0.127014,-0.055786,80.2005,0
0.8700,175116,0.700806,-0.699707,0.127380,-0.055664,80.1743,0
0.8800,175126,0.701050,-0.699402,0.127625,-0.055542,80.1637,0
0.8900,175136,0.701294,-0.699097,0.127808,-0.055359,80.1470,0
0.9000,175146,0.701355,-0.698975,0.128113,-0.055115,80.1054,0
0.9100,175156,0.701294,-0.699036,0.128479,-0.054871,80.0354,0
0.9200,175166,0.701111,-0.699158,0.128906,-0.054565,79.9565,0
0.9300,175176,0.700989,-0.699280,0.129028,-0.054565,79.8909,0
0.9400,175186,0.701050,-0.699158,0.129211,-0.054565,79.8588,0
0.9500,175196,0.701294,-0.698914,0.129333,-0.054626,79.8592,0
0.9600,175206,0.701599,-0.698547,0.129517,-0.054626,79.8721,0
0.9700,175216,0.701782,-0.698303,0.129700,-0.054749,79.8718,0
0.9800,175226,0.701904,-0.698181,0.130127,-0.054565,79.8380,0
0.9900,175236,0.701782,-0.698181,0.130615,-0.054443,79.7731,0
1.0000,175246,0.701599,-0.698303,0.131104,-0.054321,79.6869,0
1.0100,175256,0.701355,-0.698486,0.131653,-0.054199,79.6062,0
1.0200,175266,0.701233,-0.698486,0.131958,-0.054260,79.5480,0
1.0300,175276,0.701355,-0.698303,0.132324,-0.054321,79.5406,0
1.0400,175286,0.701599,-0.697998,0.132629,-0.054382,79.5383,0
1.0500,175296,0.701904,-0.697632,0.132874,-0.054382,79.5164,0
1.0600,175306,0.702087,-0.697388,0.133179,-0.054443,79.4736,0
1.0700,175316,0.702209,-0.697205,0.133484,-0.054382,79.4114,0
1.0800,175326,0.702209,-0.697205,0.133789,-0.054321,79.3422,0
1.0900,175336,0.702148,-0.697205,0.134033,-0.054199,79.2747,0
1.1000,175346,0.702087,-0.697205,0.134399,-0.053894,79.2129,0
1.1100,175356,0.702148,-0.697144,0.134583,-0.053711,79.1653,0
1.1200,175366,0.702209,-0.697021,0.134705,-0.053528,79.1283,0
1.1300,175376,0.702332,-0.696899,0.134827,-0.053406,79.1003,0
