# Sesion:18 Fecha:2026-04-05 21:34:14 Shots:1 Duracion:13,59s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,468616,0.677368,-0.720642,0.142761,-0.038818,69.2974,0
0.0100,468626,0.677185,-0.721069,0.140625,-0.041687,69.7189,0
0.0200,468636,0.677124,-0.721375,0.138428,-0.044495,70.1542,0
0.0300,468646,0.677307,-0.721436,0.136292,-0.047363,70.6288,0
0.0400,468656,0.677673,-0.721252,0.134155,-0.050293,71.1387,0
0.0500,468666,0.678284,-0.720825,0.132080,-0.053223,71.6734,0
0.0600,468676,0.678955,-0.720337,0.130127,-0.056213,72.2157,0
0.0700,468686,0.679565,-0.719849,0.128296,-0.059143,72.7443,0
0.0800,468696,0.680115,-0.719421,0.126465,-0.062134,73.2504,0
0.0900,468706,0.680542,-0.719055,0.124695,-0.065125,73.7615,0
0.1000,468716,0.681030,-0.718628,0.122925,-0.068115,74.2657,0
0.1100,468726,0.681396,-0.718323,0.121277,-0.070862,74.7670,0
0.1200,468736,0.681763,-0.718018,0.119690,-0.073547,75.2614,0
0.1300,468746,0.682251,-0.717529,0.117798,-0.076355,75.7478,0
0.1400,468756,0.682739,-0.717041,0.115967,-0.079102,76.2269,0
0.1500,468766,0.683228,-0.716614,0.114197,-0.081848,76.6936,0
0.1600,468776,0.683655,-0.716125,0.112427,-0.084473,77.1437,0
0.1700,468786,0.684021,-0.715698,0.110718,-0.087036,77.5757,0
0.1800,468796,0.684326,-0.715393,0.109070,-0.089539,77.9964,0
0.1900,468806,0.684631,-0.715027,0.107483,-0.091919,78.4099,0
0.2000,468816,0.684875,-0.714722,0.105957,-0.094299,78.8136,0
0.2100,468826,0.685242,-0.714172,0.102966,-0.098877,79.1930,0
0.2200,468836,0.685364,-0.713928,0.101440,-0.101135,79.5653,0
0.2300,468846,0.685547,-0.713684,0.099915,-0.103394,79.9429,0
0.2400,468856,0.685730,-0.713379,0.098328,-0.105713,80.3191,0
0.2500,468866,0.685852,-0.713196,0.096619,-0.108032,80.6838,0
0.2600,468876,0.685852,-0.713013,0.094971,-0.110352,81.0351,0
0.2700,468886,0.685791,-0.712891,0.093323,-0.112732,81.3770,0
0.2800,468896,0.685669,-0.712891,0.091736,-0.114990,81.7038,0
0.2900,468906,0.685486,-0.712891,0.090210,-0.117188,82.0124,0
0.3000,468916,0.685120,-0.713074,0.088806,-0.119324,82.3029,0
0.3100,468926,0.684753,-0.713318,0.087524,-0.121277,82.5758,0
0.3200,468936,0.684265,-0.713562,0.086365,-0.123169,82.8340,0
0.3300,468946,0.683716,-0.713867,0.085327,-0.124939,83.0847,0
0.3400,468956,0.683289,-0.714111,0.084290,-0.126648,83.3442,0
0.3500,468966,0.683044,-0.714172,0.083191,-0.128357,83.6321,0
0.3600,468976,0.683167,-0.713928,0.081970,-0.130066,83.9711,0
0.3700,468986,0.683594,-0.713318,0.080688,-0.131836,84.3721,0
0.3800,468996,0.684143,-0.712585,0.079285,-0.133667,84.7923,0
