# Sesion:7 Fecha:2026-04-05 21:15:05 Shots:1 Duracion:13,27s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,1405736,0.374817,-0.442688,-0.541138,0.608826,68.7941,0
0.0100,1405746,0.376953,-0.440918,-0.542542,0.607544,69.2484,0
0.0200,1405756,0.379150,-0.438965,-0.543823,0.606506,69.7309,0
0.0300,1405766,0.381409,-0.436890,-0.544922,0.605530,70.2358,0
0.0400,1405776,0.383667,-0.434875,-0.546082,0.604553,70.7289,0
0.0500,1405786,0.385803,-0.432983,-0.547363,0.603394,71.1866,0
0.0600,1405796,0.387756,-0.431274,-0.548767,0.602112,71.6002,0
0.0700,1405806,0.389648,-0.429687,-0.550293,0.600647,71.9875,0
0.0800,1405816,0.391479,-0.428162,-0.551758,0.599121,72.3689,0
0.0900,1405826,0.393433,-0.426636,-0.553223,0.597656,72.7601,0
0.1000,1405836,0.395386,-0.424927,-0.554504,0.596313,73.1759,0
0.1100,1405846,0.397522,-0.423157,-0.555664,0.595154,73.6254,0
0.1200,1405856,0.399719,-0.421143,-0.556580,0.594177,74.1079,0
0.1300,1405866,0.402039,-0.419189,-0.557373,0.593323,74.6209,0
0.1400,1405876,0.404358,-0.417236,-0.558044,0.592407,75.1311,0
0.1500,1405886,0.406616,-0.415405,-0.558838,0.591492,75.6190,0
0.1600,1405896,0.408813,-0.413574,-0.559631,0.590454,76.0766,0
0.1700,1405906,0.410461,-0.412354,-0.560242,0.589600,76.5020,0
0.1800,1405916,0.411987,-0.411133,-0.561035,0.588562,76.8646,0
0.1900,1405926,0.413513,-0.409851,-0.562012,0.587524,77.2207,0
0.2000,1405936,0.415222,-0.408203,-0.563416,0.586121,77.5835,0
0.2100,1405946,0.416931,-0.406433,-0.564758,0.584778,77.9610,0
0.2200,1405956,0.418640,-0.404663,-0.566101,0.583557,78.3574,0
0.2300,1405966,0.420349,-0.402771,-0.567200,0.582520,78.7484,0
0.2400,1405976,0.421997,-0.401001,-0.568298,0.581482,79.1264,0
0.2500,1405986,0.424988,-0.397888,-0.570251,0.579529,79.5005,0
0.2600,1405996,0.426392,-0.396484,-0.571106,0.578674,79.8703,0
0.2700,1406006,0.427734,-0.395081,-0.571899,0.577759,80.2364,0
0.2800,1406016,0.429077,-0.393738,-0.572693,0.576965,80.6034,0
0.2900,1406026,0.430420,-0.392456,-0.573364,0.576172,80.9632,0
0.3000,1406036,0.431519,-0.391357,-0.573975,0.575500,81.3199,0
0.3100,1406046,0.432617,-0.390259,-0.574524,0.574829,81.6723,0
0.3200,1406056,0.433777,-0.389099,-0.575073,0.574219,82.0223,0
0.3300,1406066,0.434937,-0.387939,-0.575623,0.573608,82.3650,0
0.3400,1406076,0.436035,-0.386841,-0.576233,0.572937,82.6934,0
0.3500,1406086,0.437073,-0.385742,-0.576843,0.572144,83.0041,0
0.3600,1406096,0.438110,-0.384766,-0.577637,0.571350,83.2890,0
0.3700,1406106,0.438965,-0.383972,-0.578430,0.570312,83.5395,0
0.3800,1406116,0.439697,-0.383423,-0.579407,0.569153,83.7519,0
0.3900,1406126,0.440308,-0.382996,-0.580444,0.567932,83.9361,0
0.4000,1406136,0.441040,-0.382385,-0.581482,0.566711,84.1264,0
0.4100,1406146,0.441772,-0.381653,-0.582397,0.565674,84.3594,0
0.4200,1406156,0.442627,-0.380676,-0.583130,0.564880,84.6340,0
0.4300,1406166,0.443665,-0.379517,-0.583679,0.564331,84.9470,0
0.4400,1406176,0.444702,-0.378174,-0.584167,0.563904,85.2775,0
0.4500,1406186,0.445740,-0.376831,-0.584656,0.563477,85.6056,0
0.4600,1406196,0.446777,-0.375549,-0.585144,0.562988,85.9132,0
0.4700,1406206,0.447754,-0.374390,-0.585815,0.562317,86.1571,0
0.4800,1406216,0.448608,-0.373474,-0.586487,0.561462,86.3739,0
0.4900,1406226,0.449402,-0.372681,-0.587341,0.560547,86.5743,0
0.5000,1406236,0.450073,-0.371948,-0.588196,0.559570,86.7722,0
0.5100,1406246,0.450623,-0.371277,-0.589050,0.558655,86.9659,0
0.5200,1406256,0.451050,-0.370605,-0.589905,0.557861,87.1598,0
0.5300,1406266,0.451843,-0.369324,-0.591431,0.556458,87.3669,0
0.5400,1406276,0.452271,-0.368591,-0.592041,0.555969,87.5890,0
0.5500,1406286,0.452637,-0.367798,-0.592590,0.555542,87.8180,0
0.5600,1406296,0.453003,-0.367004,-0.593140,0.555237,88.0448,0
0.5700,1406306,0.453369,-0.366272,-0.593689,0.554810,88.2594,0
0.5800,1406316,0.453613,-0.365662,-0.594299,0.554321,88.4583,0
0.5900,1406326,0.453918,-0.365173,-0.594971,0.553772,88.6402,0
0.6000,1406336,0.454224,-0.364624,-0.595642,0.553162,88.8128,0
0.6100,1406346,0.454468,-0.364258,-0.596313,0.552429,88.9675,0
0.6200,1406356,0.454773,-0.363953,-0.596985,0.551636,89.1136,0
0.6300,1406366,0.455017,-0.363708,-0.597656,0.550842,89.2532,0
0.6400,1406376,0.455383,-0.363464,-0.598267,0.550110,89.4009,0
0.6500,1406386,0.455688,-0.363220,-0.598694,0.549561,89.5628,0
0.6600,1406396,0.455994,-0.362976,-0.599060,0.549072,89.7322,0
0.6700,1406406,0.456299,-0.362732,-0.599304,0.548645,89.9041,0
0.6800,1406416,0.456604,-0.362549,-0.599548,0.548340,90.0758,0
0.6900,1406426,0.456909,-0.362305,-0.599670,0.548035,90.2570,0
0.7000,1406436,0.457214,-0.362061,-0.599731,0.547913,90.4417,0
0.7100,1406446,0.457520,-0.361938,-0.599731,0.547729,90.6136,0
0.7200,1406456,0.457642,-0.361755,-0.599854,0.547607,90.7671,0
0.7300,1406466,0.457703,-0.361755,-0.600037,0.547363,90.8944,0
0.7400,1406476,0.457703,-0.361633,-0.600220,0.547241,91.0207,0
0.7500,1406486,0.457703,-0.361511,-0.600281,0.547241,91.1924,0
0.7600,1406496,0.457764,-0.361206,-0.600220,0.547485,91.3716,0
0.7700,1406506,0.457825,-0.360779,-0.600159,0.547729,91.5342,0
0.7800,1406516,0.457886,-0.360413,-0.600159,0.547974,91.6702,0
0.7900,1406526,0.457886,-0.360107,-0.600220,0.548035,91.7900,0
0.8000,1406536,0.457825,-0.359802,-0.600342,0.548157,91.9061,0
0.8100,1406546,0.457703,-0.359619,-0.600464,0.548340,92.0218,0
0.8200,1406556,0.457275,-0.359314,-0.600586,0.548767,92.1156,0
0.8300,1406566,0.456848,-0.359436,-0.600769,0.548767,92.1727,0
0.8400,1406576,0.456421,-0.359680,-0.601074,0.548645,92.1995,0
0.8500,1406586,0.455872,-0.359985,-0.601379,0.548584,92.2178,0
0.8600,1406596,0.455383,-0.360291,-0.601624,0.548523,92.2469,0
0.8700,1406606,0.455017,-0.360474,-0.601624,0.548706,92.3023,0
0.8800,1406616,0.454712,-0.360474,-0.601501,0.549133,92.3971,0
0.8900,1406626,0.454468,-0.360352,-0.601135,0.549805,92.5208,0
0.9000,1406636,0.454224,-0.360291,-0.600647,0.550537,92.6430,0
0.9100,1406646,0.453857,-0.360474,-0.600281,0.551086,92.7254,0
0.9200,1406656,0.453308,-0.360901,-0.600098,0.551514,92.7633,0
0.9300,1406666,0.452759,-0.361511,-0.599915,0.551758,92.7645,0
0.9400,1406676,0.452209,-0.362183,-0.599792,0.551880,92.7500,0
0.9500,1406686,0.451721,-0.362671,-0.599670,0.552063,92.7389,0
0.9600,1406696,0.451355,-0.363098,-0.599548,0.552307,92.7395,0
0.9700,1406706,0.451111,-0.363403,-0.599365,0.552490,92.7472,0
0.9800,1406716,0.450806,-0.363647,-0.599243,0.552612,92.7417,0
0.9900,1406726,0.450500,-0.364014,-0.599243,0.552673,92.7167,0
1.0000,1406736,0.450073,-0.364502,-0.599304,0.552612,92.6727,0
1.0100,1406746,0.449646,-0.365173,-0.599365,0.552490,92.6105,0
1.0200,1406756,0.449097,-0.366028,-0.599426,0.552368,92.5279,0
1.0300,1406766,0.448425,-0.366943,-0.599426,0.552246,92.4664,0
1.0400,1406776,0.447754,-0.367798,-0.599304,0.552368,92.4397,0
1.0500,1406786,0.447083,-0.368591,-0.598938,0.552734,92.4473,0
1.0600,1406796,0.446411,-0.369141,-0.598450,0.553406,92.4726,0
1.0700,1406806,0.445862,-0.369629,-0.597839,0.554260,92.4886,0
1.0800,1406816,0.445251,-0.370056,-0.597290,0.554993,92.4696,0
1.0900,1406826,0.444702,-0.370544,-0.596863,0.555603,92.4073,0
1.1000,1406836,0.443420,-0.372070,-0.596497,0.555969,92.3105,0
1.1100,1406846,0.442749,-0.372986,-0.596436,0.555969,92.2076,0
1.1200,1406856,0.442139,-0.373840,-0.596252,0.556030,92.1161,0
1.1300,1406866,0.441711,-0.374573,-0.596069,0.556152,92.0395,0
1.1400,1406876,0.441284,-0.375244,-0.595703,0.556396,91.9797,0
1.1500,1406886,0.440918,-0.375916,-0.595337,0.556641,91.9261,0
1.1600,1406896,0.440552,-0.376465,-0.594910,0.556946,91.8840,0
1.1700,1406906,0.440247,-0.376953,-0.594482,0.557373,91.8496,0
1.1800,1406916,0.439941,-0.377380,-0.593933,0.557922,91.8262,0
1.1900,1406926,0.439636,-0.377686,-0.593384,0.558533,91.8102,0
1.2000,1406936,0.439331,-0.377991,-0.592896,0.559143,91.7949,0
1.2100,1406946,0.439087,-0.378296,-0.592407,0.559631,91.7652,0
1.2200,1406956,0.438782,-0.378601,-0.592041,0.559998,91.7148,0
1.2300,1406966,0.438416,-0.378906,-0.591858,0.560303,91.6425,0
1.2400,1406976,0.437927,-0.379333,-0.591736,0.560486,91.5534,0
1.2500,1406986,0.437561,-0.379761,-0.591675,0.560608,91.4687,0
1.2600,1406996,0.437256,-0.380066,-0.591431,0.560852,91.4027,0
1.2700,1407006,0.437073,-0.380249,-0.591187,0.561157,91.3571,0
1.2800,1407016,0.436890,-0.380432,-0.590820,0.561523,91.3207,0
1.2900,1407026,0.436707,-0.380615,-0.590515,0.561890,91.2812,0
1.3000,1407036,0.436523,-0.380920,-0.590210,0.562134,91.2269,0
1.3100,1407046,0.436340,-0.381226,-0.589905,0.562378,91.1704,0
1.3200,1407056,0.436096,-0.381531,-0.589600,0.562683,91.1196,0
1.3300,1407066,0.435913,-0.381836,-0.589233,0.562988,91.0759,0
1.3400,1407076,0.435669,-0.382019,-0.588928,0.563416,91.0348,0
1.3500,1407086,0.435486,-0.382263,-0.588501,0.563782,90.9885,0
1.3600,1407096,0.435303,-0.382446,-0.588196,0.564148,90.9368,0
1.3700,1407106,0.435120,-0.382629,-0.587952,0.564453,90.8786,0
1.3800,1407116,0.434753,-0.382996,-0.587524,0.564880,90.8190,0
1.3900,1407126,0.434570,-0.383179,-0.587402,0.565063,90.7583,0
1.4000,1407136,0.434387,-0.383362,-0.587219,0.565186,90.6879,0
1.4100,1407146,0.434204,-0.383728,-0.587158,0.565186,90.6037,0
1.4200,1407156,0.434021,-0.384094,-0.587097,0.565186,90.5166,0
1.4300,1407166,0.433838,-0.384399,-0.587036,0.565125,90.4366,0
