# Sesion:56 Fecha:2026-04-16 18:27:22 Shots:0 Duracion:15,33s
tSeg,ms,qw,qx,qy,qz,filteredElev,filteredYaw,shot
0.0000,2742576,-0.636780,0.672241,0.219543,-0.307312,71.3787,290.8439,0
0.0100,2742586,-0.638550,0.671204,0.221252,-0.304626,71.7792,291.3437,0
0.0200,2742596,-0.640076,0.670410,0.222961,-0.301941,72.1453,291.8547,0
0.0300,2742606,-0.641296,0.669861,0.224731,-0.299255,72.4739,292.3747,0
0.0400,2742616,-0.642334,0.669495,0.226440,-0.296448,72.7698,292.9049,0
0.0500,2742626,-0.643127,0.669373,0.228210,-0.293701,73.0405,293.4395,0
0.0600,2742636,-0.643860,0.669250,0.229980,-0.290894,73.3016,293.9739,0
0.0700,2742646,-0.644592,0.669128,0.231689,-0.288147,73.5803,294.5084,0
0.0800,2742656,-0.645569,0.668762,0.233398,-0.285522,73.9006,295.0375,0
0.0900,2742666,-0.646851,0.667969,0.234985,-0.283081,74.2810,295.5590,0
0.1000,2742676,-0.648437,0.666809,0.236572,-0.280884,74.7188,296.0798,0
0.1100,2742686,-0.650208,0.665466,0.238037,-0.278870,75.1844,296.6037,0
0.1200,2742696,-0.651855,0.664062,0.239563,-0.276978,75.6507,297.1307,0
0.1300,2742706,-0.653442,0.662720,0.241028,-0.275208,76.0933,297.6627,0
0.1400,2742716,-0.654724,0.661621,0.242615,-0.273376,76.5124,298.2119,0
0.1500,2742726,-0.655762,0.660767,0.244202,-0.271545,76.8804,298.7588,0
0.1600,2742736,-0.656494,0.660156,0.245850,-0.269714,77.2029,299.3022,0
0.1700,2742746,-0.657043,0.659790,0.247559,-0.267822,77.4951,299.8419,0
0.1800,2742756,-0.657593,0.659363,0.249207,-0.265930,77.7883,300.3731,0
0.1900,2742766,-0.658203,0.658813,0.250916,-0.264221,78.1003,300.8903,0
0.2000,2742776,-0.658875,0.658081,0.252625,-0.262512,78.4491,301.3973,0
0.2100,2742786,-0.659668,0.657288,0.254333,-0.260925,78.8030,301.8914,0
0.2200,2742796,-0.660522,0.656433,0.256042,-0.259460,79.1595,302.3774,0
0.2300,2742806,-0.661316,0.655457,0.257690,-0.258057,79.5136,302.8588,0
0.2400,2742816,-0.662109,0.654541,0.259399,-0.256714,79.8674,303.3369,0
0.2500,2742826,-0.662964,0.653564,0.261047,-0.255432,80.2172,303.8125,0
0.2600,2742836,-0.663757,0.652588,0.262634,-0.254150,80.5543,304.2852,0
0.2700,2742846,-0.665100,0.650940,0.265625,-0.251648,80.8752,304.7531,0
0.2800,2742856,-0.665710,0.650269,0.267029,-0.250366,81.1813,305.2202,0
0.2900,2742866,-0.666199,0.649658,0.268372,-0.249146,81.4774,305.6816,0
0.3000,2742876,-0.666748,0.649048,0.269653,-0.247925,81.7681,306.1396,0
0.3100,2742886,-0.667236,0.648499,0.270874,-0.246643,82.0579,306.5871,0
0.3200,2742896,-0.667725,0.648010,0.272034,-0.245361,82.3379,307.0300,0
0.3300,2742906,-0.668213,0.647583,0.273193,-0.243958,82.6176,307.4632,0
0.3400,2742916,-0.668701,0.647095,0.274231,-0.242615,82.9033,307.8848,0
0.3500,2742926,-0.669312,0.646545,0.275269,-0.241211,83.1966,308.2960,0
0.3600,2742936,-0.669983,0.645935,0.276245,-0.239868,83.4907,308.6985,0
0.3700,2742946,-0.670654,0.645386,0.277222,-0.238464,83.7730,309.0964,0
0.3800,2742956,-0.671204,0.644897,0.278198,-0.237122,84.0412,309.4911,0
0.3900,2742966,-0.671692,0.644470,0.279114,-0.235718,84.2934,309.8880,0
0.4000,2742976,-0.672119,0.644104,0.279968,-0.234436,84.5466,310.2809,0
0.4100,2742986,-0.672668,0.643616,0.280823,-0.233215,84.8072,310.6733,0
0.4200,2742996,-0.673279,0.643005,0.281616,-0.232117,85.0813,311.0625,0
0.4300,2743006,-0.673950,0.642334,0.282349,-0.231079,85.3740,311.4539,0
0.4400,2743016,-0.674683,0.641602,0.283081,-0.230225,85.6672,311.8445,0
0.4500,2743026,-0.675293,0.640930,0.283875,-0.229431,85.9498,312.2308,0
0.4600,2743036,-0.675720,0.640381,0.284607,-0.228699,86.2043,312.6142,0
0.4700,2743046,-0.676025,0.640015,0.285461,-0.227844,86.4209,312.9889,0
0.4800,2743056,-0.676147,0.639832,0.286255,-0.226929,86.6104,313.3541,0
0.4900,2743066,-0.676208,0.639709,0.287109,-0.226013,86.7825,313.7043,0
0.5000,2743076,-0.676270,0.639648,0.287964,-0.225037,86.9654,314.0452,0
0.5100,2743086,-0.676392,0.639404,0.288757,-0.224121,87.1696,314.3723,0
0.5200,2743096,-0.676697,0.639099,0.289551,-0.223206,87.3974,314.6924,0
0.5300,2743106,-0.677124,0.638550,0.290283,-0.222412,87.6343,315.0005,0
0.5400,2743116,-0.677612,0.637939,0.291016,-0.221619,87.8673,315.3017,0
0.5500,2743126,-0.678162,0.637390,0.291809,-0.220825,88.0904,315.5995,0
0.5600,2743136,-0.678955,0.636353,0.293213,-0.219360,88.2937,315.8988,0
0.5700,2743146,-0.679199,0.636047,0.293884,-0.218628,88.4759,316.1954,0
0.5800,2743156,-0.679321,0.635742,0.294617,-0.217896,88.6487,316.4886,0
0.5900,2743166,-0.679504,0.635437,0.295288,-0.217285,88.8298,316.7817,0
0.6000,2743176,-0.679810,0.635071,0.295898,-0.216797,89.0175,317.0686,0
0.6100,2743186,-0.680054,0.634705,0.296570,-0.216248,89.2014,317.3498,0
0.6200,2743196,-0.680176,0.634399,0.297180,-0.215759,89.3704,317.6236,0
0.6300,2743206,-0.680298,0.634216,0.297852,-0.215149,89.5211,317.8935,0
0.6400,2743216,-0.680298,0.634094,0.298523,-0.214600,89.6581,318.1578,0
0.6500,2743226,-0.680237,0.633972,0.299194,-0.214050,89.7883,318.4233,0
0.6600,2743236,-0.680176,0.633850,0.299866,-0.213684,89.9177,318.6906,0
0.6700,2743246,-0.680054,0.633789,0.300537,-0.213318,90.0450,318.9612,0
0.6800,2743256,-0.679932,0.633667,0.301208,-0.213135,90.1707,319.2346,0
0.6900,2743266,-0.679687,0.633667,0.301880,-0.213013,90.2934,319.5073,0
0.7000,2743276,-0.679504,0.633606,0.302490,-0.212952,90.4128,319.7770,0
0.7100,2743286,-0.679260,0.633545,0.303101,-0.212952,90.5401,320.0367,0
0.7200,2743296,-0.679077,0.633484,0.303711,-0.212891,90.6648,320.2840,0
0.7300,2743306,-0.678833,0.633484,0.304260,-0.212830,90.7756,320.5232,0
0.7400,2743316,-0.678589,0.633606,0.304749,-0.212708,90.8697,320.7481,0
