# Sesion:24 Fecha:2026-04-16 18:03:03 Shots:2 Duracion:12,48s
tSeg,ms,qw,qx,qy,qz,filteredElev,filteredYaw,shot
0.0000,1335776,-0.683838,0.719788,0.019348,-0.118103,71.2374,322.2213,231
0.0100,1335786,-0.684631,0.719360,0.021118,-0.115479,71.6194,322.8105,0
0.0200,1335796,-0.685791,0.718567,0.023010,-0.112915,72.0545,323.3916,0
0.0300,1335806,-0.687256,0.717529,0.024902,-0.110474,72.5495,323.9726,0
0.0400,1335816,-0.688782,0.716370,0.026855,-0.108154,73.0332,324.5540,0
0.0500,1335826,-0.690247,0.715210,0.028687,-0.105957,73.4751,325.1388,0
0.0600,1335836,-0.691528,0.714233,0.030518,-0.103760,73.8470,325.7249,0
0.0700,1335846,-0.692322,0.713684,0.032227,-0.101563,74.1506,326.3105,0
0.0800,1335856,-0.692749,0.713501,0.033936,-0.099426,74.4029,326.8910,0
0.0900,1335866,-0.692810,0.713684,0.035583,-0.097229,74.6322,327.4557,0
0.1000,1335876,-0.692627,0.714233,0.039124,-0.092896,74.8686,328.0103,0
0.1100,1335886,-0.692688,0.714294,0.040955,-0.090820,75.1385,328.5499,0
0.1200,1335896,-0.693115,0.714050,0.042786,-0.088806,75.4682,329.0824,0
0.1300,1335906,-0.693970,0.713318,0.044556,-0.086914,75.8641,329.6098,0
0.1400,1335916,-0.695190,0.712219,0.046326,-0.085205,76.3181,330.1348,0
0.1500,1335926,-0.696655,0.710937,0.047974,-0.083435,76.7941,330.6575,0
0.1600,1335936,-0.697937,0.709778,0.049500,-0.081726,77.2446,331.1780,0
0.1700,1335946,-0.698914,0.708862,0.050964,-0.079956,77.6389,331.6958,0
0.1800,1335956,-0.699463,0.708435,0.052368,-0.078186,77.9553,332.2109,0
0.1900,1335966,-0.699524,0.708435,0.053711,-0.076355,78.1936,332.7260,0
0.2000,1335976,-0.699280,0.708801,0.055054,-0.074585,78.3820,333.2422,0
0.2100,1335986,-0.698914,0.709229,0.056396,-0.072937,78.5575,333.7517,0
0.2200,1335996,-0.698608,0.709534,0.057800,-0.071411,78.7569,334.2518,0
0.2300,1336006,-0.698608,0.709595,0.059326,-0.070068,78.9931,334.7374,0
0.2400,1336016,-0.698792,0.709412,0.060852,-0.068787,79.2733,335.2124,0
0.2500,1336026,-0.699280,0.708862,0.062439,-0.067688,79.5959,335.6760,0
0.2600,1336036,-0.700012,0.708130,0.063965,-0.066589,79.9604,336.1379,0
0.2700,1336046,-0.700867,0.707214,0.065430,-0.065613,80.3397,336.5963,0
0.2800,1336056,-0.701782,0.706299,0.066711,-0.064636,80.7184,337.0524,0
0.2900,1336066,-0.702637,0.705444,0.067932,-0.063599,81.0774,337.5063,0
0.3000,1336076,-0.703308,0.704712,0.068970,-0.062561,81.3962,337.9558,0
0.3100,1336086,-0.703796,0.704285,0.069885,-0.061462,81.6735,338.3988,0
0.3200,1336096,-0.704102,0.703979,0.070801,-0.060364,81.9159,338.8320,0
0.3300,1336106,-0.704346,0.703735,0.071777,-0.059265,82.1745,339.2493,0
0.3400,1336116,-0.704773,0.703308,0.072754,-0.058167,82.4621,339.6514,0
0.3500,1336126,-0.705322,0.702698,0.073730,-0.057129,82.7709,340.0510,0
0.3600,1336136,-0.706116,0.701904,0.074768,-0.056274,83.0883,340.4465,0
0.3700,1336146,-0.706970,0.701050,0.075684,-0.055420,83.3950,340.8397,0
0.3800,1336156,-0.707764,0.700134,0.076477,-0.054626,83.6582,341.2333,0
0.3900,1336166,-0.708618,0.699280,0.077820,-0.052856,83.8563,341.6182,0
0.4000,1336176,-0.708496,0.699463,0.078369,-0.051819,83.9849,341.9921,0
0.4100,1336186,-0.708008,0.699951,0.079041,-0.050659,84.0634,342.3494,0
0.4200,1336196,-0.707458,0.700500,0.079712,-0.049561,84.1300,342.6916,0
0.4300,1336206,-0.707031,0.700928,0.080505,-0.048462,84.2234,343.0214,0
0.4400,1336216,-0.706909,0.701050,0.081299,-0.047424,84.3665,343.3428,0
0.4500,1336226,-0.707092,0.700806,0.082092,-0.046448,84.5603,343.6562,0
0.4600,1336236,-0.707520,0.700378,0.082886,-0.045654,84.7899,343.9644,0
0.4700,1336246,-0.708008,0.699768,0.083679,-0.044983,85.0393,344.2758,0
0.4800,1336256,-0.708557,0.699219,0.084412,-0.044373,85.2741,344.5928,0
0.4900,1336266,-0.708862,0.698853,0.085083,-0.043884,85.4737,344.9125,0
0.5000,1336276,-0.708923,0.698730,0.085632,-0.043457,85.6302,345.2330,0
0.5100,1336286,-0.708862,0.698730,0.086182,-0.043030,85.7612,345.5477,0
0.5200,1336296,-0.708801,0.698792,0.086609,-0.042542,85.8901,345.8504,0
0.5300,1336306,-0.708801,0.698730,0.087097,-0.042053,86.0318,346.1395,0
0.5400,1336316,-0.708984,0.698547,0.087646,-0.041565,86.1831,346.4107,0
