# Sesion:38 Fecha:2026-04-16 18:13:14 Shots:2 Duracion:16,89s
tSeg,ms,qw,qx,qy,qz,filteredElev,filteredYaw,shot
0.0000,1925486,-0.694031,0.686157,0.094055,-0.196716,71.2588,312.7357,434
0.0100,1925496,-0.694946,0.685669,0.095764,-0.194336,71.6103,313.1945,0
0.0200,1925506,-0.695862,0.685242,0.097351,-0.191895,71.9557,313.6513,0
0.0300,1925516,-0.696655,0.684814,0.098999,-0.189453,72.2902,314.1079,0
0.0400,1925526,-0.697266,0.684631,0.100647,-0.186951,72.5998,314.5603,0
0.0500,1925536,-0.697754,0.684570,0.102417,-0.184448,72.8906,315.0132,0
0.0600,1925546,-0.698120,0.684570,0.104065,-0.182129,73.1678,315.4652,0
0.0700,1925556,-0.698364,0.684692,0.105713,-0.179810,73.4348,315.9161,0
0.0800,1925566,-0.698608,0.684814,0.107483,-0.177429,73.6910,316.3692,0
0.0900,1925576,-0.698792,0.684937,0.109192,-0.175171,73.9495,316.8267,0
0.1000,1925586,-0.699036,0.684937,0.110901,-0.172913,74.2225,317.2836,0
0.1100,1925596,-0.699341,0.684875,0.112610,-0.170776,74.5159,317.7380,0
0.1200,1925606,-0.699768,0.684631,0.114319,-0.168762,74.8293,318.1944,0
0.1300,1925616,-0.700195,0.684448,0.115967,-0.166809,75.1438,318.6514,0
0.1400,1925626,-0.700500,0.684326,0.117615,-0.164856,75.4392,319.1053,0
0.1500,1925636,-0.700623,0.684387,0.119263,-0.162842,75.7177,319.5695,0
0.1600,1925646,-0.700562,0.684631,0.120972,-0.160767,75.9771,320.0237,0
0.1700,1925656,-0.700562,0.684814,0.122742,-0.158691,76.2379,320.4626,0
0.1800,1925666,-0.700562,0.684998,0.124573,-0.156555,76.5085,320.8893,0
0.1900,1925676,-0.700623,0.685059,0.126465,-0.154480,76.7907,321.3050,0
0.2000,1925686,-0.700745,0.684998,0.128418,-0.152466,77.0993,321.7173,0
0.2100,1925696,-0.700928,0.684875,0.130310,-0.150513,77.4194,322.1317,0
0.2200,1925706,-0.701172,0.684692,0.132202,-0.148621,77.7427,322.5486,0
0.2300,1925716,-0.701416,0.684509,0.134033,-0.146729,78.0498,322.9710,0
0.2400,1925726,-0.701599,0.684387,0.135742,-0.144897,78.3335,323.3992,0
