# Sesion:54 Fecha:2026-04-16 18:26:20 Shots:1 Duracion:13,38s
tSeg,ms,qw,qx,qy,qz,filteredElev,filteredYaw,shot
0.0000,2682566,-0.647644,0.676697,0.194702,-0.291077,70.2460,294.8288,0
0.0100,2682576,-0.649170,0.675842,0.196594,-0.288391,70.6786,295.3016,0
0.0200,2682586,-0.650757,0.674927,0.198425,-0.285706,71.1192,295.7865,0
0.0300,2682596,-0.652283,0.674011,0.200134,-0.283142,71.5536,296.2827,0
0.0400,2682606,-0.653625,0.673279,0.201904,-0.280579,71.9488,296.7968,0
0.0500,2682616,-0.654846,0.672607,0.203613,-0.278076,72.3257,297.3099,0
0.0600,2682626,-0.655945,0.671997,0.205444,-0.275635,72.6948,297.8211,0
0.0700,2682636,-0.656921,0.671448,0.207336,-0.273254,73.0660,298.3236,0
0.0800,2682646,-0.657898,0.670776,0.209351,-0.270935,73.4421,298.8241,0
0.0900,2682656,-0.658875,0.670105,0.211365,-0.268677,73.8313,299.3184,0
0.1000,2682666,-0.661011,0.668457,0.215393,-0.264343,74.2267,299.8090,0
0.1100,2682676,-0.662048,0.667542,0.217346,-0.262268,74.6252,300.2992,0
0.1200,2682686,-0.663086,0.666687,0.219299,-0.260193,75.0208,300.7878,0
0.1300,2682696,-0.664062,0.665894,0.221252,-0.258179,75.4029,301.2779,0
0.1400,2682706,-0.664917,0.665222,0.223145,-0.256165,75.7667,301.7692,0
0.1500,2682716,-0.665710,0.664551,0.225037,-0.254150,76.1154,302.2647,0
0.1600,2682726,-0.666321,0.664062,0.226807,-0.252136,76.4500,302.7624,0
0.1700,2682736,-0.666870,0.663696,0.228577,-0.250183,76.7740,303.2639,0
0.1800,2682746,-0.667358,0.663330,0.230225,-0.248291,77.0919,303.7684,0
0.1900,2682756,-0.667847,0.662964,0.231812,-0.246521,77.4149,304.2758,0
0.2000,2682766,-0.668396,0.662476,0.233276,-0.244934,77.7539,304.7780,0
0.2100,2682776,-0.669006,0.661804,0.234741,-0.243469,78.1115,305.2778,0
0.2200,2682786,-0.669739,0.661072,0.236145,-0.242126,78.4792,305.7674,0
0.2300,2682796,-0.670410,0.660339,0.237610,-0.240845,78.8373,306.2539,0
0.2400,2682806,-0.671021,0.659668,0.239075,-0.239502,79.1781,306.7345,0
0.2500,2682816,-0.671570,0.659119,0.240540,-0.238220,79.5026,307.2095,0
0.2600,2682826,-0.671997,0.658569,0.241943,-0.236938,79.8173,307.6755,0
0.2700,2682836,-0.672424,0.658142,0.243286,-0.235596,80.1299,308.1443,0
0.2800,2682846,-0.672729,0.657776,0.244629,-0.234314,80.4255,308.6060,0
0.2900,2682856,-0.672974,0.657532,0.245911,-0.232971,80.7086,309.0638,0
0.3000,2682866,-0.673279,0.657288,0.247070,-0.231567,80.9924,309.5123,0
0.3100,2682876,-0.673645,0.656982,0.248230,-0.230164,81.2786,309.9502,0
0.3200,2682886,-0.674011,0.656677,0.249268,-0.228821,81.5722,310.3852,0
0.3300,2682896,-0.674438,0.656372,0.250305,-0.227417,81.8576,310.8163,0
0.3400,2682906,-0.674866,0.656006,0.251221,-0.226013,82.1406,311.2413,0
0.3500,2682916,-0.675293,0.655701,0.252197,-0.224670,82.4284,311.6592,0
0.3600,2682926,-0.675720,0.655334,0.253113,-0.223389,82.7236,312.0697,0
0.3700,2682936,-0.676208,0.654907,0.254028,-0.222168,83.0182,312.4763,0
0.3800,2682946,-0.676697,0.654419,0.254883,-0.221008,83.2983,312.8797,0
0.3900,2682956,-0.677551,0.653625,0.256653,-0.218811,83.5578,313.2812,0
0.4000,2682966,-0.677734,0.653442,0.257507,-0.217712,83.7929,313.6792,0
0.4100,2682976,-0.677856,0.653381,0.258301,-0.216614,84.0053,314.0724,0
0.4200,2682986,-0.677856,0.653381,0.259033,-0.215515,84.2062,314.4666,0
0.4300,2682996,-0.677979,0.653381,0.259705,-0.214539,84.4092,314.8581,0
0.4400,2683006,-0.678101,0.653320,0.260376,-0.213562,84.6202,315.2393,0
0.4500,2683016,-0.678284,0.653137,0.261047,-0.212708,84.8406,315.6107,0
0.4600,2683026,-0.678528,0.652893,0.261658,-0.211853,85.0669,315.9735,0
0.4700,2683036,-0.678772,0.652588,0.262268,-0.211060,85.2905,316.3238,0
0.4800,2683046,-0.679077,0.652344,0.262939,-0.210205,85.5087,316.6641,0
0.4900,2683056,-0.679260,0.652039,0.263672,-0.209534,85.7233,316.9965,0
0.5000,2683066,-0.679565,0.651733,0.264343,-0.208801,85.9429,317.3191,0
0.5100,2683076,-0.679871,0.651367,0.264954,-0.208130,86.1661,317.6342,0
0.5200,2683086,-0.680237,0.650940,0.265625,-0.207520,86.3963,317.9422,0
0.5300,2683096,-0.680664,0.650452,0.266235,-0.206848,86.6271,318.2417,0
0.5400,2683106,-0.681030,0.650024,0.266846,-0.206238,86.8485,318.5311,0
0.5500,2683116,-0.681335,0.649597,0.267456,-0.205566,87.0580,318.8164,0
0.5600,2683126,-0.681580,0.649292,0.268066,-0.204895,87.2574,319.1029,0
0.5700,2683136,-0.681763,0.649109,0.268555,-0.204102,87.4395,319.3855,0
0.5800,2683146,-0.681946,0.648987,0.269043,-0.203308,87.6116,319.6644,0
0.5900,2683156,-0.682129,0.648926,0.269470,-0.202515,87.7740,319.9398,0
0.6000,2683166,-0.682312,0.648804,0.269775,-0.201782,87.9315,320.2183,0
0.6100,2683176,-0.682434,0.648743,0.270142,-0.201111,88.0992,320.5028,0
0.6200,2683186,-0.682617,0.648621,0.270386,-0.200500,88.2682,320.7851,0
0.6300,2683196,-0.682861,0.648437,0.270630,-0.200012,88.4330,321.0641,0
0.6400,2683206,-0.682983,0.648315,0.270813,-0.199646,88.5872,321.3406,0
