# Sesion:4 Fecha:2026-04-14 13:47:37 Shots:2 Duracion:11,29s
tSeg,ms,qw,qx,qy,qz,filteredElev,filteredYaw,shot
0.0000,141822516,0.475830,-0.303711,0.539917,-0.624390,75.5219,80.7803,410
0.0100,141822526,0.472473,-0.304749,0.538635,-0.627502,75.7521,81.5627,0
0.0200,141822536,0.469055,-0.305908,0.537415,-0.630554,75.9672,82.3284,0
0.0300,141822546,0.465454,-0.307129,0.536316,-0.633545,76.1668,83.0843,0
0.0400,141822556,0.461670,-0.308472,0.535400,-0.636414,76.3571,83.8320,0
0.0500,141822566,0.453674,-0.311157,0.534119,-0.641907,76.5383,84.5839,0
0.0600,141822576,0.449585,-0.312317,0.533630,-0.644592,76.7355,85.3433,0
0.0700,141822586,0.445618,-0.313354,0.533081,-0.647339,76.9667,86.1093,0
0.0800,141822596,0.441711,-0.314270,0.532349,-0.650208,77.2356,86.8814,0
0.0900,141822606,0.437927,-0.315063,0.531494,-0.653015,77.5265,87.6559,0
0.1000,141822616,0.434204,-0.315857,0.530701,-0.655762,77.8200,88.4319,0
0.1100,141822626,0.430420,-0.316711,0.530029,-0.658447,78.1016,89.2070,0
0.1200,141822636,0.426575,-0.317749,0.529480,-0.660889,78.3512,89.9772,0
0.1300,141822646,0.422668,-0.319031,0.529053,-0.663086,78.5757,90.7401,0
0.1400,141822656,0.418762,-0.320374,0.528687,-0.665161,78.7990,91.4985,0
0.1500,141822666,0.415039,-0.321716,0.528259,-0.667236,79.0425,92.2604,0
0.1600,141822676,0.411621,-0.322876,0.527527,-0.669373,79.3360,93.0367,0
0.1700,141822686,0.408508,-0.323608,0.526489,-0.671692,79.7030,93.8273,0
0.1800,141822696,0.405823,-0.323914,0.524963,-0.674377,80.1616,94.6343,0
0.1900,141822706,0.403564,-0.323669,0.522949,-0.677429,80.7117,95.4520,0
0.2000,141822716,0.401672,-0.323120,0.520386,-0.680786,81.3466,96.2931,0
0.2100,141822726,0.399902,-0.322388,0.517639,-0.684265,82.0023,97.1187,0
0.2200,141822736,0.398071,-0.321655,0.514954,-0.687683,82.6260,97.9263,0
0.2300,141822746,0.395996,-0.321167,0.512634,-0.690796,83.1759,98.7156,0
0.2400,141822756,0.393616,-0.321045,0.510864,-0.693542,83.6219,99.4856,0
0.2500,141822766,0.391052,-0.321167,0.509705,-0.695801,83.9645,100.2426,0
0.2600,141822776,0.388245,-0.321655,0.508972,-0.697693,84.1783,100.9962,0
0.2700,141822786,0.385437,-0.322266,0.508484,-0.699280,84.3787,101.7334,0
0.2800,141822796,0.382568,-0.323120,0.508118,-0.700745,84.5924,102.4562,0
0.2900,141822806,0.379883,-0.324036,0.507568,-0.702209,84.8330,103.1684,0
0.3000,141822816,0.377441,-0.325073,0.506775,-0.703613,85.1027,103.8666,0
0.3100,141822826,0.375244,-0.326294,0.505676,-0.705017,85.4038,104.5551,0
0.3200,141822836,0.371765,-0.328918,0.502747,-0.707703,85.7310,105.2390,0
0.3300,141822846,0.370483,-0.330383,0.501038,-0.708923,86.0729,105.9214,0
0.3400,141822856,0.369446,-0.331787,0.499268,-0.710083,86.4192,106.5974,0
0.3500,141822866,0.368591,-0.333191,0.497437,-0.711121,86.7691,107.2651,0
0.3600,141822876,0.367798,-0.334656,0.495605,-0.712097,87.1122,107.9193,0
0.3700,141822886,0.367065,-0.335999,0.493958,-0.713013,87.4365,108.5649,0
0.3800,141822896,0.366333,-0.337341,0.492432,-0.713806,87.7441,109.1941,0
0.3900,141822906,0.365601,-0.338562,0.491028,-0.714539,88.0386,109.8076,0
0.4000,141822916,0.364807,-0.339600,0.489746,-0.715332,88.3302,110.4116,0
0.4100,141822926,0.364075,-0.340454,0.488464,-0.716248,88.6338,111.0047,0
0.4200,141822936,0.363403,-0.340942,0.487000,-0.717285,88.9637,111.5906,0
0.4300,141822946,0.362915,-0.341248,0.485413,-0.718445,89.3220,112.1660,0
0.4400,141822956,0.362549,-0.341309,0.483765,-0.719788,89.6990,112.7265,0
0.4500,141822966,0.362122,-0.341370,0.482117,-0.721069,90.0575,113.2701,0
0.4600,141822976,0.361511,-0.341492,0.480774,-0.722168,90.3610,113.7974,0
0.4700,141822986,0.360779,-0.341797,0.479980,-0.722961,90.5919,114.3193,0
0.4800,141822996,0.359802,-0.342346,0.479614,-0.723389,90.7414,114.8257,0
0.4900,141823006,0.358704,-0.343140,0.479553,-0.723572,90.8364,115.3119,0
0.5000,141823016,0.357544,-0.343994,0.479614,-0.723694,90.9174,115.7813,0
0.5100,141823026,0.356445,-0.344849,0.479553,-0.723938,91.0233,116.2282,0
0.5200,141823036,0.355408,-0.345642,0.479187,-0.724304,91.1652,116.6550,0
0.5300,141823046,0.354431,-0.346375,0.478577,-0.724854,91.3824,117.0524,0
0.5400,141823056,0.353577,-0.347046,0.477661,-0.725525,91.6236,117.4315,0
