# Sesion:41 Fecha:2026-04-14 20:39:36 Shots:1 Duracion:17,47s
tSeg,ms,qw,qx,qy,qz,filteredElev,filteredYaw,shot
0.0000,1865246,-0.699829,0.672241,0.109924,-0.215149,68.1798,305.2961,0
0.0100,1865256,-0.699951,0.672363,0.113525,-0.212402,68.5817,305.8744,0
0.0200,1865266,-0.700195,0.672363,0.117126,-0.209717,69.0320,306.4450,0
0.0300,1865276,-0.700623,0.672058,0.120667,-0.207153,69.5346,307.0107,0
0.0400,1865286,-0.701355,0.671387,0.124207,-0.204712,70.0768,307.5657,0
0.0500,1865296,-0.702332,0.670471,0.127686,-0.202332,70.6324,308.1166,0
0.0600,1865306,-0.703369,0.669434,0.131104,-0.199951,71.1620,308.6576,0
0.0700,1865316,-0.704224,0.668579,0.134460,-0.197449,71.6243,309.1927,0
0.0800,1865326,-0.704712,0.668274,0.141235,-0.191833,71.9928,309.7236,0
0.0900,1865336,-0.704163,0.669006,0.144775,-0.188782,72.2824,310.2516,0
0.1000,1865346,-0.703308,0.669983,0.148376,-0.185669,72.5356,310.7756,0
0.1100,1865356,-0.702454,0.670898,0.151917,-0.182617,72.8101,311.2977,0
0.1200,1865366,-0.701965,0.671387,0.155457,-0.179749,73.1568,311.8215,0
0.1300,1865376,-0.701904,0.671326,0.158813,-0.177185,73.5997,312.3533,0
0.1400,1865386,-0.702332,0.670715,0.161987,-0.174866,74.1249,312.8975,0
0.1500,1865396,-0.703125,0.669739,0.164978,-0.172852,74.7132,313.4526,0
0.1600,1865406,-0.704102,0.668457,0.167725,-0.171021,75.3359,314.0183,0
0.1700,1865416,-0.705200,0.667114,0.170410,-0.169312,75.9595,314.5819,0
0.1800,1865426,-0.706116,0.665894,0.173035,-0.167603,76.5540,315.1430,0
0.1900,1865436,-0.706848,0.664856,0.175659,-0.165771,77.1049,315.6906,0
0.2000,1865446,-0.707397,0.664062,0.178284,-0.163757,77.6120,316.2144,0
0.2100,1865456,-0.707764,0.663452,0.181091,-0.161560,78.0841,316.7142,0
0.2200,1865466,-0.708130,0.662903,0.183899,-0.159119,78.5367,317.1876,0
0.2300,1865476,-0.708374,0.662415,0.186768,-0.156555,79.0003,317.6651,0
0.2400,1865486,-0.708740,0.661865,0.189636,-0.153809,79.4710,318.1322,0
0.2500,1865496,-0.709167,0.661255,0.192444,-0.151062,79.9520,318.5949,0
0.2600,1865506,-0.709656,0.660522,0.195190,-0.148315,80.4469,319.0616,0
0.2700,1865516,-0.710266,0.659668,0.197815,-0.145630,80.9584,319.5321,0
0.2800,1865526,-0.711060,0.658630,0.200317,-0.143127,81.5001,320.0093,0
0.2900,1865536,-0.712036,0.657288,0.202820,-0.140686,82.1085,320.4973,0
0.3000,1865546,-0.713196,0.655823,0.205200,-0.138428,82.7022,320.9916,0
0.3100,1865556,-0.714294,0.654358,0.207581,-0.136230,83.2523,321.4990,0
0.3200,1865566,-0.715149,0.653076,0.209839,-0.134155,83.7497,322.0161,0
0.3300,1865576,-0.715759,0.652161,0.212097,-0.132019,84.2000,322.5433,0
0.3400,1865586,-0.716064,0.651550,0.214172,-0.130005,84.6179,323.0816,0
0.3500,1865596,-0.716248,0.650757,0.218079,-0.126099,85.0187,323.6289,0
0.3600,1865606,-0.716309,0.650513,0.219849,-0.124329,85.4150,324.1779,0
0.3700,1865616,-0.716431,0.650085,0.221558,-0.122620,85.8272,324.7270,0
0.3800,1865626,-0.716797,0.649353,0.223206,-0.121094,86.2746,325.2629,0
0.3900,1865636,-0.717468,0.648376,0.224792,-0.119629,86.7640,325.7839,0
0.4000,1865646,-0.718262,0.647095,0.226440,-0.118347,87.2735,326.2888,0
0.4100,1865656,-0.719177,0.645813,0.228149,-0.117065,87.7849,326.7793,0
0.4200,1865666,-0.720032,0.644409,0.229919,-0.115845,88.2851,327.2516,0
0.4300,1865676,-0.720703,0.643311,0.231384,-0.114868,88.7681,327.7054,0
0.4400,1865686,-0.721313,0.642273,0.233032,-0.113770,89.2251,328.1401,0
0.4500,1865696,-0.721863,0.641174,0.234863,-0.112366,89.6385,328.5612,0
