# Sesion:25 Fecha:2026-04-14 20:18:16 Shots:1 Duracion:15,07s
tSeg,ms,qw,qx,qy,qz,filteredElev,filteredYaw,shot
0.0000,633046,-0.731628,0.672241,0.010437,-0.112366,70.9527,320.5247,0
0.0100,633056,-0.733337,0.670898,0.013489,-0.109192,71.4891,321.1326,0
0.0200,633066,-0.734985,0.669495,0.016541,-0.106018,72.0243,321.7429,0
0.0300,633076,-0.736572,0.668152,0.019470,-0.102905,72.5519,322.3602,0
0.0400,633086,-0.738037,0.666931,0.022400,-0.099915,73.0590,322.9828,0
0.0500,633096,-0.739380,0.665833,0.025208,-0.096863,73.5461,323.6053,0
0.0600,633106,-0.740479,0.664917,0.028076,-0.093872,74.0007,324.2238,0
0.0700,633116,-0.741394,0.664185,0.030823,-0.090820,74.4231,324.8388,0
0.0800,633126,-0.742004,0.663757,0.033569,-0.087708,74.8100,325.4522,0
0.0900,633136,-0.742432,0.663574,0.036255,-0.084656,75.1598,326.0634,0
0.1000,633146,-0.742554,0.663696,0.038879,-0.081543,75.4901,326.7017,0
0.1100,633156,-0.742371,0.664124,0.041443,-0.078369,75.7807,327.3383,0
0.1200,633166,-0.741943,0.664795,0.043945,-0.075317,76.0430,327.9758,0
0.1300,633176,-0.741455,0.665527,0.046387,-0.072205,76.2998,328.6074,0
0.1400,633186,-0.741028,0.666077,0.048828,-0.069153,76.5847,329.2329,0
0.1500,633196,-0.740784,0.666504,0.051331,-0.066162,76.9057,329.8507,0
0.1600,633206,-0.740723,0.666626,0.053833,-0.063293,77.3208,330.4709,0
0.1700,633216,-0.740967,0.666443,0.056335,-0.060547,77.7911,331.0866,0
0.1800,633226,-0.741516,0.665833,0.058838,-0.057922,78.3011,331.6986,0
0.1900,633236,-0.742371,0.664917,0.061279,-0.055420,78.8253,332.3023,0
0.2000,633246,-0.743225,0.663879,0.063782,-0.052979,79.3237,332.8987,0
0.2100,633256,-0.744019,0.662964,0.066284,-0.050598,79.7584,333.4883,0
0.2200,633266,-0.744385,0.662415,0.068787,-0.048218,80.1017,334.0760,0
0.2300,633276,-0.743591,0.663147,0.073608,-0.043274,80.3528,334.6614,0
0.2400,633286,-0.742432,0.664368,0.075928,-0.040710,80.5341,335.2469,0
