# Sesion:1 Fecha:2026-04-12 20:21:42 Shots:2 Duracion:9,74s
tSeg,ms,qw,qx,qy,qz,filteredElev,shot
0.0000,471336,0.422546,-0.427124,0.624084,-0.499512,61.0686,0
0.0100,471346,0.407593,-0.430359,0.630310,-0.501343,61.0727,0
0.0200,471356,0.393372,-0.433289,0.635925,-0.503174,61.2012,0
0.0300,471366,0.380493,-0.435791,0.640991,-0.504456,61.4553,0
0.0400,471376,0.369324,-0.437805,0.645508,-0.505188,61.7799,0
0.0500,471386,0.358948,-0.439758,0.649658,-0.505676,62.1501,0
0.0600,471396,0.348816,-0.442078,0.653259,-0.506104,62.5555,0
0.0700,471406,0.326782,-0.448730,0.658813,-0.507751,62.9611,0
0.0800,471416,0.314697,-0.453003,0.660706,-0.509155,63.4181,0
0.0900,471426,0.302979,-0.457886,0.661499,-0.510803,63.9973,0
0.1000,471436,0.292236,-0.463074,0.661560,-0.512390,64.6805,0
0.1100,471446,0.282593,-0.467773,0.661682,-0.513306,65.4035,0
0.1200,471456,0.274475,-0.471436,0.662048,-0.513977,66.2148,0
0.1300,471466,0.269104,-0.472351,0.663452,-0.514099,67.1369,0
0.1400,471476,0.267456,-0.467957,0.669983,-0.510559,67.7775,0
0.1500,471486,0.268677,-0.462708,0.675354,-0.507568,68.6344,0
0.1600,471496,0.267090,-0.462341,0.677551,-0.505798,69.4233,0
0.1700,471506,0.263245,-0.465271,0.678406,-0.503906,70.0382,0
0.1800,471516,0.258362,-0.467529,0.680359,-0.501770,70.5306,0
0.1900,471526,0.252441,-0.468567,0.683044,-0.500122,70.9867,0
0.2000,471536,0.245483,-0.469421,0.685852,-0.498962,71.4272,0
0.2100,471546,0.237549,-0.470703,0.688293,-0.498291,71.8697,0
0.2200,471556,0.229553,-0.471130,0.690430,-0.498718,72.4448,0
0.2300,471566,0.221252,-0.470886,0.692261,-0.500122,73.1438,0
0.2400,471576,0.214600,-0.471069,0.693481,-0.501160,73.9179,0
0.2500,471586,0.208984,-0.471558,0.694519,-0.501587,74.6865,0
0.2600,471596,0.203186,-0.472595,0.695557,-0.501648,75.3874,0
0.2700,471606,0.198242,-0.473816,0.696960,-0.500427,75.9826,0
0.2800,471616,0.193726,-0.474792,0.699158,-0.498169,76.5373,0
0.2900,471626,0.190002,-0.476013,0.700867,-0.496094,77.4164,0
0.3000,471636,0.187988,-0.477295,0.700745,-0.495789,78.9222,0
0.3100,471646,0.189331,-0.477234,0.697876,-0.499390,79.8180,0
0.3200,471656,0.188171,-0.476990,0.697998,-0.499878,80.9448,0
0.3300,471666,0.187622,-0.478760,0.695435,-0.501892,81.8549,0
0.3400,471676,0.184692,-0.487671,0.688721,-0.503662,82.8153,0
0.3500,471686,0.182556,-0.492615,0.685120,-0.504578,83.6946,0
0.3600,471696,0.179504,-0.497253,0.682068,-0.505249,84.4615,0
0.3700,471706,0.176086,-0.501160,0.680054,-0.505249,85.1065,0
0.3800,471716,0.171997,-0.504211,0.678711,-0.505554,85.7106,0
0.3900,471726,0.167725,-0.506470,0.678223,-0.505371,86.2263,0
0.4000,471736,0.164307,-0.507935,0.677979,-0.505371,86.8057,0
0.4100,471746,0.161987,-0.508301,0.678467,-0.505066,87.3726,0
0.4200,471756,0.160278,-0.507446,0.680115,-0.504272,87.8732,0
0.4300,471766,0.159668,-0.505676,0.681213,-0.504761,88.5522,0
0.4400,471776,0.161194,-0.502808,0.679932,-0.508789,89.7453,0
0.4500,471786,0.162109,-0.499695,0.679260,-0.512512,90.7848,0
0.4600,471796,0.160706,-0.495972,0.682861,-0.511719,91.0473,0
0.4700,471806,0.158569,-0.492249,0.687256,-0.510132,91.1454,0
0.4800,471816,0.154968,-0.489319,0.691162,-0.508789,91.1856,0
0.4900,471826,0.148682,-0.488281,0.693848,-0.507935,91.1677,0
0.5000,471836,0.141724,-0.487671,0.696167,-0.507385,91.1960,0
0.5100,471846,0.135864,-0.486023,0.699097,-0.506531,91.2373,0
0.5200,471856,0.131104,-0.483154,0.702820,-0.505371,91.2902,0
0.5300,471866,0.127197,-0.478516,0.707031,-0.504944,91.4211,0
0.5400,471876,0.124451,-0.472107,0.711975,-0.504700,91.6028,0
0.5500,471886,0.122437,-0.464905,0.716736,-0.505188,91.9790,0
0.5600,471896,0.120728,-0.457214,0.721069,-0.506409,92.4023,0
0.5700,471906,0.119873,-0.448669,0.725403,-0.507996,92.8606,0
0.5800,471916,0.120361,-0.439392,0.729797,-0.509766,93.2809,0
0.5900,471926,0.121094,-0.429626,0.734253,-0.511536,93.7480,0
0.6000,471936,0.121887,-0.419189,0.738342,-0.514038,94.1899,0
0.6100,471946,0.121460,-0.401306,0.744324,-0.519775,94.5856,0
0.6200,471956,0.121643,-0.393921,0.746399,-0.522400,94.9725,0
